year,aux_ADP hivers_NOUN,aux_ADP divers_ADJ
1947,7.271731305991125e-08,4.013757461507339e-06
1948,1.0437012321062866e-07,4.333534434408648e-06
1949,8.540797580280923e-08,4.430415629030904e-06
1950,7.019338710279044e-08,4.521092250797665e-06
1951,7.356366893418453e-08,4.380769951239927e-06
1952,5.9050901057844385e-08,4.693492428486934e-06
1953,7.002987700843732e-08,4.606888523994712e-06
1954,6.547599440409613e-08,4.461162916413741e-06
1955,6.569925403709931e-08,4.4309454096946865e-06
1956,4.098936656760088e-08,4.5533079173765145e-06
1957,7.421432002274742e-08,4.669317604566459e-06
1958,2.870468449600594e-07,4.706906565843383e-06
1959,6.045583234026708e-08,4.310965778131504e-06
1960,6.644000194455657e-08,4.3746586015913635e-06
1961,5.489045662443459e-08,4.0403547245659865e-06
1962,4.94672605100277e-08,4.148907919443445e-06
1963,6.854016731949741e-08,4.098831141163828e-06
1964,7.909158483698775e-08,3.844459570245817e-06
1965,6.621172587983892e-08,4.017574156023329e-06
1966,6.702280330728172e-08,3.9427131923730485e-06
1967,7.740626983832044e-08,3.821503014478367e-06
1968,5.88375463905777e-08,3.87204954677145e-06
1969,5.7226149152711514e-08,4.284240276319906e-06
1970,5.6104443757476474e-08,3.990773620898835e-06
1971,4.881477622120656e-08,4.0105192056216765e-06
1972,5.643161671287089e-08,3.942517651012167e-06
1973,4.2451670623222526e-08,3.822855433099903e-06
1974,4.7817358961310674e-08,3.822575763479108e-06
1975,5.0832174025572385e-08,3.930069397029001e-06
1976,4.399415587386102e-08,3.696080511872424e-06
1977,5.230335986539103e-08,3.5472255603963276e-06
1978,4.7524729041015235e-08,3.31484989146702e-06
1979,4.7986180362613595e-08,3.4789982237271033e-06
1980,5.1166356485055076e-08,3.11489407067711e-06
1981,4.99718417756867e-08,3.1286167541111354e-06
1982,4.717701784784367e-08,3.326600563013926e-06
1983,5.052253015946917e-08,3.0875580705469474e-06
1984,5.0451372857196475e-08,3.0096853151917458e-06
1985,4.271046094572739e-08,3.0540988973370986e-06
1986,4.076250093021372e-08,2.8899414701299975e-06
1987,6.355249837497468e-08,2.844585196726257e-06
1988,4.8572086797094016e-08,2.718237738008611e-06
1989,4.719785096085616e-08,2.536610054448829e-06
1990,6.211462277860846e-08,2.6126281227334403e-06
1991,4.396098773895574e-08,2.7238229449721985e-06
1992,5.0691486563891885e-08,2.51088158620405e-06
1993,4.4313658520422905e-08,2.3580405468237586e-06
1994,5.063929364723663e-08,2.3985091957001714e-06
1995,3.0907969517102174e-08,2.237303306173999e-06
1996,4.911044726441105e-08,2.357301582378568e-06
1997,4.027711497656128e-08,2.2181181975611253e-06
1998,3.814503202193009e-08,2.1623466182063567e-06
1999,4.844413226123834e-08,2.2348283437167993e-06
2000,4.1087691471375365e-08,2.1480468603840563e-06
2001,4.030714961800186e-08,2.1060484414192615e-06
2002,3.724038322161505e-08,2.091157057293458e-06
2003,4.625284333314994e-08,2.141798404409201e-06
2004,5.5059889092490266e-08,1.9768704078160226e-06
2005,4.593824698417848e-08,1.9505739601299865e-06
2006,4.612036619278115e-08,1.980293291126145e-06
2007,5.23276817432361e-08,1.7707527604216011e-06
2008,4.4277371102907637e-08,1.7195799273395096e-06
2009,5.197329855377575e-08,1.6178477153516724e-06
2010,4.865506753048976e-08,1.4794919707128429e-06
2011,7.036108229385718e-08,1.4378134665093967e-06
2012,7.319142980577453e-08,1.1829778259198065e-06
2013,5.1877727003102336e-08,1.1736638043657877e-06
2014,6.886115500037704e-08,1.0430949259898625e-06
2015,5.0537920515125734e-08,1.0539815775700845e-06
2016,5.9447458511385776e-08,1.1317802091070917e-06
2017,5.8362182642213156e-08,9.297699534727144e-07
2018,6.918330797134331e-08,9.530775173516304e-07
2019,6.275429598190385e-08,9.362125297229795e-07
