year,plusieurs_DET hivers_NOUN,plusieurs_DET divers_ADJ
1918,2.412139021856774e-08,0.0
1919,3.1306683467846597e-08,0.0
1920,2.953170330499688e-08,0.0
1921,1.741731875393171e-08,0.0
1922,2.4347187377316004e-08,0.0
1923,2.229349149729387e-08,0.0
1924,4.1253198190815965e-08,0.0
1925,3.519416935660047e-08,0.0
1926,1.7833821530643945e-08,0.0
1927,4.7941667635775786e-08,0.0
1928,2.9707706517001498e-08,0.0
1929,1.6710609340719884e-08,0.0
1930,2.520864939015155e-08,0.0
1931,1.8248570654577634e-08,0.0
1932,2.1919072779041926e-08,0.0
1933,3.555905436769535e-08,0.0
1934,1.1981580172459871e-08,0.0
1935,3.590485420090772e-08,0.0
1936,2.0612015205756506e-08,0.0
1937,2.5182236740306507e-08,0.0
1938,2.2040865133021725e-08,0.0
1939,1.5294050470515685e-08,0.0
1940,2.282204625281281e-08,0.0
1941,3.5418032950929046e-08,0.0
1942,4.2478965012193726e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,1.927911696952833e-08,0.0
1945,2.3963544037997053e-08,2.178504043826024e-09
1946,2.3665876369705074e-08,0.0
1947,1.907339353124371e-08,0.0
1948,1.7395020535104777e-08,1.0871887834440486e-09
1949,2.3560819073509265e-08,1.9634016634739737e-09
1950,2.5524867552917385e-08,1.0635361480382244e-09
1951,2.6653504292539765e-08,0.0
1952,1.370824520563474e-08,0.0
1953,2.693456835345387e-08,2.1547654771580937e-09
1954,1.5636057781875934e-08,0.0
1955,6.569925492527773e-09,0.0
1956,2.0930739808022736e-08,0.0
1957,1.501956425897788e-08,0.0
1958,1.6544486669545222e-08,0.0
1959,1.705164542897819e-08,0.0
1960,1.9378334104036554e-08,0.0
1961,1.459113452284555e-08,0.0
1962,1.5854891455280296e-08,0.0
1963,2.3277790806019993e-08,1.2932106496776896e-09
1964,2.1902286206909594e-08,0.0
1965,1.0396882133001384e-08,0.0
1966,1.4955501503877144e-08,0.0
1967,1.627010703941778e-08,0.0
1968,1.8414805680322388e-08,0.0
1969,2.1346261647181564e-08,0.0
1970,1.1496812390987543e-08,0.0
1971,2.1581270104320538e-08,0.0
1972,2.103360219329886e-08,0.0
1973,2.4258095976392724e-08,5.513203782392395e-10
1974,2.4752515648263085e-08,0.0
1975,1.484984890609553e-08,0.0
1976,1.6569227656582086e-08,0.0
1977,1.939338006851088e-08,0.0
1978,1.900989232694883e-08,0.0
1979,1.7555920828193905e-08,5.851973350345929e-10
1980,2.1035058250795657e-08,0.0
1981,1.0120879245789638e-08,0.0
1982,1.4277254933858785e-08,0.0
1983,1.326216381158929e-08,0.0
1984,1.6237223121606803e-08,0.0
1985,1.6843562544721635e-08,0.0
1986,1.019062523255343e-08,0.0
1987,2.199894133525504e-08,0.0
1988,2.0388282950811742e-08,5.996553809062277e-10
1989,1.5915555096057687e-08,0.0
1990,2.451893010846362e-08,0.0
1991,2.8135033858234237e-08,0.0
1992,2.148878208707572e-08,0.0
1993,1.606370148010683e-08,5.539207426075166e-10
1994,2.6374632144943178e-08,0.0
1995,1.680959671457316e-08,0.0
1996,1.86833228887906e-08,5.338092190498855e-10
1997,2.3015492733868825e-08,0.0
1998,1.4304387785379902e-08,0.0
1999,1.736676483177213e-08,0.0
2000,2.164835433138279e-08,0.0
2001,2.234418089441803e-08,0.0
2002,1.9715496790695397e-08,0.0
2003,1.3750845628823782e-08,0.0
2004,1.2773894303430566e-08,4.404791253964646e-10
2005,1.3961623968050674e-08,0.0
2006,1.482440337152724e-08,0.0
2007,9.586750421286538e-09,0.0
2008,2.0435710179622646e-08,0.0
2009,1.764231316592202e-08,4.76819250749827e-10
2010,1.747803501928047e-08,0.0
2011,2.0649449233856032e-08,0.0
2012,1.9063814638009546e-08,0.0
2013,1.8408224888855074e-08,0.0
2014,2.208754001919999e-08,0.0
2015,2.3052384667821002e-08,4.433150790905671e-10
2016,2.9827296410545046e-08,0.0
2017,2.1382696502314502e-08,0.0
2018,2.2458759574295328e-08,5.162933414126769e-10
2019,2.397928527964055e-08,5.1019755087367e-10
