year,vos_DET ans_NOUN,vos_DET dents_NOUN
1945,4.357008087652048e-09,8.496165948557177e-08
1946,5.568441707737293e-09,1.0162406205438401e-07
1947,1.0728784083369192e-08,6.198853230721113e-08
1948,2.174377566888097e-09,8.045196953077038e-08
1949,6.8719057111366055e-09,6.970076227297284e-08
1950,4.2541445921528975e-09,6.381217199091793e-08
1951,1.0661401539380222e-08,7.996051643033297e-08
1952,4.2179215675730575e-09,8.119498673408998e-08
1953,7.54167928107563e-09,7.972632176667105e-08
1954,3.224936762080688e-08,8.20893053532501e-08
1955,2.815682353940474e-09,6.47606941406309e-08
1956,6.976913269340912e-09,7.849027561235289e-08
1957,7.068030161150318e-09,5.035971356592839e-08
1958,1.5717262158432277e-08,8.354966124501928e-08
1959,3.8753737996444215e-09,7.285703107484665e-08
1960,1.5225833038812198e-08,7.820541414460536e-08
1961,6.948159103625784e-09,7.504012122794279e-08
1962,3.170978146727066e-09,9.068997464112272e-08
1963,1.1638896069143811e-08,1.286744639727999e-07
1964,6.6923653285755336e-09,9.734349637469109e-08
1965,1.2038495533772675e-08,8.37222629002099e-08
1966,7.200797291773142e-09,9.471817863371257e-08
1967,1.7256175155466735e-08,9.663457944952825e-08
1968,2.3804503673785504e-08,9.117574428785247e-08
1969,8.629339909305145e-09,6.812636477171452e-08
1970,1.3796174869185052e-08,7.174010852040169e-08
1971,1.2845993713206383e-08,1.0430947039452576e-07
1972,1.3338381954497436e-08,7.182205852274137e-08
1973,8.821126051827832e-09,7.828749359894971e-08
1974,5.625571564138454e-09,4.950503229572689e-08
1975,5.711480177694739e-09,7.310694938311713e-08
1976,2.285410749536254e-09,1.2741165011931344e-07
1977,1.23412418062685e-08,7.052138162322308e-08
1978,5.346532105932056e-09,1.188118279316086e-07
1979,8.777960247563499e-09,5.208256159683344e-08
1980,3.97960553399912e-09,4.946081011425463e-08
1981,5.69299452024552e-09,7.400892876319176e-08
1982,9.311253101884631e-09,5.090152033204731e-08
1983,3.157658134966823e-09,5.55747827757358e-08
1984,6.958810416790584e-09,4.871167158526646e-08
1985,3.609334831011779e-09,7.21866932895665e-08
1986,7.1933827783254856e-09,8.152500563518572e-08
1987,7.332980445085013e-09,8.799576178830648e-08
1988,2.398621523624911e-09,7.675588786781873e-08
1989,2.7440609784434855e-09,4.884428816964714e-08
1990,6.538381391862913e-09,1.0188977572767044e-07
1991,5.2753188484189195e-09,5.3925478304961416e-08
1992,2.2039776670368383e-09,6.00583915932873e-08
1993,2.7696036575264316e-09,7.588713923922796e-08
1994,6.329911705904578e-09,5.802419145162219e-08
1995,3.795715741716776e-09,5.4224507550770795e-08
1996,3.736664311304594e-09,5.231330391097799e-08
1997,2.3974471297094624e-09,4.363353967029582e-08
1998,8.582632382569955e-09,4.4343601235397045e-08
1999,9.140402212892695e-09,5.7127514718757766e-08
2000,2.6508188977203417e-09,6.62704706666517e-08
2001,5.695575122643959e-09,3.5487814020740416e-08
2002,5.6955880012310445e-09,4.9507802968307146e-08
2003,1.6667691671301554e-09,5.458668983493453e-08
2004,7.047666006343434e-09,5.373845457512516e-08
2005,7.656374201303606e-09,4.773974682237281e-08
2006,2.4707338397433887e-09,7.823990655353441e-08
2007,4.393927444112933e-09,6.191443091552173e-08
2008,2.9802078582719105e-09,6.982201128380439e-08
2009,6.198650481792356e-09,6.7231514133681e-08
2010,1.8895172093635892e-09,1.1526055310184802e-07
2011,1.911985902935953e-09,1.30015050281429e-07
2012,2.0425516833455504e-09,1.9199985334950043e-07
2013,2.2313000336282585e-09,1.5953794996192983e-07
2014,3.4647124058651002e-09,1.9077571877801347e-07
2015,5.319781060109108e-09,1.983834971852616e-07
2016,9.942432044329763e-09,2.0029858038839166e-07
2017,5.031222660711876e-10,1.6426941584768429e-07
2018,5.937373259712331e-09,2.454974907806218e-07
2019,3.3162841361900064e-09,1.9566076581156722e-07
