year,deux_DET hommages_NOUN,deux_DET dommages_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,4.943701892301533e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,1.5733386149463513e-08,0.0
1815,0.0,0.0
1816,9.270415546325239e-09,0.0
1817,0.0,0.0
1818,3.337929754820834e-08,0.0
1819,1.4698490513609386e-07,0.0
1820,2.3732962262101864e-09,0.0
1821,3.94459531705138e-09,0.0
1822,2.105379337535851e-08,6.015369535816717e-09
1823,5.929612356680991e-09,7.906149512848515e-09
1824,2.4421225930382207e-08,2.5263338088166165e-09
1825,7.044354433105582e-09,1.0566531649658373e-08
1826,8.807984341885344e-10,0.0
1827,4.608636583469661e-09,0.0
1828,0.0,1.8344602503717056e-09
1829,3.429270423183084e-09,7.715858174606183e-09
1830,3.1310507520032616e-09,0.0
1831,5.76874619184764e-08,0.0
1832,6.764984572527055e-09,0.0
1833,1.6217079235048004e-08,0.0
1834,6.534171426153534e-09,1.0267983796552471e-08
1835,1.3613558280667348e-08,0.0
1836,1.4113575197427508e-08,1.3441500135158435e-09
1837,1.3915782193230086e-08,0.0
1838,5.680945491803868e-09,1.2624323808552163e-09
1839,3.4957374772659477e-09,0.0
1840,7.0066574764382494e-09,1.2739377330817092e-09
1841,2.8250413564023802e-08,6.420548537278137e-10
1842,8.720745015011744e-09,0.0
1843,1.3585895519696578e-08,3.544146642830981e-09
1844,1.6465684371524958e-09,5.488561272137815e-10
1845,1.4508592549589139e-08,4.464182357111213e-09
1846,1.8734404250153602e-08,0.0
1847,1.3483059113639229e-08,0.0
1848,1.6090443422100975e-09,0.0
1849,0.0,3.3517659758786067e-09
1850,6.1100964288129944e-09,0.0
1851,1.2898877521649865e-09,0.0
1852,1.1067927019325907e-08,0.0
1853,9.555090940693844e-09,0.0
1854,3.6369652289813814e-09,0.0
1855,1.1675261646360013e-08,0.0
1856,1.5531567143511893e-09,1.0354378465748937e-09
1857,1.0739319655783675e-08,2.4407544874094356e-09
1858,4.404308517891309e-08,9.787352039936081e-10
1859,1.2730433596175317e-08,0.0
1860,6.865775947773045e-09,9.154367819341758e-10
1861,7.545541969022906e-09,9.431927461278633e-10
1862,4.066187636597718e-09,3.6143890103090826e-09
1863,5.9935452156878455e-09,6.99246927027275e-09
1864,3.835782358407869e-09,0.0
1865,1.3179164426446732e-08,2.8241067262513297e-09
1866,7.784980660119345e-09,1.0704348518686402e-08
1867,9.220341823379385e-09,6.79393608038481e-09
1868,3.2109181424822e-08,0.0
1869,9.278686263769487e-09,2.9301114867763545e-09
1870,2.2362790730312554e-08,7.454263428741115e-09
1871,1.6993883633631413e-08,1.0621177271019633e-09
1872,9.071008832961525e-09,3.628403577593531e-09
1873,1.5563610844537834e-08,0.0
1874,8.364452408482492e-09,3.5847653734322193e-09
1875,1.2587359599081083e-08,5.721527140956084e-10
1876,2.9625473185745932e-08,0.0
1877,2.1646856751544874e-08,1.2369631985365004e-09
1878,6.6429977074733415e-09,7.2469061862534545e-09
1879,1.832797535961106e-08,6.10932526790009e-10
1880,1.3477476912271413e-08,1.2835692508872398e-09
1881,1.2550513517339823e-08,6.972507571312292e-10
1882,1.1979693015362614e-08,1.9966155395678697e-09
1883,2.085381933802921e-08,4.423537203201988e-09
1884,1.650424330534861e-08,1.9805090900604227e-09
1885,1.4180398244523218e-08,3.2228177904158883e-09
1886,1.355227441379725e-08,0.0
1887,1.566941915109865e-08,6.528924623161458e-10
1888,8.876860135842435e-09,1.268122939990235e-09
1889,1.691586903884712e-08,0.0
1890,1.5730527991308918e-08,0.0
1891,3.4420789774003424e-08,5.099376032546843e-09
1892,7.083419251152634e-08,6.268512375839919e-10
1893,2.8328715373504565e-08,0.0
1894,1.9534771134033235e-08,1.2603078580752936e-09
1895,1.083350631425617e-08,1.2037228991346183e-09
1896,1.946019601017923e-08,0.0
1897,2.7968225069230357e-08,5.826713556089658e-10
1898,3.3950129374460403e-09,5.6583548957434e-10
1899,2.1004797901014172e-08,4.9748205555033564e-09
1900,2.0245107368310755e-08,0.0
1901,4.4151036826534096e-08,1.676621730339889e-09
1902,5.892340837476695e-09,4.910283846193408e-10
1903,1.5660639007819555e-08,5.400220270956879e-10
1904,2.0961039126632386e-08,2.6873125946735854e-09
1905,8.773290538499623e-09,3.6125313851442797e-09
1906,7.2018581098731715e-09,5.144184633820714e-09
1907,3.599990305858114e-09,1.3885677496716653e-08
1908,3.5853138458108447e-08,4.911389073214423e-10
1909,1.3752458727367411e-08,1.1001967115120692e-09
1910,1.81701123036504e-08,6.412980813053082e-09
1911,1.5429084676554794e-08,2.128149656499545e-09
1912,1.8753915753677575e-08,7.814131564032323e-09
1913,8.484783153850373e-09,5.30298971401777e-10
1914,1.205413840965619e-08,3.3483718020477227e-09
1915,1.4136914638918086e-08,0.0
1916,1.3184954461564757e-08,0.0
1917,7.676496771580332e-09,0.0
1918,1.4932289182922887e-08,1.1486376294556067e-09
1919,2.9465114792515124e-08,9.207848372660976e-10
1920,3.786115865267448e-09,0.0
1921,1.060184651180407e-08,3.7863738810983705e-09
1922,8.853522692753302e-09,7.377935595798135e-09
1923,3.1847844361720945e-09,7.431163684401554e-09
1924,2.5783248869259978e-08,0.0
1925,3.299453421590215e-08,2.1996355847875293e-09
1926,2.8979959765251806e-08,1.0031524944054127e-08
1927,3.6792441093780326e-08,0.0
1928,7.998228745975666e-09,1.1426041224282812e-09
1929,1.5596568481157647e-08,1.1140406375176326e-09
1930,2.10072066408884e-08,0.0
1931,2.167017854048936e-08,1.1405356659111021e-09
1932,1.0959536500543265e-08,1.0959536611565568e-09
1933,2.1794257953899887e-08,2.2941324395731044e-09
1934,8.38710612072191e-09,1.1981580172459871e-09
1935,1.0771455727365264e-08,3.590485242455088e-09
1936,1.2124714565686645e-08,1.2124714565686645e-09
1937,3.777335444432595e-09,3.777335333410292e-09
1938,1.8151300018587335e-08,6.482607339819424e-09
1939,3.364691014695609e-08,6.117620188206274e-09
1940,5.57872228412748e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,2.730790527039062e-08,0.0
1943,8.709705845433291e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,4.1763312808029696e-09,0.0
1947,1.7881306657585583e-08,1.1920870957027319e-09
1948,5.435943917220243e-09,2.174377566888097e-09
1949,1.5707213196769487e-08,2.945102384188658e-09
1950,6.381216888229346e-09,0.0
1951,1.5992101864981123e-08,4.264560704569931e-09
1952,4.2179215675730575e-09,2.1089607837865287e-09
1953,1.2928593307037772e-08,1.0773827385790469e-09
1954,2.443134050622575e-08,9.772536113672459e-10
1955,1.2201289756319511e-08,0.0
1956,1.1337484062678982e-08,3.488456634670456e-09
1957,1.8553578673419224e-08,8.835037701437898e-10
1958,1.2408365557270429e-08,3.3088973783179654e-09
1959,2.2477169014933907e-08,0.0
1960,1.591791587429725e-08,6.920833350854139e-10
1961,2.014966238306215e-08,6.948159270159238e-10
1962,5.707760597495337e-09,2.5367825617905737e-09
1963,2.2631186591404173e-08,3.2330267352165265e-09
1964,5.4755713296827935e-09,5.475571551727398e-09
1965,1.586892572902343e-08,7.660860390501512e-09
1966,1.2185964237687585e-08,2.215629901769489e-09
1967,9.86067089092657e-09,2.9582012395223956e-09
1968,1.5719955337445413e-08,1.7965663401398047e-09
1969,1.2262746373892242e-08,3.1792304344691047e-09
1970,1.6555409487750694e-08,4.1388523719376735e-09
1971,1.2845993713206383e-08,1.0276794970565106e-09
1972,2.8215808356435446e-08,3.0780880067027283e-09
1973,1.543697081274331e-08,2.7566018356850464e-09
1974,1.2938814575313984e-08,1.7439271360331077e-08
1975,1.3707552426467373e-08,1.7134440533084216e-09
1976,3.885198096575948e-08,5.1421741309454205e-09
1977,1.9981058585472056e-08,1.1753563677885381e-09
1978,1.0693064322886414e-08,6.534650598410963e-09
1979,2.0481906726210752e-08,1.7555920051037788e-09
1980,1.3075846294618998e-08,1.7055452605774235e-09
1981,1.1385989151513343e-08,2.5302198114474095e-09
1982,7.449002747961231e-09,1.8622506869903077e-09
1983,8.841442245000053e-09,1.2630632095778083e-09
1984,1.4497521405587577e-08,3.4794050973729895e-09
1985,1.5038895018193443e-08,1.8046674155058895e-09
1986,1.3787316399671568e-08,4.196139880008332e-09
1987,2.4443267410134695e-08,0.0
1988,2.2187248926996972e-08,1.1993107618124554e-09
1989,3.2928733517678666e-08,5.488122178931576e-10
1990,2.1249739523554467e-08,0.0
1991,1.582595654525676e-08,1.7584396161396398e-09
1992,2.2590771697750256e-08,2.2039776670368383e-09
1993,3.212740340430287e-08,5.539207426075166e-10
1994,2.6902126304406693e-08,1.5824779264761446e-09
1995,3.84993996682681e-08,1.0844901643380922e-09
1996,2.7758079834683258e-08,3.736664311304594e-09
1997,1.5343662784772505e-08,9.58978896292706e-10
1998,4.57740398918105e-08,4.291316191284977e-09
1999,2.3765046652801658e-08,4.570201161957499e-10
2000,3.048441765685084e-08,4.4180314962005696e-10
2001,2.8039755739506234e-08,0.0
2002,3.4173528451475477e-08,2.1906108038649563e-09
2003,3.875238330230957e-08,8.333845835650777e-10
2004,4.184551816166504e-08,1.7619165015858584e-09
2005,4.098412220709946e-08,9.007499190971657e-10
2006,4.0355321306861924e-08,1.6471559671771274e-09
2007,2.915970043204652e-08,1.5977917877663117e-09
2008,1.2772319368803409e-08,4.257439678578834e-10
2009,1.0013204265746367e-08,9.53638501499654e-10
2010,5.668551850135373e-09,9.447586046817946e-10
2011,7.265546830836911e-09,4.206369197401472e-09
2012,3.7446779566074895e-09,6.808505426114664e-10
2013,6.414987430147789e-09,1.6734750252211938e-09
2014,8.22869172800722e-09,1.0827225782605865e-09
2015,5.3197807964311394e-09,8.86630172058922e-10
2016,3.5212781579474495e-09,4.1426800878596737e-10
2017,4.779661555431858e-09,2.0124890642847504e-09
2018,2.5814667070633845e-09,5.162933414126769e-10
2019,3.0611853607531714e-09,1.02039510174734e-09
