year,seras_VERB en_ADP,seras_VERB dans_ADP
1846,4.390875929516369e-08,4.156695965207291e-08
1847,4.368511241636952e-08,3.937053350000497e-08
1848,3.620349886546137e-08,4.183515400768556e-08
1849,3.9383248662261394e-08,1.3407063903514427e-08
1850,3.530277936647508e-08,4.141287579528807e-08
1851,1.3543821175687754e-08,2.386292252687383e-08
1852,3.1250618093281446e-08,5.5990691860685615e-08
1853,2.6873692604567623e-08,4.35951039712279e-08
1854,6.858277146193359e-08,3.740878540270387e-08
1855,4.9354515141430966e-08,3.980202833986368e-08
1856,5.487820686767009e-08,4.711242240773572e-08
1857,4.9791392342513063e-08,6.199516211502498e-08
1858,7.144767266709096e-08,4.697929062436046e-08
1859,4.68479939286226e-08,5.550468884507609e-08
1860,4.211009141386057e-08,5.767251565202969e-08
1861,4.95176202264247e-08,4.7631232291678316e-08
1862,4.9246050792817186e-08,5.4215835432191994e-08
1863,3.49623441309177e-08,4.295374012031061e-08
1864,3.404256787575832e-08,5.993410212568051e-08
1865,6.26010319138004e-08,5.130460323243824e-08
1866,5.93604774223877e-08,4.0384586341701834e-08
1867,8.589476152565112e-08,3.930777126015528e-08
1868,3.2603168165223906e-08,3.4085130384831075e-08
1869,5.3718711257033647e-08,5.07885999923019e-08
1870,5.791389412479475e-08,2.064257564882155e-08
1871,4.248470730772169e-08,3.080141297573391e-08
1872,4.8378716144270584e-08,5.07976487540418e-08
1873,5.8662845248136364e-08,3.4718827257584906e-08
1874,6.333085877940903e-08,5.795370688899126e-08
1875,5.607096653648114e-08,3.4901315615343265e-08
1876,5.38095328295185e-08,5.2600328537266705e-08
1877,6.246663986075873e-08,4.762308236649915e-08
1878,6.2202616391005e-08,4.408534692856847e-08
1879,5.6205792020591616e-08,3.0546626561545054e-08
1880,6.28948910730287e-08,3.016387850607316e-08
1881,3.2770785196589713e-08,3.6257038260600893e-08
1882,4.5256619785050134e-08,5.324308105514319e-08
1883,5.561018312505439e-08,6.066565561013704e-08
1884,5.215340692643622e-08,4.621187965625495e-08
1885,3.0939052209078e-08,2.7716232919861028e-08
1886,4.323820945728585e-08,4.001147502208369e-08
1887,3.4603299781110763e-08,5.223139609711325e-08
1888,4.12139939953704e-08,3.74096253974443e-08
1889,5.262714708464955e-08,3.821733329800736e-08
1890,3.0150179242127706e-08,4.325895225365528e-08
1891,5.16311828846483e-08,4.143242904319777e-08
1892,4.199903358426127e-08,3.071570975343718e-08
1893,3.263960834942736e-08,3.2639608460449665e-08
1894,2.5836310868498913e-08,2.5836310868498913e-08
1895,3.250051960890232e-08,2.5278181325916194e-08
1896,2.5357223876198987e-08,2.5357223876198987e-08
1897,3.088158351260972e-08,4.836172351474488e-08
1898,2.6594268121016285e-08,1.9804241802034994e-08
1899,5.859233098703953e-08,3.371822998587959e-08
1900,2.9589003247565415e-08,4.9315005412609025e-08
1901,3.968004591570207e-08,3.353243377413051e-08
1902,3.6827128013783295e-08,2.0132164380015638e-08
1903,2.1060859722865644e-08,2.1600881083827517e-08
1904,2.042357571951925e-08,4.245953988402107e-08
1905,2.4771644291377015e-08,3.044847735056422e-08
1906,2.572092228092515e-08,3.755254596171653e-08
1907,4.217131532868734e-08,3.034277540336916e-08
1908,3.437972395659017e-08,3.388858615949175e-08
1909,3.5206294768386215e-08,3.685659066832159e-08
1910,3.847788576649691e-08,5.7716828649745366e-08
1911,2.8197982615552064e-08,2.979409430281521e-08
1912,2.3963337980603683e-08,2.448428010337622e-08
1913,2.7575547179026216e-08,2.6514948070488487e-08
1914,3.080502253283157e-08,4.018046340092951e-08
1915,1.4136913861761968e-08,8.246533123035249e-09
1916,2.307367097387214e-08,1.3184954461564757e-08
1917,2.3029491202919417e-08,8.773139548168274e-09
1918,5.972916028440522e-08,3.2161853624756986e-08
1919,5.524708868165362e-08,2.9465114792515124e-08
1920,4.921950491620919e-08,3.9375606775138294e-08
1921,4.922285867792198e-08,1.817459427400081e-08
1922,4.352981974875547e-08,4.574319945049865e-08
1923,4.883336046646036e-08,5.8387715995422695e-08
1924,2.0626599095407983e-08,6.703644572780831e-08
1925,4.7292164850887275e-08,4.179307566687385e-08
1926,4.56991671171636e-08,3.4553028882555736e-08
1927,6.243566019747959e-08,4.0137209111890115e-08
1928,4.6846768242403414e-08,4.34189573184085e-08
1929,3.119313873867213e-08,2.8965056131369238e-08
1930,4.20144132817768e-08,3.2561171536826805e-08
1931,3.649714130915527e-08,4.219981875053236e-08
1932,4.7126007984843454e-08,3.3974561830518724e-08
1933,4.01473165823063e-08,1.8353059516584835e-08
1934,2.2765002327673756e-08,4.193552882725271e-08
1935,3.4708023122220766e-08,4.6676309040094566e-08
1936,3.6374142808881516e-08,3.516167268458048e-08
1937,4.658713592675667e-08,2.5182236740306507e-08
1938,4.148868626430158e-08,2.5930429359277696e-08
1939,3.5176316970364496e-08,2.9058696782158222e-08
1940,3.550096039361961e-08,1.2678914806940611e-08
1941,3.246652724442356e-08,2.9515025090631752e-08
1942,5.158160121254696e-08,2.1239483061208375e-08
1943,5.2258233296242906e-08,6.67744117777147e-08
1944,6.105053529381621e-08,6.7476911169706e-08
1945,6.317661416233022e-08,5.664110602765504e-08
1946,5.290019799986112e-08,3.480275978517966e-08
1947,5.602809238780537e-08,4.41072234291795e-08
1948,3.261566305923225e-08,1.848220954059343e-08
1949,4.712163814701853e-08,3.239612667016445e-08
1950,7.763814124928103e-08,4.8922664364070556e-08
1951,5.224086763178093e-08,4.477788806411809e-08
1952,4.323369751091377e-08,4.74516177462192e-08
1953,4.632745742583211e-08,2.0470272588113403e-08
1954,4.0067398288101685e-08,2.7363100230104465e-08
1955,4.880516257799172e-08,2.815682265122632e-08
1956,3.8373023869553435e-08,4.971050771018781e-08
1957,5.03597163969971e-08,4.329168490357915e-08
1958,5.1287909030861556e-08,3.4743422361316334e-08
1959,3.797866554577922e-08,2.480239236213322e-08
1960,5.329041741219953e-08,5.536666591865469e-08
1961,6.670232721717184e-08,3.3351164663297794e-08
1962,5.7077606641087186e-08,4.3759499135376245e-08
1963,5.948768944108451e-08,5.172842498790686e-08
1964,5.41473177406715e-08,4.137098486012292e-08
1965,5.307882133820385e-08,3.994591679656878e-08
1966,6.037591759877614e-08,3.6557893046129664e-08
1967,3.64844829903177e-08,5.3740657146583715e-08
1968,4.895643357372137e-08,5.5244413488253485e-08
1969,5.995120488933026e-08,4.5417579447315504e-08
1970,5.3805081279278966e-08,4.782674026260203e-08
1971,4.419021948365298e-08,4.110717832794819e-08
1972,3.642404422521395e-08,4.2580218462262565e-08
1973,6.560712506598065e-08,4.410562937096074e-08
1974,4.106667361725158e-08,3.431598827319249e-08
1975,5.02610255637137e-08,4.16938057412608e-08
1976,4.456551039311307e-08,2.742492810625663e-08
1977,4.348818549715361e-08,3.290997740990065e-08
1978,5.702967698084649e-08,3.445543150792929e-08
1979,4.6815785026410595e-08,3.569703610484254e-08
1980,3.865902442612423e-08,4.491269056661196e-08
1981,5.123695245856652e-08,3.795329561739891e-08
1982,4.6556266397601576e-08,4.221101690404794e-08
1983,4.16810870262907e-08,2.8418921771411476e-08
1984,5.5090580985961424e-08,3.769355627625259e-08
1985,3.849957153079231e-08,4.631979744207371e-08
1986,4.076250093021372e-08,4.375974427262008e-08
1987,5.071978037562985e-08,3.299841111470414e-08
1988,4.077656612366809e-08,2.87834591161662e-08
1989,4.939310116469642e-08,3.8965669135748726e-08
1990,4.7403261760337045e-08,3.432649997581194e-08
1991,4.8064013213888757e-08,4.3374843272658836e-08
1992,5.179347439820958e-08,3.8018616310697695e-08
1993,4.819110444032049e-08,5.2068549749595405e-08
1994,5.116678636341021e-08,3.639699386326356e-08
1995,6.778063266210665e-08,4.337960746170211e-08
1996,4.5907594170557786e-08,4.0569499093479067e-08
1997,5.130537061859286e-08,4.027711442144977e-08
1998,6.00784275661681e-08,3.9575471788566574e-08
1999,4.2959889867688617e-08,4.021776947582545e-08
2000,5.831801530575831e-08,5.301637906462986e-08
2001,5.082205589701516e-08,4.644084636296064e-08
2002,5.5203390303404376e-08,4.162160394116654e-08
2003,6.125376472709831e-08,3.8335690011326307e-08
2004,5.285749438144194e-08,3.876216325693349e-08
2005,7.881561714384588e-08,5.449536943924471e-08
2006,6.506265748384976e-08,3.953174249060609e-08
2007,1.0545425510599671e-07,6.550946096695043e-08
2008,1.0899045577161814e-07,6.769329274902702e-08
2009,1.258802768688838e-07,8.05824551530776e-08
2010,1.8895171649546683e-07,8.975206694517013e-08
2011,2.1796640226057207e-07,1.1510155845106951e-07
2012,2.7234023036726285e-07,1.3514883218102014e-07
2013,2.822594638018927e-07,1.5228623340135528e-07
2014,2.988314236063161e-07,1.604594923182434e-07
2015,3.251716123031656e-07,1.6402658449543583e-07
2016,3.291359291779372e-07,1.74406835640184e-07
2017,3.5042467061430216e-07,2.4627834763202294e-07
2018,3.931573928639409e-07,1.9877292994907592e-07
2019,3.9055623801687034e-07,1.9617095831092612e-07
