year,voulez_VERB écrire_VERB,voulez_VERB décrire_VERB
1972,1.1799337507056862e-08,2.0520587451500205e-09
1973,1.6539610570021068e-08,0.0
1974,1.012602890426706e-08,0.0
1975,7.4249242310031605e-09,5.711480177694739e-10
1976,6.8562320265641574e-09,5.142174241967723e-09
1977,1.057820764316375e-08,0.0
1978,1.7227714366185864e-08,0.0
1979,1.462993370893173e-08,0.0
1980,6.253665585376211e-09,1.1370301367108482e-09
1981,1.3283654176632353e-08,6.325549528618524e-10
1982,8.690503427999374e-09,0.0
1983,1.515675762675528e-08,0.0
1984,1.275781880138993e-08,1.739702604197646e-09
1985,1.3234227935754461e-08,6.015558051686298e-10
1986,1.6185110141009318e-08,0.0
1987,1.3443797186596385e-08,1.8332451112712533e-09
1988,1.3192418713003917e-08,5.996553809062277e-10
1989,8.232182935330457e-09,1.0976244357863152e-09
1990,1.7435683119515488e-08,0.0
1991,1.6998249918742658e-08,1.1722930404189924e-09
1992,1.3774860363469088e-08,1.1019888335184191e-09
1993,1.661762283333701e-08,3.323524566667402e-09
1994,1.2132331583813993e-08,0.0
1995,1.2471637056421514e-08,5.422450821690461e-10
1996,1.2811421257197253e-08,1.067618438099771e-09
1997,1.006927874414032e-08,1.917957792585412e-09
1998,1.144351013948608e-08,4.291316191284977e-09
1999,1.96518641359944e-08,1.3710603763428253e-09
2000,2.1206551181762734e-08,0.0
2001,1.0076787404500465e-08,1.3143635069212678e-09
2002,1.3143664823189738e-08,2.6287327870022636e-09
2003,1.6667691227212345e-08,1.2500769308587678e-09
2004,1.3214373595360485e-08,8.809582507929292e-10
2005,1.9816498664226856e-08,1.3511248786457486e-09
2006,1.8118715416903797e-08,8.235779835885637e-10
2007,3.07574907765229e-08,1.1983438685803094e-09
2008,1.6178271167177627e-08,1.2772318758180745e-09
2009,2.4794601927169424e-08,4.76819250749827e-10
2010,2.5508482437430757e-08,3.7790344187271785e-09
2011,3.1738967010142005e-08,1.529588788962144e-09
2012,3.1319125071149756e-08,3.744677901096338e-09
2013,3.988448682434864e-08,3.0680376017500066e-09
2014,3.551330252093976e-08,2.5985342766432495e-09
2015,2.992376835209143e-08,1.329945265027277e-09
2016,3.811265614217518e-08,1.0356699942093428e-09
2017,3.999821984734808e-08,4.2765391228272165e-09
2018,3.614053412093199e-08,3.3559066636712487e-09
2019,4.3876990929447857e-08,4.591778068885333e-09
