year,es_VERB en_PRON,es_VERB dans_ADP
1897,0.0,5.59364494723269e-08
1898,0.0,5.997856078465702e-08
1899,0.0,6.522542328468717e-08
1900,0.0,4.82767934517625e-08
1901,0.0,5.309301798206434e-08
1902,4.910283846193408e-10,5.794134949610452e-08
1903,0.0,4.104167317109386e-08
1904,0.0,6.718281841955331e-08
1905,1.5482277682110634e-09,5.676835002077496e-08
1906,0.0,6.430230481413446e-08
1907,0.0,6.017126769064518e-08
1908,0.0,8.152906127989468e-08
1909,0.0,7.536347312875336e-08
1910,0.0,8.016226071827504e-08
1911,0.0,7.022893866448499e-08
1912,5.209421227725386e-10,5.730363383804615e-08
1913,0.0,5.1439001613751145e-08
1914,0.0,5.5582971392187375e-08
1915,0.0,4.2410742917553534e-08
1916,0.0,6.592477164168997e-08
1917,1.0966424435210342e-09,6.031533461570149e-08
1918,0.0,7.695872294988249e-08
1919,0.0,5.064316571656846e-08
1920,0.0,5.3762847063154595e-08
1921,0.0,7.345565222749428e-08
1922,0.0,6.197465596269325e-08
1923,0.0,8.598917844437892e-08
1924,0.0,7.734974616369072e-08
1925,0.0,1.0118323667818174e-07
1926,0.0,7.133528612257578e-08
1927,0.0,7.358488141040453e-08
1928,0.0,6.741364066975564e-08
1929,0.0,7.241264210477993e-08
1930,0.0,5.671945813023882e-08
1931,0.0,6.386999995555698e-08
1932,1.0959536611565568e-09,8.329247525029615e-08
1933,0.0,2.982372038218273e-08
1934,0.0,5.03226385006883e-08
1935,0.0,5.0266791618014395e-08
1936,0.0,4.7286388138445545e-08
1937,0.0,4.406891207509034e-08
1938,0.0,5.4453899167583586e-08
1939,0.0,5.8117393564316444e-08
1940,0.0,5.5787225505810056e-08
1941,0.0,6.198155277914452e-08
1942,0.0,1.6688165338507588e-07
1943,0.0,3.774205836748479e-08
1944,0.0,5.1410976809052045e-08
1945,0.0,1.4160276551322681e-07
1946,0.0,8.491873426663687e-08
1947,1.1920870957027319e-09,8.58302708905967e-08
1948,0.0,6.740570768215548e-08
1949,0.0,6.18471539537424e-08
1950,1.0635361480382244e-09,1.0316300969037684e-07
1951,1.0661401761424827e-09,6.610068936652169e-08
1952,1.0544803918932644e-09,7.908602661643727e-08
1953,0.0,8.942276563672635e-08
1954,0.0,6.645324246434825e-08
1955,0.0,7.133062274178315e-08
1956,0.0,7.064124929456739e-08
1957,0.0,7.509781951853256e-08
1958,8.272243445794913e-10,7.527741613388983e-08
1959,0.0,7.285702763315527e-08
1960,1.3841666701708277e-09,7.889750208711632e-08
1961,0.0,7.156604153735202e-08
1962,0.0,1.0273969125451643e-07
1963,0.0,7.888584718784841e-08
1964,0.0,8.8217539717661e-08
1965,0.0,7.38725844939836e-08
1966,0.0,8.087048930516261e-08
1967,0.0,7.937840468263957e-08
1968,0.0,9.342144918766948e-08
1969,0.0,7.448482841621029e-08
1970,0.0,7.817832425871529e-08
1971,0.0,7.75897995852759e-08
1972,3.0780880067027283e-09,6.925697987325563e-08
1973,0.0,7.553089176326466e-08
1974,2.2502286700643026e-09,6.300640364997889e-08
1975,0.0,7.482039166006871e-08
1976,0.0,6.799097279630573e-08
1977,0.0,7.757351988546546e-08
1978,0.0,9.08910477992464e-08
1979,0.0,7.724605100012383e-08
1980,1.7055452605774235e-09,8.86883526618476e-08
1981,0.0,9.172047144012652e-08
1982,0.0,8.566352960315271e-08
1983,0.0,7.136307078603465e-08
1984,0.0,6.900819882194043e-08
1985,0.0,8.9030258720868e-08
1986,1.1988970927134801e-09,6.71382380801333e-08
1987,0.0,7.944061836129279e-08
1988,5.996553809062277e-10,7.315795608198172e-08
1989,5.488122178931576e-10,8.287064190426463e-08
1990,0.0,7.628111120538961e-08
1991,0.0,6.623455411913781e-08
1992,0.0,6.060938573249075e-08
1993,5.539207426075166e-10,7.311753924543751e-08
1994,0.0,6.910153860228974e-08
1995,0.0,7.537206414554021e-08
1996,0.0,6.832757915020693e-08
1997,2.876936688878118e-09,1.1028257262957197e-07
1998,4.7681290027412615e-09,8.630313819146807e-08
1999,0.0,1.0145846732201314e-07
2000,4.4180314962005696e-10,1.0691635932147392e-07
2001,0.0,1.0777781112025764e-07
2002,0.0,8.631006398474028e-08
2003,0.0,9.208899598434073e-08
2004,0.0,9.514349025296909e-08
2005,0.0,1.0899073743519949e-07
2006,8.235779835885637e-10,1.0418261409128604e-07
2007,0.0,1.334156103371953e-07
2008,0.0,1.5582229684341087e-07
2009,1.430457752249481e-09,1.616417319993957e-07
2010,0.0,1.946202664027119e-07
2011,1.529588788962144e-09,2.3173270491394504e-07
2012,0.0,2.7642532954286203e-07
2013,0.0,2.6719817469711415e-07
2014,8.661780737106994e-10,3.0576086085254417e-07
2015,4.433150790905671e-10,3.047791157229085e-07
2016,4.1426800878596737e-10,2.850163958179053e-07
2017,7.54683426862357e-10,3.7859951318441887e-07
2018,1.290733298020541e-09,3.6347051701746125e-07
2019,1.7856913725466939e-09,3.617300731728612e-07
