year,tels_ADJ essais_NOUN,tels_ADJ décès_NOUN
1800,1.2576657937302116e-08,0.0
1801,9.524730337773235e-09,0.0
1802,6.713520406265161e-09,0.0
1803,3.90067853572873e-08,0.0
1804,1.730295728918918e-08,0.0
1805,4.264316544322355e-08,0.0
1806,8.645007376628655e-09,0.0
1807,1.4234775136401367e-08,0.0
1808,3.6257183921861724e-08,0.0
1809,6.7770917766551975e-09,0.0
1810,1.4040760554223652e-08,0.0
1811,3.5099073869560016e-08,0.0
1812,3.467370746079723e-08,0.0
1813,0.0,0.0
1814,3.1466772298927026e-08,0.0
1815,5.3944472000466703e-08,0.0
1816,1.8540831092650478e-08,0.0
1817,4.203558034987509e-08,0.0
1818,2.1458118837358597e-08,0.0
1819,1.7596784473994376e-08,0.0
1820,3.085285271708926e-08,0.0
1821,5.325203744632745e-08,0.0
1822,1.303330066093622e-08,0.0
1823,4.5460360809101985e-08,0.0
1824,2.105278085196005e-08,0.0
1825,5.459374818883589e-08,0.0
1826,1.9377566218281572e-08,0.0
1827,9.217273166939322e-09,0.0
1828,3.5771975603893225e-08,0.0
1829,2.4862210068476998e-08,0.0
1830,1.2524203008013046e-08,0.0
1831,4.989185953263586e-08,0.0
1832,5.953186388296672e-08,0.0
1833,6.950177322551099e-09,0.0
1834,2.42697808516823e-08,0.0
1835,2.2689263801112247e-08,0.0
1836,2.4866775305554256e-08,0.0
1837,2.6439986200443855e-08,0.0
1838,2.398621568033832e-08,0.0
1839,1.5381244722334486e-08,0.0
1840,2.165694112932215e-08,0.0
1841,2.43980835534785e-08,0.0
1842,1.2745703159566801e-08,0.0
1843,2.0674189471492355e-08,0.0
1844,2.195424464446205e-08,0.0
1845,1.8414752389617206e-08,0.0
1846,1.5221703009160592e-08,0.0
1847,1.6718992412734224e-08,0.0
1848,1.689496542667257e-08,0.0
1849,2.0948537127196687e-08,0.0
1850,3.733947906425783e-08,0.0
1851,3.224719336003545e-08,0.0
1852,3.059956199535918e-08,0.0
1853,1.4929829816878737e-08,0.0
1854,4.2604447969551984e-08,0.0
1855,3.343370380548549e-08,0.0
1856,2.019103817474388e-08,0.0
1857,1.2203773103180993e-08,0.0
1858,1.8106600663259087e-08,0.0
1859,2.189634606963864e-08,5.092173349652285e-10
1860,1.6020143434047895e-08,0.0
1861,1.6034276129062164e-08,0.0
1862,2.84633134839396e-08,0.0
1863,3.1965573299430616e-08,0.0
1864,9.109982990196386e-09,0.0
1865,5.130460323243824e-08,0.0
1866,3.308616669528419e-08,0.0
1867,3.0572714138088486e-08,0.0
1868,2.0253484223076157e-08,0.0
1869,2.24641887314192e-08,0.0
1870,8.601073631098188e-09,0.0
1871,1.274541272522356e-08,0.0
1872,1.4513614310374123e-08,0.0
1873,4.070482972906575e-08,0.0
1874,2.4495896866483235e-08,0.0
1875,2.689117728493784e-08,0.0
1876,1.934724735974669e-08,0.0
1877,2.8450154232473324e-08,0.0
1878,2.4760263173106978e-08,0.0
1879,2.077170613290491e-08,0.0
1880,2.6954953824542827e-08,0.0
1881,2.3009274485730202e-08,0.0
1882,2.7952617998039386e-08,0.0
1883,1.516641390253426e-08,0.0
1884,1.0562715146988921e-08,0.0
1885,3.0294486919046903e-08,0.0
1886,2.19417763958063e-08,0.0
1887,2.2198344495905076e-08,0.0
1888,2.1558090423923204e-08,0.0
1889,2.5060547415023393e-08,3.132568426877924e-09
1890,2.4251230357208442e-08,0.0
1891,1.9122660788184476e-08,0.0
1892,2.8835156484774416e-08,0.0
1893,4.495644034818724e-08,6.158416554491453e-10
1894,4.537108111435373e-08,0.0
1895,2.4074457982692365e-08,2.4074457982692365e-09
1896,2.5946928161602045e-08,0.0
1897,3.3212266714599536e-08,0.0
1898,1.4711722506888236e-08,0.0
1899,2.819064981451902e-08,0.0
1900,2.803168719367477e-08,0.0
1901,4.806315345717849e-08,0.0
1902,6.088752257937813e-08,0.0
1903,4.968202560462487e-08,0.0
1904,4.568431322127253e-08,0.0
1905,4.18021492976095e-08,0.0
1906,6.430230570231288e-08,5.144184522798412e-10
1907,4.731415970127273e-08,0.0
1908,5.942780845202833e-08,0.0
1909,4.0707277548790444e-08,0.0
1910,7.1077202790093e-08,0.0
1911,4.0966881442727754e-08,0.0
1912,7.345283847826067e-08,0.0
1913,6.098438376511695e-08,0.0
