year,très_ADV étendu_VERB,très_ADV détendu_VERB
2003,3.3502061569379293e-07,2.0001230005561865e-08
2004,3.3344269922963576e-07,2.55477894395284e-08
2005,3.233692211779271e-07,3.693074646093919e-08
2006,3.0554744512301113e-07,3.8296377624646993e-08
2007,3.2035725894274947e-07,4.55370645635611e-08
2008,3.1632777108825394e-07,3.746547028171676e-08
2009,3.3472710470050515e-07,4.48210077941269e-08
2010,3.094084490840032e-07,6.84950005602758e-08
2011,3.020937811015756e-07,8.871614687322449e-08
2012,3.2646784120515804e-07,7.080845687568171e-08
2013,2.6887164494837634e-07,8.032680187675112e-08
2014,2.682986632862594e-07,8.770053039341974e-08
2015,2.6133423602914263e-07,8.112666227688692e-08
2016,2.6409585984765727e-07,8.181792909844887e-08
2017,2.2388941545159469e-07,7.999644324740984e-08
2018,2.2716906755704258e-07,8.570469800517344e-08
2019,2.3647656632874714e-07,7.550923664112474e-08
