year,très_ADV étendu_VERB,très_ADV détendu_VERB
1800,1.1633408547595536e-07,0.0
1801,1.7858869227893592e-07,0.0
1802,1.096541666356643e-07,0.0
1803,1.326230716358623e-07,0.0
1804,1.458392091535643e-07,0.0
1805,1.02343598484822e-07,0.0
1806,1.0085842205853623e-07,0.0
1807,1.537355700520493e-07,0.0
1808,2.0847880932706175e-07,0.0
1809,3.4563166195766826e-07,0.0
1810,2.1529166360778618e-07,0.0
1811,1.579458341893769e-07,0.0
1812,4.800974693353055e-07,0.0
1813,3.7672214148187777e-07,0.0
1814,2.643208745212178e-07,0.0
1815,2.2386954867670283e-07,0.0
1816,2.6188922674919013e-07,0.0
1817,2.662253564267303e-07,0.0
1818,1.2159600260019943e-07,0.0
1819,1.8424869097088958e-07,0.0
1820,2.2427649071232736e-07,0.0
1821,1.3904698903388635e-07,0.0
1822,1.5639960793123464e-07,0.0
1823,1.6998221497033228e-07,0.0
1824,3.2758129009380355e-07,0.0
1825,1.9548083685094753e-07,0.0
1826,2.968290857552347e-07,0.0
1827,3.2444802400277695e-07,0.0
1828,3.5863698144567024e-07,0.0
1829,3.875075549331086e-07,0.0
1830,4.425218378401041e-07,4.174734336004349e-09
1831,3.5080213933724735e-07,0.0
1832,3.788391325088014e-07,0.0
1833,1.0355763606639812e-06,0.0
1834,7.010232820903184e-07,0.0
1835,6.322741228359519e-07,0.0
1836,5.712637403121335e-07,6.720750067579218e-10
1837,5.900291739635577e-07,0.0
1838,6.129109237917874e-07,0.0
1839,5.523265258489118e-07,6.9914751765765e-10
1840,5.777307592325087e-07,0.0
1841,5.22632660704403e-07,0.0
1842,4.1188746990883374e-07,6.708265054555795e-10
1843,4.4715315539178846e-07,0.0
1844,3.9078557279026427e-07,0.0
1845,3.0970264219831733e-07,0.0
1846,4.5665109382753144e-07,0.0
1847,4.298399289837107e-07,0.0
1848,3.982384839673614e-07,0.0
1849,3.2595923471490096e-07,0.0
1850,3.2179841014112753e-07,0.0
1851,3.1215284934660303e-07,0.0
1852,3.632884215676313e-07,0.0
1853,3.0874886647325184e-07,0.0
1854,4.0110529653247795e-07,0.0
1855,2.807369696711248e-07,0.0
1856,2.630012261306547e-07,0.0
1857,3.304781728274975e-07,0.0
1858,3.1906768072076375e-07,0.0
1859,4.160305593359226e-07,0.0
1860,2.9614380991915823e-07,4.577183909670879e-10
1861,3.263446899381961e-07,0.0
1862,3.6279431014918373e-07,0.0
1863,2.022821377067885e-07,0.0
1864,1.778844023192505e-07,0.0
1865,1.3555711575463647e-07,0.0
1866,1.114225369747146e-07,0.0
1867,1.5431940880716866e-07,0.0
1868,1.7141363173323043e-07,0.0
1869,1.450405164860058e-07,0.0
1870,1.3245652041860012e-07,0.0
1871,1.5506918771279743e-07,0.0
1872,1.2880832400696818e-07,0.0
1873,1.2810049554445868e-07,0.0
1874,1.2905155699627358e-07,0.0
1875,9.955456903298909e-08,0.0
1876,8.1621202241422e-08,0.0
1877,1.2307783947562712e-07,0.0
1878,1.558084932185011e-07,0.0
1879,4.771383146362496e-07,0.0
1880,8.82453832673491e-07,0.0
1881,9.956740996130975e-07,0.0
1882,1.063530589817674e-06,0.0
1883,1.1640222510322928e-06,0.0
1884,1.2602639571923646e-06,0.0
1885,1.21564687560749e-06,0.0
1886,1.216477926391235e-06,0.0
1887,1.1804295354522765e-06,0.0
1888,1.212325514643453e-06,0.0
1889,1.243629640157451e-06,6.265136742733546e-10
1890,1.3692113043362042e-06,0.0
1891,1.3985038549435558e-06,0.0
1892,1.352118147224246e-06,0.0
1893,1.2877248991571832e-06,1.847525021858587e-09
1894,1.1122216392323026e-06,0.0
1895,1.1573795291042188e-06,1.2037228991346183e-09
1896,1.2100703088435694e-06,2.948514543632541e-09
1897,1.3756870202996652e-06,5.826713556089658e-10
1898,1.1865570286317961e-06,0.0
1899,1.125414996749896e-06,5.527578395003729e-10
1900,1.2619450444617542e-06,0.0
1901,1.336826358055987e-06,0.0
1902,1.2992611573281465e-06,0.0
1903,1.355995323137904e-06,5.400220270956879e-10
1904,1.2619619838005747e-06,1.6123875568041512e-09
1905,1.3098006093059666e-06,5.160759042333041e-10
1906,1.2644405842365813e-06,1.0288369045596824e-09
1907,1.0547971669438994e-06,5.142843373384665e-10
1908,1.243072574652615e-06,3.929111258571538e-09
1909,1.2102163964300416e-06,2.7504918342913243e-09
1910,1.08860353975615e-06,0.0
1911,1.138560037361458e-06,0.0
1912,1.0898108939727535e-06,0.0
1913,1.107794560084585e-06,2.121195885607108e-09
1914,1.1196955256309593e-06,0.0
1915,1.3229795285951695e-06,0.0
1916,1.1064374803027022e-06,0.0
1917,1.04839023151726e-06,0.0
1918,1.084313907995238e-06,1.1486376294556067e-09
1919,9.115769898926374e-07,0.0
1920,1.030580733640818e-06,0.0
1921,1.0427672805235488e-06,7.572747429129834e-10
1922,9.879055369310663e-07,2.951174193910333e-09
1923,9.649896810515202e-07,0.0
1924,9.681609753897646e-07,0.0
1925,1.0459267514306703e-06,3.299453377181294e-09
1926,9.451925393477723e-07,0.0
1927,1.0413375548523618e-06,0.0
1928,9.095128916669637e-07,1.1426041224282812e-09
1929,9.34680087993911e-07,4.4561625500705304e-09
1930,1.02830279047339e-06,1.0503603542488804e-09
1931,9.546283763484098e-07,0.0
1932,9.447120419281418e-07,4.383814644626227e-09
1933,9.750062872626586e-07,3.4411986593596566e-09
1934,9.848859008343425e-07,1.1981580172459871e-09
1935,1.0005485364672495e-06,0.0
1936,9.97864049168129e-07,1.2124714565686645e-09
1937,9.002649221656611e-07,6.295559185076627e-09
1938,9.866528216662118e-07,0.0
1939,9.71172198660497e-07,0.0
1940,7.708779889981088e-07,0.0
1941,7.644391644134885e-07,0.0
1942,1.058939915310475e-06,3.034211770724937e-09
1943,9.551644097882672e-07,2.9032352077962287e-09
1944,9.671690577306435e-07,1.2852744646352221e-08
1945,8.234745223489881e-07,2.832055301382752e-08
1946,7.058000051074487e-07,5.568441707737293e-09
1947,7.581674026369001e-07,4.7683483828109274e-09
1948,9.404183174410718e-07,0.0
1949,8.059763558776467e-07,1.2762110479513922e-08
1950,8.082874956016894e-07,1.0635361480382244e-09
1951,8.177295285349828e-07,6.396841056854896e-09
1952,8.47802255066199e-07,4.2179215675730575e-09
1953,8.489776064379839e-07,7.541679392097933e-09
1954,7.896209126556641e-07,4.886268278880834e-09
1955,8.015309163056372e-07,1.5016972554349195e-08
1956,8.224036491810693e-07,1.7442283395396885e-08
1957,8.331440426445624e-07,2.473810634118223e-08
1958,8.098526222966029e-07,4.3015666584267365e-08
1959,7.719744985479338e-07,2.712761704160016e-08
1960,7.820541441105888e-07,6.090333304342721e-08
1961,7.337256420214544e-07,5.072156206153977e-08
1962,6.589292524949997e-07,4.756467175681678e-08
1963,6.886346568535373e-07,5.237503031274571e-08
1964,6.60110572425765e-07,4.928014418759119e-08
1965,6.467955131483905e-07,2.5171399187229326e-08
1966,7.1398670797862e-07,4.597431946251618e-08
1967,6.034730972714897e-07,5.0289423292326774e-08
1968,6.103834380155604e-07,5.3896989093971115e-08
1969,6.46746286747657e-07,4.6325930647128644e-08
1970,5.794393587166269e-07,5.150571946721527e-08
1971,5.544330861084745e-07,2.7233506783019834e-08
1972,5.797065796286915e-07,3.8989114603538155e-08
1973,5.292675382406742e-07,2.4809416743210022e-08
1974,5.372421014726569e-07,3.544110116493471e-08
1975,5.208869993111875e-07,4.5120694291966856e-08
1976,4.782222049470874e-07,3.370980805605939e-08
1977,4.50161479648159e-07,4.760193439423688e-08
1978,4.2237604702677345e-07,2.613860194955464e-08
1979,4.751802293867513e-07,2.5748682519477484e-08
1980,5.326986070031126e-07,2.4446147384171724e-08
1981,4.927603072246711e-07,4.301373524029373e-08
1982,4.910134521196596e-07,3.476201104746224e-08
1983,4.528081660737371e-07,3.536577164453547e-08
1984,4.0187129002333677e-07,3.769355427785115e-08
1985,4.05448616902504e-07,3.4890235589557506e-08
1986,4.453902704426582e-07,3.8364706522742154e-08
1987,4.002585001217085e-07,2.933192111420624e-08
1988,3.981711813594302e-07,2.0987938442740273e-08
1989,3.594720112687355e-07,2.5794173685866895e-08
1990,4.0973856130221975e-07,2.560865985934413e-08
1991,3.7220303283902467e-07,2.5204300868608698e-08
1992,3.8404311908379896e-07,2.810071531023084e-08
1993,3.67249441524109e-07,2.4926432917737884e-08
1994,3.9192704548440815e-07,3.956194971621585e-08
1995,3.5733950198846287e-07,2.711225349782964e-08
1996,3.4964503470291675e-07,3.149474370189864e-08
1997,3.1790150956112484e-07,3.068732556954501e-08
1998,3.34722670913834e-07,3.576097062918393e-08
1999,3.2311322684108745e-07,2.1022925456026798e-08
2000,3.530007290919457e-07,4.94819536456248e-08
2001,3.360389371209749e-07,2.628727030495881e-08
2002,3.5444082868707483e-07,2.8916062211337135e-08
