year,quels_PRON ont_VERB,quels_DET dons_NOUN
1944,3.438109104081377e-07,3.534504600111177e-08
1945,3.2459710297416677e-07,3.485606470121638e-08
1946,3.1183272852786104e-07,1.9489546865258944e-08
1947,3.826599481726589e-07,1.7881307101674793e-08
1948,3.5333636105860933e-07,1.522064341230589e-08
1949,3.3279658140372703e-07,2.3560819073509265e-08
1950,4.200967822498569e-07,1.8080114960739024e-08
1951,3.976702984687108e-07,1.4925962243950153e-08
1952,3.3743371830041724e-07,1.687168627029223e-08
1953,4.223340255293806e-07,2.5857185725897125e-08
1954,3.6940187442269234e-07,1.7590565448699635e-08
1955,3.4163612383508735e-07,1.8771215248847284e-08
1956,3.505899002220758e-07,1.657016834855085e-08
1957,3.383819375812891e-07,4.417518850718949e-09
1958,3.449525465271108e-07,2.3162281870270363e-08
1959,3.5033380640925316e-07,1.5501495642666896e-08
1960,3.4327332798511634e-07,2.2838750002307506e-08
1961,3.00160486688128e-07,1.737039800886464e-08
1962,3.0124292749178494e-07,1.2683913142019776e-08
1963,3.2071624644913754e-07,1.8751554975438012e-08
1964,4.0701746684135287e-07,2.1293888874396316e-08
1965,3.748349683974084e-07,1.3132904541635071e-08
1966,3.4951560934359804e-07,1.2739872046196865e-08
1967,3.806218984436782e-07,1.824224193924806e-08
1968,3.328139186464796e-07,1.796566362344265e-08
1969,4.2102094255369593e-07,1.544197658631674e-08
1970,3.996291866315005e-07,1.0117195081704722e-08
1971,3.530079126790042e-07,1.9012071028612354e-08
1972,3.8373498512100923e-07,2.0520587451500205e-09
1973,3.010209184139967e-07,1.874489274911184e-08
1974,3.335964038342354e-07,1.8564386028430135e-08
1975,3.3240814900636906e-07,8.567220266542108e-09
1976,3.9766148063336004e-07,2.285410749536254e-09
1977,3.4849315966312133e-07,1.2928920156696222e-08
1978,3.409899420603324e-07,8.316827670995508e-09
1979,3.3122169895705156e-07,1.521513048885481e-08
1980,3.547534106473904e-07,1.3075846627685905e-08
1981,3.352541142476184e-07,6.958104425969225e-09
1982,3.2216937029261317e-07,8.069753087980303e-09
1983,3.4671086268645013e-07,5.68378411003323e-09
1984,3.3576259284018306e-07,1.2177917785294312e-08
1985,3.1220746166127356e-07,1.3835783185811579e-08
1986,3.4468291687517194e-07,1.6185110585098528e-08
1987,3.3059518500522245e-07,8.555143982125202e-09
1988,3.5679495624663105e-07,8.39517544370949e-09
1989,3.698994390788357e-07,1.2622681122564927e-08
1990,3.007655209330551e-07,9.807571421660555e-09
1991,3.70444610098275e-07,8.206051171910644e-09
1992,3.2012775363909896e-07,1.2121877057680308e-08
1993,3.4952398664245266e-07,9.97057303386839e-09
1994,3.2071554301182914e-07,5.8024192117756e-09
1995,3.1070642592112563e-07,1.4098371803328291e-08
1996,3.288264878165137e-07,8.540947282753564e-09
1997,3.025578507731552e-07,8.151320507465698e-09
1998,3.194646609472329e-07,4.768129335808169e-09
1999,3.3316766234747774e-07,7.312321859131998e-09
2000,3.5432613287866843e-07,4.418031607222872e-09
2001,3.1895221752620273e-07,7.009938740587529e-09
2002,3.0230427228161716e-07,5.6955877791864395e-09
2003,3.5793867425581993e-07,1.0417307017007715e-08
2004,3.4049035946281947e-07,1.189293641346012e-08
2005,3.368804755154997e-07,7.205999352777326e-09
2006,3.2490150658759376e-07,1.0294724628323593e-08
2007,2.816108093384173e-07,7.988959049853861e-09
2008,2.87802919274327e-07,6.811903568992861e-09
2009,2.7464788843190036e-07,7.1522885392028e-09
2010,2.6217051640742284e-07,6.140930985942816e-09
2011,2.581181064442717e-07,9.177532733772864e-09
2012,2.556593869940116e-07,1.2595735121578855e-08
2013,2.529736349288214e-07,1.2829975304384789e-08
2014,2.0181948912068037e-07,1.4941571535587173e-08
2015,1.9949178664546707e-07,1.3742767368540854e-08
2016,2.0630547226119234e-07,1.9470596690496222e-08
2017,2.1231759461670663e-07,1.5345229531504856e-08
2018,2.2949238598357624e-07,1.4972506789945328e-08
2019,1.994872391719582e-07,1.0714148679369373e-08
