year,les_DET années_NOUN,les_DET damnés_NOUN
1800,1.454176060633472e-05,2.3895649770011573e-07
1801,1.2975064095144262e-05,1.4287095218001866e-07
1802,1.551942136757134e-05,1.0070280609397742e-07
1803,1.4372049861322012e-05,2.906005505121101e-07
1804,1.3427094359030889e-05,2.0269177158915852e-07
1805,1.4166059884246351e-05,2.274302230986791e-07
1806,1.436223897144373e-05,2.1324351795470875e-07
1807,1.3488873690903347e-05,1.6797035229387802e-07
1808,2.0471711934533232e-05,1.9941450446481213e-07
1809,1.9120433989883168e-05,2.123488691552211e-07
1810,1.4115644432877161e-05,2.784750945394876e-07
1811,1.7266238444335613e-05,6.618682490966421e-07
1812,1.4152206631479203e-05,2.5071756937222744e-07
1813,1.466053129206557e-05,1.869232058027137e-07
1814,1.5358930738784693e-05,3.146676981202745e-07
1815,1.294667322326859e-05,2.7781401601423283e-07
1816,1.4116525107965572e-05,2.0626675301116393e-07
1817,1.2384927799757861e-05,2.8023720410885744e-07
1818,1.446038788799342e-05,3.576353237999541e-07
1819,1.7435308393487503e-05,2.6602199953984496e-07
1820,1.4837848254956043e-05,3.0971514419775303e-07
1821,1.3478682291179211e-05,2.485095056403708e-07
1822,1.3488463309840881e-05,2.5866090425097354e-07
1823,1.4327919245715748e-05,3.755420898698958e-07
1824,1.2289772257645382e-05,3.1073907269529855e-07
1825,1.2779339499502385e-05,2.0252518417862575e-07
1826,1.2772457893106548e-05,2.615971282926566e-07
1827,1.3987211787025444e-05,2.1015382384304004e-07
1828,1.179191093569898e-05,2.4490044836511515e-07
1829,1.4387504279511631e-05,2.2375989372491745e-07
1830,1.3792278252822143e-05,2.88056665853631e-07
1831,1.5287177802747465e-05,2.775234744234467e-07
1832,1.4638073537298624e-05,3.274252531326738e-07
1833,1.4017349087680486e-05,2.953825308793512e-07
1834,1.365455187851694e-05,3.621797979302954e-07
1835,1.3930451700616686e-05,4.076504467320774e-07
1836,1.3026157603235333e-05,5.685754622675177e-07
1837,1.4606700233343872e-05,3.2910823577481096e-07
1838,1.3992168931054039e-05,3.509561885550738e-07
1839,1.4722648472798028e-05,3.3279423261589614e-07
1840,1.4534992715198314e-05,3.605243794058133e-07
1841,1.561670052296904e-05,4.6099539430244363e-07
1842,1.5431692759193538e-05,5.044615427607368e-07
1843,1.717611633011984e-05,4.99133999909418e-07
1844,1.5814740038422315e-05,6.471013584419261e-07
1845,1.6161455334895436e-05,6.517706332420659e-07
1846,1.5044312249301584e-05,5.22806988811908e-07
1847,1.606048004987315e-05,4.0826704417185056e-07
1848,1.598907346078704e-05,3.201998181601162e-07
1849,1.590664351169835e-05,3.2176952480256205e-07
1850,1.623656311267041e-05,3.5710118240217525e-07
1851,1.637834986922826e-05,4.3082252076942495e-07
1852,1.7809596442930342e-05,4.941503937150316e-07
1853,1.6767393788086338e-05,4.831292841345203e-07
1854,1.554283005589241e-05,7.694778840772187e-07
1855,1.7189169284392847e-05,7.684444867095408e-07
1856,1.6500219885529077e-05,8.878879566576181e-07
1857,1.7355717318423558e-05,6.321554456012457e-07
1858,1.5477229510452162e-05,4.53643765441214e-07
1859,1.6945734842011007e-05,4.92922373585003e-07
1860,1.6405999645030533e-05,4.47648580148563e-07
1861,1.5878649435308034e-05,7.338039419990672e-07
1862,1.7327832381397457e-05,5.001410678939777e-07
1863,1.6753955321746616e-05,4.500153357733794e-07
1864,1.623878500822684e-05,5.360505609397492e-07
1865,1.7971201657474012e-05,4.598586993420639e-07
1866,1.771423603713629e-05,5.45435206167344e-07
1867,1.76389992248005e-05,3.571669235924446e-07
1868,1.7568662656231027e-05,3.6604465836198585e-07
1869,1.5401154769278946e-05,3.87263058065912e-07
1870,1.6148229008194903e-05,4.902611840940096e-07
1871,1.63120033676023e-05,2.187962455657555e-07
1872,1.729115814441684e-05,2.9873856099982277e-07
1873,1.6472886272822507e-05,2.627856017789476e-07
1874,1.7120840539064375e-05,3.8775212285457883e-07
1875,1.7495285305813013e-05,3.255548947644904e-07
1876,1.8544337081038975e-05,4.0024617287137687e-07
1877,1.794771770846637e-05,3.7170744970893566e-07
1878,1.8434318576510123e-05,3.56306224302827e-07
1879,1.802373185455508e-05,3.726688299066083e-07
1880,1.8466068922862178e-05,3.241012414001432e-07
1881,1.8497364976610697e-05,3.514143753213794e-07
1882,1.8929246948573564e-05,2.9150587210757806e-07
1883,1.9361191448297177e-05,3.658897241298753e-07
1884,2.0725366994156502e-05,2.6076703640853793e-07
1885,1.9567661411201698e-05,2.823188372524932e-07
1886,2.034583474141982e-05,3.0653952542980534e-07
1887,1.9586773987612105e-05,3.238346560907601e-07
1888,1.973706559965649e-05,2.4474772719607074e-07
1889,1.9587950532695686e-05,2.5812363951827066e-07
1890,1.9757542304432718e-05,2.693852974577915e-07
1891,1.9655545315799827e-05,2.40308092980257e-07
1892,2.022096748532931e-05,3.9052833078478955e-07
1893,1.9705085151144885e-05,2.894455846114141e-07
1894,2.0067882132934756e-05,3.4280374761053167e-07
1895,2.087195400690689e-05,2.7324509743742453e-07
1896,2.0288137875468237e-05,2.1583126358359905e-07
1897,2.08205955232188e-05,2.4472196991087714e-07
1898,2.0854999547736952e-05,2.732985295850199e-07
1899,2.116564974130597e-05,2.404496672880896e-07
1900,2.1501342303054116e-05,2.875843351235474e-07
1901,2.19810686985511e-05,3.029096509177265e-07
1902,1.8541721942710865e-05,2.40112879468235e-07
1903,2.170024504266621e-05,2.980921720574514e-07
1904,2.102177086271695e-05,2.7464334451110517e-07
1905,2.0961455788892636e-05,2.34298464907301e-07
1906,2.150732041172887e-05,3.050501534707095e-07
1907,2.222171178800636e-05,2.9057064310222813e-07
1908,2.132083056949341e-05,3.5853141144848166e-07
1909,2.130090820173791e-05,3.3280950795244735e-07
1910,2.105381577166554e-05,3.345438419621871e-07
1911,2.2395051701096236e-05,2.7346721731547063e-07
1912,2.2494280983664794e-05,3.177746839000406e-07
1913,2.1974528294776974e-05,3.149975964511498e-07
1914,2.1218633264652453e-05,3.294797821240536e-07
1915,2.039838989276177e-05,1.484376019877942e-07
1916,2.03993224658916e-05,2.461191490610304e-07
1917,2.099521964282758e-05,1.7326950685347953e-07
1918,2.164377849567245e-05,2.3087616352057694e-07
1919,2.3526051791122882e-05,2.2098835394945837e-07
1920,2.1346121457099798e-05,2.9531704326402064e-07
1921,2.138089587333525e-05,3.5516184637707227e-07
1922,2.1938291411061073e-05,3.39385017866789e-07
1923,2.2808363951298816e-05,3.7686616982668397e-07
1924,2.3952637775437324e-05,3.1197732464072203e-07
1925,2.4257580548692204e-05,3.717384169377169e-07
1926,2.368777381889231e-05,3.0651880911225504e-07
1927,2.2815773945694673e-05,3.857631691861485e-07
1928,2.4808220018712746e-05,3.496368722322174e-07
1929,2.5261986138502834e-05,3.832299650952109e-07
1930,2.605943950584333e-05,3.224606244245365e-07
1931,2.724169507928309e-05,2.8399339147000546e-07
1932,2.673907692951616e-05,1.9946356255573505e-07
1933,2.8147857392468723e-05,2.7185468920443157e-07
1934,2.695615921766148e-05,2.396315981201269e-07
1935,2.6240462261739594e-05,3.7221364479478325e-07
1936,2.6456127329765877e-05,2.946305617257394e-07
1937,2.6723389851213142e-05,2.480450235209375e-07
1938,2.586300900020433e-05,3.020895079641761e-07
1939,2.5089889277296606e-05,3.685866118985359e-07
1940,2.6808297775460233e-05,2.1554154505665224e-07
1941,2.2835775894236576e-05,3.6893783716962503e-07
1942,2.384283595802117e-05,3.76242267563498e-07
1943,2.5745889161044033e-05,3.600011733162489e-07
1944,2.6470228476682678e-05,5.301756971221039e-07
1945,2.653417914189049e-05,3.267755941394057e-07
1946,2.8632927751459647e-05,4.886307616303043e-07
1947,2.5972000912588555e-05,4.0411754209657147e-07
1948,2.531192831156659e-05,3.7508012495912624e-07
1949,3.895192458003294e-05,3.102174569447058e-07
1950,2.6454398948771995e-05,3.860636188512956e-07
1951,2.7761223350353248e-05,3.0598223521582923e-07
1952,2.5941271701412916e-05,3.2794338877817353e-07
1953,2.837287365764496e-05,3.1136362554917696e-07
1954,2.8420489115887904e-05,4.290143484908526e-07
1955,2.872840786949382e-05,3.8480990971478946e-07
1956,2.938937507224182e-05,3.680321649657259e-07
1957,3.01424987583232e-05,3.693045753649926e-07
1958,3.0312809030874632e-05,2.878740590350759e-07
1959,3.127969341676362e-05,2.7747677622258493e-07
1960,3.18517511459504e-05,3.2043458375596856e-07
1961,3.098392608080758e-05,4.099413819513842e-07
1962,3.239407988075982e-05,4.769151122907545e-07
1963,3.411425041122129e-05,4.5779657487088343e-07
1964,3.27396585362294e-05,4.74549541884528e-07
1965,3.406401674510562e-05,5.220329442057192e-07
1966,3.558135290404607e-05,3.988133794319282e-07
1967,3.3101781127697905e-05,4.7479132003758195e-07
1968,3.441726926212141e-05,4.473450203601459e-07
1969,3.4955186038132524e-05,4.6870941083909656e-07
1970,3.70349134755088e-05,6.396826579546655e-07
1971,3.7346899716794724e-05,7.471229936939494e-07
1972,3.907017071469454e-05,4.365755067459176e-07
1973,4.080211851942295e-05,6.020418537033834e-07
1974,4.173049251221528e-05,4.607343238038908e-07
1975,4.225924317324825e-05,4.883315698478441e-07
1976,4.5545950797531987e-05,4.833643794110998e-07
1977,4.875672016169119e-05,4.525121934939591e-07
1978,4.925997723148612e-05,5.031680780920311e-07
1979,5.1539498826969066e-05,5.38381539239019e-07
1980,5.7149407439283095e-05,3.9796055095742133e-07
