year,les_DET années_NOUN,les_DET damnés_NOUN
1981,5.905216676183045e-05,4.693557666968218e-07
1982,5.9839701862074435e-05,5.555714581717552e-07
1983,6.35383930784883e-05,5.165928689265797e-07
1984,6.571784024345106e-05,7.445926979432471e-07
1985,6.648454632340872e-05,5.780951219946928e-07
1986,6.716101438541955e-05,6.222275779066422e-07
1987,7.190414794422395e-05,5.010869905675008e-07
1988,7.371743367912131e-05,4.149615317472488e-07
1989,7.587932304886635e-05,4.84052377291988e-07
1990,7.995622718226514e-05,4.5768669121315497e-07
1991,8.074871448116028e-05,4.81226289261727e-07
1992,8.471098090012674e-05,5.945229630821558e-07
1993,8.418598326898064e-05,7.633027501730005e-07
1994,8.47105739012477e-05,5.290751283748563e-07
1995,8.917491277316003e-05,5.36280388985233e-07
1996,9.473085310673923e-05,5.786491918957637e-07
1997,9.397561734658666e-05,5.705924426280262e-07
1998,9.319261016571545e-05,5.693146306606778e-07
1999,9.455472354602534e-05,4.848983359284631e-07
2000,0.00010014749386755284,5.840637550269534e-07
2001,0.0001009269108180888,5.932160820343313e-07
2002,9.93520834526862e-05,6.45353946282512e-07
2003,0.00010112663358086138,5.425333813313671e-07
2004,0.00010520579735384672,6.334089754922445e-07
2005,0.00010603808141240734,6.237693264132815e-07
2006,0.0001046553456944821,6.4609693062323e-07
2007,0.00010000179008784471,6.039653066558515e-07
2008,0.000105092341073032,6.862992802947332e-07
2009,9.380274605064187e-05,6.42275542528381e-07
2010,9.054141264641657e-05,5.777198717749066e-07
2011,7.705800635449123e-05,5.039995121247642e-07
2012,7.053305080262362e-05,4.878294191379418e-07
2013,6.545156134052377e-05,6.105394858568758e-07
2014,5.9881056813537725e-05,6.262467571183095e-07
2015,5.8404987157700816e-05,4.7102226075068643e-07
2016,5.2343176776048495e-05,5.710684569670832e-07
2017,6.012210474182211e-05,5.572079144755548e-07
2018,5.952707397227641e-05,4.6414769583336124e-07
2019,5.991377361169725e-05,4.168313978425431e-07
