year,premiers_ADJ yeux_NOUN,premiers_ADJ dieux_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,3.5805442166747525e-08
1803,1.1702034896643454e-08,1.3652374342143503e-08
1804,5.19088700912107e-08,2.4718509461507665e-09
1805,1.1371510844071508e-08,1.421438877713399e-08
1806,0.0,3.7461698632057505e-08
1807,0.0,1.1387820464392462e-08
1808,0.0,9.064295980465431e-09
1809,1.8072244145628247e-08,3.388545621874073e-08
1810,2.3401266702194334e-08,3.510190182964834e-08
1811,2.5070767684098882e-09,7.521229861140455e-09
1812,0.0,2.400487453257938e-08
1813,0.0,1.1502966579257645e-08
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,2.3176038865813098e-09
1817,0.0,9.341240669868967e-09
1818,0.0,1.0729059640723904e-08
1819,2.070210003424222e-09,4.140420117870747e-09
1820,1.1866481131050932e-09,3.5599443393152796e-09
1821,4.930744257336528e-09,5.9168927535324656e-09
1822,0.0,2.606660132187244e-08
1823,5.929612356680991e-09,1.680056760378079e-08
1824,0.0,0.0
1825,2.641632912414593e-09,8.805443041381977e-10
1826,0.0,0.0
1827,4.608636583469661e-09,2.7651818612639545e-09
1828,1.8344602503717056e-09,3.668920500743411e-09
1829,4.200856196234781e-08,1.714635211591542e-09
1830,0.0,0.0
1831,2.0268567268999504e-08,0.0
1832,1.3529969367098715e-09,0.0
1833,0.0,3.475088550253247e-09
1834,5.600718555598405e-09,9.334530925997342e-10
1835,1.5126175867408165e-09,2.3445572594482655e-08
1836,1.3441500135158435e-09,6.720750067579218e-10
1837,2.0873671680021744e-09,0.0
1838,0.0,1.8936485712828244e-09
1839,3.4957374772659477e-09,0.0
1840,7.0066574764382494e-09,0.0
1841,6.420548537278137e-09,6.420548537278137e-09
1842,4.024959032733477e-09,6.708265054555795e-10
1843,2.3627644285539873e-09,1.7720733769266417e-09
1844,4.390849017710252e-09,5.488561272137815e-10
1845,4.464182357111213e-09,0.0
1846,5.269050973311096e-09,4.6836010625384006e-09
1847,1.6179670936367074e-09,0.0
1848,7.24069959545659e-09,0.0
1849,3.3517659758786067e-09,0.0
1850,1.3577992064028876e-09,5.431196825611551e-09
1851,1.2898877521649865e-09,0.0
1852,6.510545436100301e-09,6.510545436100301e-10
1853,5.971931837933653e-10,0.0
1854,0.0,1.4547860915925526e-08
1855,1.5920811335945473e-09,1.0613874223963649e-09
1856,1.5531567143511893e-09,5.177189232874468e-10
1857,0.0,0.0
1858,7.829881631948865e-09,6.8511463169329545e-09
1859,0.0,2.036869339860914e-09
1860,4.577183909670879e-10,0.0
1861,7.545541969022906e-09,4.2443675241088386e-09
1862,1.2650361647104091e-08,2.2589931591987522e-09
1863,2.4973103585068657e-09,9.989241656072068e-10
1864,2.8768367688059016e-09,6.712618905169165e-09
1865,1.1296426905005319e-08,9.41368871743009e-10
1866,9.731225825149181e-10,0.0
1867,6.79393608038481e-09,7.76449837758264e-09
1868,1.4819622196071691e-09,1.975949626142892e-09
1869,1.953407657850903e-09,2.441759683335931e-09
1870,1.1468097582678638e-09,0.0
1871,1.0621177271019633e-09,0.0
1872,4.23313739617015e-09,0.0
1873,4.788803575905831e-09,0.0
1874,1.1949218503559678e-08,0.0
1875,5.149374260327022e-09,1.6020275495076675e-08
1876,1.209202959984168e-08,1.571963781366037e-08
1877,7.421779191219002e-09,0.0
1878,3.0195443923020093e-09,1.2078177347163432e-09
1879,1.1607718342077078e-08,2.443730107160036e-09
1880,5.134277003548959e-09,4.492492378105339e-09
1881,0.0,0.0
1882,7.986462158271479e-09,6.655385131892899e-10
1883,3.159669414998234e-09,2.5277355764075082e-09
1884,4.621187876807653e-09,0.0
1885,5.80107206715752e-09,1.933690763067375e-09
1886,5.808117542471791e-09,0.0
1887,3.264462256069578e-09,6.528924623161458e-10
1888,8.242799331981132e-09,2.53624587998047e-09
1889,3.759081934617825e-09,0.0
1890,5.898947996740844e-09,1.3108772956016423e-09
1891,3.1871101313640793e-09,4.461953917456185e-09
1892,1.4417578242387208e-08,0.0
1893,3.695050043717174e-09,0.0
1894,6.301539290376468e-10,0.0
1895,4.213029924926559e-09,0.0
1896,2.948514543632541e-09,5.89702897624278e-10
1897,6.992056267307589e-09,0.0
1898,1.13167097914868e-09,5.6583548957434e-10
1899,4.4220627160029835e-09,5.527578395003729e-10
1900,7.786579381274805e-09,0.0
1901,3.912117296778206e-09,5.588738916095792e-10
1902,9.329538919189417e-09,0.0
1903,1.3500550899436803e-08,0.0
1904,4.299700151477737e-09,1.6123875568041512e-09
1905,5.160758931310738e-09,0.0
1906,4.115347618238729e-09,1.0288369045596824e-09
1907,2.057137349353866e-09,2.5714217422034835e-09
1908,2.9468334439286537e-09,4.911389073214423e-10
1909,1.6502950117569526e-09,2.7504918342913243e-09
1910,5.344150677544235e-10,5.344150677544235e-10
1911,5.320374141248863e-10,0.0
1912,5.730363294986773e-09,0.0
1913,5.30298971401777e-10,1.5908969142053309e-09
1914,2.0090231700464756e-09,2.0090231700464756e-09
1915,2.3561523843085297e-09,0.0
1916,5.493730803607377e-09,2.197492410260793e-09
1917,4.386569774084137e-09,0.0
1918,0.0,1.1486376294556067e-09
1919,8.287063479883727e-09,0.0
1920,1.514446346106979e-09,7.572231730534895e-10
1921,4.543648568500203e-09,0.0
1922,7.377935595798135e-09,0.0
1923,5.307974060286824e-09,0.0
1924,2.578324886925998e-09,0.0
1925,1.0998177923937646e-09,3.299453377181294e-09
1926,1.1146138456652466e-09,0.0
1927,0.0,6.689535148041159e-09
1928,1.1426041224282812e-09,0.0
1929,2.2280812750352652e-09,5.570202965543558e-09
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,0.0,0.0
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,1.1470662197865522e-09,1.1470662197865522e-09
1934,7.188948103475923e-09,0.0
1935,1.196828414151696e-09,0.0
1936,1.2124714565686645e-08,0.0
1937,2.5182236296217297e-09,0.0
1938,2.5930428915188486e-09,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,1.089252066321933e-08,0.0
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,3.5762612871081956e-09,0.0
1948,1.195907639583993e-08,0.0
1949,1.9634016634739737e-09,0.0
1950,6.381216888229346e-09,4.2541445921528975e-09
1951,3.1984206394497505e-09,0.0
1952,3.1634410646574906e-09,5.272402070488624e-09
1953,2.1547654771580937e-09,0.0
1954,2.9317608341017376e-09,9.772536113672459e-10
1955,9.385607846468247e-09,0.0
1956,7.849027205963921e-09,8.72114158667614e-10
1957,7.951533653738352e-09,2.6505113659425206e-09
1958,1.6544486891589827e-09,8.272243445794913e-10
1959,7.750747821333448e-10,4.650448914844674e-09
1960,1.3841666701708277e-09,2.7683333403416555e-09
1961,7.64297514166401e-09,1.3896318540318475e-09
1962,2.5367825617905737e-09,0.0
1963,8.405868889838075e-09,2.5864211883330768e-09
1964,1.8251904432275978e-09,2.433587276140514e-09
1965,1.0944086747954884e-09,0.0
1966,3.8773522170743036e-09,2.215629901769489e-09
1967,1.9721342336964653e-09,4.930335473218861e-09
1968,8.084548142051062e-09,4.940557296606585e-09
1969,3.1792304344691047e-09,1.3625273409534344e-09
1970,2.7592350626548523e-09,2.29936253370866e-09
1971,1.541519245584766e-09,5.138397485282553e-10
1972,3.5911027485013847e-09,2.5650734314375256e-09
1973,2.7566018356850464e-09,1.6539611347177186e-09
1974,4.500457340128605e-09,5.0630146741781346e-09
1975,1.7134440533084216e-09,5.711480177694739e-10
1976,2.285410749536254e-09,3.999468867199596e-09
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,5.346532105932056e-09,1.1881182704343018e-09
1979,1.1703946700691858e-09,5.851973461368232e-09
1980,6.253665585376211e-09,5.68515062804309e-09
1981,2.5302198114474095e-09,0.0
1982,1.2415004579935385e-09,2.483000915987077e-09
1983,3.78918940668882e-09,4.420721011477724e-09
1984,1.1598016991243298e-09,0.0
1985,6.015558051686298e-10,1.2031116103372597e-09
1986,5.395036861699509e-09,1.1988970927134801e-09
1987,1.8332451112712533e-09,4.888653482026939e-09
1988,5.396898483667201e-09,2.9982768490199874e-09
1989,1.0976244357863152e-09,2.1952488715726304e-09
1990,1.6345953479657283e-09,1.089730194969718e-09
1991,1.7584396161396398e-09,0.0
1992,7.713921945651236e-09,3.856960861803316e-09
1993,2.2156829704300662e-09,1.6617622278225497e-09
1994,4.747434001473039e-09,5.274926606624319e-10
1995,3.253470381991974e-09,1.0844901643380922e-09
1996,3.2028553142993132e-09,1.067618438099771e-09
1997,2.876936688878118e-09,0.0
1998,3.337690568372409e-09,2.8608774238492174e-09
1999,2.7421207526856506e-09,1.3710603763428253e-09
2000,8.836062992401139e-10,0.0
2001,8.762423564512289e-10,0.0
2002,2.1906108038649563e-09,8.76244299341522e-10
2003,5.8336921959778465e-09,2.0834615144238455e-09
2004,3.9643119897903034e-09,2.202395626982323e-09
2005,1.8014998381943315e-09,9.007499190971657e-10
2006,2.0589450144825605e-09,1.2353669753828456e-09
2007,1.5977917877663117e-09,1.1983438685803094e-09
2008,1.2772318758180745e-09,2.1287198115338413e-09
2009,2.860915504498962e-09,1.907277002999308e-09
2010,4.723792912386671e-09,4.723793023408973e-10
2011,0.0,3.82397197240536e-10
2012,4.765953853791416e-09,2.382976926895708e-09
2013,1.3945624655065103e-09,1.952387529424726e-09
2014,4.547434873103384e-09,1.0827225921383743e-09
2015,4.654808538617772e-09,3.5465205910911735e-09
2016,6.421154274960372e-09,2.0713400439298368e-10
2017,3.773417134311785e-09,1.509366853724714e-09
2018,3.3559066636712487e-09,1.0325866828253538e-09
2019,3.06118530524202e-09,1.275493877184175e-09
