year,sommes_VERB en_ADP,sommes_VERB dans_ADP
1849,2.91100877802819e-06,1.5946026223900844e-06
1850,2.453543174851802e-06,1.5166617686190875e-06
1851,2.7429462079453515e-06,1.4350001720231376e-06
1852,2.6530472041486064e-06,1.5071913139763637e-06
1853,2.874290885301889e-06,1.48880258166173e-06
1854,2.6305649498681305e-06,1.6132538576130173e-06
1855,2.8546014618768822e-06,1.5156612107602996e-06
1856,2.5062772692763247e-06,1.5163986972765997e-06
1857,2.645289669089834e-06,1.647997464715445e-06
1858,3.305188783997437e-06,1.6315516404574737e-06
1859,2.9697555419261334e-06,1.7267559542233357e-06
1860,3.114315859420458e-06,1.6615177855783259e-06
1861,3.17290050588781e-06,1.8717660168476868e-06
1862,3.1336753636423964e-06,1.5609642787239864e-06
1863,3.366873897903133e-06,1.7026662817443139e-06
1864,3.3409664865757804e-06,1.8584365761853405e-06
1865,3.576730932763894e-06,1.8356693090026965e-06
1866,3.5241635032434715e-06,1.7462684809288476e-06
1867,3.5653606573760044e-06,1.797481331777817e-06
1868,3.762702135645668e-06,1.7951501831703354e-06
1869,4.11973678637878e-06,1.8088554725181893e-06
1870,3.751788199224393e-06,1.885355231934227e-06
1871,4.6871255108271725e-06,1.929867949002073e-06
1872,4.556670319288969e-06,2.167971160815796e-06
1873,3.963333710998995e-06,1.815555151551962e-06
1874,3.887678303726716e-06,1.7631072068979847e-06
1875,4.177858954790281e-06,1.8406152548777754e-06
1876,3.905121047864668e-06,1.7237188103536027e-06
1877,3.6323424410511507e-06,1.65876770097384e-06
1878,3.7303450426406926e-06,1.6076054407676565e-06
1879,3.953955456381664e-06,1.917717099786387e-06
1880,3.8173348002601415e-06,1.7129232219303958e-06
1881,4.3654868022713345e-06,2.0192380816297373e-06
1882,4.278081632946851e-06,1.6378902500946424e-06
1883,4.295254711905727e-06,1.825025037760497e-06
1884,4.483212251216173e-06,1.829330244618177e-06
1885,4.20642163589946e-06,1.6565284113312373e-06
1886,4.208949121675687e-06,1.683708774180559e-06
1887,4.488635568122845e-06,1.610685671948886e-06
1888,4.491691470320802e-06,1.6073457800303004e-06
1889,4.74584112453158e-06,1.831299414334353e-06
1890,4.531047579803271e-06,1.6602260757281329e-06
1891,4.587526291288668e-06,1.743349230309832e-06
1892,4.9822137953015044e-06,1.7056622709787916e-06
1893,4.605879894370446e-06,1.5728595599284745e-06
1894,4.61398713014205e-06,1.694483898972976e-06
1895,4.866651579504833e-06,1.884428229459445e-06
1896,4.556044586934149e-06,1.646450527914567e-06
1897,4.649134552892065e-06,1.640802565816557e-06
1898,4.732647994387662e-06,1.7931326965481276e-06
1899,4.719446224044077e-06,1.7129965499407263e-06
1900,4.760195679409662e-06,1.658022370065737e-06
1901,4.735338279715506e-06,1.7258025764022022e-06
1902,3.921843926946167e-06,1.513840516054188e-06
1903,4.804575837624725e-06,1.6573276298004203e-06
1904,4.843612259719521e-06,1.555953986098757e-06
1905,4.8392439566669054e-06,1.6251229908448295e-06
1906,4.5999299800314475e-06,1.6662013422319433e-06
1907,4.838387212657835e-06,1.7994808558796649e-06
1908,5.021895503887208e-06,1.8697658106248127e-06
1909,4.9536356527823955e-06,1.726758682707441e-06
1910,4.974870080332039e-06,1.8020475636149058e-06
1911,4.751625965582207e-06,1.543972530271276e-06
1912,4.857264229940483e-06,1.8649727735464694e-06
1913,4.685191470343852e-06,1.8099103726854082e-06
1914,5.0680955610005185e-06,1.7518681261208258e-06
1915,6.05648983764695e-06,1.8601823512653937e-06
1916,6.6935617724084295e-06,2.0612478692783043e-06
1917,6.40658527117921e-06,2.2217975583771477e-06
1918,6.164738351799315e-06,2.1272769572533434e-06
1919,5.7751626627577934e-06,1.762382225933834e-06
1920,5.394457730290014e-06,1.8461100808053743e-06
1921,5.0904009185614996e-06,1.7727801377986907e-06
1922,5.242023235041415e-06,1.9190010789316148e-06
1923,5.122195034346078e-06,1.8970699784404133e-06
1924,5.530506768991472e-06,1.7829116814027657e-06
1925,5.140548182680504e-06,1.974172846530564e-06
1926,5.264321316644782e-06,1.8814681652656873e-06
1927,5.078471986053046e-06,1.8775294847728219e-06
1928,4.998893018637318e-06,1.8075996877087164e-06
1929,5.207025878917193e-06,1.75572802163515e-06
1930,5.2150389819871634e-06,1.7530513787278323e-06
1931,5.546424745261902e-06,1.8009058067036676e-06
1932,5.251809852779843e-06,1.6811928844617796e-06
1933,5.1870333663828205e-06,1.5301862958949641e-06
1934,5.401296220952645e-06,1.7505088862890261e-06
1935,4.769361112266779e-06,1.6061437690950697e-06
1936,5.42217230758979e-06,1.6659357697790256e-06
1937,5.055333986092592e-06,1.650695594435092e-06
1938,5.275545845506713e-06,1.909776074171532e-06
1939,5.2458594836934935e-06,1.6685809214322944e-06
1940,5.284571670927107e-06,1.6634735402476508e-06
1941,5.067729944130406e-06,1.759095539455302e-06
1942,5.155126018507872e-06,1.577790158080461e-06
1943,5.315823727869429e-06,1.7448443259127089e-06
1944,5.523466825252399e-06,1.943977622431703e-06
1945,6.30894783171243e-06,2.1719686174037633e-06
1946,6.300691893557087e-06,2.1953580926492577e-06
1947,6.481377567979507e-06,2.2745020942238625e-06
1948,6.320915417745709e-06,2.064571390292258e-06
1949,5.7174256653524935e-06,1.835780608416826e-06
1950,6.018551175657194e-06,2.0611330455722054e-06
1951,5.672931820299709e-06,1.9286476344859693e-06
1952,5.735319064115174e-06,2.058345671684947e-06
1953,5.869580945727648e-06,1.999622327275574e-06
1954,5.79413654122618e-06,1.8968493122883956e-06
1955,5.702695489162579e-06,1.8470876739229425e-06
1956,5.867584150109906e-06,2.167203774661175e-06
1957,5.493626304087229e-06,1.7581725160198403e-06
1958,5.317398063198198e-06,1.840574213929358e-06
1959,5.479003448272124e-06,1.9717901977855945e-06
1960,5.580960078077624e-06,1.893540002129157e-06
1961,5.700269866792951e-06,1.9427052393439226e-06
1962,5.372271061787615e-06,2.026255060627591e-06
1963,5.6021885939117055e-06,1.9327032987348503e-06
1964,5.41716553925653e-06,2.1494658994924976e-06
1965,5.489554041560041e-06,1.9431226974120364e-06
1966,5.499193321156781e-06,1.8461736317476607e-06
1967,5.2858126764476765e-06,1.9898834580089897e-06
1968,5.582829999184469e-06,2.0188913367746864e-06
1969,5.625421181321144e-06,1.989744077945943e-06
1970,5.701959253201494e-06,1.934223746502539e-06
1971,5.600853455689503e-06,1.9849628642987227e-06
1972,5.3256053433869965e-06,1.8730165720626246e-06
1973,5.43932674190728e-06,1.8728353552432964e-06
1974,5.402236638474278e-06,1.8868167899199761e-06
1975,5.2882596719427966e-06,1.9487570170895196e-06
1976,5.650678303936729e-06,1.979737135116011e-06
1977,5.64406127523398e-06,2.0680395209637936e-06
1978,5.416631211119238e-06,1.9942565359087894e-06
1979,5.284917278913781e-06,2.0446793769224314e-06
1980,5.797148332931101e-06,2.0358525034680497e-06
1981,5.4387073760153726e-06,2.1019800442445558e-06
1982,5.772356416855473e-06,2.108067747030873e-06
1983,5.811353730678093e-06,2.060687620542012e-06
1984,5.937604782957351e-06,2.165929572583991e-06
1985,5.504837190528633e-06,2.135523118340643e-06
1986,5.697758297174005e-06,2.131039536834578e-06
1987,5.38546282768948e-06,2.19744970308966e-06
1988,5.3897024372417945e-06,2.242111577288597e-06
1989,5.940892151556909e-06,2.2435442588175647e-06
1990,5.4557340263272636e-06,2.346189148738631e-06
1991,5.944697932136478e-06,2.4272326299978886e-06
1992,5.366685400076676e-06,2.280565922774258e-06
1993,5.6317121561733074e-06,2.438359160805703e-06
1994,6.198566097737057e-06,2.6079237613885198e-06
1995,5.775994395662565e-06,2.5989806999859866e-06
1996,5.789694569102721e-06,2.616732899696217e-06
1997,6.0410875448724255e-06,2.750351541180862e-06
1998,5.771343694505049e-06,2.823209342750488e-06
1999,5.6912713262136094e-06,2.867801185857388e-06
2000,5.706329375243513e-06,2.932689312729053e-06
2001,5.727996267523849e-06,2.825881665557972e-06
2002,5.7652491705084685e-06,3.021728389285272e-06
2003,5.574509486905299e-06,2.861842631318723e-06
2004,5.850443812960293e-06,2.82126870843058e-06
2005,5.3626145017915405e-06,2.9022162379988004e-06
2006,6.055357061995892e-06,3.0604157927882625e-06
2007,5.7604388530307915e-06,3.0174298899510177e-06
2008,5.935296485404251e-06,3.1245349418895785e-06
2009,5.98455835643108e-06,3.1384242902277038e-06
2010,6.255246717046248e-06,3.5641019167087507e-06
2011,6.366531124513131e-06,3.505052745822468e-06
2012,6.57599503028905e-06,3.7807631088071503e-06
2013,6.570062851096736e-06,3.595182079152437e-06
2014,6.908419891260564e-06,3.7098407119628973e-06
2015,6.666572062385967e-06,3.6515862120722886e-06
2016,6.871877758385381e-06,3.7137056096980814e-06
2017,7.074905170156853e-06,3.912027295882581e-06
2018,7.2185553108283784e-06,3.969521458202507e-06
2019,7.014961283857701e-06,3.835154984699329e-06
