year,ses_DET âmes_NOUN,ses_DET ames_NOUN,ses_DET dames_NOUN
1834,9.334531370086552e-09,2.240287422239362e-08,4.3405567629051234e-07
1835,1.9664028627630614e-08,2.4201881387853064e-08,5.536180580634209e-07
1836,1.2097350121642592e-08,1.0753200274660202e-08,5.282509687454251e-07
1837,1.1828414692161004e-08,9.741046969047318e-09,4.439134455580529e-07
1838,2.1461350030449466e-08,1.1361890983607736e-08,6.255352378303769e-07
1839,3.0063343814390464e-08,9.788065469251706e-09,3.705481841365099e-07
1840,1.9109066329292546e-08,0.0,6.178597824479937e-07
1841,2.632424944692957e-08,1.0914932513372833e-08,3.788123743575511e-07
1842,3.085801836277824e-08,2.683306021822318e-09,4.977532728211997e-07
1843,2.3627643841450663e-08,2.3627644840651385e-09,3.4673568771736996e-07
1844,1.3721403568922597e-08,1.097712254427563e-09,3.699290405112521e-07
1845,2.0088820829045062e-08,1.674068439427856e-09,2.8961383291559173e-07
1846,2.2832555401919308e-08,2.3418005312692003e-09,2.4179090196696507e-07
1847,2.7505439703645607e-08,2.1572894581822766e-09,3.7590768187101276e-07
1848,2.976732105253177e-08,2.574470947536156e-08,4.231786689956607e-07
1849,4.1897074254393374e-08,8.379414939696517e-10,3.3852835690240113e-07
1850,2.4440385715251978e-08,1.3577992064028876e-09,3.1500943009632465e-07
1851,2.837752988149589e-08,2.5152811611306447e-08,2.766809306109508e-07
1852,3.841221740685796e-08,6.510545436100301e-10,3.072977472484695e-07
1853,2.9859659633757474e-08,0.0,5.661391497824297e-07
1854,2.4939190268469247e-08,1.0391328908454511e-09,4.421510579888377e-07
1855,2.0697054736729115e-08,3.1841622671890946e-09,5.206105200272759e-07
1856,2.743910287872353e-08,5.177189121852166e-09,1.371437469366299e-06
1857,4.881509241272397e-08,5.857811125054013e-09,7.014728637955159e-07
1858,4.0128142586581816e-08,7.340513752396305e-09,5.696238933872166e-07
1859,2.13871282905842e-08,5.601390906662118e-09,5.947658694438474e-07
1860,1.556242520961426e-08,0.0,5.625359094096893e-07
1861,3.3483342321005694e-08,7.073945706981277e-09,4.848010624058929e-07
1862,3.0722308280717314e-08,4.517986262886353e-10,5.710734667374595e-07
1863,3.096664968893492e-08,9.989241656072068e-10,6.178345897112081e-07
1864,2.06173303984869e-08,2.3973640850272204e-09,4.262513049191341e-07
1865,3.247722762944605e-08,1.8827377989971694e-09,3.7042863887393196e-07
1866,3.113992264047738e-08,9.731225825149181e-10,3.629747116207227e-07
1867,3.2513836956127307e-08,0.0,3.4260848025269297e-07
1868,2.0747471296544973e-08,4.93987406535723e-10,4.0605765283530104e-07
1869,2.44175962782478e-08,9.767038289254515e-10,5.303501975362224e-07
1870,1.0894693147633916e-08,5.734048791339319e-10,3.1938650391083456e-07
1871,1.3807530230280918e-08,1.0621177271019633e-09,3.080141350864096e-07
1872,3.084143029852271e-08,6.047339295989218e-10,3.2292790574928176e-07
1873,3.412022664406322e-08,1.1972009161809183e-08,4.776831548092275e-07
1874,2.6288279997288555e-08,1.1949218281515073e-09,5.424945008769555e-07
1875,2.9179789251543298e-08,1.3159512368687842e-08,4.2339301487004377e-07
1876,2.5997863417615008e-08,1.813804439976252e-09,4.171750269676977e-07
1877,2.288381928394756e-08,1.2369631985365004e-09,3.11714730028001e-07
1878,1.9928991790152395e-08,6.039088673581716e-10,2.850449818403433e-07
1879,2.3826369210944165e-08,1.221865053580018e-09,3.8061095786190435e-07
1880,1.2193908105473383e-08,1.9253538763308597e-09,3.1832517244367864e-07
1881,1.5339516323820135e-08,0.0,3.18643606389557e-07
1882,2.5290462835059202e-08,1.3310770263785798e-09,2.8618155156756586e-07
1883,2.0221884888815822e-08,5.68740488038344e-09,3.2923755277636246e-07
1884,2.6406787867472303e-08,1.9805090900604227e-09,3.4658908898421714e-07
1885,3.480643329112354e-08,4.511945095320158e-09,3.345284951272731e-07
1886,1.8715045291273213e-08,9.034849701716752e-09,3.2331854921130443e-07
1887,2.6768590899450828e-08,9.793386657186431e-09,2.774792959847616e-07
1888,2.599652049184442e-08,3.1703073499755874e-09,3.442953739885013e-07
1889,2.0048437576747347e-08,4.38559560889118e-09,3.84679395004639e-07
1890,2.0318598359381213e-08,4.588070645628051e-09,3.1395510236009727e-07
1891,2.7409146952095398e-08,6.374220040683554e-10,3.0723740440663505e-07
1892,2.1312942521944933e-08,1.2537024751679837e-09,2.5763585309590553e-07
1893,1.6011883374744684e-08,6.774258043407144e-09,2.888297410130747e-07
1894,1.3863386882917439e-08,6.301539290376468e-10,3.1633727548552315e-07
1895,2.2870734639468537e-08,4.213030146971164e-09,2.913009411464884e-07
1896,1.2973464080801023e-08,8.845543741919926e-09,3.614878787416842e-07
1897,2.680288169187861e-08,9.905413045352418e-09,2.820129222369516e-07
1898,2.4330925163518202e-08,5.092519295146758e-09,2.387825762673046e-07
1899,2.819064981451902e-08,1.6582735185011188e-09,3.620563759909601e-07
1900,2.6474371694895638e-08,2.07642125715779e-09,3.3741846727775027e-07
1901,2.794369535763508e-08,3.912117296778206e-09,2.9452654803918676e-07
1902,2.7006560543441083e-08,1.9641135939885146e-09,2.7252075551764676e-07
1903,1.1880484152015924e-08,3.2401321625741275e-09,2.651508086426446e-07
1904,3.9772225512990644e-08,5.374625189347171e-09,2.6335663427801137e-07
1905,2.7868098939620722e-08,1.5482277126999122e-09,2.8745427105292265e-07
1906,2.314883107423782e-08,1.2346043076760793e-08,2.5360829614129443e-07
1907,2.6228502036929058e-08,4.114274698707732e-09,2.1497085533894733e-07
1908,3.5361999550787004e-08,1.964555629285769e-09,3.0254155758413503e-07
1909,2.915521307711444e-08,1.6502950117569526e-09,3.355599920151775e-07
1910,2.1911017000775246e-08,7.481810837539626e-09,2.933938851867879e-07
1911,2.500575924102577e-08,1.5961122423746588e-09,3.793426768261554e-07
1912,3.229841283314272e-08,9.89790061023399e-09,3.255888276765262e-07
1913,3.39391330594907e-08,1.113627856597077e-08,2.5772529355094775e-07
1914,4.888622839871459e-08,8.705766774141921e-09,2.625123429744747e-07
1915,3.652036184575991e-08,1.1780761921542648e-09,8.717763910759402e-08
1916,5.8233549538044826e-08,5.493730803607377e-09,1.3184954195111231e-07
1917,4.276905585243185e-08,4.386569774084137e-09,1.5243329942737915e-07
1918,3.675640414257941e-08,1.1486376294556067e-09,2.1479523226730635e-07
1919,3.775217966017763e-08,9.207848372660976e-10,2.2282993117350713e-07
1920,4.0132828615924154e-08,5.300562211374427e-09,2.0596470751144125e-07
1921,1.817459427400081e-08,6.8154727417280014e-09,2.2945425315334944e-07
1922,3.24629156334133e-08,5.90234855435412e-09,2.2355144313479514e-07
1923,4.458698343867695e-08,5.307974060286824e-09,3.0255451122229715e-07
1924,2.836157442231979e-08,6.4458122173149945e-09,2.1915760828328246e-07
1925,3.409435223034052e-08,8.798542339150117e-09,2.441595556845755e-07
1926,4.5699169337609646e-08,4.458455382660986e-09,2.8645574801089424e-07
1927,4.0137209555979325e-08,6.689534814974252e-09,4.426242252719703e-07
1928,2.2852082892654835e-08,6.8556245125250825e-09,3.9991144795692435e-07
1929,2.8965056353413843e-08,7.798284684668033e-09,2.2503621011082942e-07
1930,3.7812974085227324e-08,7.352522701786768e-09,2.835973007542236e-07
1931,1.4826963656844327e-08,4.5621426636444085e-09,1.4941016601710544e-07
1932,2.9590749406338546e-08,4.383814644626227e-09,2.4987743385551653e-07
1933,2.7529589274877253e-08,6.882397318719313e-09,2.2711911751294167e-07
1934,1.4377896206951846e-08,1.0783422155213884e-08,3.4626767408951764e-07
1935,5.98414207075848e-09,2.393656828303392e-09,2.477434790648658e-07
1936,2.7886843056990074e-08,6.0623572828433225e-09,2.8856821154832346e-07
1937,1.510934133364117e-08,1.2591118148108649e-09,2.102716720742137e-07
1938,5.8343463393839556e-08,2.5930428915188486e-09,3.7339818881321207e-07
1939,2.4470480752825097e-08,0.0,3.487043445105087e-07
1940,3.0429394115571995e-08,2.5357829169792012e-09,8.62166171788914e-08
1941,8.854508237732261e-09,1.4757512989405086e-08,2.3316870390033273e-07
1942,5.158160121254696e-08,3.034211770724937e-09,1.941895493295931e-07
1943,2.6129116648121453e-08,0.0,2.87420293787477e-07
1944,5.7837350908584995e-08,4.177142187700156e-08,2.0885709517415307e-07
1945,2.3963544037997053e-08,4.357008087652048e-09,2.0477937923146783e-07
1946,3.201854070766785e-08,1.3921104269343232e-08,1.8515069122315708e-07
1947,4.1723047017327985e-08,1.3112958274774655e-08,2.610670790659242e-07
1948,2.8266908369545263e-08,1.630783175166073e-08,1.8482208918868537e-07
1949,3.435953033203987e-08,8.835307596655184e-09,1.531453315273268e-07
1950,4.679559140186029e-08,8.508289184305795e-09,2.3291441264561286e-07
1951,5.224086763178093e-08,2.1322803522849654e-09,1.4499506406639995e-07
1952,4.007025411478793e-08,1.0544803585865736e-08,1.7715271116713893e-07
1953,2.801195209123364e-08,8.619061908632375e-09,2.488754109464253e-07
1954,3.5181128898997827e-08,2.9317608341017376e-09,1.309519905845491e-07
1955,4.3173795205575516e-08,0.0,2.083604861979893e-07
1956,2.0058624983221307e-08,1.1337484284723587e-08,2.0320259341843894e-07
1957,3.9757669878515145e-08,5.301022620862739e-09,1.6433170435536937e-07
1958,4.2188442794799386e-08,3.3088973783179654e-09,1.4807315928955234e-07
1959,2.4802393028267034e-08,7.750748043378053e-09,1.9221854863360477e-07
1960,2.837541629441276e-08,0.0,1.7371291349821405e-07
1961,4.0299324044479334e-08,2.779263652552544e-09,1.8273658208833865e-07
1962,4.566208611223033e-08,1.2683912808952869e-09,1.3825465661199132e-07
1963,2.8450633848819962e-08,5.172842487688456e-09,1.9010197183089161e-07
1964,2.5552667537454e-08,2.4335873316516654e-09,2.0016256430110957e-07
1965,2.4624196015565758e-08,6.5664520487729305e-09,2.1122087057179328e-07
1966,2.381802199913352e-08,4.431259692516676e-09,1.5841754041900913e-07
1967,2.8102911997507363e-08,6.902469928959931e-09,1.9721342248146811e-07
1968,3.997359995788763e-08,3.5931326802796093e-09,1.9582572807763654e-07
1969,2.7704722488364197e-08,2.7250546263957176e-09,1.476071280759328e-07
1970,2.6212732651131887e-08,2.7592349793881255e-09,1.7521142647858312e-07
1971,2.3636628765366652e-08,9.762955333059153e-09,1.592903200453577e-07
1972,3.385897073826527e-08,6.156176013405457e-09,1.6211264686205595e-07
1973,3.0322620858669325e-08,0.0,1.378300904519847e-07
1974,1.6876714470370757e-08,2.250228725575454e-09,1.4007673709848234e-07
1975,1.8847884142303428e-08,3.4268881066168433e-09,1.4792733393775848e-07
1976,2.399681342524218e-08,6.856232359631065e-09,1.2626894618783524e-07
1977,1.7630345183761165e-08,2.3507127910882275e-09,9.109012144570272e-08
1978,3.2079192635592335e-08,1.1881182704343018e-09,1.7049496459087266e-07
1979,3.043026097770962e-08,1.1703946700691858e-09,1.392769695129914e-07
1980,2.6720208379238386e-08,1.1370301367108482e-09,1.8021927172817698e-07
1981,3.921840630027873e-08,1.897664858585557e-09,1.2081799893870482e-07
1982,2.7933760637921523e-08,4.9660017209518514e-09,1.353235550283216e-07
1983,2.462973291983417e-08,1.8945948143667124e-09,1.0546577478010022e-07
1984,3.421414973558967e-08,4.639206907519622e-09,1.4497520517409157e-07
1985,2.5866899400206478e-08,3.609334831011779e-09,1.467796175713687e-07
1986,2.2179595993154777e-08,2.9972427317837003e-09,1.3727372327743126e-07
1987,1.4665960890170027e-08,4.277571852284723e-09,1.1793876597554487e-07
1988,2.0388283006322894e-08,5.996553809062277e-10,1.415186678954683e-07
1989,2.524536246717446e-08,1.6464366536794728e-09,1.0098145075687626e-07
1990,3.923028657482064e-08,1.634595292454577e-09,1.1987032322302582e-07
1991,3.282420379946416e-08,2.344586136349136e-09,1.4653663304997622e-07
1992,2.8100715643297747e-08,3.856960972825618e-09,1.3223865868994267e-07
1993,2.8249957595427588e-08,4.985286627956498e-09,1.246321641446002e-07
1994,2.162719953124892e-08,1.5824779264761446e-09,1.1341091910033185e-07
1995,4.12106260228029e-08,4.337960657352369e-09,1.1983616055033508e-07
1996,3.5765217898386936e-08,2.6690460952494277e-09,1.1903945429381224e-07
1997,3.500272882650535e-08,3.3564261370244708e-09,1.0692614460516836e-07
1998,2.527108478034279e-08,1.43043876743576e-09,1.3446124791371972e-07
1999,3.336246900964568e-08,1.8280804647829996e-09,1.2887966982511045e-07
2000,2.8275402019772855e-08,4.4180314962005696e-10,1.2370487811885766e-07
2001,2.365854356867203e-08,4.381211837767296e-09,1.4326563091415778e-07
2002,3.724038410979347e-08,3.066854992184176e-09,1.4282782756502854e-07
2003,2.5001537728996936e-08,2.9168459869666208e-09,1.8084445052579667e-07
2004,3.083353805610756e-08,3.0833537945085254e-09,1.5240577577735337e-07
2005,3.1526246946356196e-08,3.602999676388663e-09,1.729439786934961e-07
2006,2.5530917824312382e-08,2.8825228870488218e-09,1.79539996425504e-07
2007,3.914590041009802e-08,3.994479413904628e-09,2.612389562450801e-07
2008,4.0019932423529525e-08,1.7029758714315335e-09,1.9073329449170728e-07
2009,2.1933685756536647e-08,4.76819250749827e-10,2.66541974269785e-07
2010,4.771030792660724e-08,4.723793023408973e-10,2.9051325967088815e-07
2011,4.2063691974014716e-08,0.0,2.412926329853349e-07
2012,4.5616987076613214e-08,6.808505426114664e-10,2.7370192468012533e-07
2013,5.1598811778852394e-08,0.0,2.755655665875878e-07
2014,6.041592137684404e-08,1.5158115873603606e-09,3.1117447774065e-07
2015,4.743471182511172e-08,2.2165753954528356e-10,3.544303956992678e-07
2016,4.681228338299093e-08,1.0356700219649184e-09,3.5875608350721677e-07
2017,4.679037179933232e-08,7.546833991067814e-10,2.5608923803766004e-07
2018,5.550153514555234e-08,5.162933414126769e-10,3.1803670630381475e-07
2019,6.428489407461768e-08,0.0,2.4642541029962217e-07
