year,mes_DET ans_NOUN,mes_DET dents_NOUN
1875,7.037478400029329e-08,2.1055219701082706e-07
1876,5.985554496490408e-08,1.5235957206982675e-07
1877,1.1441909597564859e-07,1.6204217523352327e-07
1878,6.642997307793053e-08,1.9566648035151957e-07
1879,5.315112849846315e-08,1.502894058091897e-07
1880,6.802917074111292e-08,2.445199394074393e-07
1881,2.998178288970976e-08,2.3079000133208183e-07
1882,4.392554342480537e-08,2.389283269010889e-07
1883,5.940178687824371e-08,1.4408092408046969e-07
1884,4.8192386969958534e-08,1.5315936341409042e-07
1885,3.8673812818856845e-08,1.5469525305178422e-07
1886,4.646494078386354e-08,1.6779006450917677e-07
1887,4.047933110928881e-08,1.782396488181348e-07
1888,3.614150267949867e-08,1.559791256156018e-07
1889,4.63620102308937e-08,1.7291777432149047e-07
1890,2.6217545023854427e-08,1.5140632747545624e-07
1891,3.6970476458009216e-08,1.5871807867995358e-07
1892,4.638699313552763e-08,1.3289246414416311e-07
1893,2.8328715429015716e-08,1.471861574842137e-07
1894,4.852185342407722e-08,1.5501786343463664e-07
1895,2.768562623600701e-08,9.750155816057315e-08
1896,4.540712200684638e-08,1.5391245700158152e-07
1897,2.6802883135168543e-08,1.3634509166138287e-07
1898,3.225262235062587e-08,1.3183966407481762e-07
1899,5.085372123403431e-08,1.8075180818755143e-07
1900,4.360484651133589e-08,1.1679869471592497e-07
1901,2.51493244007861e-08,1.2407000316017047e-07
1902,3.093478850857423e-08,1.0753521961781587e-07
1903,2.106085861264262e-08,1.2528510850984276e-07
1904,2.042357571951925e-08,1.9187411837151558e-07
1905,4.02539197530416e-08,1.4656555347158928e-07
1906,3.5494874317532066e-08,1.502101909522935e-07
1907,6.274269059858284e-08,1.373139180138594e-07
1908,5.206072462016209e-08,1.5470875602829892e-07
1909,3.740668841345496e-08,1.5292734545369058e-07
1910,5.557916771259386e-08,2.410211950021335e-07
1911,3.77746552926439e-08,1.6386752754726785e-07
1912,5.365703970028335e-08,1.792040862369504e-07
1913,4.0302722548180014e-08,1.7552896647288208e-07
1914,4.2859158888575166e-08,1.4732836728370557e-07
1915,1.5314990164938536e-08,9.071186779507912e-08
1916,1.9777431248257926e-08,1.7799688123432134e-07
1917,2.5222776423028392e-08,2.1384527437717793e-07
1918,5.972915850804839e-08,2.2053842485547648e-07
1919,6.997964874244644e-08,1.0681104317677992e-07
1920,4.0890050456710014e-08,1.8551968139490782e-07
1921,6.285380305115496e-08,1.8023139247702602e-07
1922,8.779743332354428e-08,2.538009873376268e-07
1923,1.252681860464122e-07,2.494747848302836e-07
1924,6.832561139091808e-08,2.5267584113919384e-07
1925,4.5092530598367375e-08,2.441595512436834e-07
1926,5.907453304310195e-08,2.552465687699623e-07
1927,5.797596847045838e-08,2.620067895975353e-07
1928,3.9991142619655307e-08,2.102391558622685e-07
1929,5.570203187588163e-08,1.9495710557038137e-07
1930,3.571225359877417e-08,2.2372675179127555e-07
1931,5.47457119637329e-08,1.471291071197811e-07
1932,6.466126656334836e-08,1.6877685915517304e-07
1933,3.555905236929391e-08,1.5944221232189193e-07
1934,3.9539216345474415e-08,1.5935501984642997e-07
1935,3.351119648442591e-08,2.0824814228603827e-07
1936,4.849885826274658e-08,1.7459589596313663e-07
1937,3.399601800069263e-08,1.6368452904202968e-07
1938,7.779128363694099e-08,1.8280952929217165e-07
1939,5.6587986740908036e-08,1.468228809642369e-07
1940,2.2822046474857416e-08,1.1157445012344169e-07
1941,7.083605924051994e-08,1.7413865904813974e-07
1942,5.158160121254696e-08,2.3363430123879425e-07
1943,6.967764676346633e-08,2.0903293496132846e-07
1944,2.5705489292704442e-08,1.992175366893889e-07
1945,3.921307367704685e-08,2.439924529085147e-07
1946,5.0115975369635635e-08,2.477956586588448e-07
1947,6.556479115182867e-08,2.3245699054541547e-07
1948,7.392884038281977e-08,2.7288437287609213e-07
1949,3.926803215925645e-08,2.385533015569763e-07
1950,8.295581910289229e-08,2.3397795700930146e-07
1951,5.117472801074996e-08,2.7506416522271593e-07
1952,4.5342655408120436e-08,2.710014719298215e-07
1953,2.9089333830611963e-08,2.661135383164037e-07
1954,4.104465189946893e-08,3.185846892961308e-07
1955,2.3464019616170617e-08,1.9615920443527557e-07
1956,6.45364459650466e-08,3.008793978409585e-07
1957,2.2971097746182778e-08,2.2352645778767055e-07
1958,6.700517385382909e-08,2.7381126166403646e-07
1959,4.417926346977907e-08,2.5034915829280635e-07
1960,6.021124887567453e-08,2.87906669171889e-07
1961,7.156603948343943e-08,2.3971149953894155e-07
1962,5.2638239544933185e-08,3.031455175772635e-07
1963,5.496145316641332e-08,2.980850428713211e-07
1964,5.779770062552814e-08,3.3522666775809284e-07
1965,8.043903410026587e-08,2.456947472140314e-07
1966,6.536108188015533e-08,2.719685578966846e-07
1967,7.148986402860658e-08,3.08639020119017e-07
1968,9.027746100676026e-08,3.45389887357328e-07
1969,4.859680741153838e-08,2.516133772445528e-07
1970,6.990062084710758e-08,3.0167635678424176e-07
1971,5.6522371449929665e-08,3.031654411955742e-07
1972,4.052815893995643e-08,2.565073398130835e-07
1973,3.804110765281976e-08,3.015722569443824e-07
1974,4.5004571680440364e-08,2.4133701792550255e-07
1975,4.283610222088896e-08,2.929989193489746e-07
1976,3.4852513541849817e-08,3.113872111271121e-07
1977,3.0559267116814226e-08,2.515262682578623e-07
1978,4.8712848088605654e-08,2.471285966976211e-07
1979,3.101546042216796e-08,2.8557630038505977e-07
1980,4.2070113837056056e-08,2.3479672961457254e-07
1981,2.84649726012276e-08,3.06156607621233e-07
1982,2.545075850068912e-08,2.4830009337506453e-07
1983,2.5261265079734585e-08,2.690324514276199e-07
1984,2.5515636714601442e-08,2.6443478517990116e-07
1985,2.7070011343610645e-08,2.839343320459875e-07
1986,4.2560845514572065e-08,3.003237161181005e-07
1987,3.910922785621551e-08,2.3404428084461415e-07
1988,2.3986215624827167e-08,2.5905111833424144e-07
1989,3.2379922076941625e-08,3.078836670056262e-07
1990,2.8877850832831342e-08,2.648044343800393e-07
1991,3.458264485889373e-08,2.5614603238466316e-07
1992,3.4712649255030925e-08,2.6723228074843064e-07
1993,3.3789166409281535e-08,2.9302406723275e-07
1994,3.164955936219016e-08,2.6954876197748945e-07
1995,3.904164591617132e-08,2.6081987769543957e-07
1996,3.5765218342476146e-08,2.3807891214033816e-07
1997,2.8289877107567918e-08,2.641986913687333e-07
1998,2.5271084558298185e-08,2.7845874939202986e-07
1999,4.067479020264386e-08,2.6735675540123793e-07
2000,4.0204088058715115e-08,2.6022205457110203e-07
2001,2.5411029003219454e-08,2.6681579612386486e-07
2002,4.600282615951912e-08,3.1676232659094694e-07
2003,2.7918383604941255e-08,2.704333024183825e-07
2004,2.7309704941913537e-08,2.990853378292968e-07
2005,2.38698731891418e-08,2.828354634942798e-07
2006,2.5942706427528606e-08,3.187246910840713e-07
2007,2.876025217979361e-08,3.3913129726670377e-07
2008,1.660401513503551e-08,4.282984349401886e-07
2009,2.5271420511785436e-08,3.9337588120247347e-07
2010,2.3146586702882388e-08,6.240130403512012e-07
2011,1.797266777070483e-08,8.27507534495453e-07
2012,2.7234022259570168e-08,1.0335310989262325e-06
2013,3.0122549399269616e-08,1.2205211348259581e-06
2014,2.988314290464089e-08,1.2637538517878966e-06
2015,3.635183642991535e-08,1.3004648309333788e-06
2016,3.728412201198239e-08,1.3641846052792062e-06
2017,2.6917040429896844e-08,1.7335077586722036e-06
2018,2.71054010347882e-08,2.073434018257103e-06
2019,2.4234384055077385e-08,1.9839031466517554e-06
