year,nos_DET essais_NOUN,nos_DET décès_NOUN
1800,9.746910123453745e-08,0.0
1801,1.4287095950749062e-07,0.0
1802,2.4616241489638924e-07,0.0
1803,1.6577883954482786e-07,1.950339223455444e-09
1804,1.3100809681532155e-07,0.0
1805,5.4014676953428875e-08,0.0
1806,2.218885297722295e-07,0.0
1807,1.2811297711579073e-07,0.0
1808,1.9035022091884457e-07,0.0
1809,4.0888451735554554e-07,0.0
1810,1.9657064243006062e-07,0.0
1811,2.3065106091735288e-07,0.0
1812,1.7336853375127248e-07,0.0
1813,1.8404746526812232e-07,0.0
1814,1.1013370126988775e-07,0.0
1815,1.4295284778143014e-07,0.0
1816,1.1356259221884102e-07,0.0
1817,5.293369564896011e-08,0.0
1818,2.014679005846176e-07,9.536941902865692e-09
1819,2.691272928956323e-07,0.0
1820,1.934236379952381e-07,3.5599443393152796e-09
1821,2.9683080149389696e-07,0.0
1822,2.0753024898567674e-07,0.0
1823,1.9073586177142943e-07,0.0
1824,1.4484314458940162e-07,0.0
1825,1.0214313794776331e-07,0.0
1826,1.479741332799378e-07,8.807984341885344e-10
1827,1.8711064253551513e-07,4.608636583469661e-09
1828,1.440051324852476e-07,0.0
1829,1.3374153962075752e-07,0.0
1830,1.868193564291687e-07,0.0
1831,1.6058942176044866e-07,0.0
1832,1.6100663846607688e-07,9.470978667991403e-09
1833,2.409394701530232e-07,0.0
1834,1.4001796833085223e-07,9.334530925997342e-10
1835,1.6336269936800818e-07,0.0
1836,1.4449612173450532e-07,0.0
1837,1.3707045365407566e-07,4.174734336004349e-09
1838,1.5022944976905706e-07,6.312161904276081e-10
1839,1.6709625061395172e-07,1.3982950353153e-09
1840,1.5733130442896481e-07,0.0
1841,3.0561810859808247e-07,5.1364388298225094e-09
1842,2.7973466476538533e-07,1.1404051036834062e-08
1843,1.5062623326400626e-07,2.3627644285539873e-09
1844,1.652056902390342e-07,1.0428266472573e-08
1845,1.8972775528425245e-07,0.0
1846,2.0783479870445376e-07,0.0
1847,2.2867268967274867e-07,7.011190739092399e-09
1848,2.3813855509757786e-07,3.218088684420195e-09
1849,2.6646539552643844e-07,4.1897072478036534e-09
1850,3.9715627675462883e-07,1.3577992064028876e-09
1851,2.1799103144815035e-07,0.0
1852,2.8516188876892556e-07,6.510545436100301e-10
1853,2.974021970914009e-07,1.1943863675867306e-09
1854,1.6054602802739737e-07,0.0
1855,1.9317251442885208e-07,3.1841622671890946e-09
1856,1.8844968341369395e-07,1.0354378465748937e-09
1857,1.7524617001996035e-07,1.9526036343364694e-09
1858,1.6295941795974045e-07,6.263905394376934e-08
1859,2.0776067799488374e-07,3.055304009791371e-09
1860,1.8262963086268513e-07,0.0
1861,2.541904500219516e-07,3.3011746669586728e-09
1862,2.3132089399524602e-07,4.517986262886353e-10
1863,2.7120791390444765e-07,2.9967726078439227e-09
1864,2.2391379594921546e-07,6.233146443435089e-09
1865,2.3628358025717944e-07,2.3534221238463715e-09
1866,1.6348458964365875e-07,6.3252967308358166e-09
1867,1.863479628383402e-07,1.455843445796745e-09
1868,2.593433841013848e-07,0.0
1869,1.8117855526966764e-07,2.441759683335931e-09
1870,2.78674775699983e-07,5.734048791339319e-09
1871,2.1348566470180685e-07,5.3105884134652115e-09
1872,2.920864951017066e-07,8.4662747923403e-09
1873,3.1366663932885785e-07,7.781805755335824e-09
1874,1.9835702502746244e-07,5.974609251779839e-09
1875,4.119499656951575e-07,9.154443425529735e-09
1876,2.7872128338657376e-07,6.04601479992084e-09
1877,3.1666256816720306e-07,1.1751150053029846e-08
1878,3.025583468208026e-07,5.435179861734696e-09
1879,2.48649539624779e-07,4.887460214320072e-09
1880,2.156396299302088e-07,2.6313168977054602e-08
1881,2.4752402438821264e-07,2.091752326904839e-09
1882,3.234517174099949e-07,1.8635078591344723e-08
1883,4.45513406610587e-07,4.423537092179686e-09
1884,4.3769249646885555e-07,1.1222884843675729e-08
1885,3.287274319418998e-07,5.1565086089944145e-09
1886,4.3431810725635955e-07,3.872078213618124e-09
1887,4.883635624786109e-07,5.223139698529167e-09
1888,5.148579012015375e-07,1.268122939990235e-09
1889,5.05596542410558e-07,6.265136853755848e-09
1890,4.4569829182883325e-07,0.0
1891,6.406091230815036e-07,4.206985337873448e-08
1892,5.409726067107101e-07,1.1283321832422644e-08
1893,5.031426231205671e-07,1.6011883374744684e-08
1894,5.570560626111387e-07,1.6384001710889606e-08
1895,5.242213259037953e-07,6.018614495673091e-09
1896,6.356997339640458e-07,5.89702897624278e-10
1897,8.151572519210504e-07,3.4960281336537946e-09
1898,6.908851126752324e-07,2.26334195829736e-09
1899,6.716007714402394e-07,7.185851913504848e-09
1900,6.177353204517289e-07,3.633737311048435e-09
1901,6.410283512892079e-07,1.0059729937950124e-08
1902,7.281951175386325e-07,5.892340837476695e-09
1903,7.274096449627621e-07,8.640352433531007e-09
1904,9.056243186478241e-07,7.524475265086039e-09
1905,8.169481313657911e-07,1.5482277682110634e-09
1906,9.079485585594682e-07,5.144184522798412e-10
1907,8.382834563169794e-07,3.599990305858114e-09
1908,8.658778689607516e-07,7.858222517143076e-09
1909,8.300984126741184e-07,4.950885035270858e-09
1910,1.0490567783350002e-06,6.947395991829808e-09
1911,7.310193796961073e-07,1.0640748282497725e-09
1912,9.585335067896494e-07,1.4586379215586476e-08
1913,9.725683129957474e-07,1.0075680734189518e-08
1914,8.91336581432256e-07,4.68772043404897e-09
1915,7.798864398722571e-07,5.890381071793627e-09
1916,7.394562109297453e-07,1.0987461607214755e-08
1917,7.522966982698165e-07,2.1932848870420685e-09
1918,7.672899098309927e-07,4.594550517822427e-09
1919,8.701416547296503e-07,1.6574126959767455e-08
1920,7.753965225454351e-07,0.0
1921,8.678368503822753e-07,4.543648568500203e-09
1922,1.1841586970984253e-06,9.591316185719734e-09
1923,9.310186612765392e-07,1.0615948564662858e-08
1924,1.1924752696401697e-06,1.675911143195208e-08
1925,8.820538823783863e-07,6.598906754362588e-09
1926,1.1525107463938866e-06,2.0063049555041346e-08
1927,1.055831581719957e-06,4.1252133708979954e-08
1928,1.2111604017484012e-06,3.999114284169991e-08
1929,1.1106985187137042e-06,2.1166771446701205e-08
1930,1.5576843719333766e-06,9.453243188239924e-09
1931,1.575079722648809e-06,3.9918749195066994e-08
1932,1.5266634944000046e-06,1.0959536611565568e-09
1933,1.6965109645994403e-06,6.882397318719313e-09
1934,1.9254398964108077e-06,7.188948103475923e-09
