year,nos_DET essais_NOUN,nos_DET décès_NOUN
1935,2.095646549626906e-06,1.0771455727365264e-08
1936,2.2976333933222293e-06,4.849885826274658e-09
1937,2.1203443372197484e-06,1.2591118148108649e-09
1938,2.195010785577267e-06,5.186085783037697e-09
1939,1.9744619237371808e-06,1.070583532936098e-08
1940,2.1148429669715085e-06,1.5214697057785997e-08
1941,2.408426177158418e-06,8.854508237732261e-09
1942,2.3515140412655455e-06,3.034211770724937e-09
1943,1.602585825821734e-06,2.9032352077962287e-09
1944,1.988962223364865e-06,0.0
1945,1.827764890549588e-06,1.3071024262956144e-08
1946,1.21531241070727e-06,2.7842208538686464e-09
1947,1.273149052849476e-06,7.152522796260996e-09
1948,1.6177368991066032e-06,8.697510267552389e-09
1949,1.272284322340056e-06,6.8719057111366055e-09
1950,1.592113655135563e-06,1.1698897850465073e-08
1951,1.5288450738726311e-06,5.330700769690111e-09
1952,1.9655514247318706e-06,1.0544803918932644e-09
1953,1.4533892758183953e-06,3.232148326759443e-09
1954,1.7268071432763321e-06,7.818028668893362e-09
1955,1.446322197118377e-06,1.8771215692936494e-09
1956,1.6709707264528362e-06,4.360570571293465e-09
1957,1.5143255069904882e-06,2.6505113659425206e-09
1958,1.3789829580446167e-06,5.790570356545288e-09
1959,1.2354691710791954e-06,5.425523585955716e-09
1960,1.3564833827306444e-06,4.152500121534786e-09
1961,1.330572487745485e-06,3.47407969059077e-09
1962,1.3888884735635543e-06,6.341956293454132e-09
1963,1.1205670409353274e-06,6.466053248388448e-10
1964,1.1535204040846736e-06,3.6503808864551957e-09
1965,9.587020004531155e-07,8.20806533852192e-09
1966,9.122855902932159e-07,3.8773522170743036e-09
1967,7.346200108226952e-07,4.437302081328198e-09
1968,6.611364034014855e-07,3.143991039733507e-09
1969,6.726343249052746e-07,9.991866778413794e-09
1970,5.743807769409415e-07,8.277704743875347e-09
1971,6.222599473471035e-07,2.0553589941130213e-09
1972,5.130146774057209e-07,2.0520587451500205e-09
1973,6.119656090763925e-07,2.205281512956958e-09
1974,5.288037494555198e-07,2.2502286700643026e-09
1975,5.534424332154231e-07,1.7134440533084216e-09
1976,4.1937286510140837e-07,5.713526873840635e-10
1977,4.436970293397735e-07,1.7630346071939584e-09
1978,3.920790333511448e-07,3.5643548113029055e-09
1979,4.0729733852273853e-07,1.1703946700691858e-09
1980,3.047240755282843e-07,2.8425753972882717e-09
1981,3.4094710543719486e-07,2.5302198114474095e-09
1982,3.3334288085384856e-07,3.7245013739806154e-09
1983,2.835576964344e-07,2.5261264191556165e-09
1984,3.102469545712694e-07,5.799008495621649e-10
1985,2.773172198544671e-07,1.2031116103372597e-09
1986,2.3558327666428625e-07,2.3977941854269602e-09
1987,3.128738179647428e-07,1.2221633705067347e-09
1988,2.1707524999747818e-07,3.418035626756577e-08
1989,2.0690221069763481e-07,3.841685636274406e-09
1990,1.814400780730807e-07,5.44865097484859e-10
1991,1.6939633873391813e-07,0.0
1992,2.1543882433583406e-07,4.407955389584828e-09
1993,1.6728406038168941e-07,0.0
1994,1.2343328026354072e-07,4.747433890450736e-09
1995,2.955235629542585e-07,1.0844901643380922e-09
1996,1.4039182349989687e-07,2.6690460952494277e-09
1997,1.3521602426624924e-07,1.917957792585412e-09
1998,8.63031351938659e-08,9.536258449571733e-10
1999,1.1471205096924564e-07,1.3710603485872497e-09
2000,5.74344092285628e-08,0.0
2001,9.989163096690845e-08,8.762423564512289e-10
2002,8.105259841073575e-08,2.1906108038649563e-09
2003,6.583738132448502e-08,0.0
2004,5.1095579683968495e-08,1.3214374039449694e-09
2005,7.386149203369996e-08,1.8014998381943315e-09
2006,1.3547857657947304e-07,2.4707338397433887e-09
2007,4.314037993502495e-08,7.988958938831558e-10
2008,3.8316958494988285e-08,1.7029758714315335e-09
2009,5.054283902516943e-08,3.814554005998616e-09
2010,4.440365442004435e-08,3.7790344187271785e-09
2011,6.003636077167585e-08,2.2943831279320648e-09
2012,6.604250327169048e-08,2.723402198201441e-09
2013,4.43470866140494e-08,5.578250084070646e-10
2014,4.6990159235926754e-08,2.8150787256819854e-09
2015,4.6104768947063945e-08,1.5516027351836215e-09
2016,5.861892482528219e-08,3.1070099826280284e-09
2017,4.553256371941927e-08,1.7609279590047322e-09
2018,3.872200010635041e-08,2.3233200918681973e-09
2019,4.285659471747749e-08,1.7856913725466939e-09
