year,cents_ADJ ans_NOUN,cents_ADJ dents_NOUN
1861,7.932251264719525e-07,1.4147891747029462e-09
1862,7.386907441286894e-07,9.035972525772706e-10
1863,1.0278929494234035e-06,4.994620828036034e-10
1864,1.0150439493372687e-06,3.3563094525845827e-09
1865,8.39230324345408e-07,5.177528628053096e-09
1866,8.84568407855113e-07,6.3252967308358166e-09
1867,8.235221002905746e-07,9.7056229719783e-10
1868,7.10847871232545e-07,5.433861360870651e-09
1869,7.530386483267648e-07,7.813630631403612e-09
1870,6.961135454730538e-07,2.2936195165357276e-09
1871,5.225619474913401e-07,4.248470908407853e-09
1872,7.414038236674969e-07,3.628403577593531e-09
1873,5.878256388314185e-07,1.6760813181804224e-08
1874,5.168037091607403e-07,1.4936523129449597e-08
1875,6.705629971293092e-07,6.293679799540541e-09
1876,6.584110110452457e-07,0.0
1877,5.819911734761263e-07,9.895705588292003e-09
1878,5.839798973283905e-07,1.2078177347163432e-09
1879,7.42283020827017e-07,6.10932526790009e-10
1880,5.64128697533306e-07,7.701415505323439e-09
1881,5.480391109813354e-07,2.091752326904839e-09
1882,5.304341925693734e-07,2.6621540527571597e-09
1883,4.5499240286517306e-07,1.2006744043446815e-08
1884,5.690662874258123e-07,4.621187876807653e-09
1885,4.4797167220167466e-07,1.2891271383708158e-09
1886,4.1302169506707287e-07,1.2906927970846027e-08
1887,5.11867710883962e-07,6.528924623161458e-10
1888,4.305277343519265e-07,1.014498351992188e-08
1889,5.187533247408282e-07,6.265136742733546e-10
1890,4.515972307217453e-07,5.898947996740844e-09
1891,4.3918376491092204e-07,1.2748440081367107e-09
1892,4.50079198799358e-07,4.387958441043338e-09
1893,4.97600069593318e-07,4.310891643655168e-09
1894,4.3228558865848754e-07,6.301539290376468e-10
1895,4.1648812043604266e-07,2.4074457982692365e-09
1896,4.369698558548407e-07,1.1794058174530164e-08
1897,3.3736671412043506e-07,6.992056267307589e-09
1898,3.8363646126526874e-07,1.13167097914868e-09
1899,3.5100123341180733e-07,2.2110313580014918e-09
1900,4.220326275117259e-07,4.671947717582725e-09
1901,3.8003423696864047e-07,5.029864968975062e-09
1902,2.700656125398382e-07,4.910283846193408e-10
1903,3.283333853687509e-07,1.0800440541913758e-09
1904,3.1280319490178954e-07,4.299700151477737e-09
1905,3.411261673136323e-07,2.580379465655369e-09
1906,3.153385250698193e-07,7.201858220895474e-09
1907,2.8285637654335005e-07,7.199980611716228e-09
1908,2.882985370433744e-07,4.911389073214423e-10
1909,3.14106159748917e-07,1.1001967115120692e-09
1910,3.2332110322386143e-07,1.6032452032632705e-09
1911,2.931526239535742e-07,0.0
1912,2.875600557672442e-07,5.209421227725386e-10
1913,3.568912063656171e-07,5.30298971401777e-10
1914,2.9666574619113817e-07,6.696743715117748e-10
1915,2.8038212462888623e-07,1.1780761921542648e-09
1916,3.3182135439346894e-07,2.197492410260793e-09
1917,3.235095107356756e-07,0.0
1918,2.77970315210041e-07,1.1486376294556067e-09
1919,3.176707821239688e-07,9.207848372660976e-10
1920,2.74114796638969e-07,2.2716695191604686e-09
1921,2.9912351351413236e-07,3.0290989716519334e-09
1922,3.032331505892216e-07,0.0
1923,2.887537959850306e-07,1.0615948120573648e-09
1924,2.823265674578579e-07,0.0
1925,2.9475117457877786e-07,0.0
1926,2.8979960120523174e-07,0.0
1927,2.887649372951273e-07,0.0
1928,3.1307354220189154e-07,4.570416489713125e-09
1929,3.007909583629953e-07,0.0
1930,2.3423035599989817e-07,4.201441416995522e-09
1931,2.9767980436190555e-07,1.1405356659111021e-09
1932,3.1782656151335686e-07,4.383814644626227e-09
1933,2.9020776537436177e-07,4.588264879146209e-09
1934,2.7797267421192373e-07,0.0
1935,3.027975878922007e-07,0.0
1936,2.1581992371011438e-07,2.424942913137329e-09
1937,2.3545391059087706e-07,0.0
1938,2.593043006982043e-07,1.2965214457594243e-09
1939,2.6305767164558347e-07,0.0
1940,2.637214322476211e-07,0.0
1941,1.534781404188834e-07,0.0
1942,2.912843228841666e-07,0.0
1943,3.483882267119043e-07,0.0
1944,2.538417049890995e-07,3.2131861615880553e-09
1945,3.1152606538853433e-07,0.0
1946,2.770299829535361e-07,0.0
1947,4.053096063216799e-07,0.0
1948,2.968025398786267e-07,0.0
1949,2.1793758264720964e-07,9.817008317369869e-10
1950,2.520580721920851e-07,0.0
1951,2.8785785843865597e-07,0.0
1952,2.836552255303104e-07,0.0
1953,3.0382193472178187e-07,0.0
1954,2.8828981157857925e-07,9.772536113672459e-10
1955,3.1535643074676045e-07,0.0
1956,2.703554002891906e-07,0.0
1957,2.6328413582632493e-07,0.0
1958,2.539578645155416e-07,0.0
1959,2.4724886316107586e-07,1.5501495642666896e-09
1960,2.3669250026614463e-07,2.7683333403416555e-09
1961,3.5018723565372056e-07,0.0
1962,2.860222423350933e-07,6.341956404476434e-10
1963,2.5928872560143645e-07,0.0
1964,3.3157627399305056e-07,0.0
1965,2.610164813177107e-07,1.6416130677043839e-09
1966,2.5645917389738315e-07,5.539074754423723e-10
1967,2.67224180561243e-07,9.860671168482327e-10
1968,3.0811114015705243e-07,4.4914158503495116e-10
1969,2.3662558135129075e-07,1.3625273131978588e-09
1970,2.621273154090886e-07,1.8394900047624674e-09
1971,2.584613980616268e-07,1.541519245584766e-09
1972,2.554813249844301e-07,1.0260293725750103e-09
1973,2.4919680186030746e-07,3.859242703185828e-09
1974,1.9239455184560939e-07,2.812785782069227e-09
1975,1.9590376609812665e-07,2.2845920710778955e-09
1976,2.0168749870208558e-07,5.713526873840635e-10
1977,2.391850273397722e-07,1.1753563677885381e-09
1978,2.607919498132105e-07,2.3762365408686037e-09
1979,2.5573123707545165e-07,1.1703946700691858e-09
1980,2.421874114588718e-07,0.0
1981,2.4543132326471095e-07,0.0
1982,3.128581056444091e-07,0.0
1983,2.848207429906324e-07,0.0
1984,2.6443478873261483e-07,2.8995041922996734e-09
1985,3.031841231404542e-07,1.2031116103372597e-09
1986,2.5656396474005305e-07,4.7955883708539204e-09
1987,2.340442790682573e-07,0.0
1988,2.5065594400075497e-07,1.798966087207532e-09
1989,2.9361453357523715e-07,5.488122178931576e-10
1990,3.2691906426407513e-07,0.0
1991,3.4641260526768747e-07,3.5168792322792797e-09
1992,3.4106554380741727e-07,5.509944167592096e-10
1993,3.0576424592254625e-07,3.323524566667402e-09
1994,3.2599047017356497e-07,1.0549853213248639e-09
1995,3.188401080933545e-07,1.626735190995987e-09
1996,3.8434262705777655e-07,1.6014276571496566e-09
1997,3.2461434784636367e-07,9.58978896292706e-10
1998,3.6333145203570894e-07,0.0
1999,3.6333099728835805e-07,4.570201161957499e-10
2000,3.697892339005193e-07,4.4180314962005696e-10
2001,3.198284730387968e-07,4.3812117822561447e-10
2002,3.6013639714838064e-07,0.0
2003,2.9668490242329426e-07,0.0
2004,3.41371332979179e-07,4.404791253964646e-10
2005,3.3823158673840226e-07,4.5037495954858286e-10
2006,3.3766696105885785e-07,4.1178899179428186e-10
2007,3.702882338529889e-07,7.988958938831558e-10
2008,3.68694287544713e-07,1.7029758714315335e-09
2009,3.809785766861751e-07,0.0
2010,3.920748099517368e-07,0.0
2011,4.38609589537009e-07,1.529588788962144e-09
2012,4.728507008167071e-07,1.7021263287730903e-09
2013,4.434708955614042e-07,1.6734750252211938e-09
2014,4.783468625646492e-07,1.2992671383216248e-09
2015,5.067091137789248e-07,1.329945265027277e-09
2016,5.182492941457895e-07,2.6927420293532123e-09
2017,4.7041930884006433e-07,2.515611330355938e-10
2018,4.822179562324891e-07,1.5488800242380307e-09
2019,4.821366701435181e-07,1.7856913725466939e-09
