year,autres_ADJ âmes_NOUN,autres_ADJ ames_NOUN,autres_ADJ dames_NOUN
1910,1.6620307974335446e-07,1.068830135508847e-09,3.0087568969605627e-07
1911,2.2930812804133893e-07,1.5961122423746588e-09,2.415449880110998e-07
1912,2.2140039845908177e-07,1.0418842455450772e-09,3.099605763168256e-07
1913,2.391648479260766e-07,3.7120927443012874e-09,2.4817991661763017e-07
1914,2.846116160526435e-07,6.696743715117748e-10,3.0202313183735896e-07
1915,2.438617627831263e-07,1.1780761921542648e-09,2.1912217418318392e-07
1916,2.8347650982141204e-07,0.0,2.0436679593061058e-07
1917,3.015766765201988e-07,6.5798546611262054e-09,1.7436614996313438e-07
1918,2.6763257210404845e-07,3.44591288836682e-09,1.9182248234272947e-07
1919,2.568989714291092e-07,2.762354511798293e-09,1.7679069053144758e-07
1920,2.627564299473306e-07,3.028892692213958e-09,2.0823637836286935e-07
1921,2.0825055457862618e-07,2.2718242842501013e-09,2.597452493091623e-07
1922,2.1396013494268118e-07,4.4267612908655e-09,2.2355144846386565e-07
1923,3.386487321677123e-07,4.246379248229459e-09,2.027646095470459e-07
1924,2.1786844683902018e-07,1.4180786767070686e-08,2.075551517322083e-07
1925,2.705551764847769e-07,5.499088961968823e-09,2.661558937688824e-07
1926,2.2738122140708583e-07,4.458455382660986e-09,3.4441569063403676e-07
1927,2.2521433606925712e-07,1.1149224876660924e-09,3.3447673875031114e-07
1928,2.0109833087644802e-07,0.0,3.119309184285157e-07
1929,1.9050095545480872e-07,0.0,2.5177318363489576e-07
1930,2.19525318811975e-07,4.201441528017824e-09,2.709929738387018e-07
1931,1.790641022125783e-07,0.0,1.710803445575948e-07
1932,1.4028206862803927e-07,8.767629400274757e-09,2.1042310160979127e-07
1933,2.58089897897662e-07,9.176529758292418e-09,1.5141274345431555e-07
1934,1.605531707582486e-07,1.1981580172459871e-09,3.0433213815683757e-07
1935,2.154291109945916e-07,8.377798899061872e-09,2.0944496981201155e-07
1936,2.0733261862915242e-07,8.487300195980652e-09,1.6974600880459434e-07
1937,1.309476260757947e-07,1.2591118148108649e-09,2.1656723170337955e-07
1938,1.6984431283617596e-07,1.2965214457594243e-09,1.6984430750710544e-07
1939,1.5446991596945736e-07,4.588215141154706e-09,2.0188146265809337e-07
1940,1.6989746143281081e-07,0.0,1.8511215049699103e-07
1941,1.2986610897769424e-07,0.0,1.4757512367680192e-07
1942,2.3363431012057845e-07,6.068423541449874e-09,1.8508691823626577e-07
1943,2.1483940315647487e-07,0.0,2.409685189164179e-07
1944,2.4741532911320974e-07,3.2131861615880553e-09,1.5101974248921124e-07
1945,2.374569447738395e-07,2.178504043826024e-09,1.3506725338174874e-07
1946,2.3665877790790546e-07,1.3921104269343232e-09,1.684453616590531e-07
1947,1.8596558959416143e-07,3.5762612871081956e-09,1.5497131777841844e-07
1948,2.3591996978211682e-07,0.0,1.956939743585906e-07
1949,1.5412703646688897e-07,9.817008317369869e-10,1.197675021380462e-07
1950,1.669751696908861e-07,5.317680518146517e-09,1.2230665480394975e-07
1951,2.484106573774625e-07,1.0661401761424827e-09,1.6738401154015037e-07
1952,1.5606309489157866e-07,3.1634410646574906e-09,1.9824231745069198e-07
1953,1.8638721144270676e-07,4.3095309543161875e-09,1.411371322035393e-07
1954,1.485425542568919e-07,5.86352189024808e-09,1.4561078565122898e-07
1955,1.6330957919308275e-07,2.815682353940474e-09,1.5673965769735787e-07
1956,1.613411200196424e-07,8.721141364631535e-09,1.3256135478201259e-07
1957,1.4577811668914364e-07,8.835037701437898e-10,9.630191266651877e-08
1958,1.0919361415062667e-07,5.790570245522986e-09,1.3152867461840856e-07
1959,1.0773539571573565e-07,1.3176271629333769e-08,1.046350934785778e-07
1960,1.0865708333085422e-07,4.844583401109048e-09,1.9724375333041166e-07
1961,1.5216468796097615e-07,0.0,1.882951172760272e-07
1962,1.1732619498161512e-07,4.439369427622353e-09,1.4079143273448835e-07
1963,1.3837353662893292e-07,2.5864212993553792e-09,1.6294453697440758e-07
1964,1.6670072966462612e-07,3.6503808864551957e-09,1.563579923313796e-07
1965,1.7893582082706416e-07,6.5664522708175355e-09,2.0793764576865215e-07
1966,1.4623157085225102e-07,6.6468897053084675e-09,2.2765596519036535e-07
1967,1.3213299610015383e-07,5.423369253687582e-09,2.4651677410503225e-07
1968,1.554029864792028e-07,8.98283158967672e-09,1.9358002667502205e-07
1969,1.0400625427564592e-07,4.087581995104728e-09,1.7304096644465972e-07
1970,1.3244327590200555e-07,6.438215072179787e-09,1.6509422451349565e-07
1971,9.968491099243693e-08,8.221435976452085e-09,2.2197877846963365e-07
1972,9.080360285906863e-08,9.234264020108185e-09,1.90841458191926e-07
1973,8.821125874192148e-08,1.1577728220579786e-08,2.0398854161385316e-07
1974,7.313243344242437e-08,6.188128898187983e-09,1.158867775075123e-07
1975,6.568202337575713e-08,2.8557400888473694e-09,1.5763685690117768e-07
1976,7.084773301357927e-08,5.713526873840635e-10,1.2055541542821402e-07
1977,8.109959281910051e-08,2.3507127355770763e-09,1.251754500053437e-07
1978,1.0336628974982887e-07,5.346532216954358e-09,1.859405118764812e-07
1979,1.0709111109008518e-07,3.511183899185255e-09,1.4746972887280663e-07
1980,7.674953650393945e-08,1.2507331170752423e-08,1.5691015331498193e-07
1981,9.235302655952182e-08,3.795329828193417e-09,1.4485508792461133e-07
1982,9.125028554990422e-08,3.7245013739806154e-09,1.5208380421682932e-07
1983,8.715136345927021e-08,5.052252838311233e-09,1.1051803205930355e-07
1984,1.1134096666864934e-07,3.479405208395292e-09,1.0438215225505587e-07
1985,9.62489252742671e-08,4.812446441349039e-09,1.4858427865860335e-07
1986,8.632058978719215e-08,2.997242676272549e-09,1.6005275726982404e-07
1987,8.49403534175508e-08,4.888653482026939e-09,9.838415460095007e-08
1988,7.79551996288319e-08,5.396898261622596e-09,1.217300391598286e-07
1989,7.628489839817121e-08,2.1952488715726304e-09,1.1964106239048533e-07
1990,8.663354833515768e-08,5.44865097484859e-10,1.1006275091318685e-07
1991,9.319729343815197e-08,4.689172272698272e-09,1.6177643402670583e-07
1992,1.019339705976563e-07,3.856960972825618e-09,1.2507573243780712e-07
1993,8.807339924032931e-08,9.41665256881663e-09,1.4180370477845372e-07
1994,1.1499339791498642e-07,2.1099705871385765e-09,1.3240065710462545e-07
1995,8.24212520456058e-08,5.422450821690461e-10,1.371880102851719e-07
1996,8.594328448907618e-08,3.2028553142993132e-09,1.1903945829061513e-07
1997,8.918503624499863e-08,2.3974471297094624e-09,1.0836461372676354e-07
1998,9.250170762697962e-08,2.3840645013706308e-09,1.2635542701033842e-07
1999,1.0785674930957612e-07,4.113181045761749e-09,1.3253583386330092e-07
2000,1.0161472374647929e-07,2.2090156370779823e-09,1.1398521326810851e-07
2001,1.0690156670989381e-07,3.066848275334877e-09,1.594761149803503e-07
2002,9.594874939011788e-08,6.571832189550264e-09,1.2924603431940795e-07
2003,1.1292360824199932e-07,1.2500768753476166e-09,1.4500892309143865e-07
2004,8.457199385247804e-08,4.404791253964646e-10,1.629772743427793e-07
2005,1.0718923704189365e-07,3.6029997874109654e-09,1.6483723941362882e-07
2006,9.924114863224531e-08,3.294311934354255e-09,1.9065830159092911e-07
2007,8.468296641694906e-08,4.793375391054511e-09,1.633742101603275e-07
2008,9.110920728971905e-08,3.405951742863067e-09,1.4773316214800047e-07
2009,1.0442341391581067e-07,7.1522885392028e-09,1.5830398947258573e-07
2010,8.313875810017635e-08,0.0,1.5777468798106042e-07
2011,1.105127864775568e-07,0.0,1.7475551272738699e-07
2012,1.3344670435344597e-07,3.404252713057332e-10,2.267232331876201e-07
2013,1.358303904908098e-07,5.578250084070646e-10,2.6134103059405334e-07
2014,1.8319666139632318e-07,4.330890368553497e-10,2.7241301148173136e-07
2015,1.835324496823887e-07,8.86630172058922e-10,2.735254116537078e-07
2016,2.002985866056406e-07,1.86420612280358e-09,3.2602893029753943e-07
2017,1.5948975828905532e-07,1.5093667704579872e-09,1.622569341108715e-07
2018,1.8173525972997595e-07,2.5814667070633845e-10,2.4343231652679265e-07
2019,2.237216278899723e-07,0.0,2.267828125290805e-07
