year,dix_DET âmes_NOUN,dix_DET ames_NOUN,dix_DET dames_NOUN
1871,2.1242354542039266e-09,1.0621177271019633e-09,1.5931765240395634e-08
1872,1.2094678591978436e-09,0.0,4.23313739617015e-09
1873,7.183205141814142e-09,0.0,1.496501056408306e-08
1874,1.1949218281515073e-09,0.0,8.364453130127458e-09
1875,2.2886108563824337e-09,0.0,1.2587359599081083e-08
1876,1.209202959984168e-09,0.0,9.069021977836655e-09
1877,6.184816214727107e-09,1.2369631985365004e-09,1.0514186854493346e-08
1878,2.4156354694326865e-09,0.0,3.6234530931267273e-09
1879,3.0546627449723474e-09,0.0,1.221865097988939e-08
1880,9.626769603698904e-09,0.0,3.2089231272180996e-09
1881,6.9725074602899895e-09,0.0,1.115601222512197e-08
1882,3.3276925659464496e-09,0.0,1.2645231528551903e-08
1883,6.319338829996468e-09,0.0,1.3902545781263598e-08
1884,4.621187876807653e-09,6.601696966868076e-10,5.941527270181268e-09
1885,8.379326565943757e-09,6.445635691854079e-10,1.2246707647989297e-08
1886,6.453463874400711e-10,0.0,1.5488312854472497e-08
1887,1.3057849246322917e-09,0.0,1.566941953967671e-08
1888,1.268122939990235e-09,0.0,6.974675947901687e-09
1889,1.8795409673089125e-09,0.0,1.0024218788373673e-08
1890,6.554386478008212e-10,0.0,6.554386478008212e-10
1891,6.374220040683554e-10,0.0,1.5935549768641977e-08
1892,3.1342561879199593e-09,0.0,1.4417578242387208e-08
1893,1.2316833108982905e-09,0.0,6.7742580989182954e-09
1894,2.520615716150587e-09,0.0,6.9316934414587195e-09
1895,1.2037228991346183e-09,0.0,1.2037228991346183e-09
1896,1.179405795248556e-09,0.0,4.1279202278587945e-09
1897,1.7480140668268973e-09,0.0,7.574727511894253e-09
1898,3.3950129374460403e-09,0.0,1.4145887350380804e-08
1899,1.6582735185011188e-09,5.527578395003729e-10,1.1607914629507832e-08
1900,2.595526460424935e-09,2.07642125715779e-09,8.82479045394291e-09
1901,0.0,0.0,1.5648469298135126e-08
1902,9.820567692386817e-10,0.0,1.5712909029463873e-08
1903,5.400220270956879e-10,0.0,8.100329962346109e-09
1904,7.524475265086039e-09,0.0,1.0749250378694342e-08
1905,3.096455536422127e-09,0.0,1.1353670004154992e-08
1906,1.0288369267641428e-08,0.0,8.230694958921703e-09
1907,1.5428529565042481e-09,0.0,1.491424583832668e-08
1908,1.4734167219643268e-09,0.0,1.0313916831705683e-08
1909,4.950885368337765e-09,0.0,1.1552065082298668e-08
1910,1.6032452032632705e-09,0.0,4.809735720812114e-09
1911,1.5961122423746588e-09,0.0,9.576673565270255e-09
1912,1.0418842455450772e-09,0.0,8.335073686804861e-09
1913,1.590896969716482e-09,0.0,1.0075680290100308e-08
1914,6.696743715117748e-10,0.0,1.3393487485746647e-08
1915,3.534228465440492e-09,0.0,1.7671142549247065e-08
1916,4.394984820521586e-09,0.0,2.197492410260793e-09
1917,0.0,2.1932848870420685e-09,7.676496771580332e-09
1918,1.1486376294556067e-09,0.0,8.040463406189247e-09
1919,9.207848372660976e-10,0.0,1.6574126959767455e-08
1920,4.543339038320937e-09,0.0,8.329454459499175e-09
1921,7.572747762196741e-09,0.0,8.330022005509363e-09
1922,2.2133805899215986e-09,0.0,3.6889677423879164e-09
1923,3.1847844361720945e-09,0.0,1.8047111804975202e-08
1924,2.578324886925998e-09,0.0,5.156649662829693e-09
1925,7.698724546756353e-09,0.0,8.798542339150117e-09
1926,1.2260752080273107e-08,0.0,7.802297141701331e-09
1927,4.459690061686672e-09,0.0,2.1183527820767267e-08
1928,3.4278122562625413e-09,0.0,1.4853853258500749e-08
1929,5.570203187588163e-09,0.0,1.1140406597220931e-08
1930,1.0503603542488804e-09,0.0,3.1510811737689437e-09
1931,0.0,0.0,0.0
1932,4.383814644626227e-09,0.0,3.2878609834696704e-09
1933,0.0,0.0,0.0
1934,0.0,0.0,8.38710612072191e-09
1935,0.0,0.0,1.795242621227544e-08
1936,1.2124714565686645e-09,0.0,7.274828739411987e-09
1937,3.777335333410292e-09,0.0,6.295559074054324e-09
1938,5.186085783037697e-09,0.0,3.8895642262559704e-09
1939,0.0,0.0,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0,0.0
1941,0.0,0.0,0.0
1942,0.0,0.0,0.0
1943,2.9032352077962287e-09,0.0,8.709705845433291e-09
1944,0.0,0.0,3.2131861615880553e-09
1945,8.714016175304096e-09,0.0,8.714016175304096e-09
1946,1.3921104269343232e-09,0.0,5.568441707737293e-09
1947,1.1920870957027319e-09,0.0,3.5762612871081956e-09
1948,0.0,0.0,1.087188761239588e-08
1949,0.0,0.0,6.8719057111366055e-09
1950,1.4889506516624351e-08,0.0,1.0635361480382244e-09
1951,2.1322803522849654e-09,0.0,6.396841278899501e-09
1952,2.1089607837865287e-09,0.0,3.1634410646574906e-09
1953,3.232148326759443e-09,0.0,0.0
1954,4.886268278880834e-09,0.0,5.86352189024808e-09
1955,2.815682353940474e-09,0.0,2.815682353940474e-09
1956,1.744228317335228e-09,0.0,2.616342476002842e-09
1957,1.7670075402875796e-09,0.0,4.417518795207798e-09
1958,8.272243445794913e-09,0.0,1.6544486891589827e-09
1959,7.750747821333448e-10,0.0,9.300897829689347e-09
1960,4.152500010512483e-09,0.0,3.460416619915918e-09
1961,6.253343398654465e-09,0.0,6.948159270159238e-10
1962,1.9025869768540815e-09,0.0,3.805173953708163e-09
1963,4.526237051827309e-09,6.466053248388448e-10,5.819447923549603e-09
1964,0.0,0.0,3.0419841090534305e-09
1965,5.472043540510896e-09,0.0,5.4720434849997446e-09
1966,3.8773522170743036e-09,0.0,5.539074976468328e-09
1967,4.930335695263466e-09,4.930335584241163e-10,1.2818872574538176e-08
1968,3.5931326525240337e-09,2.245707841908029e-09,4.491415656060482e-09
1969,4.541757636644661e-09,4.5417578031781147e-10,3.1792304344691047e-09
1970,4.598724956395017e-09,4.5987250119061684e-10,8.277704965919952e-09
1971,5.138397263237948e-09,0.0,2.569198631618974e-09
1972,2.5650734314375256e-09,0.0,6.669190977248718e-09
1973,5.513203782392395e-10,0.0,6.615844760915479e-09
1974,1.1251143350321513e-09,0.0,3.3753431161187564e-09
1975,2.8557400888473694e-09,1.7134440533084216e-09,5.140332159925265e-09
1976,5.713526873840635e-10,0.0,1.142705374768127e-09
1977,4.113747231748732e-09,0.0,4.113747342771035e-09
1978,1.1881182704343018e-09,0.0,2.3762365408686037e-09
1979,0.0,0.0,2.925986564150662e-09
1980,2.8425752862659692e-09,0.0,7.390696055153967e-09
1981,1.8976649140967083e-09,0.0,1.8976649140967083e-09
1982,1.2415004579935385e-09,0.0,3.1037510339615437e-09
1983,3.78918940668882e-09,0.0,3.157658134966823e-09
1984,1.1598016991243298e-09,0.0,4.059305780401701e-09
1985,3.0077789148208467e-09,0.0,7.218669662023558e-09
1986,1.7983456945813714e-09,0.0,7.193382445258578e-09
1987,1.2221633705067347e-09,0.0,3.0554083707556856e-09
1988,5.996553809062277e-10,0.0,2.3986214681137596e-09
1989,1.0976244357863152e-09,0.0,5.488122178931576e-10
1990,2.179460389939436e-09,0.0,3.2691906959314565e-09
1991,1.7584396161396398e-09,0.0,4.689172272698272e-09
1992,2.7549720282848966e-09,0.0,4.407955389584828e-09
1993,1.661762283333701e-09,3.323524566667402e-09,3.877445309274918e-09
1994,5.802419378309054e-09,0.0,5.274926662135471e-09
1995,5.422450821690461e-10,0.0,5.4224509327127635e-09
1996,1.067618438099771e-09,0.0,2.6690460952494277e-09
1997,2.876936688878118e-09,0.0,5.27438381858758e-09
1998,3.337690346327804e-09,1.9072516899143466e-09,4.291316191284977e-09
1999,2.285100553223174e-09,0.0,2.285100553223174e-09
2000,1.7672125984802278e-09,0.0,3.0926220473403987e-09
2001,4.381211837767296e-09,0.0,1.7524847129024579e-09
2002,1.3143663935011318e-09,8.76244299341522e-10,3.9430991805033955e-09
2003,4.166922806803086e-09,0.0,8.750538071922165e-09
2004,3.523833003171717e-09,1.3214374039449694e-09,1.7619165015858584e-09
2005,6.7556245042510454e-09,0.0,3.1526248278623825e-09
2006,1.6471559671771274e-09,0.0,2.0589449589714093e-09
2007,3.595031605740928e-09,0.0,4.7933754743212376e-09
2008,4.6831836186811415e-09,0.0,3.405951742863067e-09
2009,2.860915504498962e-09,4.76819250749827e-10,3.814554005998616e-09
2010,3.7790344187271785e-09,0.0,6.14093115247627e-09
2011,5.735957819830162e-09,3.82397197240536e-10,2.6767803529281764e-09
2012,5.446804396402882e-09,0.0,6.127654827992046e-09
2013,5.857162532763027e-09,0.0,2.5102124823206395e-09
2014,3.6812567438815336e-09,0.0,5.846701789380404e-09
2015,3.768178130636457e-09,0.0,3.5465205910911735e-09
2016,5.592618063099408e-09,0.0,6.628288279353356e-09
2017,1.911864622172743e-08,0.0,2.515611330355938e-10
2018,4.1303465647679616e-09,0.0,6.9699601645822895e-09
2019,3.061185249730869e-09,0.0,3.316284025167704e-09
