year,serons_VERB en_PRON,serons_VERB dans_ADP
1842,8.049918065466954e-09,1.301403358411335e-07
1843,2.3627644285539873e-09,1.506262350403631e-07
1844,1.975882035765153e-08,1.2733461574043758e-07
1845,2.2320911785556063e-09,1.2667116777720366e-07
1846,2.9272506640865004e-09,1.574860846176307e-07
1847,7.550513103637968e-09,9.869599182366073e-08
1848,1.045878850192139e-08,1.2309189401094045e-07
1849,9.217356655710773e-09,1.3574651802628068e-07
1850,1.0183494048021657e-08,1.1405513333784256e-07
1851,5.159551008659946e-09,1.2511911506862816e-07
1852,1.3021090872200602e-09,1.1784086950683559e-07
1853,1.1346670270029335e-08,9.793968303029033e-08
1854,1.7665259477439577e-08,1.896417529678729e-07
1855,7.429711956774554e-09,1.3904175943935115e-07
1856,9.836659486950339e-09,1.739535520073332e-07
1857,6.345961978126979e-09,1.8354474207171734e-07
1858,9.297984604472731e-09,1.849809478926545e-07
1859,4.582956236731661e-09,1.1915685860230951e-07
1860,2.746310290291376e-09,1.2816114747238316e-07
1861,1.3676294763342867e-08,1.7637704274875432e-07
1862,4.066187830886747e-09,1.292144133913098e-07
1863,1.0988165932701577e-08,1.1587520276634677e-07
1864,9.589456340108882e-09,1.400060511969059e-07
1865,5.177528628053096e-09,1.8168418591812951e-07
1866,1.2650593461671633e-08,1.7954111797280348e-07
1867,9.7056229719783e-09,1.3781985330751922e-07
1868,1.4819622196071691e-09,1.565940124237386e-07
1869,5.860222973552709e-09,1.640862450358327e-07
1870,1.1468097582678638e-09,1.628469874503935e-07
1871,4.248470908407853e-09,2.187962451216663e-07
1872,2.4189357183956872e-09,1.7960597631372366e-07
1873,2.9930022904522957e-09,1.496501056408306e-07
1874,5.377148060148329e-09,1.1829725821144166e-07
1875,1.3159512590732447e-08,1.4704325224101922e-07
1876,1.813804439976252e-09,1.4389515001766995e-07
1877,1.8554447978047506e-09,1.323550691267883e-07
1878,1.3285995414946683e-08,1.1051532311512346e-07
1879,6.10932526790009e-10,1.0324759358582014e-07
1880,3.8507077526617195e-09,1.3413298916020722e-07
1881,2.7890030285249168e-09,2.03597224412988e-07
1882,2.6621540527571597e-09,1.2046247377384134e-07
1883,1.0742875922176154e-08,1.301783782992061e-07
1884,1.1222884843675729e-08,1.0034579389639475e-07
1885,3.86738152613475e-09,1.2504533231094683e-07
1886,1.097088819790315e-08,1.251972037152882e-07
1887,1.9586774424595887e-09,1.0380990289604597e-07
1888,6.340614699951175e-10,1.775372169277034e-07
1889,1.3156786771162388e-08,1.321943869925235e-07
1890,6.554386366985909e-09,1.1208000927354078e-07
1891,7.0116419337296065e-09,1.1983533454440476e-07
1892,8.775916882086676e-09,1.253702492931552e-07
1893,1.847525021858587e-09,9.91505046954444e-08
1894,9.452309157609307e-09,8.633109160882668e-08
1895,1.3240951446391591e-08,1.6370631783502176e-07
1896,4.717623180994224e-09,1.1204355132576893e-07
1897,6.992056267307589e-09,1.3984112001708127e-07
1898,6.224190496340043e-09,1.0581123888186994e-07
1899,5.527578395003729e-10,1.210539721796522e-07
1900,5.19105292084987e-09,1.1160764046280747e-07
1901,3.353243460679778e-09,1.0339167033635022e-07
1902,4.910283846193408e-10,9.820567470342212e-08
1903,6.480264325148255e-09,1.3932567810570617e-07
1904,5.912087708281888e-09,1.2039160424137663e-07
1905,2.0643036169332163e-09,1.4346909438245348e-07
1906,3.600929110447737e-09,1.039125265833718e-07
1907,5.142843373384665e-10,1.0748542678129525e-07
1908,2.4556945366072114e-09,1.3015180400088866e-07
1909,2.7504918342913243e-09,1.4082517907354486e-07
1910,6.412980813053082e-09,1.2665637427744514e-07
1911,5.320374141248863e-10,1.4311805784927856e-07
1912,3.646594803896619e-09,1.28672709820421e-07
1913,4.242391771214216e-09,1.1507487585049603e-07
1914,1.3393487430235496e-09,1.2054138665007486e-07
1915,2.3561523843085297e-09,1.3547875710173685e-07
1916,1.0987462051303964e-09,1.3075079152713442e-07
1917,1.0966424435210342e-09,1.5462659064269246e-07
1918,1.1486376294556067e-09,1.4932288650015835e-07
1919,2.762354567309444e-09,1.0036554698444888e-07
1920,7.572231730534895e-10,9.843900983241838e-08
1921,6.815472630705699e-09,1.0526118643383597e-07
1922,3.6889677978990676e-09,9.00108148016443e-08
1923,0.0,8.811237250938575e-08
1924,2.578324886925998e-09,1.1086797258030856e-07
1925,2.1996355847875293e-09,1.462757666104153e-07
1926,3.343841648018042e-09,1.0811753980988215e-07
1927,1.0034302277972529e-08,1.1149224832252003e-07
1928,3.4278122562625413e-09,9.369353648480683e-08
1929,3.342121912552898e-09,9.580749349424877e-08
1930,5.2518016602221e-09,1.0608639655629304e-07
1931,3.4216069977333063e-09,1.1747517447702194e-07
1932,1.0959536611565568e-09,8.219652158913959e-08
1933,3.4411986593596566e-09,1.0323596200123575e-07
1934,3.5944740517379614e-09,9.106000931069502e-08
1935,2.393656828303392e-09,8.497481474023516e-08
1936,0.0,9.33602990471627e-08
1937,3.777335333410292e-09,8.561960385122802e-08
1938,3.8895642262559704e-09,6.223302762009553e-08
1939,1.5294050470515685e-09,6.117620188206274e-08
1940,0.0,6.846613587185857e-08
1941,2.9515025978810172e-09,1.0625409174735978e-07
1942,0.0,1.0012898599143227e-07
1943,2.9032352077962287e-09,1.7709734834170376e-07
1944,3.2131861615880553e-09,1.4459337194239197e-07
1945,0.0,1.0021118868053236e-07
1946,4.1763312808029696e-09,1.0997672461598995e-07
1947,3.5762612871081956e-09,1.4066627329611947e-07
1948,2.174377566888097e-09,1.315498394660608e-07
1949,2.945102384188658e-09,1.2762110657149606e-07
1950,1.0635361480382244e-09,1.201795782890258e-07
1951,1.0661401761424827e-09,1.4819347882166767e-07
1952,2.1089607837865287e-09,1.0544803785705881e-07
1953,1.0773827385790469e-09,1.0666089167443715e-07
1954,1.9545072227344917e-09,1.1824768364476768e-07
1955,4.6928039232341234e-09,9.291751723594643e-08
1956,0.0,8.721141853129666e-08
1957,6.184526224473075e-09,1.0778745718198479e-07
1958,1.6544486891589827e-09,9.18219029699685e-08
1959,2.325224457422337e-09,1.0463509880764832e-07
1960,2.7683333403416555e-09,9.412333668024075e-08
1961,1.389631876236308e-08,1.1047573167388691e-07
1962,4.43936931660005e-09,1.2176556651866122e-07
1963,2.5864212993553792e-09,9.311116855315049e-08
1964,4.867174663303331e-09,1.3749767902027088e-07
1965,2.188817349590977e-09,8.481666924353704e-08
1966,1.1078149508847446e-09,1.0967367813918827e-07
1967,6.409436092980059e-09,1.1487681916833026e-07
1968,2.6948494546985557e-09,1.0375170944598722e-07
1969,2.7250546263957176e-09,1.1308976866075682e-07
1970,8.7375777724219e-09,1.0393118543561286e-07
1971,3.5968783507200897e-09,1.2434921359272266e-07
1972,5.130146973897354e-09,7.797823542432525e-08
1973,6.064523994098181e-09,7.497957454916104e-08
1974,7.313243344242437e-09,7.988311523376979e-08
1975,5.711480177694739e-09,7.13935008889166e-08
1976,3.4281160132820787e-09,7.598990947599304e-08
1977,2.938390863960194e-09,1.010806442991452e-07
1978,4.158414057542359e-09,9.267322553796475e-08
1979,4.681578680276743e-09,8.894999581343654e-08
1980,1.1370301367108482e-09,6.708477684469472e-08
1981,5.060439622894819e-09,8.539491602732596e-08
1982,6.828252629986764e-09,6.9524027423995e-08
1983,3.78918940668882e-09,7.894144715692164e-08
1984,5.799008495621649e-10,9.22042318052263e-08
1985,3.609334831011779e-09,7.158514137017846e-08
1986,4.196139880008332e-09,8.811893792426417e-08
1987,3.0554083707556856e-09,8.066277956686463e-08
1988,3.597932174415064e-09,8.39517539930057e-08
1989,5.488121956886971e-09,8.671233331369876e-08
1990,3.2691906959314565e-09,9.426166514003853e-08
1991,4.10302547493302e-09,9.788647048480925e-08
1992,2.7549720282848966e-09,7.493524378787697e-08
1993,2.2156829704300662e-09,7.865674689355728e-08
1994,8.967375286772494e-09,8.59813056308667e-08
1995,3.795715741716776e-09,9.326615213467448e-08
1996,4.270473752399084e-09,7.740233343156433e-08
1997,4.794894259418925e-09,8.534912154800622e-08
1998,4.7681290027412615e-09,7.581325434102837e-08
1999,5.941261704833778e-09,7.95214987192594e-08
2000,7.068850393920911e-09,7.908276700163697e-08
2001,3.5049694258049158e-09,9.244357102033973e-08
2002,7.009954394732176e-09,7.886198716278159e-08
2003,2.9168460979889232e-09,9.4589147181523e-08
2004,3.523833003171717e-09,8.148863628321124e-08
2005,3.602999676388663e-09,9.232686437599114e-08
2006,3.706100981659688e-09,1.0130009542308471e-07
2007,3.1955835755326234e-09,1.1983438241713884e-07
2008,3.8316958494988285e-09,1.1793108001256769e-07
2009,2.384096253749135e-09,1.1682071487939538e-07
2010,3.3066551718974324e-09,1.4502045075914793e-07
2011,3.059177577924288e-09,1.7322592782420543e-07
2012,3.744677901096338e-09,2.2910620600669063e-07
2013,3.6258624991347688e-09,2.222932664608379e-07
2014,3.897801192920269e-09,2.479434613178455e-07
2015,4.43315073539452e-09,2.675406562957505e-07
2016,4.349814286541687e-09,2.657529307725781e-07
2017,4.779661555431858e-09,2.4552366539865034e-07
2018,4.64663996169179e-09,2.7776582101068925e-07
2019,3.06118530524202e-09,2.706597967971902e-07
