year,jolies_ADJ âmes_NOUN,jolies_ADJ dames_NOUN
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,0.0,8.951360541686881e-09
1803,0.0,7.801356893821776e-09
1804,0.0,2.4718509461507665e-09
1805,0.0,5.685755422035754e-09
1806,0.0,8.645007376628655e-09
1807,0.0,1.7081731584767113e-08
1808,0.0,6.798221985349073e-09
1809,0.0,0.0
1810,0.0,4.914266327205041e-08
1811,0.0,1.2535384286138651e-08
1812,0.0,2.6672083208723052e-08
1813,0.0,4.601186631703058e-08
1814,0.0,0.0
1815,0.0,5.394447111228828e-09
1816,0.0,6.952811659743929e-09
1817,0.0,1.2454987263765815e-08
1818,0.0,4.768470951432846e-09
1819,0.0,5.175524897538253e-09
1820,0.0,4.746592452420373e-09
1821,0.0,2.1695274909916407e-08
1822,7.017931125119503e-09,2.0051231786055723e-08
1823,0.0,2.2730180404550993e-08
1824,0.0,1.3473780313688621e-08
1825,0.0,3.874394849390228e-08
1826,0.0,1.145037931138404e-08
1827,9.217273055917019e-10,3.6869092223668076e-09
1828,0.0,2.109629271274116e-08
1829,0.0,1.3717081692732336e-08
1830,0.0,9.39315203396518e-09
1831,0.0,0.0
1832,0.0,1.2176972319366541e-08
1833,1.1583628500844156e-09,5.791814139399776e-09
1834,0.0,1.7735608537350345e-08
1835,0.0,1.285724948729694e-08
1836,0.0,1.008112526790228e-08
1837,0.0,1.3915782304252389e-08
1838,0.0,1.7042836475411605e-08
1839,0.0,1.11863602825224e-08
1840,0.0,1.52872523528913e-08
1841,0.0,5.778493683550323e-09
1842,0.0,6.037438549100216e-09
1843,1.7720733769266417e-09,2.3627644285539873e-09
1844,0.0,1.3172547497219966e-08
1845,0.0,8.928364714222425e-09
1846,0.0,1.4050803187615202e-08
1847,0.0,2.6966118227278457e-09
1848,8.045221711050488e-10,3.057184372323718e-08
1849,0.0,5.02764896381791e-09
1850,0.0,4.752297222410107e-09
1851,0.0,9.029214709244116e-09
1852,0.0,7.812654523320361e-09
1853,0.0,2.149895550473957e-08
1854,0.0,7.79349651480743e-09
1855,0.0,1.0083180512765466e-08
1856,0.0,1.2942972915652717e-08
1857,0.0,2.0990489346672803e-08
1858,0.0,1.8595969208945462e-08
1859,0.0,1.884104072757964e-08
1860,0.0,2.1512764902809067e-08
1861,0.0,7.073945429425521e-09
1862,0.0,1.2198563048571032e-08
1863,0.0,1.2986014041871385e-08
1864,0.0,1.3904711160250827e-08
1865,0.0,1.1296426905005319e-08
1866,4.865612912574591e-10,1.1190909532388105e-08
1867,0.0,1.4073153309368536e-08
1868,0.0,2.420538258718352e-08
1869,0.0,1.7580669364747337e-08
1870,0.0,5.160643912205387e-09
1871,0.0,1.0621177271019633e-09
1872,0.0,3.628403577593531e-09
1873,0.0,7.183205141814142e-09
1874,0.0,8.364453130127458e-09
1875,0.0,7.437985338754061e-09
1876,0.0,3.02300739996042e-09
1877,0.0,1.608052180301911e-08
1878,0.0,1.7513357875031943e-08
1879,0.0,6.109325489944695e-09
1880,4.492492600149944e-09,1.0910338410496934e-08
1881,0.0,3.4862537301449947e-09
1882,0.0,1.0648616211028639e-08
1883,0.0,8.21514056781325e-09
1884,0.0,1.5183903911974994e-08
1885,0.0,1.353583467533781e-08
1886,0.0,1.0325542199041138e-08
1887,0.0,1.3057849246322917e-09
1888,0.0,6.340614699951175e-09
1889,0.0,3.132568426877924e-09
1890,0.0,5.243509182406569e-09
1891,6.374220040683554e-10,8.92390783491237e-09
1892,0.0,8.149066310636499e-09
1893,0.0,1.2316833108982905e-09
1894,0.0,3.780923574225881e-09
1895,0.0,3.0093072478365457e-09
1896,0.0,9.435246361988447e-09
1897,4.078699600285063e-09,5.2440420894583895e-09
1898,0.0,7.921697076085366e-09
1899,5.527578395003729e-09,1.492446166651007e-08
1900,4.15284251431558e-09,6.22926377147337e-09
1901,0.0,5.58873880507349e-09
1902,0.0,8.347482705062248e-09
1903,5.400220270956879e-10,4.860198465905796e-09
1904,2.6873125946735854e-09,1.1286712897629059e-08
1905,1.0321518084666081e-09,1.5482276793932215e-08
1906,0.0,2.623534101076075e-08
1907,0.0,6.1714118260169926e-09
1908,0.0,1.2278472460991452e-08
1909,1.1001967115120692e-09,9.901770070541716e-09
1910,1.6032452032632705e-09,1.1222716089775986e-08
1911,3.7242617878519013e-09,4.25629931299909e-09
1912,5.209421227725386e-10,1.1981668990301841e-08
1913,0.0,1.96210621083992e-08
1914,0.0,6.027069510139427e-09
1915,4.712304768617059e-09,0.0
1916,1.0987462051303964e-09,1.7579939282086343e-08
1917,3.289927441585405e-09,9.869782324756216e-09
1918,5.743188147278033e-09,2.986458014220261e-08
1919,9.207848372660976e-10,6.4454939163738345e-09
1920,1.514446346106979e-09,6.815008557481406e-09
1921,0.0,1.741731914250977e-08
1922,7.377935484775833e-10,1.1804696775641332e-08
1923,0.0,0.0
1924,0.0,1.5469948877466777e-08
1925,1.0998177923937646e-09,8.798542339150117e-09
1926,1.1146138456652466e-09,1.671920735191179e-08
1927,1.1149224876660924e-09,8.919379901328739e-09
1928,0.0,2.2852082448565625e-09
1929,0.0,2.0052731031228177e-08
1930,2.100720708497761e-09,1.1553964007759987e-08
1931,0.0,6.843213995466613e-09
1932,2.1919073223131136e-09,6.575722188983946e-09
1933,0.0,1.3764794637438627e-08
1934,5.990790086229936e-09,3.5944740517379614e-09
1935,1.196828414151696e-09,1.196828414151696e-08
1936,0.0,8.487299751891442e-09
1937,0.0,5.0364472592434595e-09
1938,0.0,6.482607339819424e-09
1939,0.0,3.058810094103137e-09
1940,0.0,1.2678914806940611e-08
1941,0.0,8.854508237732261e-09
1942,0.0,1.2136847082899749e-08
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,1.5249527862692958e-08
1946,0.0,1.1136883415474585e-08
1947,0.0,8.344609447874518e-09
1948,0.0,6.523132700664291e-09
1949,0.0,6.8719057111366055e-09
1950,0.0,0.0
1951,0.0,3.1984206394497505e-09
1952,0.0,1.0544804140977249e-08
1953,0.0,1.0773827163745864e-08
1954,1.9545072227344917e-09,5.863521668203475e-09
1955,0.0,7.508486277174597e-09
1956,0.0,1.744228228517386e-08
1957,1.7670075402875796e-09,7.951533653738352e-09
1958,0.0,1.1581140491045971e-08
1959,2.325224457422337e-09,2.015194411342236e-08
1960,0.0,2.7683333403416555e-09
1961,0.0,4.86371165564492e-09
1962,0.0,6.341956293454132e-09
1963,0.0,9.052474325699222e-09
1964,0.0,9.125952438182594e-09
1965,1.6416130677043839e-09,4.924839203113152e-09
1966,0.0,7.200797291773142e-09
1967,2.465167847631733e-09,6.902469706915326e-09
1968,8.982831700699023e-10,1.1677681044375277e-08
1969,9.083515606356229e-10,4.541757636644661e-09
1970,0.0,6.898087434592526e-09
1971,1.0276794970565106e-09,5.652237344833111e-09
1972,0.0,1.128632298730281e-08
1973,0.0,1.3231689521830958e-08
1974,0.0,7.875800456247362e-09
1975,0.0,5.140332159925265e-09
1976,0.0,7.427584769459372e-09
1977,0.0,7.639816779203557e-09
1978,0.0,1.1881182260253809e-08
1979,0.0,7.607565244427406e-09
1980,0.0,1.3075846183596695e-08
1981,0.0,9.488323904349727e-09
1982,0.0,1.1794254461960918e-08
1983,0.0,1.1999100379966876e-08
1984,0.0,1.275781880138993e-08
1985,0.0,8.421781494405423e-09
1986,1.1988970927134801e-09,8.392279760016663e-09
1987,0.0,7.944062296871834e-09
1988,0.0,1.139345240375178e-08
1989,0.0,7.683371272548811e-09
1990,0.0,1.2531897297662908e-08
1991,0.0,8.7921980806982e-09
1992,0.0,4.4079553340736766e-09
1993,0.0,7.754890063438324e-09
1994,0.0,4.2199412852994556e-09
1995,0.0,8.675921314704738e-09
1996,0.0,9.60856638698715e-09
1997,0.0,9.58978851883785e-09
1998,4.768129224785866e-10,8.10582001520288e-09
1999,4.570201161957499e-10,5.941261704833778e-09
2000,0.0,7.068850393920911e-09
2001,0.0,1.270551397425379e-08
2002,0.0,1.1829298429688606e-08
2003,0.0,1.0417307017007715e-08
2004,0.0,7.047666006343434e-09
2005,4.5037495954858286e-10,5.404499514582994e-09
2006,0.0,1.1941880373456115e-08
2007,3.994479469415779e-10,4.7933754743212376e-09
2008,4.257439678578834e-10,9.79211112195344e-09
2009,0.0,1.192048149079028e-08
2010,9.447586046817946e-10,2.1257068993918438e-08
2011,0.0,1.185431308670104e-08
2012,0.0,1.4297861561374248e-08
2013,2.789125042035323e-10,1.589801357226861e-08
2014,2.1654451842767486e-10,1.667392801607548e-08
2015,4.433150790905671e-10,1.3742767812630063e-08
2016,6.214020409345267e-10,1.7813524877396958e-08
2017,2.515611330355938e-10,1.9370206771895937e-08
2018,7.744400121190154e-10,1.523065407127433e-08
2019,1.2754939326953263e-09,1.785691416955615e-08
