year,vastes_ADJ eaux_NOUN,vastes_ADJ do_NOUN
1800,2.5153315874604232e-08,6.288328968651058e-09
1801,2.6193008650921e-08,4.7623651688866175e-09
1802,0.0,1.1189200677108602e-08
1803,3.705644502360883e-08,3.900678446910888e-09
1804,5.6852570651244605e-08,0.0
1805,1.7057265822018053e-08,0.0
1806,3.1698359492793315e-08,2.881669125542885e-09
1807,2.8469550272802735e-08,0.0
1808,6.798221985349073e-09,4.5321479902327155e-09
1809,9.036122072814123e-09,2.710836710662079e-08
1810,4.680253518074551e-09,4.680253518074551e-09
1811,1.7549536934780008e-08,0.0
1812,1.0668833283489221e-07,2.6672082320544632e-09
1813,5.463909147351842e-08,0.0
1814,1.2586708564299443e-08,3.1466771410748606e-09
1815,0.0,2.697223555614414e-09
1816,1.3905623319487859e-08,0.0
1817,2.1796227045456362e-08,3.113746815941454e-09
1818,2.026600220972341e-08,1.1921177378582115e-09
1819,1.1386155129855524e-08,0.0
1820,1.0679833017945839e-08,0.0
1821,6.903041693817613e-09,0.0
1822,1.4035862250239006e-08,1.0025615893027862e-09
1823,2.9648061783404955e-09,1.9765373782121287e-09
1824,3.2000230021367315e-08,3.3684450784221553e-09
1825,4.226612659863349e-08,8.805443485471187e-09
1826,9.688783109140786e-09,2.642395191543301e-09
1827,6.452091305675367e-09,1.8434546111834038e-09
1828,1.9261833017480967e-08,1.8344602503717056e-09
1829,1.457439946506156e-08,3.429270423183084e-09
1830,2.817945699007396e-08,0.0
1831,1.5591206548037917e-08,1.5591206103948707e-09
1832,1.0823975493678972e-08,6.764984572527055e-09
1833,2.20088942626262e-08,2.3167257001688313e-09
1834,1.4001796166951408e-08,1.8669061851994684e-09
1835,1.9664028627630614e-08,2.2689263801112247e-09
1836,2.016225053580456e-08,2.016224964762614e-09
1837,1.1132625488130543e-08,6.262101948095733e-09
1838,1.199310784016916e-08,0.0
1839,9.788065469251706e-09,1.0487212875887053e-08
1840,1.4013314952876499e-08,1.2739377330817092e-09
1841,2.118781061710706e-08,9.630822361827995e-09
1842,2.1466448174578545e-08,6.708265054555795e-10
1843,1.6539351221922516e-08,2.3627644285539873e-09
1844,9.330554107123135e-09,5.488561272137815e-10
1845,1.0602432709561072e-08,0.0
1846,8.196302303531411e-09,2.9272506640865004e-09
1847,1.1865092020002521e-08,2.1572894581822766e-09
1848,1.609044275596716e-08,4.82713291560799e-09
1849,8.379414495607307e-09,8.379414939696517e-10
1850,5.431196825611551e-09,2.7155984128057753e-09
1851,5.8044946626978344e-09,3.8696632564949596e-09
1852,1.8229528109259263e-08,6.510545436100301e-10
1853,1.851298847554972e-08,5.3747388761848924e-09
1854,1.0391328908454511e-09,2.5978321716024766e-09
1855,1.4859423913549108e-08,1.0613874223963649e-09
1856,9.318940286107136e-09,0.0
1857,1.2203773103180993e-08,1.9526036343364694e-09
1858,2.104280660830682e-08,2.4468380654951716e-09
1859,8.147477359443656e-09,4.073738679721828e-09
1860,1.373155189554609e-08,9.154367819341758e-10
1861,1.7920662287451705e-08,2.357981809808507e-09
1862,2.1234535907410645e-08,3.6143890103090826e-09
1863,1.1487627737949424e-08,3.496234635136375e-09
1864,1.8699438442126848e-08,2.3973640850272204e-09
1865,1.9298061815220535e-08,3.294791106611683e-09
1866,1.5083399418358567e-08,9.731225825149181e-10
1867,9.220341823379385e-09,2.91168689159349e-09
1868,1.5807597009143137e-08,1.4819622196071691e-09
1869,5.371870948067681e-09,1.4650557433881772e-09
1870,4.587239033071455e-09,1.7202146374017957e-09
1871,2.1242354542039266e-09,3.18635318130589e-09
1872,9.675742873582749e-09,4.23313739617015e-09
1873,4.190203295451056e-09,2.9930022904522957e-09
1874,2.6288279997288555e-08,1.7923826867161097e-09
1875,1.716458086775674e-09,1.716458086775674e-09
1876,6.04601479992084e-09,6.04601479992084e-10
1877,1.2369632429454214e-08,1.8554447978047506e-09
1878,1.5701630218245555e-08,1.8117265465633636e-09
1879,2.2604503158163425e-08,0.0
1880,1.7969970400599777e-08,6.417846254436199e-10
1881,1.5339516323820135e-08,1.3945015142624584e-09
1882,9.983077475794744e-09,2.6621540527571597e-09
1883,9.479008689083912e-09,6.319338941018771e-10
1884,1.9805090900604227e-09,1.3203393933736152e-09
1885,5.156508553483263e-09,1.933690763067375e-09
1886,1.097088819790315e-08,6.4534639854230136e-09
1887,1.0446279397058333e-08,1.9586774424595887e-09
1888,8.876860135842435e-09,6.340614699951175e-10
1889,2.0674951528576457e-08,0.0
1890,7.865263995654459e-09,1.3108772956016423e-09
1891,1.9122659011827636e-09,1.9122659011827636e-09
1892,8.775916882086676e-09,6.268512375839919e-10
1893,1.6011883374744684e-08,1.2316833108982905e-09
1894,1.3863386882917439e-08,1.8904617871129403e-09
1895,4.213029924926559e-09,0.0
1896,1.1204354777305525e-08,0.0
1897,1.5149455023788505e-08,3.4960281336537946e-09
1898,2.8291773368493978e-09,2.26334195829736e-09
1899,5.527578395003729e-09,5.527578395003729e-10
1900,1.0901211489056095e-08,1.038210628578895e-09
1901,2.235495566438317e-09,1.676621730339889e-09
1902,1.6203935970793282e-08,1.4730852093691738e-09
1903,5.400220270956879e-09,1.0800440541913758e-09
1904,2.1498500757388683e-09,0.0
1905,2.580379465655369e-09,1.0321518084666081e-09
1906,9.259531807970234e-09,5.144184522798412e-10
1907,3.0857059130084963e-09,3.0857059130084963e-09
1908,1.5716445034286153e-08,5.40252820258047e-09
1909,1.0451868703853506e-08,0.0
1910,5.878565634276356e-09,5.344150677544235e-10
1911,5.852411444351446e-09,2.6601871816467337e-09
1912,1.7712032729377825e-08,5.209421227725386e-10
1913,1.4318072061314524e-08,0.0
1914,6.027069510139427e-09,6.696743715117748e-10
1915,2.0027295377644805e-08,0.0
1916,2.197492410260793e-09,1.0987462051303964e-09
1917,8.773139548168274e-09,2.1932848870420685e-09
1918,5.743188147278033e-09,1.1486376294556067e-09
1919,7.366278698128781e-09,0.0
1920,6.057785384427916e-09,0.0
1921,9.844571380313027e-09,0.0
1922,1.2542490601674672e-08,0.0
1923,9.554353752605493e-09,0.0
1924,4.2542360745301266e-08,0.0
1925,3.8493624288094e-08,0.0
1926,1.3375366592072169e-08,0.0
1927,1.1149224654616319e-08,0.0
1928,1.4853853258500749e-08,0.0
1929,5.570202965543558e-09,0.0
1930,4.201441416995522e-09,0.0
1931,1.0264820993199919e-08,1.1405356659111021e-09
1932,3.287861094491973e-09,0.0
1933,8.02946331646126e-09,0.0
1934,5.990790086229936e-09,0.0
1935,8.377798899061872e-09,0.0
1936,1.2124714565686645e-08,1.2124714565686645e-09
1937,8.813782592653752e-09,0.0
1938,1.5558256905023882e-08,0.0
1939,1.5294050470515685e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,0.0,0.0
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,1.8097434661967782e-08,0.0
1947,2.0265479960812627e-08,0.0
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,2.945102384188658e-09,0.0
1950,1.595304155443955e-08,1.0635361480382244e-09
1951,1.0661401761424827e-09,0.0
1952,3.1634410646574906e-09,0.0
1953,4.3095309543161875e-09,1.0773827385790469e-09
1954,7.818028890937967e-09,0.0
1955,8.447047505910632e-09,0.0
1956,5.232684952005684e-09,0.0
1957,3.534015080575159e-09,0.0
1958,6.617794756635931e-09,0.0
1959,6.975672928177801e-09,7.750747821333448e-10
1960,3.460416619915918e-09,6.920833350854139e-10
1961,1.111705483225478e-08,6.948159270159238e-10
1962,2.0928455413127267e-08,6.341956404476434e-10
1963,3.2330267352165265e-09,0.0
1964,1.0951143103454797e-08,6.083968329129164e-10
1965,4.377634699181954e-09,1.0944086747954884e-09
1966,6.092982118843793e-09,2.215629901769489e-09
1967,8.381570104631919e-09,1.4791006197611978e-09
1968,1.3025106326836067e-08,1.3474247273492779e-09
1969,1.0446043141598693e-08,0.0
1970,5.518470125309705e-09,0.0
1971,6.679916619845017e-09,0.0
1972,8.721249500354133e-09,5.130146862875051e-10
1973,7.718485406371656e-09,0.0
1974,3.3753431161187564e-09,5.625571675160757e-10
1975,4.569184142155791e-09,0.0
1976,3.4281160132820787e-09,0.0
1977,2.938390863960194e-09,0.0
1978,5.940591130126904e-09,5.940591352171509e-10
1979,6.437170796402825e-09,0.0
1980,3.411090521154847e-09,0.0
