year,quelques_DET âmes_NOUN,quelques_DET ames_NOUN,quelques_DET dames_NOUN
1839,3.523703533403477e-07,1.7408773200777716e-07,2.9573939408500394e-07
1840,4.840963434560308e-07,8.981261173657273e-08,3.26765030589371e-07
1841,3.9229551518360495e-07,1.2841097252191958e-07,2.6195838298548324e-07
1842,4.2060821847655916e-07,1.3953191668747422e-07,3.112635118540652e-07
1843,4.382927905055567e-07,7.856191719390893e-08,2.4395542319588515e-07
1844,4.890308176186409e-07,5.214133191877579e-08,2.3491042544510066e-07
1845,5.429561564795904e-07,6.91948264242015e-08,2.8905582194482804e-07
1846,5.134397440542671e-07,5.795956248277889e-08,3.056049635574709e-07
1847,5.263786384546165e-07,5.069630049092666e-08,2.416164255336639e-07
1848,3.459445316877918e-07,4.18351535080852e-08,3.3307219071687655e-07
1849,5.538793050874347e-07,5.111443246441638e-08,2.547342090597482e-07
1850,4.3245903569300026e-07,5.159636806695289e-08,2.2132126353824333e-07
1851,5.217596097395472e-07,6.900899318651454e-08,2.5475282683373734e-07
1852,5.130309954637369e-07,2.734429060957666e-08,2.278690884871537e-07
1853,4.6401910580584627e-07,8.957897978945084e-09,2.6216780213417223e-07
1854,6.188036394405572e-07,2.8056588274871785e-08,2.945941863785606e-07
1855,5.726185428045483e-07,3.237231638308913e-08,2.849825300188513e-07
1856,6.916724846206534e-07,2.8992260148186233e-08,4.2038776548736223e-07
1857,6.380132511196734e-07,2.1478640421790374e-08,6.038426887400306e-07
1858,7.086043041226731e-07,4.8936761531948036e-08,4.6049492130606495e-07
1859,6.375400865010761e-07,1.5276520493046064e-08,3.2233456437325003e-07
1860,6.101386134105269e-07,7.781212424395889e-09,2.966015193450744e-07
1861,6.413710806896233e-07,1.8392257716826066e-08,3.5464048320221764e-07
1862,5.63392912766858e-07,1.2650361730370818e-08,3.406561690511012e-07
1863,6.193329724624164e-07,1.3485476735297652e-08,3.046718613508581e-07
1864,5.955052309047915e-07,2.828889522632494e-08,2.3733903153910774e-07
1865,6.1612593960092e-07,2.0710114623234688e-08,3.2853774944996417e-07
1866,5.011581034608525e-07,1.3623716377253459e-08,2.9728894013203444e-07
1867,5.444854433989121e-07,9.220341823379385e-09,2.6399295371959397e-07
1868,4.668181059486187e-07,1.383164716095564e-08,2.855247109856407e-07
1869,5.27908436964708e-07,9.278686596836394e-09,3.037548848006111e-07
1870,6.089560073974098e-07,1.0894692259455496e-08,2.0642574938278813e-07
1871,3.876729604002094e-07,1.5931766128574054e-08,3.0695202646313646e-07
1872,4.7411140435826837e-07,9.675742873582749e-09,2.527787783535018e-07
1873,3.992664918683886e-07,8.979006871356887e-09,2.8074361341223764e-07
1874,4.044810326675474e-07,1.0156835539287812e-08,2.8200155810509386e-07
1875,4.3941328442542726e-07,1.0298748520654044e-08,2.4545351351434874e-07
1876,3.7606211122920286e-07,4.836811839936672e-09,2.4486359162523286e-07
1877,3.7789225260098647e-07,6.8032977029730546e-09,2.6718404910752724e-07
1878,3.351694086717316e-07,9.662541822219595e-09,2.2042673819555603e-07
1879,4.148231766976096e-07,8.553055041993218e-09,2.8041802746514577e-07
1880,3.4335477927527336e-07,1.2835692508872398e-09,2.689077658324379e-07
1881,3.1167109071361665e-07,6.972507515801141e-09,2.419460134461815e-07
1882,3.1014094847847673e-07,6.655385131892899e-09,2.8684709985071777e-07
1883,2.7362737409220017e-07,1.8958017378167824e-09,2.729954391433864e-07
1884,3.4658908987239556e-07,5.941527270181268e-09,2.3105939739309633e-07
1885,3.1970353120414075e-07,1.933690763067375e-09,2.520243591597193e-07
1886,2.787896509204302e-07,5.808117431449489e-09,2.458769814417394e-07
1887,2.9119005118261043e-07,3.917354718385724e-09,2.520164956720805e-07
1888,2.967407635168229e-07,3.804368819970705e-09,2.479180412073845e-07
1889,3.132568284769377e-07,7.51816386923565e-09,2.1677372430417563e-07
1890,2.477558034286176e-07,3.277193294515257e-09,2.058077330779895e-07
1891,3.3910851549023846e-07,3.1871099093194744e-09,1.9760082059505635e-07
1892,2.990080352205382e-07,4.387958663087943e-09,2.1751737788733294e-07
1893,2.968356813681794e-07,1.8475249663474358e-09,2.420257649848878e-07
1894,2.684455822077325e-07,1.386338599473902e-08,2.4954095323437286e-07
1895,3.5148707411281066e-07,9.629783193076946e-09,2.2028129587070566e-07
1896,3.125425251937486e-07,6.486731929378209e-09,2.854162105547786e-07
1897,2.948316932815942e-07,6.409385022720926e-09,2.458873105126713e-07
1898,3.5251550567494405e-07,1.640922908663356e-08,2.5745514875552544e-07
1899,2.957254512381269e-07,6.633094074004475e-09,2.1999761301572107e-07
1900,2.486514478761137e-07,3.114631885736685e-09,2.0764212216306532e-07
1901,2.688183311505554e-07,6.706486699314951e-09,1.9281149166161526e-07
1902,2.6417327525507517e-07,3.4371988033576883e-09,2.3372951440947531e-07
1903,2.867516890603383e-07,5.940242076007962e-09,2.0898851982309452e-07
1904,2.219720132146108e-07,5.374625189347171e-09,2.1820978002295988e-07
1905,2.2397694099396404e-07,2.0643036724443675e-09,2.420396050251128e-07
1906,2.40747833224475e-07,6.173021371846943e-09,2.433199313145451e-07
1907,2.9468492712680927e-07,7.71426522661045e-09,2.2988509407184665e-07
1908,2.892808161902849e-07,8.349361424464519e-09,2.2985300729416736e-07
1909,2.882515319768686e-07,3.3005901345362076e-09,2.932024232293884e-07
1910,2.725516727863919e-07,7.481811170606534e-09,2.420900331312481e-07
1911,2.638905662877278e-07,5.852411555373749e-09,2.335644309070517e-07
1912,2.693270912956791e-07,5.209421227725386e-10,2.3650772784655771e-07
1913,2.799978595646735e-07,4.772690798127144e-09,2.566646979951237e-07
1914,2.444311393290377e-07,2.0090231145353243e-09,2.5045821017144476e-07
1915,1.6610874409295207e-07,4.712304657594757e-09,2.8509443672497525e-07
1916,2.977602102660626e-07,1.0987462051303964e-09,2.1315676934641203e-07
1917,2.3577812324759861e-07,0.0,2.917068813168555e-07
1918,3.38848111347545e-07,3.44591288836682e-09,2.7567303373388086e-07
1919,3.185915460335309e-07,5.524709190130039e-09,2.4492876571358124e-07
1920,3.15004847095679e-07,3.786115865267448e-09,2.3019584594052844e-07
1921,2.567161381250571e-07,1.5145494858259667e-09,2.188523946511367e-07
1922,2.788859632119056e-07,2.951174138399182e-09,2.2428923429629322e-07
1923,2.579675375535828e-07,1.0615948120573648e-09,1.8153271508225544e-07
1924,2.9392903222458244e-07,1.289162443462999e-09,2.384950468226066e-07
1925,2.397602845150004e-07,5.499089184013428e-09,2.771540834611841e-07
1926,2.9537266854617883e-07,5.573069228326233e-09,2.1512046721738898e-07
1927,3.2332751587205166e-07,5.574612438330462e-09,2.68696321636952e-07
1928,2.513729073783111e-07,1.1426041224282812e-09,1.8510186361453407e-07
1929,2.3394852899372154e-07,3.342121912552898e-09,2.2392216791899955e-07
1930,2.19525318811975e-07,5.251801771244402e-09,1.9956846308843978e-07
1931,2.030153449794625e-07,6.843213995466613e-09,1.7906409244261567e-07
1932,1.9179188637252764e-07,3.287861094491973e-09,1.9727166122862627e-07
1933,1.766482045084672e-07,1.1470662197865522e-09,1.6747167363995175e-07
1934,1.4497711475769393e-07,0.0,2.108758092589369e-07
1935,2.1423228968586727e-07,0.0,1.59178179970354e-07
1936,1.8550812619366752e-07,3.6374143697059935e-09,1.2245961533707828e-07
1937,1.5612986237201198e-07,1.2591118259130951e-08,1.7627565629396713e-07
1938,1.5298953348619193e-07,2.5930428915188486e-09,1.8151300906765755e-07
1939,1.6364633736998258e-07,0.0,1.7588158662817932e-07
1940,1.4200383757767554e-07,2.5357829169792012e-09,1.1664601551331089e-07
1941,2.0955668134092775e-07,2.9515025978810172e-09,1.5347812976074238e-07
1942,1.9115533689273434e-07,9.102635090130207e-09,1.274368961468042e-07
1943,2.1193616905890167e-07,0.0,1.5677470543984384e-07
1944,1.8636479381939353e-07,3.2131861615880553e-09,1.574461219178147e-07
1945,2.3963544215632737e-07,0.0,1.5249528706462456e-07
1946,2.0881656315197006e-07,0.0,1.252899393122675e-07
1947,2.9325341266428495e-07,2.3841741914054637e-09,1.2755331679770165e-07
1948,2.163505650187858e-07,1.0871887834440486e-09,1.3589860170526435e-07
1949,1.6296234006674126e-07,9.817008317369869e-10,9.424327707119318e-08
1950,1.3506908569382858e-07,1.0635361480382244e-09,9.784532517542743e-08
1951,2.0256663457729474e-07,5.330700769690111e-09,1.0341559431026326e-07
1952,1.7398927099065986e-07,0.0,1.0861147670127025e-07
1953,1.5622049076569056e-07,0.0,1.2497639945152628e-07
1954,1.6613311970559153e-07,1.9545072227344917e-09,1.0749789658426323e-07
1955,1.0230312685877152e-07,2.815682353940474e-09,9.291751634776801e-08
1956,1.8663242951078018e-07,8.72114158667614e-10,1.1599118110439122e-07
1957,1.2987505559891588e-07,0.0,1.0336994482607054e-07
1958,1.3235590223814597e-07,8.272243445794913e-10,1.207747573062079e-07
1959,1.3021255984568825e-07,7.750747599288843e-09,1.1626122153884921e-07
1960,1.5710291378923102e-07,6.920833350854139e-10,1.301116667740132e-07
1961,1.500802389031719e-07,7.642975030641708e-09,1.2159279050294458e-07
1962,1.1669199961872323e-07,1.2683912808952869e-09,1.56012128549321e-07
1963,1.2350162048591073e-07,6.466053248388448e-10,1.1509574848744819e-07
1964,1.636587412257029e-07,1.3384730601639916e-08,1.2593814568973016e-07
1965,1.3953710720215895e-07,1.5321721336114535e-08,1.1272409539131445e-07
1966,1.3570733781165245e-07,4.985167167959048e-09,1.2407527272273455e-07
1967,1.4593793906669816e-07,2.366561108191334e-08,1.1438378777484104e-07
1968,1.7381778683045468e-07,1.5719955892556925e-08,1.7157208009876967e-07
1969,1.2081075873027203e-07,4.9959334169624725e-09,1.2035658336628785e-07
1970,9.749297191774531e-08,9.197450051567913e-09,1.1082927064975934e-07
1971,1.243492153690795e-07,1.9012070140433934e-08,1.2023849826903188e-07
1972,9.38816882012361e-08,3.7450070766720245e-08,1.1081117268219032e-07
1973,1.1687992040876338e-07,8.269805285010534e-09,9.813503076827601e-08
1974,7.875800145384915e-08,4.5004573956397564e-09,1.029479621550422e-07
1975,6.511087269345239e-08,1.7134440533084216e-09,8.967024056616424e-08
1976,9.598724926007662e-08,5.142174241967723e-09,7.084773367971309e-08
1977,8.34503017799193e-08,4.113747231748732e-09,9.931761457693256e-08
1978,8.376233839868519e-08,7.128709622605811e-09,1.0871282363211776e-07
1979,9.304637416107653e-08,1.1703946811714161e-08,8.719440192095362e-08
1980,7.845507732362478e-08,6.822180653731635e-09,1.0744934852979782e-07
1981,7.780425992365281e-08,5.69299452024552e-09,9.804602019158892e-08
1982,1.0366529057392881e-07,2.483000915987077e-09,1.0304453867959751e-07
1983,8.14675757965233e-08,6.315316047889041e-10,8.588830180400464e-08
1984,9.510373866206123e-08,2.8995041922996734e-09,9.916304599677517e-08
1985,5.835091143602256e-08,4.812446441349039e-09,8.903026049722484e-08
1986,9.351397189938382e-08,4.795588426365072e-09,9.171562997956073e-08
1987,9.166225378720583e-08,7.944061797271473e-09,1.0571713282558903e-07
1988,6.296381327430822e-08,1.798966087207532e-09,9.17472735562086e-08
1989,8.835876874613291e-08,2.1952488715726304e-09,8.67123306491635e-08
1990,1.008000403146525e-07,3.2691906959314565e-09,9.153733482314408e-08
1991,7.971592985711595e-08,0.0,9.319729965540091e-08
1992,7.934319512514776e-08,5.509944167592096e-10,8.650612470795238e-08
1993,9.582828930376763e-08,3.323524566667402e-09,1.15769434483326e-07
1994,8.809127605147182e-08,2.637463358823311e-09,7.859640538399049e-08
1995,9.272390588677126e-08,1.0844901643380922e-09,8.567472642440066e-08
1996,9.555185087606333e-08,1.6014276571496566e-09,1.062280334807042e-07
1997,8.630809711362986e-08,0.0,7.959525150091906e-08
1998,9.774665121753401e-08,3.814503379828693e-09,9.059445194026239e-08
1999,8.729084166603229e-08,1.8280804647829996e-09,1.0100144853808501e-07
2000,7.599014306691743e-08,4.4180314962005696e-10,7.908276256074487e-08
2001,8.368114645662672e-08,2.190605918883648e-09,8.061429657146846e-08
2002,8.10526001870926e-08,2.6287327870022636e-09,9.375814080669898e-08
2003,9.500584363664188e-08,4.1669229178253886e-10,9.333907047270884e-08
2004,8.325055111946256e-08,3.0833537945085254e-09,1.0175067721718278e-07
2005,8.467048973059832e-08,2.702249757291497e-09,8.82734947360575e-08
2006,9.01817860388121e-08,8.235779835885637e-10,1.1159481871914068e-07
2007,6.830559584614093e-08,1.5977918155218873e-09,1.1024763235667479e-07
2008,9.366367459406888e-08,2.128719839289417e-09,1.0601024713619012e-07
2009,9.536384770747475e-08,1.907277002999308e-09,1.2635710233688258e-07
2010,8.975206888806042e-08,1.8895172093635892e-09,9.542061873979435e-08
2011,8.412738417007404e-08,3.4415748029203996e-09,1.1510155928373678e-07
2012,1.0280843110166415e-07,2.723402198201441e-09,1.4229776312824072e-07
2013,1.0710239939371036e-07,1.1156500168141292e-09,1.4698688866054965e-07
2014,1.307928858551577e-07,0.0,1.805981252323008e-07
2015,1.5072713299701945e-07,0.0,1.6114502854325252e-07
2016,1.9159895003895144e-07,4.5569479856233386e-09,2.0879107287541387e-07
2017,1.1471187999489985e-07,1.2578056374223934e-09,1.0188226054475003e-07
2018,1.174567376693858e-07,1.0325866828253538e-09,1.3939920440186881e-07
2019,1.4693689998068749e-07,5.1019755087367e-10,1.352023528689017e-07
