year,dois_VERB écrire_VERB,dois_VERB ecrire_VERB,dois_VERB décrire_VERB
1800,2.2009151834367913e-08,0.0,3.144164395507687e-08
1801,2.3811825400343878e-08,0.0,2.3811825400343878e-08
1802,4.2518962573012686e-08,0.0,4.0281122437590966e-08
1803,4.6808139586573816e-08,0.0,3.900678446910888e-09
1804,6.426812149129546e-08,0.0,1.2359254952798437e-08
1805,6.254330742194725e-08,0.0,2.2743021688143017e-08
1806,4.610670600868616e-08,0.0,1.181484350354367e-07
1807,2.8469551160981155e-09,0.0,1.0533734240425474e-07
1808,1.3596443970698147e-08,0.0,2.7192887941396293e-08
1809,9.036122072814123e-09,0.0,2.259030518203531e-09
1810,1.6380887757350138e-08,0.0,7.020380277111826e-09
1811,7.521229861140455e-09,0.0,1.2535384286138651e-08
1812,2.1337665856435706e-08,0.0,1.3336041604361526e-08
1813,4.888760685162197e-08,0.0,5.176335093892703e-08
1814,1.2586708564299443e-08,0.0,3.776012391654149e-08
1815,1.0788894222457657e-08,0.0,0.0
1816,2.0858434979231788e-08,0.0,2.3176038865813098e-09
1817,2.80237220096069e-08,0.0,9.341240669868967e-09
1818,7.391130196765516e-08,0.0,1.1921176934492905e-08
1819,3.8298885840504227e-08,0.0,4.140420006848444e-09
1820,3.322614716694261e-08,0.0,2.3732962262101864e-09
1821,6.409967312492881e-08,0.0,3.94459531705138e-09
1822,3.208197085768916e-08,0.0,3.8097340393505874e-08
1823,2.075364236020505e-08,0.0,2.668325471688604e-08
1824,3.789500624407083e-08,0.0,1.3473780313688621e-08
1825,2.905796137042671e-08,0.0,2.1133063299316746e-08
1826,3.082794464148719e-08,0.0,1.4092774947016551e-08
1827,3.2260455640198415e-08,0.0,7.373818444733615e-09
1828,3.8523666034961934e-08,0.0,4.586150570418113e-09
1829,2.2290258527846163e-08,0.0,8.573175946935407e-09
1830,4.4878394334091354e-08,0.0,2.0873671680021744e-09
1831,1.3720261904381914e-07,0.0,1.5591206548037917e-08
1832,6.494385473843067e-08,0.0,4.19429042608499e-08
1833,4.054269808762001e-08,0.0,2.3167257001688313e-09
1834,4.85395617033646e-08,0.0,9.334531370086552e-09
1835,2.0420337421001022e-08,7.563087933704082e-10,3.025235173481633e-09
1836,3.293167694096155e-08,0.0,1.2097349788575684e-08
1837,2.1569462660409044e-08,0.0,1.3219993100221927e-08
1838,1.009945904684173e-08,0.0,1.7042836475411605e-08
1839,4.894032556990169e-08,0.0,5.5931801412612e-09
1840,2.6115722917552375e-08,0.0,1.52872523528913e-08
1841,2.3756030032018316e-08,6.420548537278137e-10,7.704658244733764e-09
1842,9.391571076378114e-09,0.0,2.2808102073668124e-08
1843,1.8902115428431898e-08,0.0,4.7255288571079745e-09
1844,8.781698035420504e-09,0.0,5.488561272137815e-10
1845,2.6785095030845696e-08,0.0,7.254296274794569e-09
1846,5.21050615986951e-08,0.0,1.1709002656346001e-08
1847,1.0786447290911383e-08,0.0,8.629157832729106e-09
1848,1.850401076808339e-08,0.0,2.494018680465615e-08
1849,2.1786478399121734e-08,0.0,3.351765798242923e-08
1850,8.82569484161877e-09,6.788996032014438e-10,1.9009188889640427e-08
1851,9.674158363282004e-09,0.0,7.094382858952031e-09
1852,2.799534470909748e-08,0.0,2.6042181744401205e-09
1853,2.149895550473957e-08,0.0,2.149895550473957e-08
1854,1.8704392701351935e-08,0.0,4.1565315633818045e-09
1855,2.7596072982305486e-08,0.0,1.1675261646360013e-08
1856,2.1226476576430287e-08,0.0,7.765783571755946e-09
1857,1.6597130780837688e-08,0.0,2.245494101771328e-08
1858,3.425573069648635e-08,1.468102750479261e-09,7.829881631948865e-09
1859,4.0228169240208445e-08,0.0,3.5645213447565993e-09
1860,2.7920821210614122e-08,0.0,2.288591982591015e-09
1861,2.0278644541349422e-08,0.0,4.715963619617014e-09
1862,2.4848924695675123e-08,0.0,9.035972525772706e-10
1863,1.6482248454963155e-08,0.0,8.490855130105501e-09
1864,1.726102105692462e-08,0.0,4.315255264231155e-09
1865,2.2122168985561075e-08,0.0,3.294791106611683e-09
1866,1.556996132023869e-08,0.0,5.352174259343201e-09
1867,1.5043715606566366e-08,0.0,1.0190904120577216e-08
1868,2.222943251695142e-08,0.0,6.421836395986702e-09
1869,3.7603097524652185e-08,0.0,1.0255390314739543e-08
1870,3.612450782952692e-08,0.0,4.013834153937523e-09
1871,1.805600113868877e-08,7.434824311758348e-09,2.1242354542039266e-09
1872,3.3260366905096816e-08,1.2094678591978436e-09,1.0885210954825197e-08
1873,2.7535620006347017e-08,0.0,1.2570609442263958e-08
1874,2.2106053876314036e-08,0.0,2.3300975371398636e-08
1875,4.1194994082616176e-08,1.716458086775674e-09,6.865832347102696e-09
1876,2.1765654167893445e-08,0.0,9.673623679873344e-09
1877,3.710889728836264e-08,0.0,1.4843558382438005e-08
1878,9.662541877730746e-09,0.0,7.2469061862534545e-09
1879,2.7491964260661916e-08,0.0,1.4051448005147904e-08
1880,4.6208491255583795e-08,0.0,2.3746030919369332e-08
1881,3.2073533162702006e-08,0.0,1.4642266066289267e-08
1882,2.861815673327328e-08,0.0,4.6587693702804245e-09
1883,1.9589950994713945e-08,0.0,1.8958017378167824e-09
1884,2.3766109080725073e-08,0.0,1.5183903911974994e-08
1885,5.156508553483263e-09,0.0,3.2228177904158883e-09
1886,1.8069698626277386e-08,0.0,5.808117542471791e-09
1887,2.2198344495905076e-08,0.0,7.834709769838355e-09
1888,1.4583413587843097e-08,0.0,1.268122939990235e-08
1889,2.8193115397812107e-08,0.0,5.6386229019267375e-09
1890,1.5730527991308918e-08,0.0,3.2771931834929546e-09
1891,1.1473596295275001e-08,0.0,2.5496880162734215e-09
1892,1.8805536683430546e-08,0.0,6.8953633913793055e-09
1893,3.1407925149551374e-08,0.0,1.1700991287000306e-08
1894,7.561847148451761e-09,0.0,1.8904617871129403e-09
1895,2.4074457982692365e-08,0.0,1.2037228991346183e-08
1896,2.5946928161602045e-08,0.0,1.6511680911435178e-08
1897,2.4472196713531957e-08,0.0,1.1070755867592652e-08
1898,2.3765091228256097e-08,0.0,5.6583546736987955e-09
1899,2.266307141951529e-08,0.0,8.291367592505594e-09
1900,2.4397950326715545e-08,0.0,4.15284251431558e-09
1901,1.397184767881754e-08,0.0,6.706486921359556e-09
1902,2.4060391012881155e-08,0.0,5.4013122863239005e-09
1903,3.726151831529023e-08,0.0,1.6200660812870638e-09
1904,1.289910045443321e-08,0.0,2.6873125946735854e-09
1905,2.3223416079076742e-08,0.0,1.0321518084666081e-09
1906,2.5206503551089554e-08,0.0,1.0288369045596824e-09
1907,2.2114226894132116e-08,0.0,2.057137349353866e-09
1908,3.1432890068572306e-08,0.0,1.4734167219643268e-09
1909,1.6502950117569526e-08,0.0,8.801573692096554e-09
1910,2.8323999146095957e-08,0.0,6.412980813053082e-09
1911,4.0434844805758985e-08,0.0,4.25629931299909e-09
1912,3.5945006970905524e-08,0.0,1.0418842455450772e-09
1913,1.9090762748419365e-08,0.0,5.833288518886093e-09
1914,3.147469485043075e-08,0.0,1.7411533548283842e-08
1915,3.7698438148936475e-08,0.0,0.0
1916,3.5159878564172686e-08,0.0,1.0987462051303964e-09
1917,2.7416060532914344e-08,0.0,2.1932848870420685e-09
1918,3.5607765624945387e-08,0.0,0.0
1919,2.3940405213807026e-08,0.0,3.6831393490643904e-09
1920,3.710393414735336e-08,0.0,4.543339038320937e-09
1921,2.2718241510233383e-08,0.0,2.2718242842501013e-09
1922,4.352981974875547e-08,0.0,1.4755870969551665e-09
1923,3.290944050604594e-08,0.0,5.307974060286824e-09
1924,3.2229060309418855e-08,1.289162443462999e-09,1.289162443462999e-09
1925,2.74954441437103e-08,4.399271169575059e-09,2.1996355847875293e-09
1926,5.795991953050361e-08,0.0,2.229227691330493e-09
1927,4.5711821883287485e-08,0.0,2.2298449753321847e-09
1928,4.6846768242403414e-08,0.0,2.2852082448565625e-09
