year,dois_VERB écrire_VERB,dois_VERB ecrire_VERB,dois_VERB décrire_VERB
1929,3.676334259239411e-08,0.0,0.0
1930,2.941009036305786e-08,0.0,0.0
1931,2.167017854048936e-08,0.0,0.0
1932,1.3151444377967891e-08,0.0,1.0959536611565568e-09
1933,2.6382522833046096e-08,0.0,1.1470662197865522e-09
1934,4.7926320689839486e-08,0.0,0.0
1935,3.8298509252854274e-08,0.0,3.590485242455088e-09
1936,2.424942913137329e-08,0.0,8.487299751891442e-09
1937,4.280980192561401e-08,0.0,2.5182236296217297e-09
1938,3.241303758727554e-08,0.0,0.0
1939,3.976452944698394e-08,0.0,4.588215141154706e-09
1940,1.5214697057785997e-08,0.0,0.0
1941,4.427253941230447e-08,0.0,2.9515025978810172e-09
1942,3.6410540360520827e-08,0.0,0.0
1943,2.322588166236983e-08,0.0,5.806470415592457e-09
1944,4.819779064746399e-08,0.0,0.0
1945,3.921307367704685e-08,0.0,0.0
1946,2.7842208538686464e-08,0.0,1.3921104269343232e-09
1947,2.5033829231801974e-08,0.0,2.3841741914054637e-09
1948,4.4574740343250596e-08,0.0,2.174377566888097e-09
1949,3.435953033203987e-08,0.0,2.945102384188658e-09
1950,4.3604980959344175e-08,0.0,4.2541445921528975e-09
1951,4.584402901741669e-08,0.0,4.264560704569931e-09
1952,3.4797853487589236e-08,0.0,2.1089607837865287e-09
1953,3.878577814475648e-08,0.0,1.0773827385790469e-09
1954,5.0817188679275205e-08,0.0,2.9317608341017376e-09
1955,4.880516257799172e-08,0.0,1.8771215692936494e-09
1956,4.7966278060584955e-08,0.0,8.72114158667614e-10
1957,3.534015036166238e-08,0.0,3.534015080575159e-09
1958,3.22617488279775e-08,0.0,3.3088973783179654e-09
1959,3.797866554577922e-08,7.750747821333448e-10,1.5501495642666896e-09
1960,4.221708493901133e-08,0.0,2.076250060767393e-09
1961,4.58578526263409e-08,0.0,1.3896318540318475e-09
1962,3.2343976386073336e-08,0.0,6.341956404476434e-10
1963,2.9743844720542256e-08,1.2932106496776896e-09,1.2932106496776896e-09
1964,6.692365417393376e-08,0.0,0.0
1965,2.954903344232207e-08,0.0,7.1136563306595235e-09
1966,3.378835700118543e-08,0.0,2.215629901769489e-09
1967,3.9442685562107727e-08,0.0,9.860671168482327e-10
1968,4.1321026600371624e-08,1.3474247273492779e-09,8.982831700699023e-10
1969,4.178417256639477e-08,0.0,3.1792304344691047e-09
1970,3.4030566808951335e-08,0.0,1.3796175313274261e-09
1971,4.573173839617084e-08,0.0,3.083038491169532e-09
1972,3.8989117712162624e-08,0.0,3.0780880067027283e-09
1973,3.6387145740945925e-08,0.0,1.6539611902288698e-09
1974,2.3627400480563665e-08,0.0,5.625571675160757e-10
1975,3.998036035568475e-08,5.711480177694739e-10,1.7134440533084216e-09
1976,3.485251554025126e-08,0.0,1.142705374768127e-09
1977,3.996211717094411e-08,0.0,2.938390863960194e-09
1978,5.22772047872877e-08,0.0,5.940591352171509e-10
1979,4.7400984470868934e-08,0.0,1.1703946700691858e-09
1980,3.354238842234736e-08,0.0,2.8425752862659692e-09
1981,4.8706731092806876e-08,1.8976649140967083e-09,7.590659656386833e-09
1982,5.524676893742253e-08,6.207502289967692e-10,3.1037510339615437e-09
1983,5.62063142695024e-08,6.315316047889041e-10,6.315316269933646e-09
1984,4.001315900836744e-08,5.799008495621649e-10,3.479405208395292e-09
1985,4.692135391337615e-08,2.4062232206745193e-09,6.015558051686298e-10
1986,6.29420995323926e-08,5.994485463567401e-10,2.3977941854269602e-09
1987,5.1330861339238254e-08,6.110816852533674e-10,3.0554083707556856e-09
1988,5.097070854276353e-08,0.0,2.99827696004229e-09
1989,5.049072271390287e-08,0.0,4.390497743145261e-09
1990,3.9775152060883556e-08,0.0,2.724325431913144e-09
1991,5.8614652687083435e-08,0.0,2.9307325455363298e-09
1992,4.24265707010818e-08,2.7549720282848966e-09,5.509944056569793e-09
1993,5.926952084678305e-08,0.0,7.200969598386564e-09
1994,4.272690645734656e-08,0.0,1.5824779264761446e-09
1995,4.5006341764519675e-08,0.0,3.253470381991974e-09
1996,5.4982351116450445e-08,1.6014276571496566e-09,4.804283193493575e-09
1997,5.7538734665740776e-08,0.0,4.315404922294874e-09
1998,4.577404055794432e-08,4.768129224785866e-10,1.43043876743576e-09
1999,5.529943436499707e-08,1.3710603763428253e-09,3.1991407301035224e-09
2000,6.317785050669045e-08,0.0,1.7672125984802278e-09
2001,4.950769394440613e-08,8.762423564512289e-10,1.3143635069212678e-09
2002,6.221334558631497e-08,4.38122149670761e-10,2.6287327870022636e-09
2003,7.083769304472298e-08,8.333845835650777e-10,4.583615265119079e-09
2004,6.783378836416887e-08,4.404791253964646e-10,2.642874807889939e-09
2005,6.575474742476217e-08,4.5037495954858286e-10,5.854874363109275e-09
2006,6.959233900261097e-08,1.2353669198716943e-09,2.8825228870488218e-09
2007,6.990339329604467e-08,3.994479469415779e-10,2.3966877371606188e-09
2008,7.322796591324732e-08,1.2772318758180745e-09,2.554463751636149e-09
2009,7.724472084191802e-08,0.0,6.675469510497578e-09
2010,7.463592766043803e-08,0.0,7.558068837454357e-09
2011,9.062813433047268e-08,0.0,5.353560705856353e-09
2012,1.1268076605119859e-07,0.0,6.808505315092361e-09
2013,1.1212282657879769e-07,0.0,9.204113027294625e-09
2014,1.3360796913275408e-07,0.0,5.197068553286499e-09
2015,1.2567981855227117e-07,1.10828768384863e-09,6.206410940734486e-09
2016,1.2531607751498086e-07,0.0,8.285359953674742e-09
2017,1.2301339324949367e-07,2.515611330355938e-10,8.049956257139002e-09
2018,1.4456213648372795e-07,0.0,9.035133530232997e-09
2019,1.3596765313650394e-07,0.0,5.101975730781305e-09
