year,six_DET yeux_NOUN,six_DET dieux_NOUN
1887,1.9586773092328258e-08,0.0
1888,2.789870379160675e-08,1.9021844099853524e-09
1889,1.8168895721260014e-08,5.638623234993645e-09
1890,1.5730527991308918e-08,0.0
1891,3.505821055682645e-08,2.5496880162734215e-09
1892,3.3223116258085383e-08,7.522214851007902e-09
1893,9.853466709230929e-09,3.695050043717174e-09
1894,3.150769600779313e-08,6.9316932194141145e-09
1895,1.1435367763823479e-08,4.213029924926559e-09
1896,2.5357223876198987e-08,5.307326078618502e-09
1897,1.981082675683865e-08,5.826713334045053e-09
1898,2.037007751365394e-08,6.224190496340043e-09
1899,2.1004797901014172e-08,1.6582735185011188e-09
1900,4.2047529458244526e-08,4.1528426253378825e-09
1901,6.147612696683069e-09,1.1177477832191585e-09
1902,9.329538919189417e-09,4.910283846193408e-10
1903,1.1880484152015924e-08,1.0800440541913758e-09
1904,1.4511488011237361e-08,5.912087708281888e-09
1905,1.3934049303276907e-08,5.160759042333041e-10
1906,1.080278771992127e-08,4.629765903985117e-09
1907,5.142843484406967e-09,2.0571372938427146e-09
1908,9.822778146428846e-09,9.822778146428846e-09
1909,5.500983391026892e-09,3.300590023513905e-09
1910,1.6566867433454036e-08,7.481810948561929e-09
1911,2.1281496231928543e-08,6.38444919154324e-09
1912,2.4484279492753558e-08,1.5628263683176158e-09
1913,2.598464954317592e-08,6.363587545799021e-09
1914,1.6072184472193385e-08,4.687720711604726e-09
1915,2.709575319670421e-08,2.3561523843085297e-09
1916,3.5159878564172686e-08,0.0
1917,2.960934575302332e-08,1.0966424435210342e-09
1918,1.1486376294556067e-08,3.44591288836682e-09
1919,7.366278753639932e-09,3.6831394045755417e-09
1920,1.9687802055301518e-08,6.815008557481406e-09
1921,1.060184651180407e-08,5.300923255902035e-09
1922,1.4755870914040514e-08,2.21338064543275e-09
1923,1.5923922180860473e-08,1.0615948120573648e-09
1924,1.0313299547703991e-08,0.0
1925,2.0896537389347714e-08,3.299453377181294e-09
1926,1.0031524944054127e-08,7.802296586589819e-09
1927,2.2298450641500267e-08,3.3447675740205796e-09
1928,2.2852082448565625e-08,4.5704163786908225e-09
1929,8.912325322185666e-09,5.570203187588163e-09
1930,9.453243521306831e-09,5.2518016602221e-09
1931,1.3686427990933225e-08,3.4216069977333063e-09
1932,4.7126008873021874e-08,1.0959536611565568e-09
1933,1.1470662197865522e-09,1.1470662197865522e-09
1934,1.1981580172459871e-08,3.5944740517379614e-09
1935,5.98414207075848e-09,2.393656828303392e-09
1936,8.487299751891442e-09,7.274828739411987e-09
1937,1.0072894518486919e-08,2.5182236296217297e-09
1938,2.593042824905467e-08,1.0372171566075394e-08
1939,6.117620188206274e-09,3.058810094103137e-09
1940,1.2678914584896006e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,2.6129117092210663e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,9.639558484764166e-09
1945,1.3071024262956144e-08,2.178503999417103e-08
1946,8.352662561605939e-09,8.352662561605939e-09
1947,1.1920871401116528e-08,8.344609447874518e-09
1948,4.022598543151901e-08,4.348755133776194e-09
1949,9.817008428392171e-09,4.908504158684934e-09
1950,5.317680740191122e-08,6.381216888229346e-09
1951,1.0661401650402524e-08,3.198420528427448e-09
1952,1.7926167217297007e-08,3.1634410646574906e-09
1953,8.619061908632375e-09,6.464296653518886e-09
1954,6.840775279570721e-09,2.9317608341017376e-09
1955,1.1262729415761896e-08,1.595553378308523e-08
1956,1.1337484284723587e-08,7.849027428008526e-09
1957,1.0602045463770082e-08,8.835037590415595e-09
1958,1.4890038368964298e-08,2.481673033738474e-09
1959,1.7051644762844376e-08,6.200598479111363e-09
1960,5.536666736194462e-09,6.92083340636529e-09
1961,1.1811870370692645e-08,2.08444772553662e-09
1962,9.512934884270408e-09,8.878738855244706e-09
1963,6.466053248388448e-09,2.5864212993553792e-09
1964,7.30076216148845e-09,3.0419841645645818e-09
1965,1.2585700037703873e-08,5.472043540510896e-09
1966,1.0524241922382771e-08,1.0524241922382771e-08
1967,7.3955032653394426e-09,9.860671168482327e-10
1968,1.5719955559490018e-08,2.69484942694298e-09
1969,1.0900218838649778e-08,4.5417576088890854e-09
1970,1.3336302562283464e-08,1.839490032518043e-09
1971,3.5968783507200897e-09,4.1107179882260425e-09
1972,8.721249666887587e-09,4.104117490300041e-09
1973,8.269805840122046e-09,5.513203782392395e-10
1974,6.750685843659454e-09,1.6876715580593782e-09
1975,8.567220266542108e-09,1.7134440533084216e-09
1976,1.542652272590317e-08,2.285410749536254e-09
1977,1.704266816560107e-08,5.876781838942691e-10
1978,1.6633655786080226e-08,4.158414057542359e-09
1979,9.94835469558808e-09,1.1703946700691858e-09
1980,1.0801786187730755e-08,6.253665807420816e-09
1981,4.427884725544118e-09,2.5302198114474095e-09
1982,9.932003885992913e-09,2.483000915987077e-09
1983,1.3893695527400496e-08,3.157657912922218e-09
1984,1.5077422532705498e-08,5.799008495621649e-10
1985,1.0226448687866707e-08,5.414002135495366e-09
1986,7.79283104712647e-09,3.596691222629289e-09
1987,7.3329800009958035e-09,3.0554083707556856e-09
1988,3.5979323409485175e-09,7.795519785247507e-09
1989,5.4881220679092735e-09,7.134558943633351e-09
1990,5.44865097484859e-09,4.358920779878872e-09
1991,7.033758464558559e-09,1.7584396161396398e-09
1992,1.1019888557228796e-08,5.509944167592096e-10
1993,1.1078414630105726e-08,1.1078414852150331e-09
1994,7.384897027229442e-09,5.802419267286751e-09
1995,7.049186012686448e-09,5.422450821690461e-10
1996,8.007137841659073e-09,2.135236876199542e-09
1997,7.67183128136395e-09,2.3974471297094624e-09
1998,7.629006759657386e-09,5.721754847698435e-09
1999,3.656160929565999e-09,2.2851005809787495e-09
2000,5.743440834038438e-09,3.092622158362701e-09
2001,4.3812117267449935e-09,2.6287270138425356e-09
2002,7.886198805096e-09,4.38122149670761e-10
2003,7.917153876935146e-09,3.7502307925763034e-09
2004,1.0571498898492848e-08,3.9643119897903034e-09
2005,8.106749493919096e-09,3.6029997874109654e-09
2006,6.1768350434476815e-09,2.0589449589714093e-09
2007,5.991719120856942e-09,3.1955836310437746e-09
2008,1.1069343108793817e-08,3.405951826129794e-09
2009,7.629108011997232e-09,4.291373256748443e-09
2010,1.1337103256181535e-08,2.834275814045384e-09
2011,1.1471915639660324e-08,1.529588788962144e-09
2012,1.6340413022675193e-08,5.446804146602702e-09
2013,2.2591913229064176e-08,6.693899989862473e-09
2014,1.6240838451864192e-08,6.712880237791374e-09
2015,2.2609069727508313e-08,4.654808288817591e-09
2016,1.7606390345648038e-08,2.899876117012923e-09
2017,1.7106156935398076e-08,4.276539400382973e-09
2018,2.1942467398616827e-08,5.937373481756936e-09
2019,2.423438338894357e-08,5.1019755087367e-09
