year,serions_VERB en_ADP,serions_VERB dans_ADP
1845,1.6852288808877347e-07,9.03996948409258e-08
1846,1.5221704074974696e-07,7.259581735752363e-08
1847,1.396844879764103e-07,4.7999691332734074e-08
1848,1.1906928421012708e-07,8.125673645054121e-08
1849,1.0725651122811541e-07,7.122502410084053e-08
1850,1.5546801535037957e-07,6.924776130290411e-08
1851,1.5607642467330152e-07,6.836405219701192e-08
1852,1.3086196304357145e-07,7.812654700956045e-08
1853,1.409375869343421e-07,6.748282999069488e-08
1854,1.4703729789289355e-07,6.442623856628416e-08
1855,1.369189703837037e-07,8.119613426060823e-08
1856,1.6877636710432853e-07,4.4523826403519706e-08
1857,1.3619410310639068e-07,5.564920257938866e-08
1858,1.5464016200894548e-07,9.200110895335456e-08
1859,1.476730204785781e-07,7.892868580938739e-08
1860,1.327383358784573e-07,6.133426211363258e-08
1861,1.4383689972419234e-07,6.177912581506462e-08
1862,1.617439124856901e-07,7.273958146924997e-08
1863,1.818041965861994e-07,5.793760138317339e-08
1864,1.5151340448937844e-07,7.911300770047092e-08
1865,1.7415324293779122e-07,6.919061235066692e-08
1866,1.1774783104101516e-07,9.098695841203153e-08
1867,1.44613778729763e-07,8.589476152565112e-08
1868,1.1411108857828367e-07,8.447184995930002e-08
1869,2.0120099009091064e-07,9.913544118944628e-08
1870,1.9667787398702785e-07,6.307453759291093e-08
1871,1.646282470346705e-07,9.240424247991541e-08
1872,1.6932550295223336e-07,9.010535251263718e-08
1873,1.292977032107956e-07,1.0655087834265942e-07
1874,1.469753811988994e-07,5.138164027584935e-08
1875,1.9281546315141895e-07,1.109976253133027e-07
1876,1.7654363659858063e-07,9.129482236858166e-08
1877,1.5214646964523126e-07,9.833857461671869e-08
1878,1.5278894238690555e-07,6.944951991272319e-08
1879,1.692283149168361e-07,7.514469757552433e-08
1880,1.5210295600809332e-07,8.150664854156275e-08
1881,1.485144167645558e-07,8.157833519817359e-08
1882,1.7769878013496054e-07,6.855047018916594e-08
1883,1.8578856497697416e-07,4.107570461542309e-08
1884,1.9210938262403943e-07,8.186104594187782e-08
1885,1.5147243459523452e-07,7.21911206369441e-08
1886,1.4778431989270757e-07,6.647067607445933e-08
1887,1.9978509158136148e-07,7.116528166761782e-08
1888,2.0416779022980336e-07,6.594239465584906e-08
1889,1.6602612618044077e-07,5.07476087818759e-08
1890,1.8090106834733888e-07,5.702316130395957e-08
1891,1.4405736692424398e-07,7.521579448166449e-08
1892,1.849211201943035e-07,7.647584965297938e-08
1893,1.4287526539646933e-07,8.929703909643649e-08
1894,1.506067945911127e-07,5.671385494565584e-08
1895,1.3842813473274873e-07,7.643640742571733e-08
1896,1.8162849357850064e-07,6.781583294923621e-08
1897,1.5091188743099337e-07,7.807796009728918e-08
1898,1.7767234794519027e-07,7.072943475350257e-08
1899,1.4095324729623826e-07,6.909473171390346e-08
1900,1.6663280177908746e-07,6.748368974740515e-08
1901,2.0734221095608518e-07,5.309301798206434e-08
1902,1.851176989475789e-07,5.990546014800202e-08
1903,1.738870878398302e-07,4.806195974538241e-08
1904,1.9509889170876704e-07,5.374625189347171e-08
1905,1.7133720575657208e-07,7.225062859106401e-08
1906,2.057673782474012e-07,5.555719440053508e-08
1907,1.7537095686748216e-07,5.3999855254005524e-08
1908,1.7779228755898657e-07,5.009616899087632e-08
1909,1.6778000144768157e-07,9.296662284441481e-08
1910,1.5818686449620145e-07,5.71824116946118e-08
1911,1.612073390333535e-07,5.160762839295785e-08
1912,1.6253393653187231e-07,7.918320221733666e-08
1913,1.5961998656166543e-07,4.666630815108874e-08
1914,1.5737347780486743e-07,5.2904276515164383e-08
1915,1.7788950401609327e-07,6.597226587246041e-08
1916,1.7909563609919132e-07,7.69122365795738e-08
1917,2.3906804358375666e-07,9.211796481167767e-08
1918,1.780388316774406e-07,6.202643021424592e-08
1919,1.9888952351720945e-07,5.985101125816072e-08
1920,1.5674520170705364e-07,6.890731185649202e-08
1921,1.522122232699985e-07,5.9067428281878165e-08
1922,1.7338147983991803e-07,3.9103056792555435e-08
1923,1.9639503534563119e-07,7.006525493125082e-08
1924,2.3720589581444074e-07,6.187979550986711e-08
1925,1.8696901804560184e-07,6.928851803422731e-08
1926,1.7387975503879716e-07,6.35329868714507e-08
1927,1.79502521291397e-07,6.355057990958812e-08
1928,1.428255131941114e-07,4.1133748851507335e-08
1929,1.7044821731815318e-07,7.57547624630206e-08
1930,1.5650368823116878e-07,6.932378227020308e-08
1931,2.1670177829946624e-07,7.413481739604322e-08
1932,1.8521616595990054e-07,5.2605777511871565e-08
1933,1.5944220876917825e-07,6.53827711971644e-08
1934,1.7133659468981932e-07,6.589868917217245e-08
1935,1.4361941680363088e-07,4.787313656606784e-08
1936,1.6489612164605205e-07,4.243650053581405e-08
1937,1.951623289642157e-07,6.295559273894469e-08
1938,1.9577473153731262e-07,7.260520362706302e-08
1939,1.7129336526977568e-07,4.7411557346777045e-08
1940,1.3186071612381056e-07,5.0715659227762444e-08
1941,1.0035108743977617e-07,4.7224041566096275e-08
1942,1.7295006671247393e-07,8.49579322448335e-08
1943,1.7709734834170376e-07,8.709705667797607e-08
1944,1.8957798886276578e-07,4.819779064746399e-08
1945,2.2656442411062017e-07,5.664110602765504e-08
1946,2.0881655871107796e-07,6.40370814153357e-08
1947,2.0503898667811882e-07,6.914105199484766e-08
1948,1.6742707487082953e-07,6.958008214041911e-08
1949,1.5903553673979332e-07,7.755436826073492e-08
1950,2.1483430145963212e-07,5.317680873417885e-08
1951,1.9190522948520083e-07,7.889437370067753e-08
1952,1.7715269962081948e-07,4.8506098693223976e-08
1953,2.0793487465198268e-07,4.632745742583211e-08
1954,1.9838248022097105e-07,5.2771696346098906e-08
1955,1.604938972832315e-07,5.5375085850073447e-08
1956,1.7529494300561055e-07,6.45364508500279e-08
1957,1.7405024266281544e-07,5.47772351922049e-08
1958,1.9357050007329235e-07,4.7979010986409776e-08
1959,1.4571405415608751e-07,6.588135903484726e-08
1960,1.792495822883211e-07,4.3601250609981435e-08
1961,2.1469811883889633e-07,3.543561177821175e-08
1962,1.5347534088050452e-07,6.341956293454132e-08
1963,1.6294454496801336e-07,6.142750663684637e-08
1964,1.7521828965527675e-07,6.874883951013544e-08
1965,1.9371033488368994e-07,5.690925064527619e-08
1966,1.567558172155259e-07,6.646889971761993e-08
1967,1.6615230435945705e-07,7.148986469474039e-08
1968,1.6752980513956572e-07,4.446501833399452e-08
1969,1.7394931717262807e-07,7.58473532869175e-08
1970,2.2579739322736714e-07,7.72585835306927e-08
1971,1.700809519888935e-07,8.27281994020268e-08
1972,1.6313866524342302e-07,5.23274970021248e-08
1973,1.6429346771928977e-07,5.292675808732383e-08
1974,1.575160126776609e-07,5.1755257857166725e-08
1975,1.5535226793872425e-07,4.854758017813765e-08
1976,1.319824747270104e-07,4.399415587386102e-08
1977,1.6454988838177087e-07,5.7004783116099134e-08
1978,1.2712865782305016e-07,5.643561706847322e-08
1979,1.503957207660278e-07,6.729769097546523e-08
1980,1.654378820603597e-07,5.400893243745486e-08
1981,1.4865041464418027e-07,6.325549861685431e-08
1982,1.3718580760269106e-07,4.717701784784367e-08
1983,1.6230362120950304e-07,5.115406054301275e-08
1984,1.7281045927575178e-07,5.683028447833749e-08
1985,1.6362318433493783e-07,5.414002401948892e-08
1986,1.738400783324323e-07,5.095312616276715e-08
1987,1.429931160146225e-07,3.849814689260711e-08
1988,1.5111315576632478e-07,5.936588109989316e-08
1989,1.3500780937647505e-07,6.091815407671675e-08
1990,1.5365195338290505e-07,5.884542986223096e-08
1991,1.406751692911712e-07,5.8614652687083435e-08
1992,1.2507572932918265e-07,4.958949872957419e-08
1993,1.6119093970701215e-07,6.20391205075066e-08
1994,1.529728734794844e-07,5.749669895749321e-08
1995,1.5616657833561476e-07,5.6393488989670004e-08
1996,1.5747372117402847e-07,5.818520421030371e-08
1997,1.7645211869421473e-07,7.432086590597464e-08
1998,1.492424388516156e-07,7.15219385938326e-08
1999,1.5173067424711917e-07,7.083811937036444e-08
2000,1.6611798514531984e-07,7.245571964631381e-08
2001,1.257407831189994e-07,7.491872366927055e-08
2002,1.5597149172208447e-07,7.886198716278159e-08
2003,1.5667630748339434e-07,6.958761389341817e-08
2004,1.4844145823644794e-07,7.532192825010497e-08
2005,1.5222673255266272e-07,5.044199724579812e-08
2006,1.375375262568923e-07,7.041591487677579e-08
2007,1.2622555800589907e-07,6.670780550166455e-08
2008,1.5837674993690598e-07,6.599031365794872e-08
2009,1.3684712030226365e-07,8.582746602314728e-08
2010,1.5446802592578024e-07,8.502827597567375e-08
2011,1.594596312770591e-07,8.183300082009737e-08
2012,1.7191476331390732e-07,1.038297057220916e-07
2013,1.997013470145248e-07,8.813635332671765e-08
2014,1.9878787327343161e-07,9.54961336674387e-08
2015,1.810942080737732e-07,8.511649696174572e-08
2016,1.9387742611343128e-07,1.0025285490655733e-07
2017,1.972239260794595e-07,8.804639861637042e-08
2018,1.9696591380125028e-07,9.783758514458896e-08
2019,1.9413016616454115e-07,8.214180269305871e-08
