year,ces_DET hivers_NOUN,ces_DET divers_ADJ
1873,1.855661402316855e-08,1.0313287248209235e-05
1874,4.122480445900578e-08,1.084989025912364e-05
1875,2.8607636259891933e-09,9.857619033937226e-06
1876,1.5719638923883394e-08,1.0272179224557476e-05
1877,5.00970109840182e-08,1.0492540695850039e-05
1878,1.5701630662334765e-08,9.815330827223079e-06
1879,9.163988234917042e-09,9.615466638024373e-06
1880,4.235778416905589e-08,9.664634717410081e-06
1881,3.067903264764027e-08,9.361289016851515e-06
1882,1.5972924094498353e-08,9.42202859732788e-06
1883,2.4645421980995508e-08,9.693866218185576e-06
1884,5.281357573494461e-09,9.70185419646441e-06
1885,1.4180398244523218e-08,9.972043130801467e-06
1886,5.162771044009418e-09,9.895741641230416e-06
1887,7.181816974455302e-09,9.776411388884299e-06
1888,5.07249175996094e-09,9.787372505343228e-06
1889,1.1277246414476139e-08,9.399584882885392e-06
1890,2.752842276354528e-08,1.0086545330523222e-05
1891,2.8046567290829216e-08,9.808650020204368e-06
1892,1.1283322498556458e-08,9.251697520085145e-06
1893,3.079208366063568e-08,1.015030215967272e-05
1894,2.520615760559508e-08,9.628122143112705e-06
1895,2.347259586699124e-08,9.772424164111726e-06
1896,1.8870493501133012e-08,1.0157042652281234e-05
1897,2.039349777938071e-08,9.79587105121027e-06
1898,7.3558613644664206e-09,9.958704595192103e-06
1899,9.949641111006713e-09,9.398541578775621e-06
1900,1.1939421895590385e-08,9.542712746224424e-06
1901,1.5089595351014395e-08,9.974222166420077e-06
1902,1.5712907974752e-08,9.76655496742751e-06
1903,1.8360749587387204e-08,9.56001008489693e-06
1904,5.374625189347171e-09,9.572207318342407e-06
1905,5.676835002077496e-09,9.316202522313688e-06
1906,9.259532252059444e-09,9.234325716533931e-06
1907,4.1142746431965804e-09,9.014889997160935e-06
1908,1.6698722404839828e-08,8.982930694401148e-06
1909,2.2003934674330594e-08,8.951200356932532e-06
1910,1.7101282168141552e-08,8.898011060409772e-06
1911,4.894744243255644e-08,8.737118378121522e-06
1912,2.0837685354990754e-08,8.759641673350416e-06
1913,1.3257474229533273e-08,8.620540143056132e-06
1914,9.37544086809794e-09,8.437227279500803e-06
1915,7.068456930880984e-09,7.578564236609964e-06
1916,9.888715624128963e-09,7.56266990720178e-06
1917,1.4256351654751143e-08,7.603021799695853e-06
1918,1.9526840588923733e-08,7.773979291414435e-06
1919,1.289098744416961e-08,7.509000170102809e-06
1920,1.9687802943479937e-08,7.764566589685273e-06
1921,1.6660043622440668e-08,7.874900006754615e-06
1922,2.287159944769357e-08,7.643541266588727e-06
1923,1.4862327368803108e-08,7.1530259901919635e-06
1924,1.675911143195208e-08,7.358539392043895e-06
1925,1.4297631523163545e-08,6.914554319337185e-06
1926,1.3375366259005261e-08,7.018723408691585e-06
1927,2.0068604555945058e-08,6.543479912579642e-06
1928,3.5420727240165206e-08,7.14241832611151e-06
1929,1.4482528065684619e-08,6.996175102358393e-06
1930,7.352522590764465e-09,7.052119485706498e-06
1931,4.5621426636444085e-09,7.187655796769832e-06
1932,6.575722188983946e-09,7.255213176904363e-06
1933,1.2617728861741284e-08,6.720660962855618e-06
1934,9.585264137967897e-09,7.118256917237886e-06
1935,1.0771455727365264e-08,6.935620831427514e-06
1936,1.8187072292619177e-08,6.992323051235871e-06
1937,2.3923124592428735e-08,6.6846247364082956e-06
1938,6.482607339819424e-09,6.923424393789901e-06
1939,1.3764645423464117e-08,6.88538170834363e-06
1940,2.282204625281281e-08,6.534712724715064e-06
1941,1.4757512545315876e-08,6.351633487611252e-06
1942,1.8205270846394228e-08,6.638855097662599e-06
1943,3.774205836748479e-08,6.848731914033124e-06
1944,2.8918675454292497e-08,6.599884272873169e-06
1945,3.703456741277478e-08,5.352584310003294e-06
1946,8.352662561605939e-09,5.771689700395655e-06
1947,2.2649654818351905e-08,5.671950418673077e-06
1948,2.0656587107481528e-08,6.020851287757978e-06
1949,2.552422173618396e-08,6.202386089171341e-06
1950,2.0207186368637053e-08,6.172763733047759e-06
1951,2.5587364338441887e-08,5.903217925151694e-06
1952,1.7926166107073982e-08,6.17398268332181e-06
1953,1.185120990232491e-08,6.14754571870435e-06
1954,2.247683283940205e-08,6.0462682540673995e-06
1955,1.1262729415761896e-08,5.978632202641165e-06
1956,1.657016923672927e-08,5.7219411360165395e-06
1957,1.1485549233913872e-08,5.687997031600389e-06
1958,2.4816729671250926e-08,5.788088856206741e-06
1959,1.8601795659378695e-08,5.9548994499891705e-06
1960,2.1454582610491713e-08,5.63425032851228e-06
1961,1.5285950061283415e-08,5.208340098761255e-06
1962,1.6489086984705636e-08,5.2454323054007546e-06
1963,1.8751553643170382e-08,5.505844342224009e-06
1964,1.5818317211646615e-08,4.98216161304299e-06
1965,1.3680108601477059e-08,5.456174449136597e-06
1966,1.4955501836944052e-08,5.3197275065031135e-06
1967,1.5777073647527118e-08,5.062468744654325e-06
1968,2.6499353711351148e-08,5.1489591328390816e-06
1969,1.68045038995146e-08,5.51233154055808e-06
1970,1.3336302201460981e-08,4.893963193808304e-06
1971,1.0790634275004152e-08,4.774598721724033e-06
1972,1.0773308467548759e-08,4.538640837381536e-06
1973,1.4885650712059828e-08,4.392920857299032e-06
1974,1.0688586016271984e-08,4.328877480475057e-06
1975,1.3707551982378163e-08,4.205362927223177e-06
1976,1.199840671262109e-08,4.101169565728924e-06
1977,1.3516598340590491e-08,4.064970028139214e-06
1978,2.07920705097564e-08,3.9148497421592765e-06
1979,2.1067104061245345e-08,3.861132142901624e-06
1980,1.3075846294618998e-08,3.7720975001320767e-06
1981,1.7711538513598413e-08,3.6296003145253053e-06
1982,1.8622507313992287e-08,3.771678450448235e-06
1983,2.968198609121231e-08,3.512578700792801e-06
1984,2.029652917956426e-08,3.2671613894308393e-06
1985,1.0828004493035337e-08,3.266448118210974e-06
1986,1.8582904215413976e-08,3.1099389730115945e-06
1987,1.8332449891467206e-08,3.074351980103529e-06
1988,1.4991384134077634e-08,2.989281995269266e-06
1989,1.7013178421620978e-08,2.7698552571564505e-06
1990,2.1249739357021014e-08,2.8256704354134854e-06
1991,2.2273567212849343e-08,2.591353876368885e-06
1992,2.0386793364579603e-08,2.6866488269661204e-06
1993,1.9941146789381747e-08,2.5397266085747106e-06
1994,1.0549853435293244e-08,2.500842668951009e-06
1995,1.7894086878911253e-08,2.475891051290091e-06
1996,1.1743802819097482e-08,2.510504771180422e-06
1997,1.2946214988929228e-08,2.3643625297609105e-06
1998,1.0489884183506604e-08,2.4627386778774962e-06
1999,1.919484549084416e-08,2.5058413086753717e-06
2000,2.209015759202515e-08,2.287214840634988e-06
2001,1.708672597855454e-08,2.43420132051142e-06
2002,1.6648641576466616e-08,2.233108631344294e-06
2003,1.7084383685528337e-08,2.1188803600580286e-06
2004,1.585724862529503e-08,2.1248712585020257e-06
2005,1.3961623857028371e-08,2.0559617155413434e-06
2006,2.0177661097520172e-08,2.1083596095650137e-06
2007,2.0771293796073564e-08,1.818686541810166e-06
2008,1.7881246705542253e-08,1.7991940239880932e-06
2009,1.9072769363859265e-08,1.7713834665755712e-06
2010,1.936755095188758e-08,1.4875224110255658e-06
2011,2.4855818292479626e-08,1.4110456163507479e-06
2012,2.8595722234570076e-08,1.3143820183358912e-06
2013,2.4544301036044658e-08,1.339616801487864e-06
2014,3.1615500217796466e-08,1.1351263395908973e-06
2015,3.169702844640909e-08,1.2947017324904664e-06
2016,2.4441813017972436e-08,1.6680501460086816e-06
2017,2.5659236513320138e-08,9.53165155692659e-07
2018,2.4523932884434885e-08,1.01683971820421e-06
2019,3.188734698511553e-08,1.0637618856890185e-06
