year,mêmes_ADJ yeux_NOUN,mêmes_ADJ dieux_NOUN
1838,1.590664737705083e-07,1.8936485712828244e-09
1839,8.040196775027653e-08,2.7965900706306e-09
1840,1.1019561441116821e-07,6.3696887764308485e-09
1841,1.1428576129901558e-07,5.1364388298225094e-09
1842,1.2276125005428185e-07,8.720745015011744e-09
1843,1.6598420415903092e-07,1.122313109114259e-08
1844,1.108689389184292e-07,2.7442805805577564e-09
1845,8.202935219969731e-08,5.580227946389016e-10
1846,9.718472426811786e-08,1.4050803187615202e-08
1847,5.55502026600152e-08,9.168480197274675e-09
1848,8.849743693417622e-08,8.045221711050488e-10
1849,6.703531596485846e-08,9.217356211621563e-09
1850,7.87523504186538e-08,3.394498016007219e-09
1851,8.90022562316517e-08,3.8696632564949596e-09
1852,1.2955985084772692e-07,0.0
1853,1.43326360557694e-07,4.777545248302317e-09
1854,2.1354181001242978e-07,1.0910895298366086e-08
1855,1.7088336790038738e-07,3.714855978387277e-09
1856,1.252879826552089e-07,2.0708756931497874e-09
1857,1.493741734748255e-07,1.6108979483675512e-08
1858,1.3163987944153632e-07,2.104280660830682e-08
1859,1.2934120263707882e-07,6.619825576592575e-09
1860,1.3685779265415476e-07,3.661747127736703e-09
1861,1.2733102039419464e-07,1.0375120318428799e-08
1862,2.1053816112726054e-07,5.783022460903453e-08
1863,1.5583216850245662e-07,2.497310469529168e-09
1864,1.9610436652328644e-07,5.274200631788517e-09
1865,1.6285682136185642e-07,4.706844247692743e-09
1866,1.4110277390955162e-07,4.865612801552288e-09
1867,1.5043715961837734e-07,1.358787216076962e-08
1868,1.2794274084626522e-07,7.903798282526964e-09
1869,1.4699392636430275e-07,1.953407657850903e-09
1870,1.399107958377499e-07,2.2936195165357276e-09
1871,1.0408754036461687e-07,1.274541272522356e-08
1872,8.526748729309475e-08,5.442605477412599e-09
1873,8.85928628235888e-08,5.387403856360606e-09
1874,8.66318359271645e-08,4.779687312606029e-09
1875,1.3445588820104604e-07,1.37316650272723e-08
1876,1.614286020412692e-07,4.232210137899983e-09
1877,1.6760851906383323e-07,4.329371194877751e-09
1878,1.437303041029736e-07,3.623453259660181e-09
1879,1.6983923956104263e-07,9.774920428640144e-09
1880,1.4375976320479822e-07,1.2835692508872398e-09
1881,1.4154190353110607e-07,1.2550514016940184e-08
1882,1.3244216745533777e-07,6.655385131892899e-09
1883,1.0553296192483685e-07,2.5909289491643506e-08
1884,1.241119065298335e-07,6.601696966868076e-10
1885,1.2568989404826425e-07,6.445635691854079e-10
1886,1.4326690234156558e-07,9.034849535183298e-09
1887,1.4037188122983935e-07,1.9586773869484375e-09
1888,9.447516191585237e-08,2.53624587998047e-09
1889,1.2467621957057418e-07,3.759081934617825e-09
1890,1.3829755118877074e-07,8.52070264345528e-09
1891,1.1154885015685068e-07,1.2748440081367107e-09
1892,1.542054093306433e-07,1.8805537127519756e-09
1893,1.4964952299578727e-07,8.005941465327737e-09
1894,1.6068925390300137e-07,3.780923574225881e-09
1895,1.5227094252168172e-07,1.8055843487019274e-09
1896,1.4506690604321193e-07,2.358811590497112e-09
1897,1.363450934377397e-07,5.826713556089658e-10
1898,1.4259053671139554e-07,5.6583548957434004e-09
1899,1.6803838320811337e-07,2.2110313580014918e-09
1900,1.775340194853925e-07,4.6719478286050276e-09
1901,1.4307171625205228e-07,5.588738916095792e-10
1902,1.4730851205513318e-07,4.419255628107521e-09
1903,1.6740682440286037e-07,2.1600881083827517e-09
1904,1.3651548158577498e-07,3.7622376325430196e-09
1905,1.53790622903216e-07,2.0643036724443675e-09
1906,1.6307065209275606e-07,4.629765903985117e-09
1907,1.2239966906690825e-07,1.5942813902380948e-08
1908,1.5618216764323734e-07,6.875944702500192e-09
1909,1.6337921238118724e-07,1.0451868703853506e-08
1910,1.8170112525695004e-07,4.809735498767509e-09
1911,1.4843844553524832e-07,2.128149656499545e-09
1912,1.521151062888748e-07,3.6465949149189214e-09
1913,1.5113521101284277e-07,5.302989602995467e-09
1914,1.406316130214691e-07,4.018046340092951e-09
1915,1.3547875710173685e-07,0.0
1916,2.1645300307682191e-07,0.0
1917,1.5024001243091334e-07,0.0
1918,1.8263338574797672e-07,5.743188147278033e-09
1919,2.2375071750957432e-07,4.603924352863942e-09
1920,1.8400523060790874e-07,6.057785384427916e-09
1921,2.0900782260468986e-07,4.543648568500203e-09
1922,1.9477749901852803e-07,2.951174193910333e-09
1923,2.4947479460024624e-07,4.246379248229459e-09
1924,2.2560342927135935e-07,5.156649773851996e-09
1925,2.3536101423360378e-07,1.0998177923937646e-09
1926,2.0063049532836885e-07,1.1146138456652466e-09
1927,2.475127871548466e-07,3.344767462998277e-09
1928,2.2395040844003233e-07,2.2852082448565625e-09
1929,2.2726429449448915e-07,1.1140406375176326e-09
1930,2.0587063431776187e-07,5.2518016602221e-09
1931,1.7336142832391488e-07,2.2810713318222042e-09
1932,1.6877686448424356e-07,2.1919073223131136e-09
1933,1.6403046743107552e-07,3.4411986593596566e-09
1934,1.6654396972626273e-07,1.1981580172459871e-08
1935,1.6875280550721072e-07,3.590485242455088e-09
1936,2.0612014850485139e-07,2.424942913137329e-09
1937,1.523525270386017e-07,6.295559185076627e-09
1938,1.8799561019022804e-07,2.5930428915188486e-09
1939,1.758815812991088e-07,3.058810094103137e-09
1940,1.1918179865233469e-07,0.0
1941,2.0070217487955233e-07,2.9515025978810172e-09
1942,2.306000936869168e-07,3.034211770724937e-09
1943,1.9741999324196513e-07,2.9032352077962287e-09
1944,2.570548929270444e-07,6.4263723231761105e-09
1945,2.483494654370588e-07,2.178504043826024e-09
1946,2.9512742116821755e-07,2.7842208538686464e-09
1947,2.0503898667811882e-07,1.1920870957027319e-09
1948,2.413559059277759e-07,4.348755133776194e-09
1949,1.7572445187852281e-07,0.0
1950,2.063260069462558e-07,1.914365022059883e-08
1951,2.1855873910681112e-07,2.1322803522849654e-09
1952,1.4657277347396303e-07,1.0544803918932644e-09
1953,2.0362533348361467e-07,5.386913581872932e-09
1954,2.1401854155556066e-07,2.9317608341017376e-09
1955,2.0929905986122321e-07,1.8771215692936494e-09
1956,2.0058625693764043e-07,1.744228317335228e-09
1957,2.2794397125380783e-07,1.1485549067380418e-08
1958,2.250050243901569e-07,3.3088973783179654e-09
1959,1.898933277288961e-07,4.650448692800069e-09
1960,2.1246958681331307e-07,5.536666791705613e-09
1961,2.008018071819606e-07,4.16889545107324e-09
1962,1.9660065220250544e-07,1.01471304692069e-08
1963,2.2049241010790865e-07,1.681173777967615e-08
1964,1.8921141986538714e-07,7.909158883379064e-09
1965,1.8604947626954527e-07,6.5664522708175355e-09
1966,2.3651848835015699e-07,5.539074754423723e-09
1967,2.3024666973014973e-07,3.451234853457663e-09
1968,2.3310448682423157e-07,8.084548142051062e-09
1969,1.6304910843700782e-07,4.087581828571274e-09
1970,1.7107257122006558e-07,5.058597540852361e-09
1971,1.7470551938458811e-07,1.2332153964678128e-08
1972,1.564694827038693e-07,7.182205497002769e-09
1973,1.4830517613972916e-07,1.102640756478479e-09
1974,1.4457718577887135e-07,5.625571564138454e-09
1975,1.4735618947270268e-07,5.711480177694739e-10
1976,1.3655329667017213e-07,3.4281161798155324e-09
1977,1.3516597618945525e-07,3.5260691033656144e-09
1978,1.4138606729829917e-07,5.940591352171509e-09
1979,1.462993282075331e-07,5.266775904289034e-09
1980,1.7169155341889564e-07,3.97960553399912e-09
1981,1.505480753394295e-07,2.5302198114474095e-09
1982,1.5084231108630775e-07,3.1037510339615437e-09
1983,1.5346218162903824e-07,3.789189739755727e-09
1984,1.7107075223066204e-07,9.278413592994639e-09
1985,1.4557650729329907e-07,1.8046674155058895e-09
1986,1.654478012369509e-07,2.3977941854269602e-09
1987,1.6743638298066799e-07,7.944062296871834e-09
1988,1.4091901334722934e-07,2.99827696004229e-09
1989,1.7013178421620978e-07,3.841685525252103e-09
1990,1.4929304370525642e-07,2.179460389939436e-09
1991,1.4653663527042227e-07,2.9307326565586322e-09
1992,1.7025728027419973e-07,4.958949695321735e-09
1993,1.5897525429409143e-07,3.877445142741465e-09
1994,1.5824780064122024e-07,3.692448680148175e-09
1995,1.4694842320750467e-07,6.506940930517402e-09
1996,1.5320324564527255e-07,1.6014276571496566e-09
1997,1.2610571786808578e-07,1.438468344439059e-09
1998,1.3827575173763762e-07,3.814503379828693e-09
1999,1.1608310757083018e-07,5.4842413388378475e-09
2000,1.391679944617863e-07,3.0926220473403987e-09
2001,1.296838689768265e-07,3.066848275334877e-09
2002,1.5860021562730253e-07,7.009954283709874e-09
2003,1.4375883949924173e-07,1.6667692226413067e-09
2004,1.5196529545846715e-07,2.642874807889939e-09
2005,1.3376136109854997e-07,5.404499403560692e-09
2006,1.8159894921154773e-07,8.235779835885637e-10
2007,2.3167980600646843e-07,6.790615292295854e-09
2008,2.3756513201078633e-07,6.3861596011349775e-09
2009,3.0182658861122036e-07,2.384096253749135e-09
2010,3.764862981370243e-07,2.8342757585342326e-09
2011,4.0228184161605895e-07,2.294383183443216e-09
2012,5.211911116020929e-07,5.446804146602702e-09
2013,5.762332193626207e-07,1.952387529424726e-09
2014,6.056750407879008e-07,2.8150787256819854e-09
2015,5.97810355884576e-07,5.3197807964311394e-09
2016,6.000672101436066e-07,3.728412023562555e-09
2017,6.25884126748133e-07,1.7609279590047322e-09
2018,7.132592259040393e-07,1.290733298020541e-09
2019,6.303490636128117e-07,7.908062371608793e-09
