year,vingt - deux essais,vingt - deux décès
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,1.6943197067575966e-08
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,1.5208534875910118e-08
1834,0.0,2.2503234831106056e-08
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,1.19679477439405e-09
1845,0.0,7.930525569577185e-09
1846,0.0,2.562641876480143e-09
1847,0.0,2.9452997818424365e-09
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,1.4860133124017239e-09
1851,0.0,1.411713745902432e-09
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,1.7013420672284951e-09
1857,0.0,5.349697351775262e-10
1858,0.0,5.360987764824188e-10
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,6.436410515675561e-09
1863,0.0,9.8687040761547e-09
1864,0.0,4.199631753465383e-09
1865,7.739408225404532e-09,0.0
1866,0.0,8.008959717642483e-09
1867,0.0,0.0
1868,0.0,1.6229734223216497e-09
1869,0.0,5.357312371501166e-10
1870,0.0,6.28328855611926e-09
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,6.560424425927636e-10
1874,0.0,2.6220656756947847e-09
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,0.0,0.0
1879,0.0,0.0
1880,0.0,0.0
1881,0.0,1.5368785133418328e-09
1882,0.0,0.0
1883,0.0,4.8766266580457795e-09
1884,0.0,2.909936958062076e-09
1885,1.4204167841924686e-09,2.8408335683849373e-09
1886,0.0,0.0
1887,0.0,0.0
1888,2.0967059199961113e-09,0.0
1889,0.0,0.0
1890,7.228974641115826e-10,2.1686923368235966e-09
1891,0.0,2.1081620893426134e-09
1892,0.0,2.075156491088137e-09
1893,0.0,6.792941764643956e-10
1894,4.1752858948029825e-09,2.0876429474014913e-09
1895,0.0,0.0
1896,6.504354277403479e-10,0.0
1897,1.9325523403779243e-09,0.0
1898,0.0,0.0
1899,0.0,2.44016407080494e-09
1900,2.8680022801097493e-09,0.0
1901,6.167346078278513e-10,0.0
1902,0.0,0.0
1903,0.0,0.0
1904,3.5611360527099123e-09,0.0
1905,0.0,5.128106383978093e-09
1906,0.0,0.0
1907,1.1367379260107668e-09,0.0
1908,1.0849728893091992e-09,0.0
1909,4.246246021466504e-09,0.0
1910,2.3593433873259073e-09,0.0
1911,0.0,1.1743620520476838e-09
1912,0.0,1.149544348599818e-09
1913,0.0,5.851100159937062e-10
1914,0.0,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,3.791309044487434e-09
1919,0.0,0.0
1920,0.0,0.0
1921,8.356959568800448e-10,0.0
1922,4.071943227046404e-09,0.0
1923,0.0,0.0
1924,7.124528078605863e-09,0.0
1925,0.0,0.0
1926,0.0,1.2345703348515258e-09
1927,0.0,0.0
1928,0.0,0.0
1929,0.0,0.0
1930,2.325158732219279e-09,0.0
1931,2.5257091973429624e-09,0.0
1932,0.0,0.0
1933,0.0,0.0
1934,0.0,0.0
1935,0.0,0.0
1936,0.0,0.0
1937,0.0,0.0
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,0.0
1947,1.3167827939142285e-09,0.0
1948,1.2032065344058651e-09,0.0
1949,0.0,0.0
1950,2.35255281921809e-09,1.176276409609045e-09
1951,0.0,0.0
1952,0.0,1.1680282296921973e-09
1953,0.0,0.0
1954,0.0,1.0806723294010112e-09
1955,3.1163478464435457e-09,0.0
1956,9.646891063752605e-10,2.894067208103479e-09
1957,0.0,0.0
1958,0.0,0.0
1959,8.574415621964704e-10,8.574415621964704e-10
1960,2.296009715685443e-09,0.0
1961,1.533625781924286e-09,0.0
1962,0.0,1.3988515901175447e-09
1963,1.4264366354765912e-09,0.0
1964,1.3422626343739807e-09,0.0
1965,0.0,2.413545363566527e-09
1966,3.055287467468304e-09,0.0
1967,1.08637732143535e-09,0.0
1968,0.0,4.940934328345747e-10
1969,4.992740665343831e-10,4.992740665343831e-10
1970,1.5173632350595767e-09,2.0231509800794356e-09
1971,0.0,0.0
1972,0.0,4.522403340700976e-09
1973,6.093281434971232e-10,1.8279844304913695e-09
1974,6.21929008293165e-10,3.1096449859546738e-09
1975,3.157783368124001e-09,0.0
1976,0.0,0.0
1977,1.2989321840350954e-09,0.0
1978,4.580428647482648e-09,0.0
1979,6.441445155047631e-10,0.0
1980,0.0,5.635500510692282e-09
1981,6.962825871426048e-10,0.0
1982,0.0,1.3637428963875209e-09
1983,0.0,0.0
1984,0.0,0.0
1985,2.6433655264668232e-09,0.0
1986,1.316708742038486e-09,0.0
1987,2.01410399469637e-09,0.0
1988,0.0,0.0
1989,4.21946450002153e-09,6.027806587205475e-10
1990,6.566994947831972e-09,0.0
1991,4.500947392571675e-09,6.429924925832609e-10
1992,2.414014321772129e-09,0.0
1993,0.0,6.066071533972206e-10
1994,0.0,1.732010979083043e-09
1995,0.0,0.0
1996,0.0,0.0
1997,1.5702721345434156e-09,5.234240263440881e-10
1998,5.202560049433202e-10,0.0
1999,4.985142854074809e-10,4.985142854074809e-10
2000,0.0,1.4452057328639967e-09
2001,1.4332399711491917e-09,0.0
2002,0.0,4.77334616277858e-10
2003,9.075864504382025e-10,0.0
2004,0.0,0.0
2005,1.471480604031683e-09,0.0
2006,1.3462255754603802e-09,0.0
2007,0.0,3.926721614533335e-09
2008,1.859535192494377e-09,0.0
2009,5.21569676337208e-10,0.0
2010,0.0,0.0
2011,8.39285307918658e-10,8.39285307918658e-10
2012,0.0,0.0
2013,0.0,3.0801944328473496e-10
2014,4.790310370594852e-10,0.0
2015,2.4514165697375745e-10,0.0
2016,4.5849760099692105e-10,0.0
2017,0.0,5.57803969680748e-10
2018,2.86499379775762e-10,2.86499379775762e-10
2019,2.832501178051672e-10,0.0
