year,certains_DET essais_NOUN,certains_DET décès_NOUN
1800,3.144164484325529e-09,0.0
1801,4.7623650800687756e-08,0.0
1802,2.0140561218795483e-08,0.0
1803,7.801356893821776e-09,0.0
1804,0.0,0.0
1805,3.1271653710973624e-08,0.0
1806,3.7461699520235925e-08,0.0
1807,8.540865792383556e-09,0.0
1808,4.5321479902327155e-09,0.0
1809,0.0,0.0
1810,4.680253518074551e-09,0.0
1811,2.0056614147279106e-08,0.0
1812,0.0,0.0
1813,1.4378708002027452e-08,0.0
1814,3.1466771410748606e-09,0.0
1815,5.394447111228828e-09,0.0
1816,9.270415546325239e-09,0.0
1817,1.2454987263765815e-08,0.0
1818,1.907388313959757e-08,0.0
1819,1.3456365466346654e-08,0.0
1820,1.1866481131050932e-09,0.0
1821,1.97229765852569e-09,8.875339574387908e-09
1822,0.0,0.0
1823,0.0,0.0
1824,5.052667617633233e-09,0.0
1825,1.584979791857677e-08,0.0
1826,3.5231937367541377e-09,0.0
1827,2.027800150017356e-08,0.0
1828,3.668920500743411e-09,0.0
1829,1.2002446592163096e-08,0.0
1830,2.0873671680021744e-09,0.0
1831,0.0,0.0
1832,1.3529969367098715e-09,0.0
1833,1.737544208513242e-08,0.0
1834,2.8003592777992026e-09,0.0
1835,3.025235173481633e-09,0.0
1836,1.2769425516978572e-08,0.0
1837,1.530736071231331e-08,0.0
1838,1.1361891649741551e-08,0.0
1839,1.0487212875887053e-08,0.0
1840,3.1848443882154243e-09,0.0
1841,6.420548537278137e-09,0.0
1842,8.720745015011744e-09,0.0
1843,6.497602011990011e-09,0.0
1844,1.5916826967554698e-08,0.0
1845,1.3950569588416784e-08,0.0
1846,2.1076203893244383e-08,0.0
1847,1.833696039454935e-08,5.393223645455691e-10
1848,4.183515400768556e-08,0.0
1849,6.703531951757213e-09,0.0
1850,2.7155984128057753e-08,0.0
1851,1.096404611544699e-08,0.0
1852,2.9948509450150596e-08,0.0
1853,2.7470886010405593e-08,1.7915795513800958e-09
1854,2.597832238215858e-08,5.7152309551611324e-09
1855,2.600399184871094e-08,5.306937111981824e-10
1856,2.7439103433835044e-08,2.0708756931497874e-09
1857,1.806158356210119e-08,0.0
1858,8.808616946964776e-09,0.0
1859,1.171199848215565e-08,0.0
1860,1.51047069019139e-08,0.0
1861,2.169343338298546e-08,0.0
1862,2.3041730412565187e-08,0.0
1863,2.1976330977224734e-08,1.4983863039219614e-09
1864,1.6781547707012123e-08,0.0
1865,1.6473954644879996e-08,0.0
1866,1.9949013552178485e-08,9.731225825149181e-10
1867,2.620518202434141e-08,0.0
1868,8.89177353968762e-09,4.93987406535723e-10
1869,3.418463423443541e-08,1.4650557433881772e-09
1870,1.8922360567330543e-08,5.734048791339319e-10
1871,4.142259157902117e-08,1.3807530230280918e-08
1872,4.354084381930079e-08,0.0
1873,1.4366410616695191e-08,5.986004469882289e-10
1874,4.361464522872893e-08,1.7923826867161097e-09
1875,4.4627912920702784e-08,1.1443054281912168e-09
1876,4.1112901083550923e-08,6.04601479992084e-10
1877,2.8450154232473324e-08,8.040260901509555e-09
1878,3.9254076433792306e-08,5.4351798062235446e-09
1879,3.84887507420828e-08,0.0
1880,1.5402831232691483e-08,1.9253538763308597e-09
1881,3.277078564067892e-08,0.0
1882,4.592215807619482e-08,0.0
1883,4.549923871000061e-08,0.0
1884,4.027034972153842e-08,3.300848483434038e-09
1885,5.9299847698923713e-08,0.0
1886,4.58195934527339e-08,1.2906927748801422e-09
1887,4.113222606960676e-08,0.0
1888,5.452928775184773e-08,6.340614699951175e-10
1889,6.828998966312838e-08,1.2530273485467092e-09
1890,7.865263640383091e-08,9.831579994568074e-09
1891,8.031517140238975e-08,6.374220040683554e-10
1892,9.59082413487522e-08,1.8805537127519756e-09
1893,8.683367314077373e-08,1.847525021858587e-09
1894,6.994708856566945e-08,1.8904617871129403e-09
1895,5.8982421613507086e-08,2.4074457982692365e-09
1896,6.014969367029721e-08,1.7691086373616827e-09
1897,6.11804917838299e-08,5.826713556089658e-10
1898,7.69536242506419e-08,5.6583548957434e-10
1899,1.0004916717321066e-07,4.4220627160029835e-09
1900,7.319385231241426e-08,5.19105292084987e-09
1901,6.594712020913107e-08,8.38310842965484e-09
1902,7.856454153909453e-08,2.455141923096704e-09
1903,6.858279810728618e-08,3.2401321625741275e-09
1904,1.150169763874942e-07,2.6873125946735854e-09
1905,9.134543366151604e-08,6.708986699521802e-09
1906,1.1522973508704126e-07,7.716276506641861e-09
1907,1.013140127348322e-07,5.142843373384665e-10
1908,1.2818725636520867e-07,1.4734167219643268e-09
1909,9.51670138249483e-08,4.950885035270858e-09
1910,1.0688301621541996e-07,8.016226016316352e-09
1911,1.0427933450074534e-07,5.852411444351446e-09
1912,9.324863992077326e-08,3.125652625612929e-09
1913,1.2886265476907965e-07,0.0
1914,1.2121106429674455e-07,6.696743604095445e-09
1915,8.482148583510707e-08,1.1780761921542648e-09
1916,5.933229552113062e-08,3.2962386153911893e-09
1917,7.457168571534112e-08,1.6449636319748606e-08
1918,1.3094468798158232e-07,1.1486376294556067e-09
1919,1.1693967483239476e-07,6.4454939163738345e-09
1920,1.5598797098448358e-07,2.2716695191604686e-09
1921,1.2419305761568467e-07,3.7863738810983705e-09
1922,1.1288241186235837e-07,2.2133805899215986e-09
1923,1.422537057038653e-07,6.369568872344189e-09
1924,1.0957880824946642e-07,3.867487219366694e-09
1925,1.1988013604025127e-07,1.0998177923937646e-09
1926,1.3375366059165117e-07,5.573069228326233e-09
1927,1.0591763466294424e-07,1.1149224654616319e-08
1928,1.4511071988465574e-07,1.1426041224282812e-09
1929,1.0026365782067614e-07,1.0026365515614089e-08
1930,1.7435981725100191e-07,9.453243188239924e-09
1931,1.265994571397755e-07,3.4216069977333063e-09
1932,1.6877686270788672e-07,5.4797681947604815e-09
1933,1.8238352339494668e-07,3.4411986593596566e-09
1934,1.5815685650011346e-07,3.5944740517379614e-09
1935,1.8909888410689746e-07,7.180970484910176e-09
1936,2.2794463916397945e-07,1.4549657034734764e-08
1937,2.052352314763084e-07,5.036447148221157e-09
1938,1.6076866060643624e-07,7.779128452511941e-09
1939,2.4623420813441044e-07,6.117620188206274e-09
1940,1.673616729647165e-07,7.607348528892999e-09
1941,1.7413865549542606e-07,0.0
1942,1.79018490698013e-07,1.517105907566929e-08
1943,2.0032323178043043e-07,1.7419411690866582e-08
1944,2.0885710227958043e-07,1.6065930807940276e-08
1945,2.3963544037997053e-07,4.357008087652048e-09
1946,1.5730848446082746e-07,5.568441707737293e-09
1947,1.6570010430427828e-07,4.7683483828109274e-09
1948,1.9460679112626167e-07,6.523132922708896e-09
1949,1.7768784843497087e-07,8.835307596655184e-09
1950,2.4354978478413614e-07,7.444753036267571e-09
1951,1.9830206809956508e-07,1.5992102864181845e-08
1952,2.4463945180741575e-07,8.435843135146115e-09
1953,2.0793487287562584e-07,2.1547654771580937e-09
1954,1.9251896787864098e-07,1.9545072227344917e-09
1955,2.581042082283602e-07,6.569925492527773e-09
1956,2.3285448236265438e-07,1.2209598665435806e-08
1957,2.1910893721610591e-07,6.184526224473075e-09
1958,2.498217490654042e-07,6.617794590102477e-09
1959,2.2787197906382062e-07,8.525822381422188e-09
1960,2.2700333701664022e-07,4.152500121534786e-09
1961,1.9037956100476094e-07,6.948159270159238e-09
1962,2.447995228749278e-07,9.512934662225803e-09
1963,2.0303407666233397e-07,4.526237384894216e-09
1964,2.105053020784453e-07,7.909158661334459e-09
1965,2.013711970505483e-07,6.566452104284082e-09
1966,1.9829887420996783e-07,1.1632056873267516e-08
1967,1.755199505737437e-07,4.930335639752315e-09
1968,1.6663152457851993e-07,4.491415683816058e-09
1969,1.644116283117114e-07,7.2668124850849836e-09
1970,1.6555409487750694e-07,1.0117195303749327e-08
1971,1.7624703296803546e-07,5.652237122788506e-09
1972,1.6519073220422342e-07,1.0773308467548759e-08
1973,1.692553563970023e-07,7.718485461882807e-09
1974,1.552657842296412e-07,7.313243344242437e-09
1975,1.427870053305469e-07,9.138367840222372e-09
1976,1.3769599327417836e-07,1.1998406601598788e-08
1977,1.4750722776568637e-07,1.2928919712607012e-08
1978,1.2297024021279412e-07,1.0099005187669263e-08
1979,1.211358515718075e-07,8.777959914496591e-09
1980,1.3473806959041212e-07,6.253665696398514e-09
1981,1.0879944944974795e-07,2.5302198669585607e-09
1982,1.0242379033797988e-07,2.0484758112004897e-08
1983,1.199910055760256e-07,8.84144257806696e-09
1984,1.2235907931312795e-07,1.0438215625185876e-08
1985,1.3775628104895077e-07,1.3234227269620646e-08
1986,1.037045951335358e-07,1.678455963105563e-08
1987,8.677360163744652e-08,1.0388388482773792e-08
1988,9.834348269066595e-08,2.098793838722912e-08
1989,8.396826611800634e-08,9.329807704183679e-09
1990,8.77232828599972e-08,1.5256222507531447e-08
1991,8.440509979834587e-08,5.275318515352012e-09
1992,8.705711973533425e-08,1.763182055913859e-08
1993,6.757833226345156e-08,1.1078414630105726e-08
1994,7.068401508547595e-08,6.329911705904578e-09
1995,8.83859456735081e-08,1.1387146947594573e-08
1996,8.594328715361144e-08,1.4412848692302305e-08
1997,7.384137568067217e-08,8.630809844589749e-09
1998,6.436974775425597e-08,1.668845217572823e-08
1999,5.210029474511657e-08,1.2339543276063125e-08
2000,6.582866873827697e-08,6.627047355323157e-09
2001,7.973805704608594e-08,8.3243023585311e-09
2002,5.8708367944859674e-08,1.1391176002462089e-08
2003,6.625407600324706e-08,2.0417922463877858e-08
2004,5.7702766120826254e-08,1.101197855124525e-08
2005,6.620511872057477e-08,2.026687329070853e-08
2006,6.423908338604178e-08,1.2353669420761548e-08
2007,5.432492145018841e-08,9.98619853476157e-09
2008,5.5346717431348225e-08,1.3623807304519175e-08
2009,5.006602288304407e-08,6.675469732542183e-09
2010,3.637320666882715e-08,1.2754241662804588e-08
2011,5.0858828704036796e-08,1.3001504650667073e-08
2012,3.812763083033133e-08,1.2936160143084408e-08
2013,3.151711336357721e-08,9.483025253942401e-09
2014,3.053277630726825e-08,9.094869746206768e-09
2015,2.7928849899439e-08,7.314698957650023e-09
2016,3.58341827322306e-08,8.699628351038768e-09
2017,3.194826314611987e-08,7.295272941298947e-09
2018,2.5556520899527868e-08,7.2281069463109304e-09
2019,2.9591458172717466e-08,8.673358253830088e-09
