year,sois_VERB en_ADP,sois_VERB dans_ADP
1800,1.2262241000371432e-07,1.477757365364596e-07
1801,3.309843918941624e-07,1.9525697325661895e-07
1802,2.0364345232337655e-07,1.1636768704192946e-07
1803,1.6967950955404376e-07,8.971560561121805e-08
1804,2.1999473176492756e-07,1.9527622896475805e-07
1805,2.2743022043414385e-07,2.388017206200743e-07
1806,3.4580028795971884e-07,1.5272846098923765e-07
1807,2.0213381901612593e-07,8.256169969911298e-08
1808,1.0650547466184435e-07,1.0197332933614689e-07
1809,2.4849336455190496e-07,1.1295152546608733e-07
1810,1.778496283577624e-07,1.4742798271072388e-07
1811,1.2535383575595915e-07,1.0529722516139373e-07
1812,1.9203899626063503e-07,1.653669143841796e-07
1813,2.5881675469463516e-07,1.3803560250380542e-07
1814,2.0768068509369186e-07,7.866692897096073e-08
1815,1.3216394734172354e-07,6.203614288935455e-08
1816,9.502176112619054e-08,1.7613788827475219e-07
1817,2.7089598120255687e-07,1.2454987086130132e-07
1818,2.5988165930357354e-07,1.645122438276303e-07
1819,3.8609417174484406e-07,1.1696686641471388e-07
1820,2.8479553293436766e-07,1.6375744671393022e-07
1821,3.2838755714692525e-07,2.1202200173320307e-07
1822,2.8773519034075434e-07,2.0753024898567674e-07
1823,2.777034922019084e-07,1.6602914210128716e-07
1824,3.974765263592417e-07,1.3389568565003174e-07
1825,2.535967666972283e-07,1.2239565716498646e-07
1826,1.8937166146315576e-07,1.1186139914354243e-07
1827,1.963279174788113e-07,1.0692036944703887e-07
1828,1.7610818758839741e-07,1.0915038473058303e-07
1829,1.8260864464991755e-07,7.372931332128019e-08
1830,2.3795985271135578e-07,1.3046044955444813e-07
1831,2.2919073217053665e-07,9.666548095310645e-08
1832,2.8277636943130346e-07,1.420646739136444e-07
1833,1.7722950929055514e-07,9.961920710566119e-08
1834,1.6708810335330782e-07,1.2601616106167057e-07
1835,2.465566808496078e-07,1.6865686092160104e-07
1836,2.2312890735065594e-07,1.3911952656542326e-07
1837,2.4004722831705294e-07,1.2176309382994077e-07
1838,2.2281930966983055e-07,8.90014852927834e-08
1839,2.7686240855473443e-07,9.508406151326199e-08
1840,1.7898824467010854e-07,1.178392423639707e-07
1841,1.1492782192590312e-07,1.0465493849309837e-07
1842,1.5764422300890146e-07,7.177843963646069e-08
1843,2.0201635209105007e-07,8.624090513942306e-08
1844,1.6685226000845432e-07,1.1855292308959875e-07
1845,1.5959452071001579e-07,1.1662676319135201e-07
1846,2.119329423067029e-07,1.1474822358970016e-07
1847,1.2620142797459266e-07,5.4471558819102484e-08
1848,1.4803208614466712e-07,6.275272768085927e-08
1849,1.349085749779988e-07,4.022119171054328e-08
1850,1.5207351111712342e-07,7.943125179821209e-08
1851,1.5994608304481517e-07,5.4175285146840224e-08
1852,1.6927418755585677e-07,1.054708369530033e-07
1853,1.6124215562740574e-07,7.584353389766818e-08
1854,1.8860261263853317e-07,7.429800030767097e-08
1855,2.3775078261678573e-07,8.17268315245201e-08
1856,2.0242809739556833e-07,1.1700447433149463e-07
1857,1.493741734748255e-07,9.42131255232681e-08
1858,2.0308755210862728e-07,1.091289725252409e-07
1859,1.8077214747336257e-07,8.096555581538212e-08
1860,1.4967390882247855e-07,8.60510563915895e-08
1861,2.1268996874823642e-07,9.431927705527698e-08
1862,2.36742479842178e-07,9.578131002219159e-08
1863,1.6981711326025106e-07,9.889349483760412e-08
1864,1.6829494597914163e-07,1.1795030729899736e-07
1865,2.1133730854216992e-07,1.2049521358470372e-07
1866,1.7175614175357623e-07,8.466166312448564e-08
1867,1.3345231764105847e-07,1.0724713384036022e-07
1868,1.5313609935674322e-07,7.459209883098339e-08
1869,1.8508536925310182e-07,1.1183258707969657e-07
1870,1.6972784067093016e-07,9.747882856459e-08
1871,2.0711296144781954e-07,5.735435792963983e-08
1872,2.08028467341137e-07,1.1671365118814947e-07
1873,1.676081211599012e-07,8.320546118767425e-08
1874,1.654966723663165e-07,6.63181591309403e-08
1875,1.882382463236354e-07,7.781276661900094e-08
1876,1.6566080773827707e-07,1.1245587283603697e-07
1877,2.0162499936304812e-07,9.957553714912137e-08
1878,1.5460067004369193e-07,6.401433916281007e-08
1879,1.6983923956104263e-07,4.520900631632685e-08
1880,2.002367978093389e-07,9.498412589792338e-08
1881,1.4363365608005552e-07,8.29728415419062e-08
1882,2.049858665031934e-07,8.718554367348474e-08
1883,1.7630955539971183e-07,6.066565411133595e-08
1884,1.386356416333001e-07,9.968562419970795e-08
1885,1.1731057014685575e-07,8.121500649771463e-08
1886,1.2261581616712647e-07,5.227305827082418e-08
1887,1.416776598262004e-07,4.439668899181015e-08
1888,1.204716824076968e-07,3.6141505121989326e-08
1889,1.4723070762556745e-07,7.142256075454156e-08
1890,1.415747448163529e-07,8.192982869914545e-08
1891,1.1728565141311265e-07,5.099375977035692e-08
1892,1.5608596015681542e-07,5.7670312303415017e-08
1893,9.91505046954444e-08,4.126139080407043e-08
1894,1.2792125403393584e-07,7.624862208288619e-08
1895,1.1194622828725187e-07,4.513960716323595e-08
1896,1.0260830407560206e-07,4.363801486828578e-08
1897,1.1070756045228336e-07,6.58418617405232e-08
1898,1.2391797099553514e-07,5.035935757291554e-08
1899,1.1939569333208055e-07,6.964748422433331e-08
1900,1.256234867241801e-07,5.606337438734954e-08
1901,1.4363058653543703e-07,4.52687843321975e-08
1902,1.0949933226811481e-07,3.977329826598819e-08
1903,1.4418587568343355e-07,5.1842114823230645e-08
1904,1.343656350627498e-07,5.159640270591126e-08
1905,1.0682771289793891e-07,6.296125737437208e-08
1906,8.539346652014501e-08,3.446603713541663e-08
1907,1.2497109480591462e-07,5.0399865614281225e-08
1908,1.2867839416230709e-07,6.777716987649285e-08
1909,1.2322203701842227e-07,7.536347634840013e-08
1910,9.779795817621562e-08,5.71824116946118e-08
1911,9.523469657324313e-08,5.479985332179638e-08
1912,1.1408632616394243e-07,5.990834384128618e-08
1913,1.2090816881027422e-07,5.09087019207044e-08
1914,1.3125617215337115e-07,4.352883264946428e-08
1915,8.010918151057922e-08,2.3561524176152204e-08
1916,9.668966782783173e-08,5.273981784625903e-08
1917,1.1295416868506436e-07,3.838248474608008e-08
1918,8.959373332118048e-08,4.824278221349232e-08
1919,9.484083562938395e-08,3.867296172188617e-08
1920,1.0525402416305951e-07,6.057785384427916e-08
1921,8.330022183145047e-08,5.073740894090406e-08
1922,1.0476668421688373e-07,5.828569005217332e-08
1923,1.5180805235104344e-07,9.978990878067862e-08
1924,1.9208520996016887e-07,5.801231128810258e-08
1925,1.4957521443648147e-07,4.619234839076114e-08
1926,1.4601441478134802e-07,6.35329868714507e-08
1927,1.705831351728193e-07,6.020581289067906e-08
1928,1.3368467932650674e-07,3.884854038460617e-08
1929,1.5262357067058474e-07,6.238627747734427e-08
1930,1.344461253438567e-07,6.30216245856019e-08
1931,1.1519410492155657e-07,4.1059284860978096e-08
1932,1.249387224788734e-07,4.055028668403793e-08
1933,1.422362174707814e-07,3.441198770381959e-08
1934,1.4737344145032694e-07,6.350237491403732e-08
1935,1.2686381012372294e-07,5.505410882733486e-08
1936,1.0306007425242569e-07,4.243650186808168e-08
1937,1.44797851930889e-07,5.9178255185088346e-08
1938,1.0890779833516717e-07,4.148868626430158e-08
1939,1.0858775567612611e-07,7.18820407641374e-08
1940,1.141102288215734e-07,5.0715659227762444e-08
1941,1.3576911328527785e-07,8.559357667081713e-08
1942,1.061974117533282e-07,4.5513175450651033e-08
1943,1.335488235554294e-07,8.419382169222445e-08
1944,1.0603514510876266e-07,8.354284375400312e-08
1945,1.524952892850706e-07,6.317661416233022e-08
1946,1.7122958695381385e-07,9.32713959400644e-08
1947,2.0146272561305523e-07,8.583027044650748e-08
1948,1.2720109054953355e-07,5.7621006410712994e-08
1949,1.3056620673523867e-07,6.773735428122762e-08
1950,1.4889505450810248e-07,5.317680873417885e-08
1951,1.5885488835465367e-07,7.143139102439022e-08
1952,1.1177492353908747e-07,5.1669537426413115e-08
1953,1.6053002127591753e-07,6.141081554389416e-08
1954,1.417017756466521e-07,8.502106396690579e-08
1955,1.389069979040869e-07,4.598947711542678e-08
1956,1.5785266782586405e-07,5.232685040823526e-08
1957,1.510791491909913e-07,4.152467597551279e-08
1958,1.5138205355924583e-07,6.865961976743051e-08
1959,1.3408794075076003e-07,5.968075811324525e-08
1960,1.4256916358590388e-07,6.297958166090467e-08
1961,1.6606099961791188e-07,8.059864731180255e-08
1962,1.1415521328217437e-07,6.849313011203506e-08
1963,1.868689452066974e-07,6.98333779691751e-08
1964,1.8069385987473652e-07,6.570686028606332e-08
1965,1.2749860900385102e-07,7.223096903929971e-08
1966,1.3459951730965258e-07,5.982200823595463e-08
1967,1.4988219732003927e-07,8.135053897184719e-08
1968,1.4372530188211385e-07,7.321007486349451e-08
1969,1.3670691600964346e-07,5.9497027971033845e-08
1970,1.200267263357091e-07,6.62216437241625e-08
1971,1.397644098233286e-07,8.015900165858625e-08
1972,1.4107904178217723e-07,4.206720372046391e-08
1973,1.2404709082147747e-07,6.395316631824244e-08
1974,1.2038722729812434e-07,5.1755260577213136e-08
1975,1.0794697402616293e-07,4.512069295969923e-08
1976,1.4626628797032026e-07,4.627956839975411e-08
1977,8.521333683120247e-08,5.7592463242883696e-08
