year,sois_VERB en_ADP,sois_VERB dans_ADP
1978,1.4019795457898e-07,5.108908696094261e-08
1979,1.0592071930659586e-07,6.495690463292902e-08
1980,1.3416955368938943e-07,5.002932601527732e-08
1981,1.201854473720232e-07,4.427884547908434e-08
1982,1.5394606123209087e-07,5.8350521414674006e-08
1983,1.3072704518890532e-07,4.610180570630007e-08
1984,1.0844146203226046e-07,5.103127476147051e-08
1985,1.2813138994260953e-07,5.895246923959263e-08
1986,1.2348640154868917e-07,4.915478074574153e-08
1987,1.4971500661431492e-07,5.1330862782528186e-08
1988,1.3792073616514244e-07,6.176450279005152e-08
1989,1.317149269652873e-07,5.872290709252326e-08
1990,1.0842815356681967e-07,5.557624010998907e-08
1991,1.2895223733266903e-07,6.682070063934731e-08
1992,1.239737486002923e-07,5.4548447536717504e-08
1993,1.3072529725377535e-07,7.256361733709582e-08
1994,1.2396077408993733e-07,6.593658219422593e-08
1995,1.312233166572696e-07,6.994961559980695e-08
1996,1.483989677808495e-07,5.444854056513293e-08
1997,1.5391611896120594e-07,6.616954273397369e-08
1998,1.4638156642376998e-07,5.769436262070826e-08
1999,1.2750861344557052e-07,5.529943339355192e-08
2000,1.6346716336101963e-07,6.936309171479138e-08
2001,1.353794374381323e-07,7.535684587445246e-08
2002,1.71743877785957e-07,7.535700818905866e-08
2003,1.854280640145589e-07,7.792146172747039e-08
2004,1.4888193788920034e-07,7.267905322017043e-08
2005,1.7249361405902164e-07,6.935774710115084e-08
2006,1.680099046552641e-07,7.000412605151496e-08
2007,2.404676706646569e-07,7.0702285581703e-08
2008,2.3799087500719907e-07,9.919834231819635e-08
2009,2.369791616274597e-07,1.0251614224188188e-07
2010,3.7365202842920553e-07,1.4407568649232871e-07
2011,3.747492485217663e-07,1.6596037943905628e-07
2012,4.87488989620033e-07,1.7055306189561747e-07
2013,5.567093808167556e-07,2.1253132587162327e-07
2014,6.035095907463983e-07,2.005202239807602e-07
2015,6.414769018192601e-07,2.072497968796938e-07
2016,6.798138088015548e-07,2.1935491201219293e-07
2017,7.873863410168269e-07,2.7218915032989344e-07
2018,8.061920766522235e-07,2.904149942750678e-07
2019,8.237139468292298e-07,3.247407320827733e-07
