year,leurs_DET âmes_NOUN,leurs_DET ames_NOUN,leurs_DET dames_NOUN
1908,1.3540699299596781e-06,7.317969785702871e-08,1.1345308958965461e-07
1909,1.5039689387208455e-06,4.290767208203761e-08,1.1442045533271994e-07
1910,1.5027751949503454e-06,6.519863859910657e-08,9.298822123415817e-08
1911,1.423200096439814e-06,7.608134722225657e-08,1.1279192824176221e-07
1912,1.3367375188977348e-06,5.209421310992113e-08,1.281517625351114e-07
1913,1.411125563066662e-06,3.977242246655521e-08,1.2674146065982939e-07
1914,1.5389117606900982e-06,1.0513887893637275e-07,9.37544131218715e-08
1915,1.7317720413245752e-06,3.180805707714285e-08,5.654765888873925e-08
1916,1.8909422436763634e-06,3.186364039287071e-08,8.240596516273513e-08
1917,1.768884231978518e-06,5.2638837289009643e-08,6.250861661616369e-08
1918,1.7275510231229418e-06,2.9864577477667353e-08,1.4817425952884378e-07
1919,1.6537295124408047e-06,1.8415696523277347e-08,6.813807740257971e-08
1920,1.372088334505861e-06,5.4520069348029665e-08,7.799398415997416e-08
1921,1.4925885345462575e-06,2.877644034171567e-08,1.1207665906454167e-07
1922,1.4372217869151882e-06,4.3529819471199716e-08,8.115728977742265e-08
1923,1.347163774312321e-06,7.00652584839645e-08,1.4013050986250164e-07
1924,1.5276574885092487e-06,5.156649751647535e-08,1.0313299281250465e-07
1925,1.6508265474612926e-06,7.698724391325129e-08,1.143810492987285e-07
1926,1.3353074024280431e-06,6.018914844307943e-08,1.2929520920579307e-07
1927,1.3602054096395477e-06,3.567751982735956e-08,1.6500853083911693e-07
1928,1.118609439743068e-06,6.170062416543942e-08,1.0169176878349617e-07
1929,1.0939878869464792e-06,5.013182802215965e-08,1.2365851320694787e-07
1930,1.0629646922666325e-06,4.306477274784726e-08,1.3444612756430274e-07
1931,1.0789467843608236e-06,7.641589050422226e-08,1.357237415788859e-07
1932,1.0564993857542504e-06,7.12369884192654e-08,1.1397917853983586e-07
1933,9.704179966263382e-07,5.5059179437932926e-08,8.029463227643419e-08
1934,1.0423974856621498e-06,4.7926320689839486e-08,5.6313426810561396e-08
1935,9.658405133450287e-07,6.821921960664667e-08,1.3643843388422283e-07
1936,9.323905452163217e-07,3.8799086166108054e-08,9.093535968673905e-08
1937,8.763418044566151e-07,2.266401233352866e-08,8.436049325766248e-08
1938,9.581293554106196e-07,4.148868781861381e-08,1.1279736733538215e-07
1939,9.130548264124627e-07,4.7411557346777045e-08,1.2694061712892335e-07
1940,6.643751166990342e-07,5.3251442144741645e-08,6.085878978545622e-08
1941,9.326748333648993e-07,9.149658275475758e-08,1.3281761912509182e-07
1942,1.1196242013511437e-06,1.517105863158008e-08,7.282108338557691e-08
1943,1.1700038164974558e-06,3.4838822493554744e-08,1.335488235554294e-07
1944,8.675602600760612e-07,1.927911696952833e-08,8.675602458652065e-08
1945,8.801156319293568e-07,3.267756065739036e-08,8.278315410947812e-08
1946,9.24361330589818e-07,3.3410651134602176e-08,7.795818568467894e-08
1947,1.0204266089886005e-06,3.695469952269548e-08,1.1563244606271894e-07
1948,8.882332132031934e-07,2.5005342907391537e-08,9.567261272103167e-08
1949,7.735802594055485e-07,1.865231580300275e-08,6.577395561535582e-08
1950,8.497653922745485e-07,3.6160228367165814e-08,8.93370386556569e-08
1951,7.889437085850659e-07,3.411648408224721e-08,8.848963517493758e-08
1952,7.065018863272599e-07,2.4253048791500476e-08,7.381362676639469e-08
1953,7.423167271980446e-07,2.5857184948741008e-08,8.29584703154751e-08
1954,6.821230424947089e-07,5.472620490110103e-08,7.427127712844594e-08
1955,6.429141148345252e-07,2.62797024142003e-08,9.104039300211753e-08
1956,7.186220827293255e-07,4.883839266334178e-08,1.2732866583320401e-07
1957,6.723463688018683e-07,4.240817974565658e-08,9.276789558754217e-08
1958,6.055282444350496e-07,2.233505791426893e-08,7.527741896495854e-08
1959,5.91382057990586e-07,5.1154935620800757e-08,7.595732842702319e-08
1960,6.304878965579519e-07,4.6369582840100065e-08,1.0381249793134373e-07
1961,6.878677591970472e-07,7.295567339138387e-08,1.1950833922469428e-07
1962,6.792235573982452e-07,5.707760736273215e-08,8.498221815145257e-08
1963,6.453121201843715e-07,2.9743844720542256e-08,1.1056951065846476e-07
1964,7.562372505987014e-07,9.673509765439903e-08,1.1742058525499033e-07
1965,7.9837111144343e-07,7.441978983058206e-08,1.4282033777845982e-07
1966,6.873991509337429e-07,6.81306198124787e-08,1.0025725050155643e-07
1967,6.744698826111062e-07,1.562916367436884e-07,1.2720265907262274e-07
1968,8.466318739408507e-07,1.0959054630443887e-07,1.2441222030368237e-07
1969,6.540131511911795e-07,1.1626899665273527e-07,8.901845394149177e-08
1970,6.962469640825475e-07,8.829552111677685e-08,9.335411865762921e-08
1971,7.466091354046966e-07,1.1612778028080584e-07,1.0019875240629972e-07
1972,5.612380835628983e-07,1.1029815810692511e-07,7.130904133845206e-08
1973,4.427102773263414e-07,6.22992017973445e-08,8.655730088236169e-08
1974,4.871745176160402e-07,7.144475955289664e-08,6.58191883218251e-08
1975,4.774797357498528e-07,3.484002819575949e-08,7.082235553568239e-08
1976,4.88506557871915e-07,6.056338452964383e-08,6.456285417399954e-08
1977,4.2312829329205215e-07,5.1715678683894595e-08,1.1400956445584143e-07
1978,5.049502735943179e-07,4.930690877813504e-08,8.792074979169229e-08
1979,5.184848532735487e-07,4.6815787246856644e-08,7.72460495568339e-08
1980,5.11095027633246e-07,4.54812042471886e-08,1.4269728532134707e-07
1981,4.826394341961304e-07,4.870673031565076e-08,8.539492024617346e-08
1982,4.92254942585646e-07,5.2143018680617104e-08,6.269577168538376e-08
1983,4.13021682632575e-07,2.5892795019188952e-08,6.567928778622445e-08
1984,5.166916317023151e-07,3.8853355421863967e-08,5.219107690468405e-08
1985,4.860570808062903e-07,3.007778959229768e-08,5.895246923959263e-08
1986,5.790672972239008e-07,3.356911842944399e-08,8.392279771118893e-08
1987,4.564780233806687e-07,3.360949296649096e-08,6.844114563975268e-08
1988,4.6113498708422185e-07,3.298104522819756e-08,5.936588443056223e-08
1989,5.043584447861349e-07,5.872290853581319e-08,5.7625284100026875e-08
1990,4.778466884403088e-07,4.086488392118781e-08,4.3589206133454184e-08
1991,4.185086064367738e-07,6.037309213668962e-08,7.85436338190948e-08
1992,4.799161423818532e-07,3.1957675727944945e-08,6.281336439872831e-08
1993,4.802492927780122e-07,3.766661171855645e-08,9.361260389084691e-08
1994,5.53339800646313e-07,6.540908836782933e-08,5.644171308105683e-08
1995,5.194707686229094e-07,3.8499400001335005e-08,4.7717568119054476e-08
1996,4.766916461562687e-07,8.00713857440627e-08,8.434185350125745e-08
1997,5.226434822702686e-07,2.5892430310925363e-08,3.596170772279805e-08
1998,5.144811332513655e-07,5.5787111374883125e-08,6.484655745708778e-08
1999,5.328854602026922e-07,4.06747895920212e-08,7.220917908057345e-08
2000,5.085154537454173e-07,5.257457635909901e-08,5.036555750237426e-08
2001,5.012106498725188e-07,4.3373996810869286e-08,6.089884285742642e-08
2002,5.520339207976122e-07,3.548789445639855e-08,6.04608558774089e-08
2003,5.950366084306324e-07,3.7085613413534446e-08,7.250445932527327e-08
2004,5.087534056258392e-07,2.8631143872415166e-08,6.69528303909317e-08
2005,5.548619448347836e-07,3.648037250059133e-08,5.4495369994356224e-08
2006,5.283252768606417e-07,2.8825229980711242e-08,5.84740358355873e-08
2007,6.195437798339753e-07,4.833320232933147e-08,6.790615358909236e-08
2008,5.862494631969639e-07,4.683183491005494e-08,5.151502174838285e-08
2009,6.675469421679736e-07,3.9099177895352e-08,5.864876873040714e-08
2010,6.04645524759917e-07,2.125706816125117e-08,5.385124168810762e-08
2011,5.961572036028429e-07,1.797266777070483e-08,6.73019051600221e-08
2012,7.557441179528723e-07,1.4297861811174428e-08,8.987227451129343e-08
2013,8.42315770910318e-07,7.251725164802991e-09,1.0208197664951513e-07
2014,8.999590122016343e-07,4.5474349286145355e-09,9.311414284063346e-08
2015,9.775097495889895e-07,5.098123367908158e-09,9.420445445940118e-08
2016,1.1220449422921774e-06,1.615645275898636e-08,9.44531035607099e-08
2017,8.532953508222363e-07,1.031400623241474e-08,5.7607500325573824e-08
2018,9.618544893896797e-07,5.937373537268087e-09,9.035133347046198e-08
2019,1.055088588941544e-06,3.06118530524202e-09,7.270314883456308e-08
