year,seuls_ADJ essais_NOUN,seuls_ADJ décès_NOUN
1865,3.765475486972036e-09,4.706844358715045e-10
1866,7.784980660119345e-09,0.0
1867,4.367530337390235e-09,0.0
1868,9.385760613156435e-09,4.44588676984381e-09
1869,7.813630631403612e-09,0.0
1870,9.17447806614291e-09,0.0
1871,1.274541272522356e-08,0.0
1872,1.3304146229131675e-08,0.0
1873,1.7359413462259e-08,0.0
1874,6.572069999322139e-09,0.0
1875,5.721527251978387e-09,0.0
1876,5.441413541973361e-09,0.0
1877,1.2369631985365004e-09,0.0
1878,7.2469061862534545e-09,6.039088673581716e-10
1879,1.221865053580018e-09,3.0546627449723474e-09
1880,9.626769603698904e-09,1.2835692508872398e-09
1881,9.064259565150223e-09,4.8807553554297556e-09
1882,9.983077475794744e-09,6.655385131892899e-10
1883,6.951272890631799e-09,0.0
1884,2.6406787867472303e-09,0.0
1885,3.86738152613475e-09,5.156508553483263e-09
1886,4.5174246565693466e-09,0.0
1887,5.876032105334161e-09,0.0
1888,6.974675947901687e-09,5.706553452000662e-09
1889,1.9421923624918236e-08,0.0
1890,1.5075089621063853e-08,0.0
1891,1.784781566982474e-08,0.0
1892,7.522214851007902e-09,0.0
1893,1.4780200174868696e-08,6.158416554491453e-10
1894,1.5123694296903523e-08,3.150769645188234e-09
1895,7.824199066419624e-09,6.018614495673091e-10
1896,1.2973464080801023e-08,5.89702897624278e-10
1897,4.078699600285063e-09,5.826713334045053e-09
1898,1.867257104493092e-08,5.6583548957434e-10
1899,1.9899282222013426e-08,4.9748205555033564e-09
1900,1.0382106063744345e-08,2.07642125715779e-09
1901,1.956058603980182e-08,1.1177477832191585e-09
1902,1.5712908307818907e-08,4.910283846193408e-10
1903,9.1803746826713e-09,0.0
1904,1.3974025492302644e-08,5.912087708281888e-09
1905,6.708986699521802e-09,2.580379465655369e-09
1906,1.5432553013283723e-08,1.0288369045596824e-09
1907,1.2857108266928208e-08,2.5714217422034835e-09
1908,2.0627833663411366e-08,2.4556945366072114e-09
1909,2.4204327431220918e-08,5.500983557560346e-10
1910,2.672075360976578e-08,4.809735720812114e-09
1911,6.916486494645824e-09,1.0640748282497725e-09
1912,6.772247651554153e-09,1.5628263128064646e-09
1913,7.42418571064718e-09,2.121195885607108e-09
1914,1.0714790221744153e-08,3.3483718020477227e-09
1915,1.1780761921542648e-09,2.3561523843085297e-09
1916,1.7579939282086343e-08,9.888715624128963e-09
1917,8.773139548168274e-09,1.0966424435210342e-09
1918,6.89182577673364e-09,0.0
1919,1.3811772170413406e-08,3.6831393490643904e-09
1920,9.843901693784574e-09,6.057785384427916e-09
1921,1.5145495524393482e-08,0.0
1922,1.4018077365562931e-08,0.0
1923,1.8047112249064412e-08,0.0
1924,2.9650736976805092e-08,2.578324886925998e-09
1925,1.7597084678300234e-08,2.1996355847875293e-09
1926,8.916910765321973e-09,0.0
1927,2.1183527820767267e-08,1.1149224876660924e-09
1928,2.9707706517001498e-08,3.4278122562625413e-09
1929,8.912325100141061e-09,5.570202965543558e-09
1930,2.2057568216382606e-08,3.1510811737689437e-09
1931,1.4826963656844327e-08,5.7026783295555106e-09
1932,1.8631212128639163e-08,2.1919073223131136e-09
1933,2.064719240024715e-08,1.1470662197865522e-09
1934,1.5576054224197833e-08,0.0
1935,2.8723881939640705e-08,0.0
1936,1.091224310911798e-08,7.274828739411987e-09
1937,1.888667711114067e-08,1.2591118148108649e-09
1938,1.2965214679638848e-08,5.186085783037697e-09
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,2.3612020783048138e-08,0.0
1942,1.2136847082899749e-08,9.102635090130207e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,6.535512131478072e-09,6.535512131478072e-09
1946,1.2528993842408909e-08,4.1763312808029696e-09
1947,9.536696765621855e-09,5.960435700558264e-09
1948,5.435944139264848e-09,2.174377566888097e-09
1949,1.570721330779179e-08,9.817008317369869e-10
1950,1.4889506516624351e-08,1.0635361480382244e-09
1951,1.0661401539380222e-08,5.330700769690111e-09
1952,2.1089608281954497e-08,2.1089607837865287e-09
1953,2.693456835345387e-08,2.1547654771580937e-09
1954,2.34540866728139e-08,1.2704297169818801e-08
1955,1.8771215692936494e-08,2.815682353940474e-09
1956,7.849027205963921e-09,4.360570571293465e-09
1957,1.4136060322300636e-08,2.6505113659425206e-09
1958,7.445019267748876e-09,8.272243334772611e-09
1959,2.015194411342236e-08,5.425523585955716e-09
1960,1.314958364417862e-08,8.997083078554624e-09
1961,1.8760030306985698e-08,2.779263708063695e-09
1962,2.2196847748734427e-08,1.2683912808952869e-09
1963,1.3578711488548834e-08,6.466053248388448e-10
1964,1.4601524211954597e-08,6.083968329129164e-10
1965,1.2585699593614663e-08,2.188817349590977e-09
1966,1.2185964237687585e-08,4.431259803538978e-09
1967,1.429797347185513e-08,3.451234853457663e-09
1968,1.392338955241712e-08,4.940557296606585e-09
1969,1.3171097990039016e-08,5.450109252791435e-09
1970,1.8854771965948203e-08,4.1388523719376735e-09
1971,1.2332153964678128e-08,2.569198631618974e-09
1972,1.3338381954497436e-08,3.0780880067027283e-09
1973,1.4334330167287135e-08,3.3079223804577396e-09
1974,9.563471792262135e-09,2.2502286700643026e-09
1975,1.028066431985053e-08,6.8537762132336866e-09
1976,1.314111219841152e-08,5.713526873840635e-10
1977,1.2928920156696222e-08,5.876781727920388e-09
1978,5.346532105932056e-09,4.752473081737207e-09
1979,1.9896708725042345e-08,5.266775904289034e-09
1980,9.096241093686785e-09,2.8425752862659692e-09
1981,1.0120879245789638e-08,3.795329828193417e-09
1982,1.8001757084995518e-08,6.207502289967692e-10
1983,8.209910973278056e-09,4.4207211225000265e-09
1984,1.0438215625185876e-08,4.059305780401701e-09
1985,1.0828004270990732e-08,2.4062232206745193e-09
1986,5.395036972721812e-09,2.997242676272549e-09
1987,7.332980445085013e-09,4.888653482026939e-09
1988,9.594486094499644e-09,1.1993107618124554e-09
1989,1.2073869015694072e-08,7.134558721588746e-09
1990,1.3621627603654929e-08,1.089730194969718e-09
1991,7.6199047072123e-09,5.2753188484189195e-09
1992,5.509944056569793e-09,6.060938417817852e-09
1993,6.093128224193833e-09,3.323524566667402e-09
1994,7.912389854425328e-09,2.1099706426497278e-09
1995,4.880205572987961e-09,3.253470381991974e-09
1996,1.1743802375008272e-08,3.736664311304594e-09
1997,3.835915585170824e-09,1.438468344439059e-09
1998,1.0966696883940585e-08,4.291316191284977e-09
1999,8.226361813967742e-09,3.656160929565999e-09
2000,5.743440834038438e-09,1.3254094488601709e-09
2001,6.571817756650944e-09,2.6287270138425356e-09
2002,5.257465574004527e-09,4.381221607729913e-09
2003,4.583615265119079e-09,3.333538334260311e-09
2004,6.166707811061656e-09,1.3214374039449694e-09
2005,5.404499625605297e-09,1.3511248786457486e-09
2006,9.471146533712727e-09,4.941467679486777e-09
2007,8.787855249048349e-09,4.393927444112933e-09
2008,4.257439734089985e-09,4.257439734089985e-09
2009,3.814554005998616e-09,4.76819250749827e-10
2010,3.7790344187271785e-09,0.0
2011,4.5887662558641296e-09,7.64794394481072e-10
2012,1.3617010852229328e-09,2.382976926895708e-09
2013,3.0680376017500066e-09,1.6734750252211938e-09
2014,1.2343037703033133e-08,1.9489005964601347e-09
2015,3.103205470367243e-09,6.649726325136385e-10
2016,2.4856081637381067e-09,6.214020409345267e-10
2017,3.2702947017071438e-09,1.509366853724714e-09
2018,2.323319980845895e-09,1.290733298020541e-09
2019,1.607122257496485e-08,1.02039510174734e-09
