year,six_DET oies_NOUN,six_DET doigts_NOUN
1903,1.0800440541913758e-09,3.0241231741001684e-08
1904,2.1498500757388683e-09,2.203596238814498e-08
1905,6.708986699521802e-09,2.8900251081154238e-08
1906,3.0865106026567446e-09,2.623534101076075e-08
1907,6.1714118260169926e-09,3.239991386294605e-08
1908,7.367083831866239e-09,4.665819730576004e-08
1909,2.7504918342913243e-09,6.491160320365452e-08
1910,5.344150677544235e-10,3.7943468811363346e-08
1911,2.128149656499545e-09,3.458243114096149e-08
1912,1.0418842455450772e-09,5.261515312326992e-08
1913,0.0,4.401481490390324e-08
1914,2.678697486047099e-09,9.040603998755614e-08
1915,1.1780761921542648e-09,4.2410743361642744e-08
1916,0.0,1.4283700444650549e-08
1917,7.676497326691845e-09,2.0836205649743533e-08
1918,3.44591288836682e-09,3.331049214239101e-08
1919,9.207848372660976e-10,1.3811772170413406e-08
1920,7.572231730534895e-10,3.8618381381638756e-08
1921,4.543648568500203e-09,5.2251955651172466e-08
1922,2.951174193910333e-09,2.5084981203349344e-08
1923,4.246379248229459e-09,3.1847843473542525e-08
1924,1.289162443462999e-09,4.2542360745301266e-08
1925,2.1996355847875293e-09,5.27912540349007e-08
1926,1.1146138456652466e-09,4.56991671171636e-08
1927,2.2298449753321847e-09,2.0068604555945058e-08
1928,0.0,4.4561559775502246e-08
1929,1.1140406375176326e-09,2.33948540540041e-08
1930,6.302162347537887e-09,3.571225093423891e-08
1931,5.7026783295555106e-09,3.5356606531422585e-08
1932,3.2878609834696704e-09,3.06867029564728e-08
1933,0.0,2.7529589274877253e-08
1934,0.0,2.516131836216573e-08
1935,2.393656828303392e-09,2.6330225111337313e-08
1936,3.6374143697059935e-09,2.0612015205756506e-08
1937,7.554670666820584e-09,2.895957251780601e-08
1938,1.2965214457594243e-09,3.630260181353151e-08
1939,1.5294050470515685e-09,3.8235125288110794e-08
1940,0.0,6.846613587185857e-08
1941,5.9030051957620344e-09,3.246652724442356e-08
1942,1.2136847082899749e-08,4.247896612241675e-08
1943,1.1612940831184915e-08,4.935499831049128e-08
1944,6.4263723231761105e-09,2.2492303131116387e-08
1945,2.178504043826024e-09,2.832055301382752e-08
1946,8.352662561605939e-09,3.3410650246423756e-08
1947,1.1920870957027319e-09,2.8610090296865565e-08
1948,3.2615663503321457e-09,5.0010683594337024e-08
1949,7.853606653895895e-09,3.7304630495782476e-08
1950,1.0635361480382244e-09,3.93508372553697e-08
1951,2.1322803522849654e-09,4.904244832459881e-08
1952,6.326882129314981e-09,4.8506098693223976e-08
1953,1.0773827385790469e-09,9.69644453618912e-09
1954,1.9545072227344917e-09,4.88626810124515e-08
1955,0.0,4.880516257799172e-08
1956,0.0,3.0523995775411095e-08
1957,0.0,1.9437083054185678e-08
1958,2.4816730892496253e-09,2.8952852559882558e-08
1959,1.5501495642666896e-09,4.727956337546857e-08
1960,2.076250060767393e-09,4.15249985508126e-08
1961,2.08444772553662e-09,2.91822690456911e-08
1962,2.5367825617905737e-09,3.107558654846798e-08
1963,1.939815863494232e-09,3.427008365974871e-08
1964,4.867174663303331e-09,2.981144575642247e-08
1965,1.0944086747954884e-09,3.1190648286383293e-08
1966,1.1078149508847446e-09,2.6033651678858405e-08
1967,4.437302081328198e-09,2.859594694371026e-08
1968,4.0422742653145605e-09,2.2007936806289763e-08
1969,1.3625273131978588e-09,2.634219598007803e-08
1970,4.5987250119061684e-10,4.1388524607555155e-08
1971,6.679916619845017e-09,3.0316545718278576e-08
1972,3.0780880067027283e-09,2.1033601527165047e-08
1973,1.102640756478479e-09,1.6539610570021068e-08
1974,1.6876715580593782e-09,2.306484425673716e-08
1975,1.1422960355389478e-09,1.8847885030481848e-08
1976,1.7140580066410394e-09,3.6566571992580066e-08
1977,3.526069047854463e-09,2.291944944943225e-08
1978,1.7821774056514528e-09,2.316830638449119e-08
1979,1.7555920051037788e-09,3.5111838769807946e-08
1980,3.411090521154847e-09,3.865902442612423e-08
1981,2.5302198114474095e-09,2.909752794266751e-08
1982,2.483000915987077e-09,3.600351305976801e-08
1983,2.5261264191556165e-09,3.220811350956865e-08
1984,1.739702604197646e-09,1.9136727757995686e-08
1985,1.8046674155058895e-09,2.045289804186723e-08
1986,1.7983456945813714e-09,5.095312616276715e-08
1987,0.0,3.238733015109574e-08
1988,2.398621523624911e-09,2.0388283061834045e-08
1989,3.292873196336643e-09,2.3050112929468014e-08
1990,2.724325487424295e-09,3.0512445903241314e-08
1991,2.344586136349136e-09,4.1616402768340777e-08
1992,3.3059665005552574e-09,2.4794749364787094e-08
1993,0.0,3.822053074031828e-08
1994,2.6374632478010085e-09,2.479215588380157e-08
1995,3.253470381991974e-09,6.181593903420435e-08
1996,0.0,2.4021414191111035e-08
1997,2.8769365778558154e-09,4.027711497656128e-08
1998,1.43043876743576e-09,3.146965354972053e-08
1999,1.8280804647829996e-09,2.6050146928469076e-08
2000,1.3254094488601709e-09,4.5063920595111995e-08
2001,1.9277332619083154e-08,2.365854356867203e-08
2002,3.0668549366730247e-09,3.548789351270898e-08
2003,1.2500768753476166e-09,2.9168459647621603e-08
2004,1.7619165015858584e-09,5.1976535075937136e-08
2005,2.251874686720612e-09,3.602999498752979e-08
2006,4.1178899179428186e-09,3.211954080484247e-08
2007,2.3966877371606188e-09,3.2754730483475214e-08
2008,8.514879357157668e-10,2.8524846484856425e-08
2009,4.76819250749827e-10,3.766871969901331e-08
2010,9.447586046817946e-10,3.4011311100812236e-08
2011,1.911985902935953e-09,4.206369297321544e-08
2012,3.744677901096338e-09,4.765953676155732e-08
2013,3.068037435216553e-09,6.470769875477345e-08
2014,5.4136128913029324e-09,5.8033929661860384e-08
2015,2.881548111233201e-09,5.0759577874259776e-08
2016,1.6570720351438695e-09,5.696185212400451e-08
2017,2.0124891197959016e-09,9.30776167251679e-08
2018,7.744400065679002e-09,5.1887479202150644e-08
2019,3.316284080678855e-09,5.688702842121529e-08
