year,vingt - deux ans,vingt - deux dents
1943,1.4419063969484114e-06,0.0
1944,1.6114504930442308e-06,0.0
1945,1.7469534618896887e-06,2.4029620515619854e-09
1946,1.4411927473645392e-06,0.0
1947,1.576188999763417e-06,1.3167827939142285e-09
1948,1.4498638236659644e-06,1.2032065344058651e-09
1949,1.407171293266174e-06,7.571252069737966e-09
1950,1.54797975682186e-06,3.528829228827135e-09
1951,1.4241464469932907e-06,3.5397178521634487e-09
1952,1.4016338205635748e-06,5.840141259483289e-09
1953,1.4563802679390392e-06,0.0
1954,1.389744618052191e-06,1.0806723294010112e-09
1955,1.4885755099669495e-06,1.0387826154811819e-09
1956,1.403622643891822e-06,0.0
1957,1.235059489346213e-06,0.0
1958,1.3759972787852348e-06,0.0
1959,1.214994732379182e-06,1.7148831243929408e-09
1960,1.3829632408146608e-06,7.653365718951477e-10
1961,1.4768816676280494e-06,2.3004387283975802e-09
1962,1.4338229306076755e-06,4.895980509900255e-09
1963,1.3173142221489798e-06,0.0
1964,1.2704516247907804e-06,3.355656641446103e-09
1965,1.3358973767196858e-06,1.2067726817832636e-09
1966,1.3675466448148654e-06,0.0
1967,1.5182123505042e-06,4.888697890947924e-09
1968,1.5450301589226e-06,0.0
1969,1.3824898914549522e-06,3.994192532275065e-09
1970,1.3954683488748287e-06,0.0
1971,1.4007173874119871e-06,5.666332403286845e-10
1972,1.3657658257670846e-06,1.6959011972517146e-09
1973,1.346005888080981e-06,0.0
1974,1.1319107713347876e-06,1.8657870803906462e-09
1975,1.2245884555284192e-06,0.0
1976,1.2635359141199842e-06,2.5245472379253897e-09
1977,1.13266884937957e-06,1.2989321840350954e-09
1978,1.1915657935901436e-06,6.543469655007073e-10
1979,1.1124375234317085e-06,0.0
1980,1.1408757600861463e-06,1.2523334591563184e-09
1981,1.1516513573894827e-06,6.962825871426048e-10
1982,1.1700914228640613e-06,6.818714481937604e-10
1983,1.2009541450197503e-06,0.0
1984,1.2144026371174732e-06,0.0
1985,1.182906125052341e-06,3.965048289700235e-09
1986,1.1639705697064073e-06,0.0
1987,1.1044002832250044e-06,6.713679612246892e-10
1988,1.3217728209724555e-06,0.0
1989,1.2152058346259764e-06,0.0
1990,1.320563054463264e-06,0.0
1991,1.1831061499378848e-06,1.2859849851665217e-09
1992,1.301153737642835e-06,0.0
1993,1.2477909265840026e-06,6.066071533972206e-10
1994,1.2614813869049613e-06,0.0
1995,1.1003960622701925e-06,5.928857960135758e-10
1996,1.1842069866929705e-06,5.833531990795393e-10
1997,1.1845086120843007e-06,5.234240263440881e-10
1998,1.1919064526466627e-06,2.081024019773281e-09
1999,1.1515680391482874e-06,1.4955428007112914e-09
2000,1.1287057368747355e-06,4.81735262791716e-10
2001,1.181945275874341e-06,9.554933511068953e-10
2002,1.3317635740861533e-06,4.77334616277858e-10
2003,1.3550265123285499e-06,0.0
2004,1.4030211730187148e-06,9.593307259692097e-10
2005,1.23064822332708e-06,0.0
2006,1.3363532040955306e-06,1.7949673969397395e-09
2007,1.3307223802883072e-06,3.0541169593334416e-09
2008,1.443464221040358e-06,2.7893027887415656e-09
2009,1.6220817116163744e-06,5.21569676337208e-10
2010,1.6881749758113074e-06,5.176862827305229e-10
2011,1.7750883998246536e-06,8.39285307918658e-10
2012,2.0251400627557814e-06,2.9996520822805905e-09
2013,2.0535657299092236e-06,9.240583298542049e-10
2014,2.4725187302010454e-06,3.5927327779461393e-09
2015,2.21926735832767e-06,9.805666278950298e-10
2016,2.253744938229829e-06,6.877464153731694e-10
2017,2.0033528471685713e-06,2.231215878722992e-09
2018,1.960801704115056e-06,2.0054957694526365e-09
2019,2.056962365770687e-06,2.549251032490929e-09
