year,devais_VERB écrire_VERB,devais_VERB décrire_VERB
1914,1.6741859454327823e-08,0.0
1915,2.3561523843085297e-09,0.0
1916,1.538244731591476e-08,0.0
1917,2.1932848870420685e-09,0.0
1918,0.0,0.0
1919,4.603924352863942e-09,9.207848372660976e-10
1920,6.057785384427916e-09,3.028892692213958e-09
1921,1.9689142760626055e-08,7.572747429129834e-10
1922,1.1804696775641332e-08,0.0
1923,1.1677542488541803e-08,0.0
1924,2.4494086758863887e-08,3.867487219366694e-09
1925,1.4297631523163545e-08,0.0
1926,1.5604593173179637e-08,0.0
1927,1.7838759802657478e-08,0.0
1928,2.0566874425753667e-08,0.0
1929,2.1166771446701205e-08,0.0
1930,2.3107928015519974e-08,0.0
1931,2.2810713318222042e-08,1.1405356659111021e-09
1932,1.8631212128639163e-08,0.0
1933,1.7205993074753678e-08,8.02946331646126e-09
1934,8.38710612072191e-09,0.0
1935,9.574627313213568e-09,0.0
1936,2.5461901032031165e-08,0.0
1937,3.5255130370615007e-08,5.0364472592434595e-09
1938,1.5558256905023882e-08,0.0
1939,7.647025235257843e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,8.854508237732261e-09,0.0
1942,2.1239483061208375e-08,6.068423541449874e-09
1943,1.1612940831184915e-08,0.0
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,2.6142048525912287e-08,0.0
1946,1.8097434661967782e-08,1.3921104269343232e-09
1947,3.5762614203349585e-08,1.1920870957027319e-09
1948,6.523132700664291e-09,0.0
1949,1.1780409536754632e-08,4.908504269707237e-09
1950,2.8715476219076663e-08,0.0
1951,3.838104589704017e-08,3.1984206394497505e-09
1952,2.4253049346611988e-08,0.0
1953,2.0470272588113403e-08,0.0
1954,3.420387528763058e-08,9.772536113672459e-10
1955,3.378819002364253e-08,0.0
1956,4.186147961604547e-08,2.616342476002842e-09
1957,3.003912851795576e-08,4.417518795207798e-09
1958,2.0680609225109947e-08,8.272243445794913e-10
1959,3.952881399982289e-08,0.0
1960,2.2838749558218296e-08,6.920833350854139e-10
1961,2.084447814354462e-08,0.0
1962,1.6489087428794846e-08,1.9025869768540815e-09
1963,2.9743844720542256e-08,1.2932106496776896e-09
1964,3.04198408684897e-08,1.2167936658258327e-09
1965,2.0246559984116175e-08,3.830430195250756e-09
1966,2.76953731059848e-08,2.215629901769489e-09
1967,1.7749208325312793e-08,9.860671168482327e-10
1968,2.245707975134792e-08,1.3474247273492779e-09
1969,2.497966811176866e-08,2.7250546263957176e-09
1970,1.7935027685211935e-08,5.978342709767048e-09
1971,2.980270608077262e-08,0.0
1972,1.487742551375959e-08,2.0520587451500205e-09
1973,2.866866033457427e-08,1.102640756478479e-09
1974,1.5751600912494723e-08,5.625571675160757e-10
1975,1.9419033492340532e-08,0.0
1976,1.656922776760439e-08,1.142705374768127e-09
1977,2.4094806150287695e-08,5.876781838942691e-10
1978,2.316830638449119e-08,1.1881182704343018e-09
1979,2.1652301285257636e-08,2.3407893401383717e-09
1980,3.354238842234736e-08,1.1370301367108482e-09
1981,2.4669642328944974e-08,6.325549528618524e-10
1982,2.7313010519947056e-08,3.7245013739806154e-09
1983,3.4734238596456635e-08,3.157658134966823e-09
1984,2.4355836458767044e-08,5.799008495621649e-10
1985,2.947623478632977e-08,6.015558051686298e-10
1986,3.2969669661042644e-08,5.994485463567401e-10
1987,3.0554083707556856e-08,3.6664902225425067e-09
1988,2.2187249371086182e-08,2.398621523624911e-09
1989,3.896566624916886e-08,0.0
1990,2.887784944505256e-08,3.814055737905164e-09
1991,2.7548885839223658e-08,5.861465202094962e-10
1992,3.250866953408149e-08,2.7549720282848966e-09
1993,2.9357799746776436e-08,3.877445031719162e-09
1994,2.320967773528082e-08,5.274926606624319e-10
1995,3.199246023655178e-08,4.337960657352369e-09
1996,2.7224270837677977e-08,3.2028553142993132e-09
1997,1.7741109914481967e-08,2.876936688878118e-09
1998,2.765514928171342e-08,2.86087753487152e-09
1999,3.290544725587097e-08,1.8280804647829996e-09
2000,3.048441854502926e-08,5.743440834038438e-09
2001,3.63640566547474e-08,2.6287270138425356e-09
2002,3.417352800738627e-08,8.324320788233308e-09
2003,3.708561280291178e-08,7.91715315529018e-09
2004,3.0833540165531304e-08,1.7619165015858584e-09
2005,3.467887310648621e-08,8.106749049829887e-09
2006,3.5413854959642777e-08,6.1768350434476815e-09
2007,3.754810862233171e-08,5.192823504529542e-09
2008,4.3000142113669426e-08,8.089135583588813e-09
2009,3.385416746937153e-08,7.629108011997232e-09
2010,6.046455069963486e-08,4.2514138876015295e-09
2011,3.6710130046913036e-08,7.647943611743813e-09
2012,4.595741032176193e-08,1.1574459612972987e-08
2013,5.4387939485422976e-08,1.0877587719448911e-08
2014,5.868356467431113e-08,1.1693403578760808e-08
2015,5.1646207310795944e-08,1.1304534197620342e-08
2016,5.364770672144914e-08,9.942432654952427e-09
2017,5.358252153087051e-08,1.635147306444651e-08
2018,6.324593471163098e-08,1.6005094138904497e-08
2019,6.453998935285199e-08,1.581612352197226e-08
