year,sommes_VERB en_PRON,sommes_VERB dans_ADP
1872,7.619647846013322e-08,2.167971160815796e-06
1873,7.721946104766175e-08,1.815555151551962e-06
1874,6.930546447847519e-08,1.7631072068979847e-06
1875,7.952922942422447e-08,1.8406152548777754e-06
1876,8.04119935082781e-08,1.7237188103536027e-06
1877,4.5149157301693776e-08,1.65876770097384e-06
1878,4.046189516770937e-08,1.6076054407676565e-06
1879,7.697749992985337e-08,1.917717099786387e-06
1880,6.546203223933844e-08,1.7129232219303958e-06
1881,6.693607446095484e-08,2.0192380816297373e-06
1882,6.721938916598447e-08,1.6378902500946424e-06
1883,6.19295192905156e-08,1.825025037760497e-06
1884,6.46966284989503e-08,1.829330244618177e-06
1885,6.381179673553561e-08,1.6565284113312373e-06
1886,4.5174246565693466e-08,1.683708774180559e-06
1887,6.920659956222153e-08,1.610685671948886e-06
1888,6.086990111953128e-08,1.6073457800303004e-06
1889,6.641045047217631e-08,1.831299414334353e-06
1890,7.275369284798217e-08,1.6602260757281329e-06
1891,8.286485808639554e-08,1.743349230309832e-06
1892,6.769993632360638e-08,1.7056622709787916e-06
1893,6.77425830986067e-08,1.5728595599284745e-06
1894,5.4823392048319874e-08,1.694483898972976e-06
1895,6.740847879882494e-08,1.884428229459445e-06
1896,5.7201180680976904e-08,1.646450527914567e-06
1897,7.516460698298033e-08,1.640802565816557e-06
1898,6.733442603490403e-08,1.7931326965481276e-06
1899,5.9145087050183065e-08,1.7129965499407263e-06
1900,6.229263505019844e-08,1.658022370065737e-06
1901,4.806315345717849e-08,1.7258025764022022e-06
1902,6.727088930347236e-08,1.513840516054188e-06
1903,5.4542223182352245e-08,1.6573276298004203e-06
1904,5.0521478556220245e-08,1.555953986098757e-06
1905,6.967025001358707e-08,1.6251229908448295e-06
1906,6.07013745934637e-08,1.6662013422319433e-06
1907,5.091414934099703e-08,1.7994808558796649e-06
1908,6.630375537497457e-08,1.8697658106248127e-06
1909,6.876229718955074e-08,1.726758682707441e-06
1910,5.344150721953156e-08,1.8020475636149058e-06
1911,5.852411533169288e-08,1.543972530271276e-06
1912,6.355493553655833e-08,1.8649727735464694e-06
1913,4.719660751106858e-08,1.8099103726854082e-06
1914,4.8216556081115414e-08,1.7518681261208258e-06
1915,6.243804051564439e-08,1.8601823512653937e-06
1916,8.020847275247434e-08,2.0612478692783043e-06
1917,6.031533672512523e-08,2.2217975583771477e-06
1918,8.729645628591243e-08,2.1272769572533434e-06
1919,8.102906434714896e-08,1.762382225933834e-06
1920,7.723676276327751e-08,1.8461100808053743e-06
1921,6.588290091258386e-08,1.7727801377986907e-06
1922,6.123686802084194e-08,1.9190010789316148e-06
1923,8.598917844437892e-08,1.8970699784404133e-06
1924,4.383152329978657e-08,1.7829116814027657e-06
1925,7.808706214973427e-08,1.974172846530564e-06
1926,5.795991953050361e-08,1.8814681652656873e-06
1927,4.6826745148109694e-08,1.8775294847728219e-06
1928,6.741364444451392e-08,1.8075996877087164e-06
1929,8.466708578680482e-08,1.75572802163515e-06
1930,5.146765857944047e-08,1.7530513787278323e-06
1931,1.0606981959426776e-07,1.8009058067036676e-06
1932,6.794912366103745e-08,1.6811928844617796e-06
1933,6.423570653169008e-08,1.5301862958949641e-06
1934,5.391711255242626e-08,1.7505088862890261e-06
1935,6.582556011380802e-08,1.6061437690950697e-06
1936,7.274828561776303e-08,1.6659357697790256e-06
1937,6.295559273894469e-08,1.650695594435092e-06
1938,7.649476430060531e-08,1.909776074171532e-06
1939,3.976452944698394e-08,1.6685809214322944e-06
1940,7.100192078723921e-08,1.6634735402476508e-06
1941,7.083606590185809e-08,1.759095539455302e-06
1942,1.1833425617169269e-07,1.577790158080461e-06
1943,7.548411673496958e-08,1.7448443259127089e-06
1944,7.069009200222354e-08,1.943977622431703e-06
1945,8.931866801731303e-08,2.1719686174037633e-06
1946,8.352662916877307e-08,2.1953580926492577e-06
1947,1.4424253436118306e-07,2.2745020942238625e-06
1948,6.958008214041911e-08,2.064571390292258e-06
1949,8.14811684790584e-08,1.835780608416826e-06
1950,6.912984673590472e-08,2.0611330455722054e-06
1951,6.076999170545605e-08,1.9286476344859693e-06
1952,7.170466886918803e-08,2.058345671684947e-06
1953,7.433941107137798e-08,1.999622327275574e-06
1954,7.231676590890856e-08,1.8968493122883956e-06
1955,6.288357212724804e-08,1.8470876739229425e-06
1956,6.192010459926678e-08,2.167203774661175e-06
1957,7.509782307124624e-08,1.7581725160198403e-06
1958,7.610464081153623e-08,1.840574213929358e-06
1959,7.440718263751478e-08,1.9717901977855945e-06
1960,9.481541951572581e-08,1.893540002129157e-06
1961,1.1881352435239023e-07,1.9427052393439226e-06
1962,1.033738925571015e-07,2.026255060627591e-06
1963,9.634419484427781e-08,1.9327032987348503e-06
1964,9.004273238133464e-08,2.1494658994924976e-06
1965,9.63079642701814e-08,1.9431226974120364e-06
1966,6.2591546168278e-08,1.8461736317476607e-06
1967,7.642019994591465e-08,1.9898834580089897e-06
1968,1.0375170944598722e-07,2.0188913367746864e-06
1969,8.538504658872625e-08,1.989744077945943e-06
1970,8.829552200495527e-08,1.934223746502539e-06
1971,9.043579751732977e-08,1.9849628642987227e-06
1972,6.463984902893571e-08,1.8730165720626246e-06
1973,8.765994152781786e-08,1.8728353552432964e-06
1974,8.044567323395313e-08,1.8868167899199761e-06
1975,8.909908899568109e-08,1.9487570170895196e-06
1976,8.227478787148357e-08,1.979737135116011e-06
1977,1.010806442991452e-07,2.0680395209637936e-06
1978,8.198016132610064e-08,1.9942565359087894e-06
1979,1.0709111109008518e-07,2.0446793769224314e-06
1980,6.253665674194053e-08,2.0358525034680497e-06
1981,8.09670339663171e-08,2.1019800442445558e-06
1982,8.876727974893583e-08,2.108067747030873e-06
1983,7.830991677337806e-08,2.060687620542012e-06
1984,8.872483192590153e-08,2.165929572583991e-06
1985,8.421780961498371e-08,2.135523118340643e-06
1986,9.291452585102888e-08,2.131039536834578e-06
1987,8.310711052672559e-08,2.19744970308966e-06
1988,7.675588875599715e-08,2.242111577288597e-06
1989,9.878620232939284e-08,2.2435442588175647e-06
1990,1.0188977483949202e-07,2.346189148738631e-06
1991,1.2250461622898e-07,2.4272326299978886e-06
1992,8.871010237498922e-08,2.280565922774258e-06
1993,9.416652346772025e-08,2.438359160805703e-06
1994,8.59813056308667e-08,2.6079237613885198e-06
1995,1.0899125868490955e-07,2.5989806999859866e-06
1996,9.341661666439904e-08,2.616732899696217e-06
1997,1.1076205908011616e-07,2.750351541180862e-06
1998,9.536258716025259e-08,2.823209342750488e-06
1999,1.2248139569237537e-07,2.867801185857388e-06
2000,1.2105405744478048e-07,2.932689312729053e-06
2001,1.1172090097488763e-07,2.825881665557972e-06
2002,1.0602555988725726e-07,3.021728389285272e-06
2003,9.958945668131491e-08,2.861842631318723e-06
2004,1.1496505436525695e-07,2.82126870843058e-06
2005,1.0718923704189365e-07,2.9022162379988004e-06
2006,9.718220184140591e-08,3.0604157927882625e-06
2007,8.508241222671131e-08,3.0174298899510177e-06
2008,1.0345578260739785e-07,3.1245349418895785e-06
2009,1.0919161042011183e-07,3.1384242902277038e-06
2010,9.683775914481885e-08,3.5641019167087507e-06
2011,1.158663494038592e-07,3.505052745822468e-06
2012,1.1642543995549204e-07,3.7807631088071503e-06
2013,1.0263980243507831e-07,3.595182079152437e-06
2014,1.2364691315269738e-07,3.7098407119628973e-06
2015,1.0683893236773656e-07,3.6515862120722886e-06
2016,1.3608703852696635e-07,3.7137056096980814e-06
2017,1.393648716430107e-07,3.912027295882581e-06
2018,1.7528158480217826e-07,3.969521458202507e-06
2019,1.4999808684024174e-07,3.835154984699329e-06
