year,étiez_VERB en_PRON,étiez_VERB dans_ADP,etiez_VERB dans_ADP
1800,0.0,1.9179402954705438e-07,0.0
1801,2.1430643926123594e-08,2.571677271134831e-07,0.0
1802,0.0,1.7902721083373763e-07,0.0
1803,0.0,1.6967950955404376e-07,0.0
1804,0.0,4.523487291407946e-07,0.0
1805,0.0,2.103729457303416e-07,0.0
1806,0.0,2.737585589329683e-07,0.0
1807,0.0,1.6512339584551228e-07,0.0
1808,0.0,1.4956088989492855e-07,2.2660739951163578e-09
1809,0.0,1.5587310997489112e-07,0.0
1810,0.0,4.399438182645099e-07,2.3401267590372754e-09
1811,0.0,1.504246114336638e-07,0.0
1812,0.0,2.1871107946935808e-07,2.6672082320544632e-09
1813,0.0,2.501895153272926e-07,2.8757416448144113e-09
1814,0.0,2.2026739543434815e-07,3.1466771410748606e-09
1815,0.0,1.780167480092132e-07,0.0
1816,0.0,3.221469455638726e-07,0.0
1817,7.784366928831332e-09,2.1951915130102861e-07,1.556873407970727e-09
1818,0.0,2.7895555376744596e-07,1.1921177378582115e-09
1819,1.035105001712111e-09,2.0909121190015867e-07,1.035105001712111e-09
1820,0.0,2.3020973571874492e-07,0.0
1821,2.9584463767662328e-09,3.3134600130324543e-07,0.0
1822,0.0,3.408709403629473e-07,1.0025615893027862e-09
1823,0.0,2.964806071759085e-07,1.9765373782121287e-09
1824,5.052667617633233e-09,1.7431703724923864e-07,8.421112696055388e-10
1825,0.0,2.1221117663117184e-07,0.0
1826,0.0,1.7087489823097712e-07,0.0
1827,9.217273055917019e-10,2.0923209831380518e-07,9.217273055917019e-10
1828,0.0,2.595761259271967e-07,9.172301251858528e-10
1829,0.0,1.9889768054781598e-07,8.57317605795771e-10
1830,2.0873671680021744e-09,2.1291144491897285e-07,0.0
1831,0.0,2.4166368461919774e-07,0.0
1832,0.0,2.4759845018706983e-07,0.0
1833,1.1583628500844156e-09,1.6448753115128056e-07,1.1583628500844156e-09
1834,1.8669061851994684e-09,1.8108990218479448e-07,2.8003592777992026e-09
1835,0.0,2.95716745313257e-07,0.0
1836,0.0,2.997454657815979e-07,0.0
1837,1.3915781860163179e-09,1.948209416013924e-07,6.957890930081589e-10
1838,1.2624323808552163e-09,1.912585076979667e-07,0.0
1839,0.0,1.580073387685843e-07,1.3982950353153e-09
1840,1.9109065441114126e-09,2.1402154004590557e-07,0.0
1841,6.420548537278137e-10,2.0609961381978792e-07,1.926164561183441e-09
1842,0.0,1.777690243898178e-07,6.708265054555795e-10
1843,1.7720733769266417e-09,1.9847220755764283e-07,1.7720733769266417e-09
1844,1.097712254427563e-09,1.9264849981937004e-07,1.097712254427563e-09
1845,5.580227946389016e-10,1.9921414207146881e-07,2.7901139176833567e-09
1846,5.854501328173001e-10,1.9612579649219697e-07,5.854501328173001e-10
1847,0.0,1.4022381833456166e-07,1.0786447290911383e-09
1848,0.0,2.2204811500614596e-07,0.0
1849,0.0,1.40774176315972e-07,0.0
1850,0.0,1.547891059772155e-07,0.0
1851,0.0,1.30923609731326e-07,0.0
1852,6.510545436100301e-10,1.438830565803073e-07,6.510545436100301e-10
1853,1.1943863675867306e-09,1.8154672432046937e-07,5.971931837933653e-10
1854,3.117398783558656e-09,1.901613160271154e-07,0.0
1855,0.0,1.6133088820424746e-07,5.306937111981824e-10
1856,0.0,1.9000285078618617e-07,0.0
1857,1.4644527812635033e-09,1.5864904412410397e-07,0.0
1858,2.4468380654951716e-09,2.3196024301341822e-07,0.0
1859,0.0,1.7924449480233307e-07,5.092173349652285e-10
1860,0.0,1.6065915531271457e-07,0.0
1861,0.0,1.7449065126129426e-07,0.0
1862,1.0843167252971853e-08,1.9924318905850669e-07,0.0
1863,4.994620828036034e-10,1.788074257547123e-07,9.989241656072068e-10
1864,2.3973640850272204e-09,1.534313014417421e-07,9.589455896019672e-10
1865,1.882737743486018e-09,2.621712269501586e-07,0.0
1866,0.0,1.9705731801877846e-07,4.865612912574591e-10
1867,0.0,1.6014277548492828e-07,4.85281148598915e-10
1868,2.9639244392143382e-09,1.4424432492887718e-07,4.93987406535723e-10
1869,1.4650557433881772e-09,1.6310953299125686e-07,9.767038289254515e-10
1870,1.1468097582678638e-09,1.852097710752787e-07,0.0
1871,0.0,1.1152236112366154e-07,1.0621177271019633e-09
1872,1.2094678591978436e-09,1.5662608632283082e-07,6.047339295989218e-10
1873,5.986004469882289e-10,1.688053288262381e-07,1.1972008939764578e-09
1874,5.974609140757536e-10,1.583271398430952e-07,0.0
1875,5.721527140956084e-10,1.676407492823273e-07,0.0
1876,0.0,1.668700093659936e-07,0.0
1877,0.0,1.193669447729917e-07,0.0
1878,1.8117265465633636e-09,1.3467168002989638e-07,1.8117265465633636e-09
1879,0.0,1.5151127286117116e-07,0.0
1880,1.2835692508872398e-09,1.4953582194721093e-07,6.417846254436199e-10
1881,0.0,1.8267969892349356e-07,0.0
1882,0.0,1.3044554236785189e-07,0.0
1883,6.319338941018771e-10,9.8581686813759e-08,0.0
1884,6.601696966868076e-10,1.1354919138284458e-07,0.0
1885,0.0,1.443822412738882e-07,0.0
1886,6.453463874400711e-10,1.1099957930582605e-07,0.0
1887,0.0,1.0903303859777225e-07,0.0
1888,0.0,1.0905857550369547e-07,0.0
1889,1.2530273485467092e-09,1.0462778021746999e-07,0.0
1890,0.0,1.2453334363726754e-07,0.0
1891,0.0,9.306361192784607e-08,0.0
1892,6.268512375839919e-10,1.1659432885835486e-07,1.2537024751679837e-09
1893,0.0,1.0346139589501036e-07,0.0
1894,0.0,1.1720862858055625e-07,0.0
1895,0.0,1.239834546140628e-07,0.0
