year,étiez_VERB en_PRON,étiez_VERB dans_ADP,etiez_VERB dans_ADP
1896,0.0,9.258335609274582e-08,0.0
1897,0.0,1.1012488698725065e-07,0.0
1898,5.6583548957434e-10,8.261198303216588e-08,0.0
1899,0.0,1.3432016032766114e-07,0.0
1900,0.0,1.0797390359584824e-07,0.0
1901,5.588738916095792e-10,8.550770758120052e-08,0.0
1902,4.910283846193408e-10,7.512734612191707e-08,4.910283846193408e-10
1903,0.0,1.1232458518861677e-07,0.0
1904,1.0749250378694342e-09,1.0104295711244049e-07,0.0
1905,0.0,1.0166695574298501e-07,0.0
1906,1.0288369045596824e-09,8.590787814455325e-08,0.0
1907,2.057137349353866e-09,8.177121202379567e-08,0.0
1908,0.0,1.0559486440797627e-07,0.0
1909,0.0,9.296662284441481e-08,0.0
1910,5.344150677544235e-10,1.3948233856808656e-07,0.0
1911,0.0,8.991432309812808e-08,5.320374141248863e-10
1912,0.0,1.1981668990301841e-07,0.0
1913,0.0,1.03408297036367e-07,0.0
1914,0.0,1.0513887360730223e-07,2.678697486047099e-09
1915,0.0,1.1309531089409575e-07,0.0
1916,1.0987462051303964e-09,9.668966782783173e-08,0.0
1917,2.1932848870420685e-09,4.496234140560773e-08,0.0
1918,2.2972752589112133e-09,8.499918635607173e-08,0.0
1919,0.0,8.471220525052559e-08,0.0
1920,7.572231730534895e-10,1.249418204452013e-07,0.0
1921,0.0,9.465934169838874e-08,0.0
1922,7.377935484775833e-10,9.812654155894052e-08,0.0
1923,1.0615948120573648e-09,1.3376094898376323e-07,0.0
1924,1.289162443462999e-09,7.60605871619191e-08,0.0
1925,1.0998177923937646e-09,9.788378463326808e-08,1.0998177923937646e-09
1926,0.0,1.3040981627909787e-07,1.1146138456652466e-09
1927,0.0,1.4605484466301277e-07,0.0
1928,0.0,1.0854738974330758e-07,0.0
1929,0.0,1.1474618588636076e-07,0.0
1930,0.0,9.5582791459492e-08,0.0
1931,1.1405356659111021e-09,1.0264820815564235e-07,0.0
1932,1.0959536611565568e-09,1.0301964437076094e-07,1.0959536611565568e-09
1933,0.0,6.53827711971644e-08,0.0
1934,1.1981580172459871e-09,9.585264137967897e-08,0.0
1935,0.0,8.018750463634206e-08,0.0
1936,0.0,1.1760972995489283e-07,1.2124714565686645e-09
1937,2.5182236296217297e-09,1.0450627740965501e-07,1.2591118148108649e-09
1938,0.0,9.983214965814113e-08,0.0
1939,0.0,7.341144225847529e-08,0.0
1940,0.0,8.114505334333444e-08,0.0
1941,1.4757512545315876e-08,1.2396310467011062e-07,0.0
1942,3.034211770724937e-09,7.58552971547033e-08,3.034211770724937e-09
1943,0.0,1.0451646659248581e-07,0.0
1944,0.0,1.2531425852557732e-07,0.0
1945,2.178504043826024e-09,1.2635322832466045e-07,0.0
1946,0.0,1.1554516277101357e-07,0.0
1947,0.0,1.6689219251020404e-07,1.1920870957027319e-09
1948,0.0,1.141548224836697e-07,0.0
1949,0.0,9.424327629403706e-08,0.0
1950,3.190608444114673e-09,1.3294202005909028e-07,0.0
1951,1.0661401761424827e-09,1.172754195977177e-07,0.0
1952,0.0,1.0017564022746228e-07,1.0544803918932644e-09
1953,1.0773827385790469e-09,1.0558350993505883e-07,0.0
1954,0.0,1.338837449793573e-07,0.0
1955,0.0,1.2858282616434735e-07,4.6928039232341234e-09
1956,0.0,1.2732866139231191e-07,0.0
1957,8.835037701437898e-10,1.0867096023048362e-07,0.0
1958,0.0,1.1581141023953023e-07,0.0
1959,0.0,1.2013659045351233e-07,1.5501495642666896e-09
1960,1.3841666701708277e-09,1.3910874940847862e-07,6.920833350854139e-10
1961,6.948159270159238e-10,1.3757355077359534e-07,0.0
1962,0.0,1.2049717668105586e-07,0.0
1963,3.2330267352165265e-09,1.2544143146442366e-07,6.466053248388448e-10
1964,0.0,1.192457830256899e-07,0.0
1965,0.0,9.138312151435457e-08,4.924839203113152e-09
1966,1.6617224263271169e-09,1.0081116386118083e-07,0.0
1967,0.0,1.2227232559780532e-07,0.0
1968,8.982831700699023e-10,9.521801302980748e-08,0.0
1969,0.0,1.0355207535894806e-07,0.0
1970,0.0,9.887259011520655e-08,9.197450023812337e-10
1971,1.0276794970565106e-09,8.581123722706252e-08,0.0
1972,5.130146862875051e-10,8.156933262171151e-08,5.130146862875051e-10
1973,0.0,8.710861720828689e-08,5.513203782392395e-10
1974,0.0,7.650777433809708e-08,0.0
1975,0.0,5.5401358167728176e-08,0.0
1976,0.0,8.113207883297946e-08,1.142705374768127e-09
1977,2.3507127355770763e-09,6.346924408262566e-08,5.876781838942691e-10
1978,0.0,9.326728189762434e-08,5.940591352171509e-10
1979,0.0,1.1001709765423584e-07,1.1703946700691858e-09
1980,1.1370301367108482e-09,1.0176420062180114e-07,5.685150683554241e-10
1981,0.0,8.412980889715982e-08,6.325549528618524e-10
1982,0.0,1.0118228743749569e-07,0.0
1983,0.0,8.651983307572664e-08,0.0
1984,5.799008495621649e-10,9.800324107800407e-08,0.0
1985,0.0,9.023337099733908e-08,0.0
1986,1.1988970927134801e-09,8.572114040816814e-08,0.0
1987,1.2221633705067347e-09,9.166225112267057e-08,0.0
1988,5.996553809062277e-10,8.874899748434473e-08,0.0
1989,1.0976244357863152e-09,7.902895760025785e-08,0.0
1990,0.0,9.753085095098868e-08,0.0
1991,0.0,1.0257564042603917e-07,0.0
1992,1.65298330578878e-09,7.879220476070259e-08,2.7549720282848966e-09
1993,0.0,8.862731704084581e-08,5.539207426075166e-10
1994,0.0,1.0866348532090342e-07,1.0549853213248639e-09
1995,0.0,8.675921492340422e-08,0.0
1996,5.338092190498855e-10,8.43418561657927e-08,5.338092190498855e-10
1997,0.0,8.486963309906059e-08,4.79489448146353e-10
1998,4.768129224785866e-10,7.199874829666442e-08,4.768129224785866e-10
1999,0.0,8.774786408594082e-08,4.570201161957499e-10
2000,1.7672125984802278e-09,6.71540760777134e-08,8.836062992401139e-10
2001,0.0,8.850047805708527e-08,0.0
2002,4.38122149670761e-10,9.463438743750885e-08,0.0
2003,1.2500769308587678e-09,8.875545631781279e-08,1.2500769308587678e-09
2004,4.404791253964646e-10,9.558397096043336e-08,0.0
2005,0.0,9.187649396835695e-08,9.007499190971657e-10
2006,0.0,1.0335903510849676e-07,0.0
2007,1.1983438685803094e-09,1.37809536226996e-07,1.1983438685803094e-09
2008,4.257439678578834e-10,1.349608425016413e-07,0.0
2009,9.53638501499654e-10,1.7642312855059572e-07,3.337734755248789e-09
2010,9.447586046817946e-10,2.177668534386612e-07,4.723793023408973e-10
2011,1.529588788962144e-09,2.519997508443339e-07,0.0
2012,1.7021263287730903e-09,3.3634017881922773e-07,0.0
2013,1.6734750252211938e-09,3.84899266236971e-07,5.578250084070646e-10
2014,6.496335691608124e-10,3.778701795909001e-07,0.0
2015,2.21657536769726e-09,4.1848943510558456e-07,2.2165753954528356e-10
2016,1.4499380585064614e-09,3.9231179016496753e-07,0.0
2017,5.0312225496895735e-09,3.6652457424679596e-07,5.031222660711876e-10
2018,4.64663996169179e-09,4.1148578588945384e-07,0.0
2019,4.591778068885333e-09,3.800971626333194e-07,0.0
