year,peux_VERB écrire_VERB,peux_VERB décrire_VERB
1800,6.288328968651058e-09,1.8864987794131594e-08
1801,0.0,4.7623651688866175e-09
1802,1.7902721083373763e-08,1.1189200677108602e-08
1803,0.0,1.950339223455444e-09
1804,1.730295728918918e-08,1.2359254952798437e-08
1805,0.0,0.0
1806,0.0,5.76333825108577e-09
1807,2.2775640928784924e-08,0.0
1808,1.5862518409903714e-08,6.798221985349073e-09
1809,0.0,0.0
1810,7.020380277111826e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,2.5881675469463516e-08,2.8757416448144113e-09
1814,9.440030979135372e-09,0.0
1815,5.394447111228828e-09,2.697223555614414e-09
1816,2.3176038865813098e-09,0.0
1817,2.9580593974287694e-08,1.71256075987003e-08
1818,1.9073883805731384e-08,3.5763532135746345e-09
1819,5.175524897538253e-09,4.140420006848444e-09
1820,1.779972080839798e-08,0.0
1821,5.621048160264763e-08,0.0
1822,1.1028177482330648e-08,0.0
1823,7.906149512848515e-09,0.0
1824,2.189489300974401e-08,8.421112696055388e-10
1825,4.4027217427355936e-09,0.0
1826,1.76159691278599e-08,0.0
1827,3.410390903013649e-08,0.0
1828,1.3758452155343548e-08,9.172301251858528e-10
1829,1.8860987438529264e-08,1.971830521085849e-08
1830,3.1310506187764986e-08,3.1310507520032616e-09
1831,4.365537620287796e-08,3.1182412207897414e-09
1832,4.7354891563600177e-08,0.0
1833,6.370995464521911e-08,0.0
1834,3.733812370398937e-09,0.0
1835,7.563087933704082e-09,4.5378527602224494e-09
1836,7.392825018825988e-09,0.0
1837,2.5048407792382932e-08,0.0
1838,1.8936485712828244e-09,0.0
1839,8.38977065598101e-09,2.0974426639952526e-09
1840,3.821813088222825e-09,0.0
1841,2.5682194149112547e-09,0.0
1842,6.037438549100216e-09,7.379091560011375e-09
1843,3.5441467538532834e-09,1.7720733769266417e-09
1844,8.232841963717874e-09,0.0
1845,1.0602432709561072e-08,0.0
1846,7.025401593807601e-09,2.9272506640865004e-09
1847,9.168480197274675e-09,1.0786447290911383e-09
1848,1.045878850192139e-08,8.045221711050488e-10
1849,6.703531951757213e-09,0.0
1850,1.3577992064028876e-09,0.0
1851,1.2898877521649865e-09,3.2247193804124663e-09
1852,5.859490670445666e-09,1.9531636308300904e-09
1853,1.0749477752369785e-08,2.388772735173461e-09
1854,1.558699391779328e-09,2.0782657816909023e-09
1855,1.1675261646360013e-08,5.306937111981824e-10
1856,1.1907535402144731e-08,5.177189232874468e-10
1857,9.763017949637742e-09,3.905207268672939e-09
1858,5.872411001917044e-09,4.893676019968041e-10
1859,2.64793023063703e-08,1.5276520048956854e-09
1860,1.0069804545764782e-08,0.0
1861,2.0750240636857598e-08,2.8295783494058924e-09
1862,3.162590411776023e-09,2.710791813242963e-09
1863,2.097740825490746e-08,4.495158911765884e-09
1864,2.3973640850272204e-09,4.315255264231155e-09
1865,9.88437331983505e-09,4.706844358715045e-10
1866,1.556996132023869e-08,6.811858188626729e-09
1867,1.455843445796745e-08,1.94112459439566e-09
1868,1.4819621974027086e-08,4.93987406535723e-10
1869,8.30198221279943e-09,4.395167341186834e-09
1870,3.7844721134661086e-08,9.17447806614291e-09
1871,1.1683295220166201e-08,0.0
1872,1.269941218851045e-08,7.256807155187062e-09
1873,8.380406590902112e-09,0.0
1874,5.377148060148329e-09,1.1949218281515073e-09
1875,1.830888685105947e-08,5.149374260327022e-09
1876,8.464420275799966e-09,1.813804439976252e-09
1877,2.2265338017746217e-08,6.184815992682502e-10
1878,1.1474268646338714e-08,0.0
1879,7.94212251520321e-09,9.163987790827832e-09
1880,4.043243251317108e-08,4.492492600149944e-09
1881,4.462404845639867e-08,3.4862537301449947e-09
1882,2.861815673327328e-08,0.0
1883,8.847074184359371e-09,0.0
1884,2.706695667598069e-08,6.601696966868076e-10
1885,3.86738152613475e-09,2.5782542767416317e-09
1886,7.098810428374236e-09,3.872078213618124e-09
1887,7.834709769838355e-09,0.0
1888,2.53624587998047e-09,0.0
1889,1.1903759755682586e-08,6.265136742733546e-10
1890,1.8352281472289178e-08,6.554386366985909e-09
1891,8.286486163910922e-09,0.0
1892,1.6924984080901595e-08,6.268512375839919e-09
1893,1.847524977449666e-08,0.0
1894,7.561847148451761e-09,9.452309157609307e-09
1895,5.416753268150387e-09,4.213029924926559e-09
1896,9.435246361988447e-09,2.358811590497112e-09
1897,1.0488084178916779e-08,5.826713556089658e-10
1898,9.619203211741478e-09,2.26334195829736e-09
1899,1.9899282222013426e-08,5.527578395003729e-10
1900,1.557315876254961e-08,2.07642125715779e-09
1901,1.4530721514915967e-08,1.676621730339889e-09
1902,6.874397495693074e-09,2.455141867585553e-09
1903,8.640352433531007e-09,2.1600881083827517e-09
1904,2.364835083312755e-08,7.524475265086039e-09
1905,1.5482276793932215e-08,1.0321518084666081e-09
1906,1.1317205839134203e-08,0.0
1907,1.337139288182243e-08,4.114274698707732e-09
1908,1.7189861978295085e-08,3.437972351250096e-09
1909,2.7504917454734823e-08,4.400786846048277e-09
1910,1.8170112525695004e-08,2.67207544979442e-09
1911,1.5961122201701983e-08,1.1172785363555704e-08
1912,1.719108944087111e-08,3.125652625612929e-09
1913,1.856046338843953e-08,6.363587878865928e-09
1914,1.4063162190325329e-08,1.3393487430235496e-09
1915,4.5944972271172446e-08,1.0602685840410686e-08
1916,2.6369908923129515e-08,2.197492410260793e-09
1917,1.973956464951243e-08,2.1932848870420685e-09
1918,2.5270027848023346e-08,3.44591288836682e-09
1919,2.301962176431971e-08,2.762354567309444e-09
1920,2.8774479687854182e-08,7.572231730534895e-09
1921,2.574734203619755e-08,2.0446417892117097e-08
1922,2.6560567079059183e-08,5.902348387820666e-09
1923,1.9108707505210987e-08,0.0
1924,3.351822286390416e-08,0.0
1925,3.629398648286042e-08,0.0
1926,1.89484357093761e-08,1.0031524944054127e-08
1927,2.8987985345452216e-08,3.3447675740205796e-09
1928,2.399468712610542e-08,3.4278122562625413e-09
1929,3.230717737778832e-08,2.2280812750352652e-09
1930,4.516549623190258e-08,3.1510811737689437e-09
1931,3.649714130915527e-08,2.2810713318222042e-09
1932,3.616647248350091e-08,3.287861094491973e-09
1933,1.9500125958415992e-08,2.2941324395731044e-09
1934,2.036868629318178e-08,2.3963160344919743e-09
1935,3.231436807027421e-08,8.377798899061872e-09
1936,2.7886843056990074e-08,2.424942913137329e-09
1937,2.1404900962807005e-08,2.5182236296217297e-09
1938,2.3337385357535823e-08,0.0
1939,2.7529290846928234e-08,3.058810094103137e-09
1940,2.7893612752905028e-08,2.5357829169792012e-09
1941,2.066051862925633e-08,0.0
1942,8.49579322448335e-08,3.034211770724937e-09
1943,2.9032351633873077e-08,0.0
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,6.753362669087437e-08,4.357008087652048e-09
1946,5.0115975369635635e-08,5.568441707737293e-09
1947,3.5762614203349585e-08,1.3112957830685446e-08
1948,3.261566305923225e-08,9.784699273041042e-09
1949,4.908504180889395e-08,2.945102384188658e-09
1950,3.722376362702562e-08,7.444753258312176e-09
1951,3.838104589704017e-08,6.396841278899501e-09
1952,3.374337254058446e-08,2.1089607837865287e-09
1953,2.9089333608567358e-08,6.464296653518886e-09
1954,3.9090146231046674e-08,1.07497895029951e-08
1955,3.378819002364253e-08,1.1262729415761896e-08
1956,4.883839466174322e-08,1.3953826538681824e-08
1957,3.6223653410161205e-08,2.6505113659425206e-09
1958,4.384289198355873e-08,1.0753916868111446e-08
1959,3.100299039715537e-08,5.425523585955716e-09
1960,4.982999968206059e-08,4.844583401109048e-09
1961,5.83645380913822e-08,9.72742331128984e-09
1962,3.107558654846798e-08,5.7077609305622445e-09
1963,5.754787224532265e-08,9.052474325699222e-09
1964,8.152517239068402e-08,8.517555549758526e-09
1965,3.8851506900527966e-08,8.755269398363907e-09
1966,3.6557892713062756e-08,7.200797291773142e-09
1967,3.007504645324843e-08,9.860671390526932e-09
1968,4.446501833399452e-08,3.5931326802796093e-09
1969,3.4971535001204757e-08,1.407944960618579e-08
1970,4.552737919993888e-08,9.657322941336588e-09
1971,6.011924824633752e-08,1.284599360218408e-08
1972,2.61637485010624e-08,1.0260293947794707e-08
1973,5.292675808732383e-08,7.718485406371656e-09
1974,3.3753430273009144e-08,8.438357568252286e-09
1975,5.9399393848025284e-08,1.0851811893530794e-08
1976,4.056603941648973e-08,1.3712464053128315e-08
1977,5.3478714789889636e-08,1.1165885105413054e-08
1978,4.871284886576177e-08,1.1881182260253809e-08
1979,6.963848164787123e-08,1.1118749476679568e-08
1980,6.026260024327712e-08,1.0801786132219604e-08
1981,5.8827609450418095e-08,6.958104314946922e-09
1982,7.324852902002021e-08,1.0552754226011984e-08
1983,6.631081816976803e-08,1.705135410645653e-08
1984,6.320919254676483e-08,1.6237223121606803e-08
1985,6.978047650818553e-08,1.0226449020933615e-08
1986,9.111617771395686e-08,1.7983456501724504e-08
1987,5.1330861339238254e-08,8.555143260480236e-09
1988,5.81665702270584e-08,1.139345240375178e-08
1989,7.189439799049069e-08,1.8110803523541108e-08
1990,7.791570766357836e-08,1.471135746555774e-08
1991,6.975143662657501e-08,2.05151273746651e-08
1992,6.005839026101967e-08,1.1570882918476855e-08
1993,7.588714368012006e-08,1.938722604677423e-08
1994,7.173900229417995e-08,1.8989736005892155e-08
1995,7.645655841770349e-08,1.4640617607142303e-08
1996,8.060519007813127e-08,2.1886178203089912e-08
1997,7.67183081507028e-08,2.157702461147437e-08
1998,9.774664988526638e-08,2.1456582288692516e-08
1999,6.992407719508265e-08,1.7823785114501334e-08
2000,8.703521814368287e-08,2.474097726690161e-08
2001,7.535684432014023e-08,2.4096664219541708e-08
2002,6.790893536390286e-08,2.0153619217921914e-08
2003,1.0000614736327407e-07,2.2084691408963408e-08
2004,9.954828072977762e-08,2.5547789661573006e-08
2005,9.998323946547316e-08,2.2068373795036678e-08
2006,8.976999765764049e-08,2.182481573242967e-08
2007,9.906309372809119e-08,1.917350189728495e-08
2008,1.0643599068771437e-07,1.958422224390688e-08
2009,9.870158379499117e-08,3.4330987830344384e-08
2010,1.280147898796713e-07,3.495607003856094e-08
2011,1.0018806761991073e-07,2.6385405860196443e-08
2012,1.256169213093017e-07,3.4042528795907856e-08
2013,1.3359908734855708e-07,3.653753921639691e-08
2014,1.5309697687371226e-07,4.677361431504323e-08
2015,1.2036004193305416e-07,4.1671619044336694e-08
2016,1.0646687798043786e-07,4.0391132216655024e-08
2017,1.2326495379966218e-07,5.23247152273143e-08
2018,1.4146436910777993e-07,4.4917520369835984e-08
2019,1.2703918628176325e-07,3.90301124753023e-08
