year,vos_DET âmes_NOUN,vos_DET ames_NOUN,vos_DET dames_NOUN
1827,3.613171030703022e-07,3.723778204678396e-07,1.0784209453218452e-07
1828,6.310543056997631e-07,2.9993425221253034e-07,9.814362300630819e-08
1829,3.8064902696532954e-07,3.137782456086313e-07,4.88671038079147e-08
1830,3.339787426615004e-07,4.2373552422425576e-07,1.1480519090945052e-07
1831,4.069304679887864e-07,4.0693048819484545e-07,6.704218558084563e-08
1832,3.030713173757249e-07,3.4366122581008796e-07,1.7183061784553644e-07
1833,3.382419399011738e-07,3.614092142223413e-07,1.8881314756136192e-07
1834,6.459495649480118e-07,4.58325472685317e-07,9.521221766561894e-08
1835,6.254673934336097e-07,3.4638943446907433e-07,9.680752555141225e-08
1836,5.309392547836467e-07,6.196531495694657e-07,1.1022030399487903e-07
1837,4.675702827139361e-07,3.061472118037756e-07,6.331680868498779e-08
1838,6.451029248566442e-07,2.9856524497162695e-07,7.25898647857548e-08
1839,4.656322554197345e-07,3.111206430261859e-07,1.2165167029287716e-07
1840,9.21056969360734e-07,1.44591930872906e-07,7.134051283053111e-08
1841,7.428574875234517e-07,2.388444011458546e-07,4.879616888331384e-08
1842,7.888919602017097e-07,1.8112315824936331e-07,9.525736643922755e-08
1843,7.241872865826338e-07,2.020163629712357e-07,6.615740311133322e-08
1844,9.347020117900229e-07,1.218460624063944e-07,7.903528098651691e-08
1845,1.059685256876719e-06,9.318980409567246e-08,3.8503573496218024e-08
1846,8.559280662012725e-07,1.2528632176156407e-07,5.913046186023507e-08
1847,7.652984201911295e-07,9.653870591819214e-08,2.6966119115456877e-08
1848,6.629262934154667e-07,1.2228736678832064e-07,2.4940187026700755e-08
1849,5.664484650225177e-07,9.720121685319327e-08,3.351766042491988e-08
1850,6.727894934499545e-07,7.739455387678618e-08,4.209177539848952e-08
1851,8.584203108341626e-07,5.030562300056829e-08,2.966741785570548e-08
1852,8.340008790241882e-07,8.398603323911402e-08,5.794385615764952e-08
1853,9.793968125393349e-07,3.1054044669076575e-08,8.599581735602158e-08
1854,1.0095175726476668e-06,7.637626586731727e-08,5.715231021774514e-08
1855,9.68516022936683e-07,9.658625899078288e-08,5.890700194299825e-08
1856,1.8482566090938235e-06,1.273588535743997e-07,7.66224039772112e-08
1857,7.283211598263506e-07,8.786716276798501e-08,4.5886183741572495e-08
1858,9.381177044076594e-07,7.63413441351446e-08,1.5610826542555856e-07
1859,8.004896279167895e-07,2.2914781183658306e-08,7.027199155906771e-08
1860,9.470193322869136e-07,1.830873630481733e-08,1.4738532128077964e-07
1861,8.550042487343035e-07,5.800635372033014e-08,9.620565749601795e-08
1862,9.415483379626721e-07,8.267915110882207e-08,1.608403100150646e-07
1863,8.356000833487087e-07,1.0938219513478842e-07,1.0488703533484411e-07
1864,9.57986650895748e-07,5.897515276132026e-08,7.14414482017034e-08
1865,1.0858689547532663e-06,5.271665681760851e-08,1.0025578589534234e-07
1866,1.1322281157077896e-06,4.865612979187972e-08,8.076917473731626e-08
1867,9.293133977905654e-07,3.0572712361731647e-08,6.648351380533768e-08
1868,6.362557667394242e-07,4.001297915223745e-08,4.1494942593089945e-08
1869,8.84893683661403e-07,3.56496907549797e-08,4.7370136480040514e-08
1870,8.274232659033487e-07,1.777555125315189e-08,5.9060704327151825e-08
1871,5.884132106004358e-07,3.0801414974135355e-08,6.054071199912414e-08
1872,7.958298473553782e-07,3.9912440574774166e-08,4.4750311234409423e-08
1873,7.84166561018651e-07,5.267684011212026e-08,5.806424224763518e-08
1874,5.526513495723862e-07,3.525019315331335e-08,5.7356249305584583e-08
1875,5.40684311545192e-07,4.8632981530793984e-08,8.467859924365939e-08
1876,5.435367373962663e-07,3.990369745743294e-08,9.613163354238452e-08
1877,5.065364416800833e-07,1.8554447867025203e-08,9.153527669170103e-08
1878,5.59823547519045e-07,3.019544392302009e-08,5.0728343525818786e-08
1879,5.473955262402797e-07,3.5434087664043545e-08,4.7652735979397676e-08
1880,4.980248915487095e-07,1.9253538541263993e-08,1.1295409607647855e-07
1881,6.024246572700065e-07,1.185326303776435e-08,9.482610580091588e-08
1882,4.1995480781764627e-07,3.194585018739815e-08,6.855046441600621e-08
1883,4.7268655833931916e-07,1.7062215640351042e-08,6.129758950423891e-08
1884,4.4099335294589537e-07,2.442627877741188e-08,6.799748231145486e-08
1885,5.485236195257315e-07,2.5782542378838258e-08,4.189663083131734e-08
1886,5.620967140629318e-07,2.2587123504891338e-08,4.3238207458884403e-08
1887,4.818346264201523e-07,1.50165264667379e-08,4.9619825637226e-08
1888,8.382292886466303e-07,1.902184432189813e-08,7.418519087920572e-08
1889,5.331631580673957e-07,1.9421923513895933e-08,3.0072656087565264e-08
1890,4.797810841949968e-07,8.520702476921826e-09,3.736000159237918e-08
1891,3.8181577632911967e-07,9.561330172047633e-09,3.824532190943586e-08
1892,3.8488665277114364e-07,3.196941245064977e-08,3.761107514321793e-08
1893,4.046079598030161e-07,1.8475250052052417e-08,4.372475725933356e-08
1894,4.215729874079699e-07,1.5753848003896564e-08,1.575384867003038e-08
1895,3.9722856648438665e-07,3.1296795377500075e-08,2.9491210140619728e-08
1896,4.4581539970778294e-07,4.4817418443088286e-08,3.3023362266959566e-08
1897,4.44578235558879e-07,2.2724182091593548e-08,9.264474698511549e-08
1898,3.72885578414639e-07,2.7725939211187267e-08,6.846609357236133e-08
1899,4.173321794809226e-07,2.7637891975018647e-09,5.030096339453394e-08
1900,4.2047530790512155e-07,1.1939421895590385e-08,5.6582479146527476e-08
1901,3.78357634112092e-07,1.1736351668290013e-08,4.4709911106721734e-08
1902,3.393006107188512e-07,1.129365245766678e-08,7.709145677381457e-08
1903,3.2833340579685455e-07,9.180374016537485e-09,5.292215710106518e-08
1904,2.982916855742701e-07,8.599400302955473e-09,3.9772225512990644e-08
1905,3.6434960115627746e-07,9.28936660926638e-09,3.148063110192112e-08
1906,3.498045471062028e-07,1.7490227155469995e-08,5.6586029528737924e-08
1907,3.6977044359787214e-07,1.542852989810939e-08,4.7314160367406544e-08
1908,4.0666300371583475e-07,1.964555584876848e-08,6.335691793424303e-08
1909,4.1477415813062635e-07,9.90177073667553e-09,7.371318044846475e-08
1910,3.511106969611433e-07,1.7635697346918278e-08,4.702852651750078e-08
1911,3.8891935894014296e-07,1.1704823443814405e-08,4.0434842141223726e-08
1912,3.9018565889392676e-07,1.3544495081063701e-08,8.595544742640016e-08
1913,4.0992109573423363e-07,1.0605979317013237e-08,3.8711823968640147e-08
1914,3.9443821719942207e-07,1.5402510322726215e-08,2.67869753045602e-08
1915,4.441347267736262e-07,2.8273829388858474e-08,1.4136914638918086e-08
1916,5.768417459250941e-07,5.493731025651982e-09,4.065360958982467e-08
1917,3.772449979067005e-07,1.0966424435210342e-09,2.7416061976204276e-08
1918,4.939141877713382e-07,4.594550517822427e-09,4.939141629023425e-08
1919,4.797289001601257e-07,8.287063701928332e-09,2.67027611133841e-08
1920,3.528660075247103e-07,1.2872793941909322e-08,1.8930578882248028e-08
1921,3.089681070989059e-07,3.0290990271630847e-09,4.619375865155817e-08
1922,2.914284502608666e-07,2.951174138399182e-09,6.197466156931952e-08
1923,2.9724654204699164e-07,7.431163684401554e-09,2.9724655625784635e-08
1924,2.2302509972149664e-07,1.2891624434629989e-08,3.4807386639634785e-08
1925,2.6725571711239127e-07,1.0998177923937646e-08,4.069325898470311e-08
1926,2.3295429141256818e-07,2.452150527076924e-08,3.009457361091705e-08
1927,2.3859340769760706e-07,5.574612327308159e-09,6.355058035367733e-08
1928,2.022409349988763e-07,1.713906150335731e-08,3.199291465083576e-08
1929,2.695978356115347e-07,1.4482528509773829e-08,6.127223262097914e-08
1930,1.848634152423756e-07,2.7309369543537798e-08,5.0417298114169284e-08
1931,1.3572373980252905e-07,1.9389106320488736e-08,5.930785640373415e-08
1932,1.6658496315713478e-07,9.863582839386709e-09,3.287860927958519e-08
1933,2.2023670931403672e-07,4.588264879146209e-09,2.5235456613259544e-08
1934,1.893089596194386e-07,5.990790086229936e-09,4.3133690397212376e-08
1935,2.0226400287981505e-07,9.574627313213568e-09,5.2660450222674626e-08
1936,2.2066980065460484e-07,1.9399542861009422e-08,2.0612015205756506e-08
1937,2.0775345133117185e-07,1.1332006222275481e-08,3.1477795925383134e-08
1938,2.2948429068136988e-07,1.5558256905023882e-08,3.111651469822618e-08
1939,2.2482253658751006e-07,3.058810094103137e-09,5.199977071157491e-08
1940,1.9018372454659982e-07,7.607348528892999e-09,3.2965177032551196e-08
1941,3.0400477157854766e-07,2.9515025978810172e-09,2.6563523380929155e-08
1942,3.580369760669555e-07,1.2136847082899749e-08,2.4273693721710288e-08
1943,3.483882284882611e-07,4.354852856103264e-08,3.193558839598154e-08
1944,4.209273765098942e-07,9.639558484764166e-09,3.534504777746861e-08
1945,3.2677560568572517e-07,1.089252066321933e-08,2.6142048525912287e-08
1946,2.9930373202091687e-07,2.7842208538686464e-09,2.0881657292193267e-08
1947,2.908692382508349e-07,4.7683483828109274e-09,3.337843867967649e-08
1948,1.6525269241896012e-07,1.195907639583993e-08,1.7395020979193987e-08
1949,1.8259635536921337e-07,1.47255123650325e-08,7.853606764918197e-09
1950,1.8824590508614847e-07,1.701657836861159e-08,2.0207187034770868e-08
1951,1.8870681683935686e-07,5.330700991734716e-09,3.411648485940333e-08
1952,2.520208091105758e-07,1.0544804140977249e-08,2.7416489856157966e-08
1953,1.346728484286075e-07,1.0773827163745864e-08,5.4946520777754415e-08
1954,1.88609953433172e-07,3.9090144454689835e-09,2.1499578783945594e-08
1955,1.7551086362033175e-07,6.569925492527773e-09,3.191106578981362e-08
1956,1.9273723328439019e-07,8.72114114258693e-09,3.1396109267944894e-08
1957,2.1380791404013166e-07,8.835037701437898e-10,5.0359713399394934e-08
1958,1.7288989306862845e-07,7.445019267748876e-09,5.3769582231133484e-08
1959,1.9066839263004454e-07,7.750747710311146e-09,4.4179262248533746e-08
1960,1.8893874820236078e-07,8.997083578154985e-09,3.2527915583280276e-08
1961,2.2512035835475785e-07,1.945484662257968e-08,5.558527449434081e-08
1962,2.7397250335070567e-07,1.6489086374082973e-08,4.8833063481801275e-08
1963,2.0820690771472528e-07,7.1126584622049904e-09,3.8796318491129966e-08
1964,2.135472927378146e-07,3.832900036249143e-08,4.380457041541774e-08
1965,2.0356001328991624e-07,2.0246560539227687e-08,7.387258565971777e-08
1966,1.9386761351825044e-07,2.1048484843966264e-08,3.766570810803671e-08
1967,2.1151139684150166e-07,3.9442684174328946e-08,4.387998697730211e-08
1968,2.402907446352742e-07,3.9075316093928336e-08,2.9194201944804377e-08
1969,2.4298404266431817e-07,2.5888020088737917e-08,2.3162964657430507e-08
1970,1.9406619466977304e-07,2.759234943305877e-08,3.035158471775823e-08
1971,2.086189399008731e-07,3.288574434989755e-08,8.992195466017705e-08
1972,1.6467771146722043e-07,2.9754851693652995e-08,4.3606249722216717e-08
1973,1.5161310873423872e-07,1.764225188161106e-08,3.3630542350948645e-08
1974,1.3276349042357083e-07,1.2938814464291681e-08,1.6314157580410438e-08
1975,1.0851812515255688e-07,9.138368284311582e-09,1.3136404852787109e-08
1976,1.3026840672836215e-07,1.4283816740512378e-08,2.2282754752467326e-08
1977,9.931761368875414e-08,7.052138428775834e-09,2.468248316844779e-08
1978,1.4316824703541897e-07,1.0693064766975624e-08,3.742572562970281e-08
1979,1.3635098250475153e-07,1.521513093294402e-08,4.213420756737918e-08
1980,1.534990730078789e-07,9.096240982664483e-09,4.150159926830099e-08
1981,1.3916208962960752e-07,1.0753434587229549e-08,3.921840685539024e-08
1982,1.663610593727327e-07,1.1794254461960918e-08,2.2967758028791252e-08
1983,8.841442666884802e-08,5.683784443100137e-09,1.3893695083311286e-08
1984,1.8440846449863102e-07,9.858314442556804e-09,2.6675439024348435e-08
1985,1.5219362481388998e-07,7.218669662023558e-09,1.5038895129215746e-08
1986,1.852295947735172e-07,1.2588419529002692e-08,9.291452696125191e-08
1987,1.3504905904682118e-07,3.666490056009053e-09,1.588812414965446e-08
1988,1.1573349190108217e-07,1.0194141475405871e-08,1.379207387186554e-08
1989,1.6738772545821234e-07,8.232182935330457e-09,2.8538234442265775e-08
1990,1.6182492945659988e-07,1.6345952813523468e-08,1.307676250617007e-08
1991,1.1840159963583119e-07,1.2895223555631219e-08,1.8756689479371147e-08
1992,1.2232075796703157e-07,6.060938417817852e-09,1.5978838419083985e-08
1993,1.456811551392434e-07,1.3848018953765973e-08,1.440193886370622e-08
1994,1.3662059883401412e-07,4.2199412852994556e-09,2.9539589663230004e-08
1995,1.6375802047718935e-07,1.1387147003105724e-08,2.1147558981748915e-08
1996,1.4839896045337753e-07,5.33809241254346e-09,2.2419987866229008e-08
1997,1.4432632755578823e-07,2.876936688878118e-09,1.0069278411073412e-08
1998,1.463815624269671e-07,9.536258560594035e-09,2.050295488942311e-08
1999,1.3664902143162294e-07,1.6452724072024694e-08,3.107736734619948e-08
2000,1.599327350554347e-07,1.502130730912654e-08,3.5786053342867774e-08
2001,1.5772362749189028e-07,1.1391150911421732e-08,3.548781543627477e-08
2002,1.3757034955652614e-07,5.257465907071435e-09,1.0076809331405201e-08
2003,1.6167661165411573e-07,7.5004612520857e-09,2.3334768339822176e-08
2004,1.3214373739689478e-07,4.8452703238499595e-09,1.233341556661216e-08
2005,1.5087560978344072e-07,1.2610498534293413e-08,1.5312748513629515e-08
2006,1.1077123662772692e-07,4.9414679570425335e-09,2.4295550404840327e-08
2007,1.4300236594877447e-07,1.358123019601365e-08,1.637736560256009e-08
2008,1.31554889204466e-07,8.940623130726522e-09,1.0217855089811323e-08
2009,1.6640992406280475e-07,7.15228898329201e-09,1.8119131528493426e-08
2010,1.695841698179379e-07,2.8342759250676863e-09,2.031230939003592e-08
2011,1.7284353948099351e-07,8.030341197562407e-09,2.0649449011811427e-08
2012,2.4272321219598325e-07,4.765953853791416e-09,2.587232000861306e-08
2013,2.4209605875569196e-07,3.068037435216553e-09,2.733342563399077e-08
2014,2.5660525881932017e-07,8.661780737106994e-10,5.132105018734734e-08
2015,2.3673025850712293e-07,4.433150790905671e-10,4.477482185016868e-08
2016,3.4032116325022344e-07,7.042556149361445e-09,5.447624173982035e-08
2017,5.800999911542704e-07,2.5156113858670892e-09,2.2892063938906304e-08
2018,2.547907538286154e-07,4.904786632398128e-09,4.465937258890662e-08
2019,3.089246067844442e-07,5.1019755087367e-10,6.632567939313105e-08
