year,des_DET août_NOUN,des_DET doutes_NOUN
1800,6.288328968651058e-09,3.4019860564171722e-06
1801,0.0,4.126589640662814e-06
1802,0.0,3.5962091544661234e-06
1803,0.0,3.2258609632407342e-06
1804,0.0,3.554521740056771e-06
1805,2.842877711017877e-09,3.459782131898237e-06
1806,1.152667650217154e-08,3.1928894479449355e-06
1807,0.0,3.695347700727325e-06
1808,4.5321479902327155e-09,3.331128766603797e-06
1809,2.259030518203531e-09,3.223636488414172e-06
1810,0.0,4.481342720907833e-06
1811,0.0,3.186494559770381e-06
1812,2.6672082320544632e-09,3.982141869585121e-06
1813,0.0,3.957020314970805e-06
1814,0.0,4.065506906236749e-06
1815,0.0,4.318254847035519e-06
1816,0.0,4.3014726198720155e-06
1817,0.0,4.169306983214938e-06
1818,1.1921177378582115e-09,3.939948953757266e-06
1819,0.0,3.756395972942528e-06
1820,0.0,4.14377515767228e-06
1821,0.0,4.032362738826123e-06
1822,0.0,3.852844159268898e-06
1823,9.882686891060644e-10,3.609157161577059e-06
1824,0.0,3.368445050000446e-06
1825,0.0,2.868813325562769e-06
1826,0.0,3.5099817488060125e-06
1827,0.0,4.2122936925181875e-06
1828,9.172301251858528e-10,4.030309199265503e-06
1829,2.571952872898464e-09,3.7773412771002768e-06
1830,0.0,3.952429672438029e-06
1831,1.5591206103948707e-09,3.911833836411915e-06
1832,0.0,3.6963875515994005e-06
1833,0.0,3.795954967245052e-06
1834,3.733812370398937e-09,3.562056953398951e-06
1835,0.0,3.898771822719027e-06
1836,0.0,3.4578259402451295e-06
1837,6.957890930081589e-10,3.716905403905457e-06
1838,0.0,3.2337204913801543e-06
1839,6.9914751765765e-10,3.6467535338147172e-06
1840,0.0,3.50969850870797e-06
1841,0.0,3.865170135952667e-06
1842,6.708265054555795e-10,3.91225997731226e-06
1843,5.906911071384968e-10,4.206901991210543e-06
1844,1.097712254427563e-09,3.709718505717774e-06
1845,1.674068439427856e-09,3.7398688519374446e-06
1846,0.0,3.897341592562498e-06
1847,5.393223645455691e-10,3.916019913674518e-06
1848,0.0,3.764359306046572e-06
1849,0.0,4.031336672483121e-06
1850,0.0,3.79436993824811e-06
1851,0.0,3.777436177188065e-06
1852,2.6042181744401205e-09,4.198650714215546e-06
1853,5.971931837933653e-10,3.5771872646250813e-06
1854,5.195664454227256e-10,3.691000088679175e-06
1855,1.0613874223963649e-09,3.7451056300596974e-06
1856,0.0,3.545339232857714e-06
1857,4.881509085841174e-10,3.4092458420786897e-06
1858,0.0,3.7916202231258467e-06
1859,0.0,3.75955147546847e-06
1860,0.0,3.6910410656787462e-06
1861,4.715963730639317e-10,3.7454182972851413e-06
1862,9.035972525772706e-10,3.7503804577454503e-06
1863,0.0,3.9347624465335684e-06
1864,9.589455896019672e-10,4.036201900703418e-06
1865,4.706844358715045e-10,3.5927342452168887e-06
1866,0.0,3.9226570862638255e-06
1867,4.85281148598915e-10,3.4338494856456236e-06
1868,4.93987406535723e-10,3.5695530087309635e-06
1869,0.0,3.8794675560893666e-06
1870,0.0,3.7724305954611737e-06
1871,0.0,3.3669131589419976e-06
1872,1.8142017887967654e-09,3.7021810612714035e-06
1873,0.0,3.7867465039198578e-06
1874,5.974609140757536e-10,3.6827490816904174e-06
1875,5.721527140956084e-10,3.5427696332135383e-06
1876,1.209202959984168e-09,3.6850459679271808e-06
1877,0.0,3.6626479555934566e-06
1878,0.0,3.6168102894862386e-06
1879,0.0,3.692476191474725e-06
1880,0.0,3.591426860793945e-06
1881,0.0,3.316821960197558e-06
1882,0.0,3.3037332229923777e-06
1883,0.0,3.2746813616313375e-06
1884,0.0,3.4018544425862274e-06
1885,0.0,3.3497968274787127e-06
1886,1.2906927748801422e-09,3.1893018999085143e-06
1887,0.0,3.345421006883953e-06
1888,1.268122939990235e-09,3.229275158389555e-06
1889,1.8795409673089125e-09,3.2002318874901903e-06
1890,6.554386478008212e-10,3.262773596190982e-06
1891,6.374220040683554e-10,3.2731618873071966e-06
1892,1.2537024751679837e-09,3.1461664349308194e-06
1893,6.158416554491453e-10,2.9498814981820942e-06
1894,0.0,3.0656988556643228e-06
1895,0.0,2.944306189078816e-06
1896,1.769108692872834e-09,2.910773595488081e-06
1897,1.1653427112179315e-09,2.8271214205233264e-06
1898,0.0,3.2269597056711063e-06
1899,1.1055156790007459e-09,3.0921274074557914e-06
1900,2.07642125715779e-09,2.9698015566737013e-06
1901,0.0,2.925704812639651e-06
1902,0.0,2.474291996179545e-06
1903,5.400220270956879e-10,2.9042385207844745e-06
1904,0.0,2.669576325331491e-06
1905,0.0,2.622697707010957e-06
1906,1.0288369045596824e-09,2.717672742846844e-06
1907,5.142843373384665e-10,2.7719926265490358e-06
1908,4.911389073214423e-10,2.7705146550260906e-06
1909,5.500983557560346e-10,2.6245192685792063e-06
1910,1.6032452032632705e-09,2.592981999782751e-06
1911,0.0,2.5005759312080045e-06
1912,5.209421227725386e-10,2.5322995540477677e-06
1913,5.30298971401777e-10,2.5989952803229244e-06
1914,1.3393487430235496e-09,2.507260745687745e-06
1915,0.0,2.717821764974815e-06
1916,0.0,2.745766700229524e-06
1917,0.0,2.62865201960949e-06
1918,3.44591288836682e-09,2.42247666193407e-06
1919,0.0,2.182260026017957e-06
1920,1.514446346106979e-09,2.3557212571745367e-06
1921,0.0,2.337707087463059e-06
1922,7.377935484775833e-10,2.189033430965992e-06
1923,1.0615948120573648e-09,2.274997790152611e-06
1924,0.0,2.1516122217235534e-06
1925,0.0,2.4976862036396597e-06
1926,0.0,2.3540645202047017e-06
1927,1.1149224876660924e-09,2.4115772490063137e-06
1928,1.1426041224282812e-09,2.3549071741513217e-06
1929,0.0,2.470942220611505e-06
1930,0.0,2.443138122032451e-06
1931,0.0,2.328973735643558e-06
1932,0.0,2.537132829161237e-06
1933,0.0,2.367544787773568e-06
1934,0.0,2.1890347952080447e-06
1935,0.0,2.202164246511984e-06
1936,0.0,2.320670326128038e-06
1937,0.0,2.091384807556551e-06
1938,0.0,2.406343710958936e-06
1939,0.0,2.2956368894710977e-06
1940,0.0,1.914516086998219e-06
1941,0.0,1.7443380428971977e-06
1942,0.0,1.8478349304018593e-06
1943,0.0,2.040974443673349e-06
1944,0.0,1.754399612252655e-06
1945,0.0,1.9802601052276714e-06
1946,1.3921104269343232e-09,1.8320173609254198e-06
1947,2.3841741914054637e-09,2.1946324437749354e-06
1948,0.0,2.009124933977091e-06
1949,0.0,1.9722369231089942e-06
1950,0.0,1.9781772806481968e-06
1951,2.1322803522849654e-09,2.1376111192239478e-06
1952,3.1634410646574906e-09,1.945516331147701e-06
1953,0.0,1.8983483727197381e-06
1954,0.0,2.066891376273361e-06
1955,0.0,1.8949542379687045e-06
1956,0.0,1.8471378133710914e-06
1957,8.835037701437898e-10,2.0205730493216834e-06
1958,0.0,1.951422227364219e-06
1959,1.5501495642666896e-09,1.98264137196702e-06
1960,6.920833350854139e-10,1.9039212943994244e-06
1961,0.0,1.978140922176408e-06
1962,0.0,2.0135712404112383e-06
1963,1.2932106496776896e-09,1.9145983785051612e-06
1964,6.083968329129164e-10,2.0004087772917956e-06
1965,1.0944086747954884e-09,2.1806092860288118e-06
1966,0.0,2.104294551941166e-06
1967,4.930335584241163e-10,2.093420597759632e-06
1968,0.0,2.107372246484829e-06
1969,0.0,2.2895000242328933e-06
1970,0.0,2.1048364686748755e-06
1971,0.0,1.9299820621654362e-06
1972,5.130146862875051e-10,1.9227790986064974e-06
1973,5.513203782392395e-10,1.8678734399202312e-06
1974,0.0,1.8896294697867688e-06
1975,0.0,1.6957384687543708e-06
1976,0.0,1.7311986653112399e-06
1977,0.0,1.8065227891383984e-06
1978,0.0,1.7417814390796593e-06
1979,0.0,1.811185715183683e-06
1980,0.0,1.7743355691379747e-06
1981,0.0,1.7951910038505048e-06
1982,6.207502289967692e-10,1.76230988913062e-06
1983,0.0,1.892700225880617e-06
1984,5.799008495621649e-10,1.8626415254630047e-06
1985,0.0,1.8618152068938798e-06
1986,5.994485463567401e-10,1.8822684282326918e-06
1987,0.0,1.756859870027938e-06
1988,0.0,1.8193544732980627e-06
1989,0.0,1.875840183629407e-06
1990,5.44865097484859e-10,1.8825089398433192e-06
1991,0.0,1.9383865819122548e-06
1992,0.0,1.8904618173110066e-06
1993,0.0,2.0179331627900865e-06
1994,5.274926606624319e-10,2.0487814040848207e-06
1995,1.0844901643380922e-09,1.9352726781107776e-06
1996,0.0,2.081322151070708e-06
1997,0.0,2.0416661357103294e-06
1998,0.0,2.0493420436196175e-06
1999,0.0,2.096808259466343e-06
2000,0.0,2.000926414780224e-06
2001,1.3143635346768434e-09,2.2046257370789135e-06
2002,8.76244299341522e-10,2.0486591409962784e-06
2003,1.2500769308587678e-09,2.280140314780965e-06
2004,4.404791253964646e-10,2.1094545630262473e-06
2005,4.5037495954858286e-10,2.2135928219313428e-06
2006,4.1178899179428186e-10,2.226954883610688e-06
2007,7.988958938831558e-10,2.206550561822951e-06
2008,4.257439678578834e-10,2.2398389134536956e-06
2009,0.0,2.3554871901865226e-06
2010,0.0,2.4497591581962297e-06
2011,0.0,2.42860450327953e-06
2012,0.0,2.435742835871224e-06
2013,2.789125042035323e-10,2.7464514786856853e-06
2014,0.0,2.768305087386125e-06
2015,0.0,2.750991782818346e-06
2016,0.0,2.7207052042399482e-06
2017,7.54683426862357e-10,2.7885552000839198e-06
2018,0.0,2.8527787989673925e-06
2019,1.02039510174734e-09,2.927513506278956e-06
