year,sans_ADP étendre_VERB,sans_ADP etendre_VERB,sans_ADP détendre_VERB
1893,4.0029707659705593e-08,0.0,6.158416554491453e-10
1894,5.671385228112058e-08,0.0,0.0
1895,4.754705318354979e-08,0.0,6.018614495673091e-10
1896,5.9559993603741646e-08,0.0,3.5382172747233653e-09
1897,3.9621651404253555e-08,0.0,6.409385022720926e-09
1898,6.790025963709923e-08,0.0,1.6975064687230201e-09
1899,5.693405746853841e-08,0.0,5.527578395003729e-10
1900,4.6719479174228695e-08,0.0,5.191053142894475e-10
1901,5.02986489125945e-08,0.0,0.0
1902,3.928226943727964e-08,0.0,3.437198747846537e-09
1903,3.510143065099669e-08,0.0,9.720396931811592e-09
1904,5.912087708281888e-08,0.0,2.6873125946735854e-09
1905,4.4382527542019545e-08,0.0,2.580379465655369e-09
1906,5.2985098975000255e-08,5.144184522798412e-10,2.0576738091193647e-09
1907,6.788553097436534e-08,0.0,5.142843373384665e-10
1908,4.2237946473733246e-08,0.0,9.822778146428846e-10
1909,5.005894987419879e-08,0.0,5.500983557560346e-10
1910,5.076943088155872e-08,5.344150677544235e-10,1.6032452032632705e-09
1911,4.256299446225853e-08,0.0,5.320374141248863e-10
1912,5.678269054953944e-08,0.0,4.167536982180309e-09
1913,4.4014813571635614e-08,0.0,0.0
1914,3.281404414856581e-08,0.0,2.0090231700464756e-09
1915,3.65203614016707e-08,0.0,1.0602685840410686e-08
1916,3.0764893077517286e-08,0.0,2.197492410260793e-09
1917,1.9739564316445524e-08,0.0,0.0
1918,2.5270026959844927e-08,0.0,2.2972752589112133e-09
1919,4.9722381767480783e-08,0.0,7.366278698128781e-09
1920,3.8618380493460336e-08,0.0,7.572231730534895e-10
1921,3.559191302793252e-08,0.0,0.0
1922,2.1396012961361066e-08,0.0,1.4755870969551665e-09
1923,4.0340602414090654e-08,0.0,0.0
1924,2.5783248869259978e-08,0.0,7.734974438733389e-09
1925,3.519416935660047e-08,0.0,1.0998177923937646e-09
1926,4.346994098014534e-08,0.0,0.0
1927,3.34476758512281e-08,0.0,2.2298449753321847e-09
1928,4.1133748407418125e-08,0.0,3.4278122562625413e-09
1929,3.676334259239411e-08,0.0,0.0
1930,2.8359729342675166e-08,0.0,5.2518016602221e-09
1931,2.2810713318222042e-08,0.0,0.0
1932,3.287861050083052e-08,0.0,3.287861094491973e-09
1933,2.5235456169170334e-08,0.0,3.4411986593596566e-09
1934,2.156684431042777e-08,0.0,3.5944740517379614e-09
1935,3.829851102921111e-08,0.0,0.0
1936,3.273672799508631e-08,0.0,9.699771652549316e-09
1937,4.155069155409308e-08,0.0,0.0
1938,3.8895642262559704e-08,0.0,2.5930428915188486e-09
1939,3.8235126176289214e-08,0.0,4.588215141154706e-09
1940,3.296517903095264e-08,0.0,0.0
1941,2.6563523380929155e-08,0.0,0.0
1942,3.034211815133858e-08,0.0,0.0
1943,3.4838823381733164e-08,0.0,0.0
1944,2.2492303131116387e-08,0.0,3.2131861615880553e-09
1945,2.3963544037997053e-08,0.0,4.357008087652048e-09
1946,1.9489545977080525e-08,0.0,5.568441707737293e-09
1947,2.8610090296865565e-08,0.0,3.5762612871081956e-09
1948,3.696441908118686e-08,0.0,0.0
1949,3.7304631383960896e-08,9.817008317369869e-10,6.8719057111366055e-09
1950,3.5096692885261405e-08,0.0,4.2541445921528975e-09
1951,2.7719644468682247e-08,0.0,1.0661401761424827e-09
1952,1.1599284532870513e-08,0.0,4.2179215675730575e-09
1953,5.063698993446053e-08,0.0,2.1547654771580937e-09
1954,3.9090142678332995e-08,0.0,0.0
1955,3.566531070475776e-08,0.0,5.631364707880948e-09
1956,4.971050637792018e-08,0.0,3.488456634670456e-09
1957,2.2971097746182778e-08,0.0,0.0
1958,3.639787071740841e-08,0.0,8.272243445794913e-10
1959,3.3328214188443894e-08,0.0,4.650448914844674e-09
1960,2.9759583020094738e-08,0.0,2.076250060767393e-09
1961,2.779263663654774e-08,0.0,2.779263708063695e-09
1962,2.346523797491784e-08,6.341956404476434e-10,1.9025869768540815e-09
1963,2.651081887350415e-08,6.466053248388448e-10,0.0
1964,2.981144553437787e-08,0.0,1.2167936658258327e-09
1965,2.2435377389218303e-08,0.0,1.6416130677043839e-09
1966,1.606331645476189e-08,0.0,1.1078149508847446e-09
1967,2.5144712090252597e-08,0.0,5.423369309198733e-09
1968,2.0211371576372983e-08,0.0,4.042274071025531e-09
1969,2.9067250773007203e-08,0.0,2.7250546263957176e-09
1970,2.897196726969753e-08,0.0,9.197450023812337e-10
1971,2.3122789238883e-08,0.0,1.541519245584766e-09
1972,2.1546616491008308e-08,0.0,1.5390440033513642e-09
1973,2.4809417187299232e-08,5.513203782392395e-10,2.205281512956958e-09
1974,1.9126943695546572e-08,0.0,5.625571675160757e-10
1975,1.028066431985053e-08,0.0,1.1422960355389478e-09
1976,1.9425991260035858e-08,5.713526873840635e-10,0.0
1977,1.704266772151186e-08,0.0,0.0
1978,1.960395146216598e-08,0.0,2.3762365408686037e-09
1979,1.6385524936879392e-08,0.0,1.1703946700691858e-09
1980,1.819248263146278e-08,0.0,0.0
1981,1.2651098835192442e-08,0.0,0.0
1982,2.296775791776895e-08,0.0,0.0
1983,1.2630631651688873e-08,0.0,6.315316047889041e-10
1984,2.0876430584237937e-08,0.0,0.0
1985,1.744511812784566e-08,0.0,0.0
1986,1.558566170567488e-08,5.994485463567401e-10,0.0
1987,2.1998940669121225e-08,6.110816852533674e-10,4.888653482026939e-09
1988,1.3792074038398994e-08,0.0,0.0
1989,2.1403676386810844e-08,0.0,5.488122178931576e-10
1990,2.0704873815446945e-08,0.0,5.44865097484859e-10
1991,1.113678349540237e-08,5.861465202094962e-10,0.0
1992,1.6529832724820892e-08,0.0,0.0
1993,2.049506742096696e-08,0.0,0.0
1994,1.2132331583813993e-08,0.0,2.637463358823311e-09
1995,1.8436333071303324e-08,0.0,0.0
1996,2.5089032629210806e-08,0.0,5.338092190498855e-10
1997,1.6302642014132118e-08,0.0,0.0
1998,1.9072516010965046e-08,0.0,0.0
1999,1.6909743744131234e-08,0.0,4.570201161957499e-10
2000,1.4137700898864125e-08,0.0,8.836062992401139e-10
2001,1.7962968529294798e-08,0.0,1.3143635069212678e-09
2002,1.533427496092088e-08,0.0,2.6287327870022636e-09
2003,1.9167845810574846e-08,0.0,8.333845835650777e-10
2004,2.1142997935763574e-08,1.3214374039449694e-09,0.0
2005,2.026687329070853e-08,0.0,1.3511248786457486e-09
2006,1.400082555447213e-08,0.0,1.2353669198716943e-09
2007,1.7975158084215792e-08,0.0,7.988958827809256e-09
2008,1.6178270362265934e-08,0.0,4.257439678578834e-10
2009,1.8595950335154043e-08,0.0,1.907277002999308e-09
2010,1.1809482280966677e-08,0.0,3.3066551718974324e-09
2011,1.6060682533902693e-08,0.0,3.82397197240536e-10
2012,1.1234033953089195e-08,0.0,0.0
2013,1.5898012906134795e-08,0.0,4.183687618564136e-09
2014,1.5158115873603606e-08,0.0,1.7323561474213989e-09
2015,1.618100001210543e-08,0.0,2.659890530054554e-09
2016,1.8849194649561696e-08,0.0,3.5212781579474495e-09
2017,9.307762255383878e-09,0.0,1.2578056374223934e-09
2018,1.0325866384164328e-08,0.0,2.8396134332808742e-09
2019,1.249983971884916e-08,0.0,2.2958890344426663e-09
