year,êtes_VERB en_ADP,êtes_VERB dans_ADP,etes_VERB en_ADP,etes_VERB dans_ADP
1800,6.225445758900605e-07,1.0815925861606956e-06,0.0,0.0
1801,9.477106459598872e-07,1.438234335182642e-06,0.0,4.7623651688866175e-09
1802,5.818384352096473e-07,1.0584983556327643e-06,0.0,0.0
1803,6.007044817124552e-07,9.96623384708073e-07,0.0,0.0
1804,1.273003249480098e-06,1.3842364978700061e-06,0.0,0.0
1805,7.192480779849575e-07,1.225280243488669e-06,0.0,0.0
1806,9.682407835498452e-07,1.2996327996006585e-06,0.0,8.645007376628655e-09
1807,5.067579991191451e-07,2.1522980659938185e-06,2.8469551160981155e-09,0.0
1808,4.826737836083339e-07,8.407134259869053e-07,4.5321479902327155e-09,0.0
1809,5.602395845016872e-07,9.984914868255146e-07,0.0,0.0
1810,1.1724034720828058e-06,1.8346594288232154e-06,2.3401267590372754e-09,0.0
1811,5.214719749346841e-07,9.000405611914175e-07,2.5070767684098882e-09,5.0141535368197765e-09
1812,8.081640885393426e-07,8.535066626791377e-07,0.0,0.0
1813,6.757992991879291e-07,8.972314162747352e-07,2.8757416448144113e-09,1.1502966579257645e-08
1814,5.821352715429384e-07,8.275761160803086e-07,0.0,0.0
1815,6.284531082201283e-07,1.0815866744451341e-06,0.0,0.0
1816,8.273846106021665e-07,1.341892698292213e-06,2.3176038865813098e-09,4.6352077731626196e-09
1817,7.364011480603949e-07,1.0991526551151765e-06,0.0,1.556873407970727e-09
1818,8.642853686069429e-07,1.0442951179356896e-06,2.384235475716423e-09,0.0
1819,7.276788096532982e-07,1.183125050374656e-06,1.035105001712111e-09,0.0
1820,8.10480685231596e-07,1.0371304597356357e-06,4.746592452420373e-09,5.933240565525466e-09
1821,1.0709576372391894e-06,1.9358101326361066e-06,0.0,1.97229765852569e-09
1822,1.052689640346216e-06,1.4537142760673305e-06,1.0025615893027862e-09,1.0025615893027862e-09
1823,1.0090222986036679e-06,1.4685672340419842e-06,1.9765373782121287e-09,0.0
1824,7.705318125772465e-07,1.1755873856600374e-06,0.0,0.0
1825,9.421823961019982e-07,1.2310009651628206e-06,8.805443041381977e-10,0.0
1826,7.856722277210793e-07,1.1626539162534755e-06,1.7615968683770689e-09,3.5231937367541377e-09
1827,6.664088232355425e-07,1.1705936913131154e-06,0.0,1.8434546111834038e-09
1828,7.934040695545264e-07,1.310721813752025e-06,1.8344602503717056e-09,9.172301251858528e-10
1829,7.244333914968593e-07,1.1410896831876016e-06,8.57317605795771e-10,8.57317605795771e-10
1830,8.161605364875868e-07,1.3202596846895176e-06,2.0873671680021744e-09,2.0873671680021744e-09
1831,7.468187845915963e-07,1.3065430266578915e-06,3.1182412207897414e-09,0.0
1832,8.388581136387074e-07,1.166283368547738e-06,1.3529969367098715e-09,0.0
1833,7.251351235026959e-07,1.2324981071287766e-06,1.1583628500844156e-09,2.3167257001688313e-09
1834,8.121041901176795e-07,1.4197821656125598e-06,0.0,9.334530925997342e-10
1835,9.96814947029634e-07,1.430936208635103e-06,9.832014313815307e-09,2.2689263801112247e-09
1836,9.845898603089154e-07,1.3555752502725227e-06,3.36037508930076e-09,1.3441500135158435e-09
1837,7.813711704329762e-07,1.1334403779983404e-06,1.3915781860163179e-09,6.262101948095733e-09
1838,7.965948043420212e-07,1.0661241276466171e-06,6.312161904276081e-10,2.5248647617104325e-09
1839,7.90036722264631e-07,9.61327828008507e-07,6.292327547896548e-09,4.194885327990505e-09
1840,8.146831760313944e-07,1.282218363485299e-06,2.5478754661634184e-09,4.458782232319436e-09
1841,6.831463679191074e-07,1.0491175999050029e-06,3.852329122366882e-09,7.0626033910059505e-09
1842,7.265051067406603e-07,1.1511382354001398e-06,2.0124795163667386e-09,2.683306021822318e-09
1843,7.655356739633135e-07,1.1429873438828508e-06,5.31621990873532e-09,2.3627644285539873e-09
1844,1.0406312185295974e-06,1.2876164419139968e-06,5.488561272137815e-10,4.9397050894128824e-09
1845,7.153852266128524e-07,1.222069954565086e-06,2.2320911785556063e-09,2.7901139176833567e-09
1846,8.617826097179204e-07,1.1328460232107318e-06,0.0,1.1709002656346001e-09
1847,5.813894858874846e-07,8.203093102565617e-07,2.6966118227278457e-09,3.235934187273415e-09
1848,7.256790013343561e-07,1.0716235010477249e-06,3.218088684420195e-09,1.6090443422100975e-09
1849,6.393493663381378e-07,1.0499406926101074e-06,2.513824481908955e-09,0.0
1850,6.103307441662764e-07,1.044147552420327e-06,0.0,2.0366988096043315e-09
1851,6.29465205292945e-07,9.306540391662566e-07,3.8696632564949596e-09,1.2898877521649865e-09
1852,7.129047503440233e-07,9.746286195877474e-07,5.859490670445666e-09,3.2552727180501506e-09
1853,6.88563716266799e-07,1.0719617193899467e-06,2.9859659189668264e-09,4.777545470346922e-09
1854,7.606452641084616e-07,1.4272490034272778e-06,0.0,1.558699391779328e-09
1855,7.477474355255254e-07,1.148421233665431e-06,3.714855978387277e-09,5.306937111981824e-10
1856,8.392223662667675e-07,1.2373482149996562e-06,6.212626857404757e-09,6.73034605824796e-09
1857,6.614444600927527e-07,1.04610739981581e-06,9.763018171682347e-10,1.4644527812635033e-09
1858,7.668390367143729e-07,1.254249127669027e-06,8.808616946964776e-09,3.4255731584664773e-09
1859,7.271623303495289e-07,1.0235268064207048e-06,1.5276520048956854e-09,3.5645213447565993e-09
1860,7.94599145592656e-07,1.0866234561035526e-06,2.746310290291376e-09,2.288591982591015e-09
1861,8.531178536941297e-07,1.1653146430035122e-06,0.0,3.3011746669586728e-09
1862,9.04049045402644e-07,1.1566045259314706e-06,1.3553959066214816e-09,9.035972525772706e-10
1863,7.666743044865143e-07,1.1647455266938778e-06,9.989241656072068e-10,1.9978483312144135e-09
1864,7.700332957938372e-07,1.1095000900240848e-06,6.233146443435089e-09,1.9178911792039344e-09
1865,9.079502660824801e-07,1.1602371614571894e-06,4.706844247692743e-09,4.23615986733239e-09
1866,8.582941291024326e-07,1.2081317208867404e-06,2.919367858567057e-09,2.432806400776144e-09
1867,7.507299528697331e-07,1.0321930403733859e-06,5.338092634588065e-09,1.94112459439566e-09
1868,7.068960030665039e-07,9.593235290594748e-07,3.457911734727759e-09,7.903798504571569e-09
1869,7.881999977144005e-07,1.193043772218516e-06,1.4162205630441349e-08,1.12320943657096e-08
1870,7.867114959481114e-07,1.1301809763608617e-06,1.1468097582678638e-08,1.3761717099214366e-08
1871,7.5835203006136e-07,1.07486312117544e-06,5.3105884134652115e-09,7.434824311758348e-09
1872,8.067150361057429e-07,1.0401423651273944e-06,7.256807155187062e-09,1.0280476914203973e-08
1873,7.584267791571619e-07,9.655425401433604e-07,8.380406590902112e-09,5.387403856360606e-09
1874,6.643765573244309e-07,8.79462447755941e-07,4.182226565063729e-09,5.974609140757536e-10
1875,8.530797117600741e-07,9.72659563558409e-07,3.432916173551348e-09,1.716458086775674e-09
1876,7.654254545741423e-07,8.367684358745464e-07,6.04601479992084e-10,1.209202959984168e-09
1877,6.815667461523844e-07,8.683481382831815e-07,1.2369631985365004e-09,0.0
1878,5.622391654469538e-07,7.138202704481955e-07,1.8117265465633636e-09,1.2078177347163432e-09
1879,6.714148526043573e-07,8.956270676208078e-07,3.665595160740054e-09,2.443730107160036e-09
1880,6.443517577281455e-07,8.972149316832656e-07,3.8507077526617195e-09,6.417846254436199e-10
1881,7.586088486277731e-07,9.17581985504512e-07,2.091752326904839e-09,6.972507571312292e-10
1882,7.866665328037925e-07,9.603720627637813e-07,2.6621540527571597e-09,6.655385131892899e-10
