year,avez_VERB écrit_VERB,avez_VERB ecrit_VERB,avez_VERB décrit_VERB
1800,3.74155575855184e-07,0.0,1.5720821977538435e-08
1801,4.1194459754478885e-07,0.0,0.0
1802,2.64065135979763e-07,4.475680270843441e-09,4.475680270843441e-09
1803,2.9645156018887064e-07,0.0,3.900678446910888e-09
1804,4.32573926900659e-07,2.2246657849223084e-08,7.4155526164076946e-09
1805,3.2693094453861704e-07,0.0,5.685755422035754e-09
1806,7.982223451108439e-07,1.4408345627714425e-08,5.76333825108577e-09
1807,1.9359295322374237e-07,0.0,0.0
1808,2.809931629599305e-07,0.0,0.0
1809,3.591858614981902e-07,0.0,4.518061036407062e-09
1810,3.322979864606168e-07,7.020380277111826e-09,0.0
1811,1.8301660986708157e-07,0.0,2.2563691359778204e-08
1812,4.1341726841892523e-07,2.6672082320544632e-09,0.0
1813,2.5594101771275746e-07,0.0,0.0
1814,3.8704129678990284e-07,0.0,3.1466771410748606e-09
1815,2.2386954867670283e-07,0.0,8.091670444798638e-09
1816,2.3407798721564177e-07,0.0,1.3905623319487859e-08
1817,5.355644248083991e-07,0.0,0.0
1818,4.6015745169825095e-07,0.0,3.2187177367859476e-08
1819,4.0886646957005723e-07,0.0,0.0
1820,4.0346034779759066e-07,0.0,1.898636980968149e-08
1821,9.220491392625263e-07,0.0,3.94459531705138e-09
1822,7.408930287056137e-07,0.0,4.010246357211145e-09
1823,3.24152125585897e-07,0.0,5.929612356680991e-09
1824,3.5621306437860767e-07,0.0,1.6842225392110777e-09
1825,4.578830328227923e-07,0.0,1.6730341556581152e-08
1826,5.143862722434278e-07,0.0,7.927186018719112e-09
1827,3.603953757647105e-07,9.217273055917019e-10,1.566936447261469e-08
1828,4.705390495018946e-07,2.7516904310687096e-09,4.586150570418113e-09
1829,2.640538241394097e-07,0.0,2.571952872898464e-09
1830,3.350224346831965e-07,0.0,7.305785310052215e-09
1831,5.176280524210597e-07,0.0,4.677361609140007e-09
1832,5.181978508517204e-07,0.0,1.352996914505411e-08
1833,4.2743587869154e-07,2.3167257001688313e-09,1.853380560135065e-08
1834,3.565790791526524e-07,0.0,1.0267983796552471e-08
1835,3.9403687424055533e-07,0.0,7.563087933704082e-09
1836,4.294559232675965e-07,1.3441500135158435e-09,1.0753200108126748e-08
1837,4.98880751820252e-07,6.957890930081589e-10,1.3915781860163179e-09
1838,4.4942592580810015e-07,0.0,3.787297142565649e-09
1839,3.768405179016554e-07,6.9914751765765e-10,8.38977065598101e-09
1840,3.2931291116256034e-07,0.0,2.229391071750797e-08
1841,3.07544269162463e-07,3.2102742686390684e-09,3.723918240439161e-08
1842,2.844304276550247e-07,0.0,2.683306021822318e-09
1843,3.9930719708536344e-07,2.953455480181333e-09,1.7720733769266417e-09
1844,3.6334276387606224e-07,5.488561272137815e-10,7.1351298203126134e-09
1845,3.2700134511287615e-07,0.0,3.013322924516615e-08
1846,3.4365922374490765e-07,0.0,7.025401593807601e-09
1847,2.615713583509205e-07,0.0,9.707802561820245e-09
1848,3.684711487039749e-07,0.0,1.6090443422100975e-09
1849,3.410421811622655e-07,0.0,5.02764896381791e-09
1850,3.700002935147495e-07,8.82569484161877e-09,6.788996032014438e-09
1851,3.418202538796322e-07,6.449438760824933e-10,9.029214709244116e-09
1852,3.040424587652524e-07,0.0,5.859490670445666e-09
1853,3.1233204822456173e-07,5.971931837933653e-10,6.569124799682413e-09
1854,3.2420945217381814e-07,3.63696517347023e-09,2.0782657816909023e-09
1855,3.4654300407055416e-07,5.306937111981824e-10,1.9104973603134567e-08
1856,3.846651566163928e-07,0.0,2.2779632402603056e-08
1857,4.3103725033688534e-07,4.881509085841174e-10,1.610898081594314e-08
1858,5.099210511616548e-07,4.893676019968041e-10,4.893676130990343e-09
1859,3.024750867552939e-07,0.0,1.5785737161877478e-08
1860,3.574780578219361e-07,9.154367819341758e-10,1.0985241161165504e-08
1861,4.8527266471865e-07,4.715963730639317e-10,1.1789909493131745e-08
1862,4.847799459639646e-07,0.0,1.581295272501393e-08
1863,4.010680640931241e-07,9.989241656072068e-10,1.048870412745373e-08
1864,5.15433271175425e-07,4.794727948009836e-10,1.0548401263577034e-08
1865,5.455232781059749e-07,0.0,5.6482134525026595e-09
1866,4.5347510990723094e-07,0.0,1.3623716377253459e-08
1867,3.8191626572370296e-07,4.85281148598915e-10,3.396968040192405e-09
1868,4.2433518387952063e-07,0.0,1.1855697756857353e-08
1869,3.9849516042522737e-07,1.953407657850903e-09,1.1720445947105418e-08
1870,3.8418127701334015e-07,1.7202146374017957e-09,2.1789386295267832e-08
1871,2.8783389893760614e-07,0.0,7.434824311758348e-09
1872,4.0819540458869596e-07,1.8142017887967654e-09,4.23313739617015e-09
1873,3.8789309542153205e-07,0.0,1.1972009161809183e-08
1874,3.805826054303907e-07,0.0,1.0156835372754358e-08
1875,4.61727239553511e-07,5.721527140956084e-10,6.865832347102696e-09
1876,4.915410158901068e-07,0.0,1.209202959984168e-08
1877,3.228473985927849e-07,0.0,9.895705588292003e-09
1878,2.928958053871611e-07,6.039088673581716e-10,4.831270938865373e-09
1879,3.2745984412940743e-07,0.0,5.498392852132383e-09
1880,3.9533932749691303e-07,0.0,8.343199908722454e-09
1881,4.5391024627861043e-07,4.8807553554297556e-09,1.5339516323820135e-08
1882,4.499040358041384e-07,0.0,1.0648616211028639e-08
1883,2.812105890370731e-07,0.0,6.951272890631799e-09
1884,2.8915431471432385e-07,0.0,7.2618666635548834e-09
1885,2.7587321937971865e-07,0.0,1.0313017106966527e-08
1886,3.129929950773658e-07,0.0,1.5488312854472497e-08
1887,3.4733878351289604e-07,0.0,7.1818169189441505e-09
1888,2.4284554456244223e-07,2.53624587998047e-09,9.510921827882157e-09
1889,2.750394969552872e-07,0.0,1.4409814674820609e-08
1890,2.96913697184209e-07,0.0,1.1142456735058204e-08
1891,2.683546540538373e-07,2.5496880162734215e-09,4.461953917456185e-09
1892,2.356960635552241e-07,3.761107425503951e-09,5.641661360300532e-09
1893,2.081544749898967e-07,2.463366621796581e-09,1.6627724974682678e-08
1894,2.0858095695075463e-07,0.0,1.1342770278588432e-08
1895,2.3532783188784379e-07,0.0,4.814891596538473e-09
1896,2.523928515074658e-07,0.0,5.307326134129653e-09
1897,2.394779130554525e-07,0.0,1.0488084178916779e-08
