year,serions_VERB en_PRON,serions_VERB dans_ADP
1870,1.1468097582678638e-09,6.307453759291093e-08
1871,2.1242354542039266e-09,9.240424247991541e-08
1872,4.23313739617015e-09,9.010535251263718e-08
1873,6.584604861359367e-09,1.0655087834265942e-07
1874,1.0156835372754358e-08,5.138164027584935e-08
1875,5.721527140956084e-10,1.109976253133027e-07
1876,3.02300739996042e-09,9.129482236858166e-08
1877,2.4739263970730008e-09,9.833857461671869e-08
1878,1.8117265465633636e-09,6.944951991272319e-08
1879,7.94212251520321e-09,7.514469757552433e-08
1880,0.0,8.150664854156275e-08
1881,2.091752326904839e-09,8.157833519817359e-08
1882,6.655385131892899e-10,6.855047018916594e-08
1883,6.319338941018771e-10,4.107570461542309e-08
1884,7.2618666635548834e-09,8.186104594187782e-08
1885,1.2891271383708158e-09,7.21911206369441e-08
1886,0.0,6.647067607445933e-08
1887,5.223139698529167e-09,7.116528166761782e-08
1888,1.9021844099853524e-09,6.594239465584906e-08
1889,4.385595886446936e-09,5.07476087818759e-08
1890,6.554386478008212e-10,5.702316130395957e-08
1891,1.9122659011827636e-09,7.521579448166449e-08
1892,5.641661360300532e-09,7.647584965297938e-08
1893,6.774258043407144e-09,8.929703909643649e-08
1894,2.520615716150587e-09,5.671385494565584e-08
1895,6.018614495673091e-09,7.643640742571733e-08
1896,1.179405795248556e-09,6.781583294923621e-08
1897,5.2440420894583895e-09,7.807796009728918e-08
1898,3.960848538042683e-09,7.072943475350257e-08
1899,0.0,6.909473171390346e-08
1900,1.038210628578895e-09,6.748368974740515e-08
1901,0.0,5.309301798206434e-08
1902,1.9641135384773634e-09,5.990546014800202e-08
1903,1.6200660812870638e-09,4.806195974538241e-08
1904,1.6123875568041512e-09,5.374625189347171e-08
1905,2.580379465655369e-09,7.225062859106401e-08
1906,5.144184522798412e-10,5.555719440053508e-08
1907,2.5714217422034835e-09,5.3999855254005524e-08
1908,0.0,5.009616899087632e-08
1909,5.500983557560346e-10,9.296662284441481e-08
1910,5.344150677544235e-10,5.71824116946118e-08
1911,3.1922244847493175e-09,5.160762839295785e-08
1912,5.209421227725386e-10,7.918320221733666e-08
1913,5.30298971401777e-10,4.666630815108874e-08
1914,5.357394972094198e-09,5.2904276515164383e-08
1915,3.534228465440492e-09,6.597226587246041e-08
1916,1.0987462051303964e-09,7.69122365795738e-08
1917,4.386569774084137e-09,9.211796481167767e-08
1918,1.1486376294556067e-09,6.202643021424592e-08
1919,9.207848372660976e-10,5.985101125816072e-08
1920,3.028892692213958e-09,6.890731185649202e-08
1921,7.572747429129834e-10,5.9067428281878165e-08
1922,1.4755870969551665e-09,3.9103056792555435e-08
1923,2.1231896241147297e-09,7.006525493125082e-08
1924,2.578324886925998e-09,6.187979550986711e-08
1925,0.0,6.928851803422731e-08
1926,0.0,6.35329868714507e-08
1927,0.0,6.355057990958812e-08
1928,1.1426041224282812e-09,4.1133748851507335e-08
1929,0.0,7.57547624630206e-08
1930,3.1510811737689437e-09,6.932378227020308e-08
1931,1.1405356659111021e-09,7.413481739604322e-08
1932,2.1919073223131136e-09,5.2605777511871565e-08
1933,3.4411986593596566e-09,6.53827711971644e-08
1934,1.1981580172459871e-09,6.589868917217245e-08
1935,1.196828414151696e-09,4.787313656606784e-08
1936,0.0,4.243650053581405e-08
1937,7.554670666820584e-09,6.295559273894469e-08
1938,2.5930428915188486e-09,7.260520362706302e-08
1939,3.058810094103137e-09,4.7411557346777045e-08
1940,0.0,5.0715659227762444e-08
1941,0.0,4.7224041566096275e-08
1942,3.034211770724937e-09,8.49579322448335e-08
1943,0.0,8.709705667797607e-08
1944,3.2131861615880553e-09,4.819779064746399e-08
1945,4.357008087652048e-09,5.664110602765504e-08
1946,5.568441707737293e-09,6.40370814153357e-08
1947,0.0,6.914105199484766e-08
1948,5.435944139264848e-09,6.958008214041911e-08
1949,1.9634016634739737e-09,7.755436826073492e-08
1950,2.1270722960764488e-09,5.317680873417885e-08
1951,1.0661401761424827e-09,7.889437370067753e-08
1952,1.0544803918932644e-09,4.8506098693223976e-08
1953,0.0,4.632745742583211e-08
1954,0.0,5.2771696346098906e-08
1955,1.8771215692936494e-09,5.5375085850073447e-08
1956,1.744228317335228e-09,6.45364508500279e-08
1957,3.534015080575159e-09,5.47772351922049e-08
1958,0.0,4.7979010986409776e-08
1959,7.750747821333448e-10,6.588135903484726e-08
1960,0.0,4.3601250609981435e-08
1961,2.08444772553662e-09,3.543561177821175e-08
1962,1.2683912808952869e-09,6.341956293454132e-08
1963,2.5864212993553792e-09,6.142750663684637e-08
1964,1.8251904432275978e-09,6.874883951013544e-08
1965,1.6416130677043839e-09,5.690925064527619e-08
1966,1.6617224263271169e-09,6.646889971761993e-08
1967,1.4791006197611978e-09,7.148986469474039e-08
1968,0.0,4.446501833399452e-08
1969,3.6334062425424918e-09,7.58473532869175e-08
1970,2.2993624781975086e-09,7.72585835306927e-08
1971,2.569198631618974e-09,8.27281994020268e-08
1972,2.0520587451500205e-09,5.23274970021248e-08
1973,4.410563025913916e-09,5.292675808732383e-08
1974,1.6876715580593782e-09,5.1755257857166725e-08
1975,5.711480177694739e-10,4.854758017813765e-08
1976,1.7140580066410394e-09,4.399415587386102e-08
1977,2.938390863960194e-09,5.7004783116099134e-08
1978,3.5643548113029055e-09,5.643561706847322e-08
1979,8.192762912528906e-09,6.729769097546523e-08
1980,5.685150683554241e-10,5.400893243745486e-08
1981,2.5302198114474095e-09,6.325549861685431e-08
1982,3.1037510339615437e-09,4.717701784784367e-08
1983,1.89459470334441e-09,5.115406054301275e-08
1984,5.799008495621649e-10,5.683028447833749e-08
1985,6.015558051686298e-10,5.414002401948892e-08
1986,4.196139880008332e-09,5.095312616276715e-08
1987,2.4443267410134695e-09,3.849814689260711e-08
1988,1.1993107618124554e-09,5.936588109989316e-08
1989,1.0976244357863152e-09,6.091815407671675e-08
1990,2.179460389939436e-09,5.884542986223096e-08
1991,2.344586080837985e-09,5.8614652687083435e-08
1992,5.509944167592096e-10,4.958949872957419e-08
1993,1.661762283333701e-09,6.20391205075066e-08
1994,4.2199412852994556e-09,5.749669895749321e-08
1995,5.422450821690461e-10,5.6393488989670004e-08
1996,4.270473752399084e-09,5.818520421030371e-08
1997,3.835915585170824e-09,7.432086590597464e-08
1998,2.3840645013706308e-09,7.15219385938326e-08
1999,8.226361813967742e-09,7.083811937036444e-08
2000,6.627047355323157e-09,7.245571964631381e-08
2001,1.7524847129024579e-09,7.491872366927055e-08
2002,3.504977197366088e-09,7.886198716278159e-08
2003,2.5001538617175356e-09,6.958761389341817e-08
2004,2.642874807889939e-09,7.532192825010497e-08
2005,2.251874686720612e-09,5.044199724579812e-08
2006,4.529678854225949e-09,7.041591487677579e-08
2007,2.7961355453243186e-09,6.670780550166455e-08
2008,8.514879357157668e-10,6.599031365794872e-08
2009,3.814554005998616e-09,8.582746602314728e-08
2010,2.8342759250676863e-09,8.502827597567375e-08
2011,1.911985902935953e-09,8.183300082009737e-08
2012,2.382976926895708e-09,1.038297057220916e-07
2013,3.0680376017500066e-09,8.813635332671765e-08
2014,4.547434873103384e-09,9.54961336674387e-08
2015,3.989835573037226e-09,8.511649696174572e-08
2016,3.314144070287739e-09,1.0025285490655733e-07
2017,3.773417134311785e-09,8.804639861637042e-08
2018,1.5488800242380307e-09,9.783758514458896e-08
2019,5.612172948588068e-09,8.214180269305871e-08
