year,jeunes_ADJ ans_NOUN,jeunes_ADJ dents_NOUN
1800,3.678672442219977e-07,9.432493897065797e-09
1801,7.357854201472946e-07,0.0
1802,5.437951813291875e-07,1.1189200677108602e-08
1803,3.5496174177751527e-07,0.0
1804,5.314479381013371e-07,0.0
1805,3.1840230008128856e-07,5.685755422035754e-09
1806,3.7749865100522584e-07,2.881669125542885e-09
1807,3.7010417486271763e-07,2.8469551160981155e-09
1808,3.693700705298397e-07,0.0
1809,2.936739633696561e-07,2.259030518203531e-09
1810,4.914266469313588e-07,0.0
1811,5.114436589792604e-07,0.0
1812,4.2141888911828573e-07,0.0
1813,6.211602112671244e-07,0.0
1814,4.688548926878866e-07,0.0
1815,2.697223635550472e-07,0.0
1816,2.595716352971067e-07,0.0
1817,4.810738687410776e-07,3.113746815941454e-09
1818,5.114185341881239e-07,1.3113295338484932e-08
1819,5.113418524160807e-07,0.0
1820,6.621496595471399e-07,0.0
1821,5.709801484954369e-07,0.0
1822,5.173217800802377e-07,1.0025615893027862e-09
1823,6.611517733290384e-07,1.9765373782121287e-09
1824,6.92215451181255e-07,1.1789557774477544e-08
1825,4.922242737848137e-07,0.0
1826,4.958895374329586e-07,2.642395191543301e-09
1827,3.742212868473871e-07,0.0
1828,3.3020285172824515e-07,2.7516904310687096e-09
1829,3.0949166784921545e-07,8.57317605795771e-10
1830,3.3084768347180216e-07,2.0873671680021744e-09
1831,3.1338325356955465e-07,1.5591206103948707e-09
1832,3.166012731981027e-07,1.3529969367098715e-09
1833,3.950017344322987e-07,8.108539617524002e-09
1834,2.9217082442301034e-07,8.401078055442213e-09
1835,3.1084292118066514e-07,3.025235173481633e-09
1836,4.0929367628450564e-07,1.3441500135158435e-09
1837,3.1519246590505645e-07,4.87052354003481e-09
1838,3.3265092724832357e-07,1.2624323808552163e-09
1839,2.9084537800372345e-07,2.7965900706306e-09
1840,2.1211063483406178e-07,0.0
1841,2.6645275852388295e-07,7.0626033910059505e-09
1842,2.810762964600144e-07,5.366612043644636e-09
1843,2.0378843146318104e-07,5.31621990873532e-09
1844,2.069187559072816e-07,5.488561161115513e-09
1845,1.8637960863543412e-07,1.1160455892778032e-09
1846,2.0900569097648258e-07,5.854501328173001e-10
1847,1.7258315665458213e-07,1.6179670936367074e-09
1848,2.4055213998508407e-07,0.0
1849,2.1954066653506743e-07,4.1897072478036534e-09
1850,2.1521117332667927e-07,6.788996032014438e-10
1851,2.128314804394904e-07,1.2898877521649865e-08
1852,1.7838894450505904e-07,6.510545436100301e-10
1853,2.591818315522687e-07,5.971931837933653e-10
1854,2.2341356498145615e-07,1.0391328908454511e-09
1855,2.855132095191948e-07,3.1841622671890946e-09
1856,2.3090264278380346e-07,5.177189232874468e-10
1857,2.6116074991477944e-07,0.0
1858,2.0700250047411828e-07,4.893676019968041e-10
1859,2.6530221930443076e-07,0.0
1860,2.0643099674089171e-07,2.746310290291376e-09
1861,2.2023550627636723e-07,6.6023493339173456e-09
1862,2.2183311898515967e-07,5.873382225018986e-09
1863,2.1227138802260015e-07,1.9978483312144135e-09
1864,2.3398271764563106e-07,5.274200631788517e-09
1865,1.953340387217395e-07,2.3534221238463715e-09
1866,2.0143637868841324e-07,2.432806400776144e-09
1867,1.5626052629613696e-07,0.0
1868,2.252582618211818e-07,4.93987406535723e-10
1869,2.4515264840374584e-07,3.906815315701806e-09
1870,1.651406051905724e-07,2.2936195165357276e-09
1871,1.9861602140736068e-07,1.0621177271019633e-09
1872,1.614639586478006e-07,3.628403577593531e-09
1873,1.8137593826850207e-07,1.1972008939764578e-09
1874,1.8760272268991685e-07,5.377148060148329e-09
1875,2.60329471757359e-07,5.721527140956084e-10
1876,2.2370254271208978e-07,4.836811839936672e-09
1877,2.2636426422195655e-07,8.040260901509555e-09
1878,1.8117266620265582e-07,6.039088673581716e-10
1879,2.1016079188029835e-07,6.720257683667796e-09
1880,2.5350493615405867e-07,6.417846254436199e-10
1881,1.994137193150891e-07,0.0
1882,1.597292396127159e-07,0.0
1883,1.6493474674916797e-07,3.791603475633565e-09
1884,1.5646021722659498e-07,3.300848483434038e-09
1885,1.7596585166756995e-07,1.2891271383708158e-09
1886,1.5101105077519605e-07,1.2906927748801422e-09
1887,1.4885948473875033e-07,7.1818169189441505e-09
1888,1.572472427824323e-07,3.804368819970705e-09
1889,1.4535116577008012e-07,5.012109394186837e-09
1890,1.291214175580535e-07,5.243509182406569e-09
1891,1.338586201882208e-07,5.736798147637501e-09
1892,1.4417578597658576e-07,0.0
1893,1.0284555429507236e-07,1.1085149687062312e-08
1894,1.1972925051395578e-07,1.3863386882917439e-08
1895,1.3842813473274873e-07,2.4074457982692365e-09
1896,1.1263325205845831e-07,7.076434549446731e-09
1897,6.75898803592645e-08,1.7480140668268973e-09
1898,1.0524539817424738e-07,2.26334195829736e-09
1899,1.111043275159318e-07,3.8693048765026106e-09
1900,1.0226374769217728e-07,5.19105292084987e-09
1901,1.0786266102513764e-07,4.470991132876634e-09
1902,1.0066082012372135e-07,2.455141867585553e-09
1903,1.62546626825133e-07,3.2401321625741275e-09
1904,9.781818022247535e-08,3.7622376325430196e-09
1905,1.1405277433595984e-07,5.676835002077496e-09
1906,1.04941364043043e-07,9.773950537805831e-09
1907,1.0594257560114784e-07,1.2342823652033985e-08
1908,1.0313917186977051e-07,9.822778146428846e-10
1909,1.4852655283448257e-07,2.7504918342913243e-09
1910,1.282596144847048e-07,1.3894791983659616e-08
1911,1.2981712416149094e-07,1.4365010514438836e-08
1912,1.7868315183022787e-07,3.646594803896619e-09
1913,1.219687675302339e-07,9.545381374209683e-09
1914,1.1317496984020181e-07,4.018046340092951e-09
1915,8.246533411693235e-08,2.238344798399794e-08
1916,8.570220444426013e-08,1.2086208478478966e-08
1917,1.0637431557825039e-07,4.386569774084137e-09
1918,9.533692235663693e-08,1.9526840588923733e-08
1919,1.2246438529928128e-07,7.366278698128781e-09
1920,1.309996093823429e-07,1.514446346106979e-08
1921,1.2419306472111202e-07,1.060184651180407e-08
1922,1.541988581266196e-07,1.9920426197472807e-08
1923,1.3800732290292217e-07,3.078624999375279e-08
1924,1.6243447475972062e-07,6.445812328337297e-09
1925,1.3967685674742825e-07,1.4297631523163545e-08
