year,jeunes_ADJ ans_NOUN,jeunes_ADJ dents_NOUN
1926,1.393267297089551e-07,7.802296586589819e-09
1927,1.572040702058075e-07,1.1149224654616319e-08
1928,1.1426040913420366e-07,6.8556245125250825e-09
1929,1.325708325339292e-07,6.684243825105796e-09
1930,1.2184180775420828e-07,4.201441416995522e-09
1931,9.466445760608622e-08,1.9389105432310316e-08
1932,1.216508564994001e-07,5.4797681947604815e-09
1933,8.144170493551428e-08,2.7529589274877253e-08
1934,1.1382500986201194e-07,7.188948103475923e-09
1935,1.077145554972958e-07,8.377798899061872e-09
1936,1.3215938565735996e-07,1.576212937948185e-08
1937,5.5400921183945684e-08,7.554670666820584e-09
1938,1.0761127811065307e-07,1.2965214457594243e-09
1939,1.2541121918729914e-07,6.117620188206274e-09
1940,8.114505334333444e-08,2.5357829169792012e-09
1941,1.3576911328527785e-07,8.854508237732261e-09
1942,8.49579322448335e-08,9.102635090130207e-09
1943,8.129058670647282e-08,0.0
1944,1.799384250489311e-07,1.2852744646352221e-08
1945,7.406913482554955e-08,4.357008087652048e-09
1946,1.0719250553847814e-07,4.1763312808029696e-09
1947,1.3232167361820757e-07,8.344609447874518e-09
1948,8.262635020628295e-08,8.697510267552389e-09
1949,7.755436826073492e-08,5.890204768377316e-09
1950,1.0954422435816014e-07,6.381216888229346e-09
1951,1.247384062708079e-07,3.1984206394497505e-09
1952,7.592258555177978e-08,1.1599284199803606e-08
1953,9.265491485166422e-08,9.69644453618912e-09
1954,1.1140691213995524e-07,9.772536557761669e-09
1955,8.447047150639264e-08,1.3139850985055546e-08
1956,8.023449993288523e-08,8.72114114258693e-09
1957,8.039884136223918e-08,4.417518795207798e-09
1958,1.2739255339511146e-07,4.9633461784992505e-09
1959,6.123090656728891e-08,1.3951345856355601e-08
1960,1.1696208446210221e-07,8.305000243069571e-09
1961,9.241051657227217e-08,4.16889545107324e-09
1962,8.371382165250907e-08,6.341956293454132e-09
1963,1.2414821526363085e-07,8.405868889838075e-09
1964,1.3445570345993474e-07,3.041984220075733e-09
1965,1.1436570446221594e-07,4.377634699181954e-09
1966,8.917910321315503e-08,4.985167390003653e-09
1967,1.3163996470666461e-07,2.9582012395223956e-09
1968,1.612418287777473e-07,8.533690198930799e-09
1969,9.719362026316958e-08,8.175163657142548e-09
1970,1.0485093326906281e-07,5.978342709767048e-09
1971,1.258907360579542e-07,9.24911525146399e-09
1972,8.567345588517128e-08,4.104117490300041e-09
1973,5.402939606824475e-08,4.410563025913916e-09
1974,6.356896165016224e-08,2.2502286700643026e-09
1975,7.13935008889166e-08,2.8557400888473694e-09
1976,5.999203267492703e-08,3.4281160132820787e-09
1977,3.937443793233797e-08,4.7014254711541525e-09
1978,5.405938097169383e-08,4.158414057542359e-09
1979,5.910493072747158e-08,5.266775904289034e-09
1980,5.571447658780926e-08,2.8425752862659692e-09
1981,6.641827354769703e-08,2.5302198114474095e-09
1982,5.959202198368985e-08,3.7245013739806154e-09
1983,4.9890996223211914e-08,6.315316047889041e-10
1984,5.9149886766363124e-08,3.479405208395292e-09
1985,4.331201708396293e-08,1.8046674155058895e-09
1986,4.136195030923773e-08,3.5966913891627428e-09
1987,6.355249837497468e-08,3.6664902225425067e-09
1988,5.217001941559829e-08,1.798966087207532e-09
1989,4.006329135108899e-08,2.1952488715726304e-09
1990,4.6858399826987807e-08,2.724325431913144e-09
1991,6.50622666853451e-08,3.5168792322792797e-09
1992,4.1324582866764104e-08,7.162927584403178e-09
1993,5.096070765375771e-08,1.661762283333701e-09
1994,4.6946848186735224e-08,1.0549853213248639e-09
1995,6.669614549537073e-08,1.626735190995987e-09
1996,4.6441403611652277e-08,4.804283193493575e-09
1997,4.842843281949172e-08,2.876936688878118e-09
1998,6.198568058835008e-08,3.337690568372409e-09
1999,5.529943436499707e-08,3.1991407301035224e-09
2000,4.550572541006659e-08,3.5344251969604557e-09
2001,4.337399772680328e-08,1.7524847129024579e-09
2002,5.739400066318012e-08,1.0076809608960957e-08
2003,4.2502612984662846e-08,1.6667691671301554e-09
2004,3.876216325693349e-08,3.0833537945085254e-09
2005,4.548786947111694e-08,4.954124666056714e-09
2006,2.594270576139479e-08,3.294311934354255e-09
2007,6.351222481271179e-08,1.5977917877663117e-09
2008,3.874270149140102e-08,3.8316958494988285e-09
2009,3.337734710839868e-08,1.430457752249481e-09
2010,3.873510223684207e-08,6.613310343794865e-09
2011,2.332622983658439e-08,6.118355155848576e-09
2012,4.085103100237575e-08,3.063827413996023e-09
2013,4.295252509223246e-08,5.578249862026041e-09
2014,3.789529046116513e-08,9.527958866328845e-09
2015,4.787802865280355e-08,3.989835573037226e-09
2016,8.699628040176322e-08,5.178350193091319e-09
2017,1.6603035390971854e-08,5.534344982294215e-09
2018,3.614053412093199e-08,5.421080029321956e-09
2019,4.61728788536675e-08,4.591778068885333e-09
