year,moins_ADV ôté_VERB,moins_ADV doté_VERB
1800,6.288328968651058e-09,0.0
1801,7.143547975374531e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,2.9255089017965474e-08,0.0
1804,9.887403784603066e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,6.798221985349073e-09,0.0
1809,0.0,0.0
1810,0.0,2.3401267590372754e-09
1811,5.0141535368197765e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,1.3905623319487859e-08,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,1.1386155129855524e-08,0.0
1820,3.5599443393152796e-09,2.3732962262101864e-09
1821,0.0,0.0
1822,0.0,0.0
1823,1.9765373782121287e-09,0.0
1824,0.0,0.0
1825,5.283265824829186e-09,0.0
1826,4.403992281964975e-09,0.0
1827,8.295545583791863e-09,0.0
1828,3.668920500743411e-09,0.0
1829,3.429270423183084e-09,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,8.117981842303834e-09,9.470978667991403e-09
1833,0.0,8.108539617524002e-09
1834,1.4001796166951408e-08,1.6802156110884425e-08
1835,3.781543966852041e-09,7.563087933704082e-09
1836,8.736974699274924e-09,6.720750067579218e-10
1837,9.045257876039159e-09,1.1132625488130543e-08
1838,4.418513555037862e-09,1.8936485712828244e-09
1839,4.894032734625853e-09,0.0
1840,7.0066574764382494e-09,8.917564464638872e-09
1841,3.852329122366882e-09,0.0
1842,4.024959032733477e-09,6.708265054555795e-10
1843,8.269675610961258e-09,5.906911071384968e-10
1844,6.037417232818143e-09,0.0
1845,5.022205318283568e-09,2.7901139176833567e-09
1846,4.0981511517657054e-09,5.854501328173001e-10
1847,5.393223645455691e-10,3.235934187273415e-09
1848,5.63165514222419e-09,2.413566457803995e-09
1849,9.217356655710773e-09,0.0
1850,6.788996032014438e-10,1.3577992064028876e-09
1851,0.0,0.0
1852,0.0,9.765818376195057e-09
1853,1.7915795513800958e-09,2.9859659189668264e-09
1854,3.63696517347023e-09,3.63696517347023e-09
1855,5.306937111981824e-09,5.306937111981824e-10
1856,0.0,1.5531567143511893e-09
1857,3.4170564155999728e-09,1.9526036343364694e-09
1858,0.0,4.893676019968041e-10
1859,1.018434669930457e-09,4.073738679721828e-09
1860,3.204028820036342e-09,7.781213007262977e-09
1861,2.357981809808507e-09,2.357981809808507e-09
1862,3.162590411776023e-09,4.517986262886353e-10
1863,3.496234635136375e-09,4.994620828036034e-10
1864,4.315255264231155e-09,9.589455896019672e-10
1865,2.8241067262513297e-09,4.706844358715045e-10
1866,3.4059290943133647e-09,3.8924903300596725e-09
1867,1.94112459439566e-09,3.396968040192405e-09
1868,4.93987406535723e-10,8.397785578040384e-09
1869,2.9301114867763545e-09,6.8369265804335555e-09
1870,5.734048791339319e-10,2.8670243956696595e-09
1871,0.0,7.434824311758348e-09
1872,0.0,1.0280476914203973e-08
1873,0.0,5.387403856360606e-09
1874,0.0,4.182226565063729e-09
1875,0.0,1.0870901512305409e-08
1876,0.0,6.04601479992084e-10
1877,1.2369631985365004e-09,1.8554447978047506e-09
1878,6.039088673581716e-10,1.8117265465633636e-09
1879,1.832797580370027e-09,0.0
1880,0.0,1.2835692508872398e-09
1881,6.972507571312292e-10,1.3945015142624584e-09
1882,1.9966155395678697e-09,7.320923423037584e-09
1883,0.0,0.0
1884,0.0,6.601696966868076e-10
1885,0.0,1.2891271383708158e-09
1886,0.0,0.0
1887,0.0,0.0
1888,6.340614699951175e-10,3.804368819970705e-09
1889,2.5060546970934183e-09,9.397704836544563e-09
1890,1.9663159989136147e-09,1.0487018364813139e-08
1891,0.0,6.374220040683554e-10
1892,6.268512375839919e-10,1.8805537127519756e-09
1893,0.0,4.926733243593162e-09
1894,6.301539290376468e-10,2.520615716150587e-09
1895,6.018614495673091e-10,4.814891596538473e-09
1896,0.0,1.179405795248556e-09
1897,0.0,2.330685422435863e-09
1898,0.0,2.8291773368493978e-09
1899,1.1055156790007459e-09,7.738609753005221e-09
1900,0.0,4.671947717582725e-09
1901,5.588738916095792e-10,2.235495566438317e-09
1902,9.820567692386817e-10,1.9641135384773634e-09
1903,2.7001101354784396e-09,3.7801539676252105e-09
1904,1.6123875568041512e-09,1.6123875568041512e-09
1905,1.0321518084666081e-09,1.0321518084666081e-09
1906,0.0,1.5432553013283723e-09
1907,1.5428529565042481e-09,1.028568674676933e-09
1908,9.822778146428846e-10,1.964555629285769e-09
1909,0.0,6.0510818578052294e-09
1910,0.0,2.67207544979442e-09
1911,5.320374141248863e-10,3.1922244847493175e-09
1912,1.0418842455450772e-09,2.6047106693738442e-09
1913,5.30298971401777e-10,3.181793939432964e-09
1914,0.0,2.678697486047099e-09
1915,0.0,1.6493066468115103e-08
1916,0.0,0.0
1917,1.0966424435210342e-09,0.0
1918,0.0,1.1486376294556067e-09
1919,9.207848372660976e-10,2.762354567309444e-09
1920,1.514446346106979e-09,6.815008557481406e-09
1921,0.0,2.2718242842501013e-09
1922,0.0,2.2133805899215986e-09
1923,0.0,1.0615948120573648e-09
1924,1.289162443462999e-09,2.578324886925998e-09
1925,0.0,0.0
1926,2.229227691330493e-09,5.57306911730393e-09
1927,0.0,4.4596899506643695e-09
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,3.342121912552898e-09,3.342121912552898e-09
1930,2.100720708497761e-09,9.453243521306831e-09
1931,0.0,5.7026783295555106e-09
1932,2.1919073223131136e-09,5.4797681947604815e-09
1933,0.0,1.1470662197865522e-09
1934,1.1981580172459871e-09,0.0
1935,0.0,0.0
1936,1.2124714565686645e-09,4.849885826274658e-09
1937,0.0,2.5182236296217297e-09
1938,1.2965214457594243e-09,7.779128452511941e-09
1939,1.5294050470515685e-09,6.117620188206274e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,1.1612940831184915e-08
1944,3.2131861615880553e-09,0.0
1945,0.0,1.5249527862692958e-08
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,0.0,2.174377566888097e-09
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,2.1270722960764488e-09,6.381216888229346e-09
1951,5.330700769690111e-09,1.1727541604500402e-08
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,0.0,1.0773827385790469e-09
1954,0.0,4.886268278880834e-09
1955,0.0,8.447047505910632e-09
1956,1.744228317335228e-09,4.360570571293465e-09
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,0.0,8.272243334772611e-09
1959,7.750747821333448e-10,5.425523585955716e-09
1960,0.0,7.612916519406099e-09
1961,2.779263708063695e-09,9.03260666262895e-09
1962,2.5367825617905737e-09,5.0735651235811474e-09
1963,3.2330267352165265e-09,2.5864212993553792e-09
1964,2.4335873316516654e-09,4.867174663303331e-09
1965,1.0944086747954884e-09,1.2038495533772675e-08
1966,3.3234448526542337e-09,9.416426749453422e-09
1967,1.4791006197611978e-09,3.451234853457663e-09
1968,8.982831700699023e-10,3.1439910674890825e-09
1969,4.5417578031781147e-10,9.537691525451919e-09
1970,4.5987250119061684e-10,8.277704743875347e-09
1971,0.0,1.541519245584766e-09
1972,1.5390440033513642e-09,1.0260293947794707e-08
1973,5.513203782392395e-10,2.205281512956958e-09
1974,0.0,5.625571564138454e-09
1975,0.0,3.998036124386317e-09
1976,0.0,7.427584769459372e-09
1977,0.0,2.3507127355770763e-09
1978,5.940591352171509e-10,7.128709622605811e-09
1979,2.925986564150662e-09,9.948355028654987e-09
1980,0.0,7.95921106799824e-09
1981,0.0,6.325549417596221e-09
1982,6.207502289967692e-10,8.690503427999374e-09
1983,3.157658134966823e-09,6.315316269933646e-09
1984,5.799008495621649e-10,1.3917620833581168e-08
1985,6.015558051686298e-10,1.142956040922627e-08
1986,1.7983456945813714e-09,1.1389522214244607e-08
1987,1.8332451112712533e-09,1.099947066762752e-08
1988,5.996553809062277e-10,1.139345240375178e-08
1989,5.488122178931576e-10,1.3171493229435782e-08
1990,0.0,1.2531897297662908e-08
1991,0.0,1.2309077312977479e-08
1992,1.1019888335184191e-09,1.597883780846132e-08
1993,0.0,1.2740176913439427e-08
1994,0.0,1.793475057354499e-08
1995,2.7112254663563817e-09,1.7894087989134277e-08
1996,1.6014276571496566e-09,1.8149513891785318e-08
1997,0.0,1.7261619689179497e-08
1998,4.768129224785866e-10,2.0979769033147022e-08
1999,4.570201161957499e-10,2.1479944933844308e-08
2000,4.4180314962005696e-10,1.502130686503733e-08
2001,1.3143635069212678e-09,1.0076787404500465e-08
2002,4.38122149670761e-10,1.62105191492401e-08
2003,4.1669229178253886e-10,2.1251306492331423e-08
2004,4.404791253964646e-10,1.5857247959161214e-08
2005,1.8014998381943315e-09,1.8014997493764895e-08
2006,8.235779835885637e-10,1.976587071794711e-08
2007,7.988958938831558e-10,2.1170741604237264e-08
2008,1.7029758714315335e-09,1.6604014163590364e-08
2009,9.53638501499654e-10,2.336414262060771e-08
2010,0.0,1.5588517143783065e-08
2011,4.971163480860241e-09,1.606068167347985e-08
2012,1.7021263287730903e-09,9.19148224198807e-09
2013,5.578250084070646e-10,1.4224537991935904e-08
2014,8.661780737106994e-10,9.961047986450922e-09
2015,1.329945265027277e-09,1.3077794847049518e-08
2016,1.6570720351438695e-09,9.735297901158901e-09
2017,1.2578056374223934e-09,1.0817128526241504e-08
2018,2.581466596041082e-09,1.2391040193904246e-08
2019,1.53059265262101e-09,1.1224345897176136e-08
