year,bons_ADJ yeux_NOUN,bons_ADJ dieux_NOUN
1924,3.7256793916640163e-07,3.867487263775615e-08
1925,2.881522505049361e-07,2.0896537833436923e-08
1926,3.6670795111604093e-07,3.3438415369957397e-09
1927,3.08833534745645e-07,1.5608915049369898e-08
1928,3.0850310395180713e-07,2.2852082448565625e-09
1929,2.9633480380653054e-07,1.3368487206122381e-08
1930,2.2792819720507396e-07,6.302162347537887e-09
1931,2.121396391885355e-07,1.7108034988666532e-08
1932,2.1480691714259592e-07,1.0959536500543265e-08
1933,2.385897630574618e-07,2.2941324395731044e-09
1934,2.1207397082889656e-07,1.0783422155213884e-08
1935,2.609085925087129e-07,1.3165112555668657e-08
1936,1.9035802267808322e-07,8.487299751891442e-09
1937,1.825712132585977e-07,6.295558963032022e-09
1938,2.411529749224428e-07,2.5930428804166183e-08
1939,2.4623420813441044e-07,7.647025235257843e-09
1940,1.4453962648985907e-07,5.0715658339584024e-09
1941,2.3612020072505402e-07,8.854508237732261e-09
1942,2.3666851234338537e-07,3.944475457373642e-08
1943,2.2645234309948137e-07,1.4516176261025748e-08
1944,2.4098895323731995e-07,0.0
1945,3.659886829154857e-07,1.9606535950345005e-08
1946,3.2157751661543443e-07,6.960552134671616e-09
1947,2.861009136267967e-07,8.344609669919123e-09
1948,2.337455953238532e-07,1.522064341230589e-08
1949,1.6492573706727853e-07,8.835307596655184e-09
1950,2.3185087627553003e-07,4.3604983179790224e-08
1951,2.30286275382241e-07,1.2793682113709792e-08
1952,1.8242511146127072e-07,7.381362521208246e-09
1953,2.2086345552452258e-07,1.0773827385790469e-09
1954,2.716764981869346e-07,1.2704297391863406e-08
1955,1.7175662492263655e-07,6.569925492527773e-09
1956,2.625063757477619e-07,1.6570168570595456e-08
1957,1.9613783308614074e-07,1.0602045463770082e-08
1958,1.9770661197071604e-07,1.4890037924875088e-08
1959,1.759419774316484e-07,1.162612162097787e-08
1960,2.0624082708309288e-07,2.7683333958528067e-09
1961,1.7578842914645065e-07,6.948159159136935e-09
1962,2.3021301842618414e-07,1.839167362849281e-08
1963,2.295448950917489e-07,3.556329353227028e-08
1964,2.04421340299632e-07,5.475571551727398e-09
1965,2.3146743899360445e-07,1.0944086747954884e-08
1966,1.8001992430072278e-07,1.0524241700338166e-08
1967,2.174277966560112e-07,7.88853687927471e-09
1968,2.2052851988973998e-07,1.9762229797049002e-08
1969,1.671366902655791e-07,1.4987800667221052e-08
1970,1.6371461697417544e-07,1.0117195081704722e-08
1971,1.8857919314996252e-07,1.4387512958791149e-08
1972,1.3748793037393625e-07,7.182205385980467e-09
1973,1.2790633263648488e-07,8.821126051827832e-09
1974,1.1532421950732896e-07,1.2938814575313984e-08
1975,1.2736600751850347e-07,3.198428810691212e-08
1976,1.0055807564413044e-07,7.998937401332284e-09
1977,1.0225600277635749e-07,6.464460078348111e-09
1978,1.4435636330745183e-07,1.1287123347081263e-08
1979,1.3927696329574246e-07,8.192762579461998e-09
1980,1.3018994593494426e-07,1.4212876486840997e-08
1981,1.1892033313642969e-07,8.223214220670627e-09
1982,1.2911604585497116e-07,1.241500435789078e-08
1983,1.25674787909702e-07,8.841442467044658e-09
1984,1.281580921386194e-07,8.69851302098823e-09
1985,1.2331894083672523e-07,6.015558051686298e-10
1986,1.4806379056153673e-07,6.593934065435292e-09
1987,1.0510604653291011e-07,7.944061797271473e-09
1988,1.1273521494103989e-07,2.9982769045311386e-09
1989,1.1086007134508691e-07,3.841685636274406e-09
1990,9.589625449279993e-08,1.3621627159565719e-08
1991,1.307106742842734e-07,5.2753188484189195e-09
1992,1.1681081701908624e-07,1.9835798559242335e-08
1993,1.0469101852095264e-07,1.661762283333701e-08
1994,9.600366723816478e-08,4.7474339459618875e-09
1995,8.621697134003625e-08,8.133676288046843e-09
1996,9.661946620553863e-08,4.270473752399084e-09
1997,8.966452469394426e-08,1.054876763717516e-08
1998,9.631621367134358e-08,4.291316191284977e-09
1999,9.825932778539936e-08,1.5538684394744706e-08
2000,8.703521814368287e-08,5.3016377954406835e-09
2001,9.419605362381844e-08,7.4480599188131436e-09
2002,1.1172114966484514e-07,1.7963007969967748e-08
2003,1.1167353619612186e-07,6.667076501987168e-09
2004,9.602445061318576e-08,4.845270407116686e-09
2005,1.225019872208577e-07,1.3961623412939161e-08
2006,1.2230132995227905e-07,7.000412693969338e-09
2007,9.70658504684252e-08,5.991719120856942e-09
2008,1.1622810092148939e-07,6.386159684401704e-09
2009,1.087147865064253e-07,3.337734755248789e-09
2010,1.5494040894736827e-07,1.8895172093635892e-09
2011,1.7169634247693466e-07,4.206369169645896e-09
2012,2.1174452058403403e-07,3.404252768568483e-09
2013,2.666403418061236e-07,5.578249973048344e-09
2014,3.111744604211708e-07,4.114345752981308e-09
2015,3.4290420103388897e-07,4.876465911629602e-09
2016,3.237504415665171e-07,5.799752011981241e-09
2017,1.8841929261270707e-07,4.528100366885113e-09
2018,2.5375817358508357e-07,4.904786576886977e-09
2019,2.9157789072087326e-07,5.867271946069508e-09
