year,plusieurs_DET âmes_NOUN,plusieurs_DET ames_NOUN,plusieurs_DET dames_NOUN
1884,4.423136790165927e-08,1.3203393933736152e-09,2.5482550469746457e-07
1885,3.867381265232339e-08,7.7347630522695e-09,2.391330796713831e-07
1886,5.033701711010252e-08,9.034849701716752e-09,2.2006311617417396e-07
1887,3.133883907935342e-08,2.6115698492645834e-09,1.9325616307241944e-07
1888,5.135897973573833e-08,2.53624587998047e-09,2.7011019199107977e-07
1889,4.009687459838318e-08,3.132568426877924e-09,2.1927978810509785e-07
1890,5.177965489711056e-08,3.277193294515257e-09,2.1695019292167217e-07
1891,3.633305567518619e-08,1.2748440081367107e-09,2.549687954100932e-07
1892,7.208789210011446e-08,1.191017373614045e-08,2.41337732020952e-07
1893,4.4956440403698394e-08,4.3724757148311255e-08,2.2170299240897862e-07
1894,6.301539601238915e-08,1.071261657159539e-08,3.031040440859556e-07
1895,5.8982422501685505e-08,1.1435367319734269e-08,2.1366081792706382e-07
1896,7.194375228891658e-08,5.897029087265082e-09,2.1229304258962856e-07
1897,6.00151510710134e-08,1.165342689013471e-08,2.1791909365909135e-07
1898,9.845537318753372e-08,3.1120951149432585e-08,1.9860825728468257e-07
1899,7.02002473929042e-08,5.527578395003729e-10,1.873849111433401e-07
1900,6.540726771309124e-08,2.07642125715779e-09,2.0400838618428452e-07
1901,5.756401266765465e-08,3.3532433496574754e-09,1.6654442003272152e-07
1902,6.334266089425e-08,2.9461704187383475e-09,1.8462667572549663e-07
1903,4.3201762167655033e-08,1.0800440541913758e-09,1.9062777711909007e-07
1904,6.01958012325099e-08,9.674325340824907e-09,1.9241157733773662e-07
1905,5.8316576456718394e-08,4.1286072338664326e-09,1.5327454905289528e-07
1906,5.9158121068492164e-08,8.745113411201544e-09,1.656427481844247e-07
1907,6.325697654574469e-08,2.5714217422034835e-09,2.0262802280512915e-07
1908,3.2415166772992166e-08,6.875944702500192e-09,2.0038468018235278e-07
1909,4.510806606017326e-08,2.2003934230241384e-09,2.1783895109983575e-07
1910,6.626747084403917e-08,9.085056262847502e-09,2.1857576859574124e-07
1911,6.650467554436545e-08,1.1172785363555704e-08,1.8142475699534089e-07
1912,6.720153383765748e-08,4.688478938419394e-09,1.7816220498900748e-07
1913,5.5151093969474374e-08,3.1817937728995105e-09,1.8030164938842574e-07
1914,3.8171438454526196e-08,4.018046340092951e-09,1.5670380459908984e-07
1915,8.128725426104211e-08,8.246533234057551e-09,1.3430068523945238e-07
1916,8.350471447649e-08,0.0,1.1317085935047544e-07
1917,6.908847682840502e-08,4.386569774084137e-09,1.2830716933365238e-07
1918,4.479686666059024e-08,9.189101035644853e-09,1.7344427849508293e-07
1919,5.893022919645219e-08,2.762354567309444e-09,1.197020296217488e-07
1920,4.694783584113793e-08,7.572231730534895e-10,1.0222513058266713e-07
1921,9.163024117242458e-08,7.572747429129834e-10,1.5145494347557076e-07
1922,6.492583271011654e-08,2.951174138399182e-09,1.3280284161254485e-07
1923,6.369568827935268e-08,5.307974060286824e-09,1.2102180990680722e-07
1924,6.83256118350073e-08,5.156649773851996e-09,1.521211698829461e-07
1925,5.389107182729447e-08,3.299453377181294e-09,1.5507430428662872e-07
1926,5.350146603522177e-08,1.1146138456652466e-09,1.5604593439633163e-07
1927,6.689534615134107e-08,0.0,1.8953682667799399e-07
1928,5.48449977655352e-08,2.2852082448565625e-09,1.6224978960366343e-07
1929,4.233354289340241e-08,6.684243825105796e-09,1.5819376830705778e-07
1930,3.886333144187404e-08,9.453243188239924e-09,1.8696414427754604e-07
1931,3.877821352915589e-08,1.3686427990933225e-08,9.808607082106846e-08
1932,3.9454331357546835e-08,3.287861094491973e-09,1.1507513342223774e-07
1933,5.620624632385329e-08,3.4411986593596566e-09,1.456774041397324e-07
1934,3.235026646564165e-08,2.3963160344919743e-09,1.4018449157049417e-07
1935,5.50541061627996e-08,4.787313656606784e-09,1.2925746695202633e-07
1936,4.243650053581405e-08,3.6374143697059935e-09,8.972288512154591e-08
1937,2.3923124703451037e-08,0.0,8.939693940668292e-08
1938,4.6674770715071645e-08,0.0,7.13086824033482e-08
1939,3.8235125288110794e-08,1.3764645423464117e-08,6.882322711732058e-08
1940,1.5214697057785997e-08,5.0715658339584024e-09,9.12881876757865e-08
1941,2.9515025090631752e-08,2.9515025978810172e-09,4.7224039789739436e-08
1942,7.282108560602296e-08,0.0,1.0316320064873707e-07
1943,4.064529335323641e-08,5.806470415592457e-09,1.1612940742367073e-07
1944,4.4984606262232774e-08,9.639558484764166e-09,9.639558307128482e-08
1945,2.6142048081823077e-08,6.535512131478072e-09,5.446260020747218e-08
1946,3.897909284233947e-08,8.352662561605939e-09,6.403707875080045e-08
1947,8.46381811303587e-08,1.0728783861324587e-08,7.986983341368159e-08
1948,3.3702851842676296e-08,0.0,8.371353521496872e-08
1949,5.5956945743673714e-08,0.0,5.988374862653245e-08
1950,4.3604980959344175e-08,1.0635361480382244e-09,8.827349806672657e-08
1951,6.076999170545605e-08,7.462981344019681e-09,8.209279300785965e-08
1952,3.268889103846817e-08,2.1089607837865287e-09,7.381362632230548e-08
1953,3.339886434083894e-08,0.0,6.356557991082923e-08
1954,5.1794440736330216e-08,3.9090144454689835e-09,4.0067398288101685e-08
1955,4.880516213390251e-08,1.8771215692936494e-09,5.631364619063106e-08
1956,4.360570926564833e-08,5.232684952005684e-09,6.279221942406821e-08
1957,2.3854602293482685e-08,2.6505113104313693e-09,6.27287667365195e-08
1958,3.22617488279775e-08,9.099467845885556e-09,1.0836639008360294e-07
1959,5.1930010513956404e-08,3.100299128533379e-09,6.27810561315556e-08
1960,4.014083287984249e-08,6.920833239831836e-09,8.858666511457614e-08
1961,3.682524507553353e-08,6.253343343143314e-09,1.1256017762306669e-07
1962,5.327243357555744e-08,5.0735651235811474e-09,8.117704308752138e-08
1963,2.909724017285953e-08,6.466053248388448e-10,6.983337630384057e-08
1964,5.293052568466905e-08,1.4601523545820783e-08,6.327327006783179e-08
1965,3.8851506900527966e-08,3.2832261354087677e-09,1.0396882199614765e-07
1966,6.480717607004749e-08,1.6617224263271169e-09,7.643923094491356e-08
1967,3.500538170442269e-08,6.409436426046966e-09,1.0008581519116433e-07
1968,3.0541628559532796e-08,8.982831700699023e-10,1.3159848233357252e-07
1969,3.860494146579185e-08,7.720988182136068e-09,8.311417065698379e-08
1970,3.49503110896876e-08,6.898087351325799e-09,9.841271575439237e-08
1971,2.928886644326667e-08,1.3359833017645428e-08,1.0071259026744883e-07
1972,1.7955513964551528e-08,7.69522046084603e-09,9.695977798429567e-08
1973,2.0950174539624555e-08,3.3079223804577396e-09,7.387692857463435e-08
1974,1.4626486688484874e-08,0.0,7.650777389400787e-08
1975,2.1703623787061588e-08,1.1422960355389478e-09,6.625317006125897e-08
1976,1.9425991482080462e-08,3.9994687561772935e-09,4.742227277532152e-08
1977,1.23412418062685e-08,1.7630346071939584e-09,3.937443793233797e-08
1978,3.445543117486238e-08,4.75247319275951e-09,7.366333298897132e-08
1979,1.9311512389208474e-08,2.3407893401383717e-09,6.378651029592675e-08
1980,1.819248218737357e-08,5.685150683554241e-10,7.67495340614488e-08
1981,3.226030426128901e-08,4.427884725544118e-09,8.159958686526636e-08
1982,2.5450759721934446e-08,1.2415004579935385e-09,4.593551672371632e-08
1983,2.9050454486423405e-08,1.2630632095778083e-09,5.431171867797957e-08
1984,2.957494366073732e-08,5.799008384599347e-09,5.4510680413955015e-08
1985,2.707001200974446e-08,1.2031116103372597e-09,5.955402282431521e-08
1986,3.6566362382473017e-08,3.5966913891627428e-09,7.313272076814314e-08
1987,2.322110398411681e-08,2.4443267410134695e-09,5.377518963456396e-08
1988,2.3986215458293714e-08,5.996553809062277e-10,6.656174877939236e-08
1989,1.865961507530045e-08,1.6464366536794728e-09,5.6527658998106745e-08
1990,2.50637938181697e-08,2.724325431913144e-09,4.086488308852054e-08
1991,1.75843961613964e-08,1.1722930404189924e-09,4.5719428243273796e-08
1992,2.5345743781546304e-08,1.6529832502776287e-09,5.014049286877764e-08
1993,3.489700617365088e-08,3.323524566667402e-09,6.42548050322489e-08
1994,3.639699380775241e-08,3.164955852952289e-09,5.5386730313244925e-08
1995,3.5245930340987996e-08,1.0844901643380922e-09,5.8562469540390794e-08
1996,4.110330875661816e-08,1.6014276571496566e-09,4.4839975288368805e-08
1997,4.219506966052222e-08,0.0,5.274384040632185e-08
1998,3.385371594166742e-08,2.3840645013706308e-09,6.103205363316988e-08
1999,3.153438915548534e-08,1.8280804925385752e-09,6.626791670960586e-08
2000,3.313523533332585e-08,1.3254094488601709e-09,5.1690968061457454e-08
2001,2.9354118413760233e-08,1.7524847129024579e-09,5.6517633323371896e-08
2002,3.6364138367162013e-08,8.76244299341522e-10,5.476527031866851e-08
2003,3.083522931435212e-08,1.2500769308587678e-09,6.375391992108348e-08
2004,2.7750184372621334e-08,1.3214374039449694e-09,8.589342770370934e-08
2005,4.9991622175227235e-08,2.251874686720612e-09,6.395324514407719e-08
2006,2.5942706094461698e-08,3.2943118788431036e-09,7.535738344444098e-08
2007,3.0358044966760644e-08,3.595031605740928e-09,5.6721608521215217e-08
2008,2.7247613137992843e-08,2.554463834902876e-09,5.875266645416488e-08
2009,3.147006921722095e-08,2.860915504498962e-09,9.679430901243791e-08
2010,2.5980861739771655e-08,1.8895172648747405e-09,5.47959995156333e-08
2011,2.2943832583832702e-08,0.0,6.347793291006099e-08
2012,2.7234021704458655e-08,6.808505426114664e-10,7.863823803244685e-08
2013,3.291167638419523e-08,1.3945625210176615e-09,1.1072826233693434e-07
2014,3.183204499990211e-08,0.0,9.39803212196555e-08
2015,3.657349356700479e-08,0.0,1.0883385326287964e-07
2016,3.728412123482627e-08,8.285360175719347e-10,1.5037928591254968e-07
2017,3.069045817483129e-08,0.0,5.7859061541876144e-08
2018,3.84638547679117e-08,7.744400121190154e-10,8.647913429804532e-08
2019,4.999935976357506e-08,0.0,6.68358778876943e-08
