year,deux_DET eaux_NOUN,deux_DET dos_NOUN
1800,3.8673223912155663e-07,9.432493897065797e-09
1801,3.119349116786907e-07,9.524730337773235e-09
1802,7.250602038766374e-07,0.0
1803,2.554944273924775e-07,0.0
1804,2.644880510160874e-07,0.0
1805,3.0703080255989335e-07,2.842877711017877e-09
1806,1.556101381083863e-07,0.0
1807,1.9074599322266295e-07,5.693910232196231e-09
1808,3.580396992219903e-07,0.0
1809,4.947276579514437e-07,2.259030518203531e-09
1810,2.0593115834799391e-07,1.8721014072298203e-08
1811,2.1310152220621603e-07,0.0
1812,1.2802598803318688e-07,0.0
1813,3.077043686516845e-07,0.0
1814,9.125363931161701e-08,0.0
1815,1.4834729711310501e-07,0.0
1816,3.383701709935849e-07,4.6352077731626196e-09
1817,1.977229260319291e-07,2.1796227045456362e-08
1818,2.84916149784209e-07,5.960588467246453e-09
1819,2.6291667154509923e-07,2.1737204591865122e-08
1820,1.96983592104516e-07,8.306536791735653e-09
1821,2.1202200173320307e-07,3.4515210245444905e-08
1822,1.5539704634193185e-07,1.5038423839541792e-08
1823,1.9765373338032077e-07,9.78386012207011e-08
1824,1.8779081756292726e-07,5.894778887238772e-09
1825,2.606411271255382e-07,7.044354433105582e-09
1826,3.805049288985174e-07,2.818555067118922e-08
1827,2.562401846262219e-07,2.7651818612639545e-08
1828,1.742737225640667e-07,5.503380862137419e-09
1829,2.734843072005333e-07,2.1432940755516938e-08
1830,2.2752301731543412e-07,2.400472176589119e-08
1831,2.229542468423773e-07,3.897801548191637e-08
1832,2.1783250758744543e-07,5.0060886991332154e-08
1833,2.6294836175111413e-07,4.6334514003376626e-09
1834,2.5016544213940506e-07,1.0267983796552471e-08
1835,2.9269151013977535e-07,2.8739734148075513e-08
1836,2.1371985781115654e-07,2.688300027031687e-09
1837,3.082345728655511e-07,3.270208637218275e-08
1838,2.379685055675651e-07,2.146135025249407e-08
1839,1.8177836125232716e-07,3.4957375882882502e-09
1840,1.9554944685751252e-07,8.280595320542261e-09
1841,2.3370796498056734e-07,1.926164561183441e-09
1842,1.9319803179485007e-07,4.024959032733477e-09
1843,1.9374668625005143e-07,4.134837805480629e-09
1844,1.877087925095111e-07,1.6465684371524958e-09
1845,2.2209307815046486e-07,5.580227835366713e-09
1846,2.3944911009543546e-07,1.5807153364022497e-08
1847,1.65032645327301e-07,1.294373674909366e-08
1848,1.5125016261663404e-07,7.2406994844342876e-09
1849,1.5585712276333652e-07,2.513824481908955e-09
1850,1.6904599853262425e-07,6.1100964288129944e-09
1851,1.5027193001060368e-07,1.0319102017319892e-08
1852,2.0833745395520964e-07,6.510545436100301e-09
1853,2.538071157687227e-07,1.4332636188996162e-08
1854,1.8964175563240815e-07,1.506742641765868e-08
1855,2.3668939874710304e-07,2.4942604426314574e-08
1856,1.8275478141926982e-07,2.743910287872353e-08
1857,2.7580525463477557e-07,2.1966791052818735e-08
1858,2.025981833408963e-07,1.468102794888182e-08
1859,2.597008528226752e-07,2.036869339860914e-09
1860,2.4716792201839866e-07,1.0069804629031509e-08
1861,2.1316155418560356e-07,2.5466203368296192e-08
1862,2.512000492060906e-07,8.584174260306554e-09
1863,2.2625632700723486e-07,2.1976331865403154e-08
1864,3.1932889443808676e-07,1.0548401263577034e-08
1865,3.0406213258338255e-07,1.0825742080555756e-08
1866,3.0604706369175005e-07,9.244664256335966e-09
1867,2.0964146330015865e-07,7.76449837758264e-09
1868,3.7197252522602753e-07,1.728955856261649e-08
1869,2.500361775403803e-07,1.1720446280172325e-08
1870,2.9645032917358094e-07,1.548193218070537e-08
1871,3.313807326321694e-07,2.5490825672491724e-08
1872,2.3100835733202985e-07,1.3304146118109372e-08
1873,2.4722197355941944e-07,1.8556614356235457e-08
1874,2.4973866263877653e-07,1.4339061660262331e-08
1875,3.2269414429464405e-07,1.0870901512305409e-08
1876,2.9867314310649817e-07,1.7533442031592017e-08
1877,3.6861502650253897e-07,2.2265338017746217e-08
1878,2.6571990474622e-07,2.2344627370607384e-08
1879,3.048553307571922e-07,2.8102896010295808e-08
1880,2.7147488346201953e-07,1.9253539207397807e-08
1881,3.158545851533745e-07,1.3945014920579979e-08
1882,3.108064907664243e-07,1.3310770041741193e-08
1883,3.4756363653798417e-07,1.2638677659992936e-08
1884,3.630933216314247e-07,1.5844073608661802e-08
1885,2.945655560582239e-07,2.127059778311846e-08
1886,3.4913240387624e-07,1.6133659630490627e-08
1887,3.832478638887693e-07,2.3504128032758587e-08
1888,3.265416665954035e-07,2.4728397107764977e-08
1889,2.618827292799608e-07,2.69400881602877e-08
1890,2.91670203989014e-07,9.176140736144589e-09
1891,2.5305653839069464e-07,1.5298128430707436e-08
1892,2.3757662592771567e-07,2.068609084027173e-08
1893,2.4818419330774333e-07,9.853466487186324e-09
1894,2.6340435121952055e-07,1.3233232287745977e-08
1895,2.5518925816925275e-07,1.3240952112525406e-08
1896,2.2054888337841305e-07,2.1819006379431016e-08
1897,3.123118581527251e-07,1.51494548017439e-08
1898,2.3878257504605926e-07,1.867257115595322e-08
1899,3.0346405388570474e-07,2.5426860617017155e-08
1900,2.922562937213158e-07,1.4015843596837385e-08
1901,2.0957771351692855e-07,1.3412973842719111e-08
1902,2.563168124414261e-07,1.3748794824852695e-08
1903,2.543503780927381e-07,1.782072645006849e-08
1904,3.257022891389738e-07,1.1286712897629059e-08
1905,3.158384638268785e-07,2.012695948794274e-08
1906,2.6441109790553696e-07,1.9547901075611662e-08
1907,3.342848184928471e-07,1.0799970695529737e-08
1908,3.153111804987674e-07,2.897719619809891e-08
1909,3.2455802134734313e-07,1.1001967337165297e-08
1910,3.014100866671754e-07,1.4963622119168463e-08
1911,2.2185960579790276e-07,3.883873089804979e-08
1912,2.7870402474761136e-07,1.8753915753677575e-08
1913,2.487102257475726e-07,6.893886794756554e-09
1914,2.2634993790404678e-07,2.3438602447800605e-08
1915,4.1703897180056515e-07,1.6493066468115103e-08
1916,2.5820535798359856e-07,1.0987461607214755e-08
1917,2.9499682341338485e-07,1.864292187292449e-08
1918,2.6533529240424514e-07,1.722956355365568e-08
1919,2.0349345597470148e-07,2.3940405213807026e-08
1920,2.1126525950876385e-07,1.514446346106979e-08
1921,2.0219235352669784e-07,2.499006651612845e-08
1922,2.7150802139885855e-07,1.2542490601674672e-08
1923,2.590291372506215e-07,5.201814579081088e-08
1924,2.6427831256725653e-07,2.5783248869259978e-08
1925,2.111650161396028e-07,2.639562701745035e-08
1926,3.2546725425852685e-07,2.229227646921572e-08
1927,3.177529165343529e-07,3.2332752031294376e-08
1928,2.742249889386983e-07,2.9707706294956893e-08
1929,2.428608536497734e-07,2.1166771446701205e-08
1930,2.2897855211923002e-07,2.8359728787563654e-08
1931,2.2582605918586296e-07,1.3686427990933225e-08
1932,1.9727166034044785e-07,1.3151443600811774e-08
1933,2.7070761943193133e-07,1.491186085722518e-08
1934,2.132721306224994e-07,1.677421224144382e-08
1935,2.1901960156611722e-07,1.0771455727365264e-08
1936,2.012702564613278e-07,1.8187070960351548e-08
1937,2.0523522925586235e-07,2.8959572406783707e-08
1938,1.9966430764295495e-07,6.482607339819424e-09
1939,3.3646911745677244e-07,1.5294050470515685e-08
1940,3.575453888515767e-07,2.5357829169792012e-09
1941,2.774412468653509e-07,2.066051862925633e-08
1942,2.973527655214525e-07,1.517105907566929e-08
1943,3.280655676007882e-07,5.806470415592457e-09
1944,2.634812688029342e-07,1.6065930807940276e-08
1945,3.7034567412774777e-07,1.742803235060819e-08
1946,3.549881455455761e-07,2.0881655515836428e-08
1947,3.0159803565688037e-07,1.5497132244135514e-08
1948,2.989769223304961e-07,2.283096534050344e-08
1949,2.7487622922262034e-07,1.6688914139528777e-08
1950,2.190884502706325e-07,1.5953042664662576e-08
1951,2.9851923954993254e-07,1.8124383771578323e-08
1952,2.4463944647834523e-07,1.5817205323287453e-08
1953,2.95202881805956e-07,3.878577770066727e-08
1954,3.3422074663391754e-07,1.9545073115523337e-08
1955,3.0127802119750413e-07,2.815682353940474e-08
1956,2.9739092788361177e-07,3.575668117150599e-08
1957,2.9509026200358335e-07,2.4738105619537265e-08
1958,2.4072228282934205e-07,1.9026160036350603e-08
1959,2.7437647753814076e-07,3.642851353902188e-08
1960,2.6368374606011713e-07,2.0070416939521607e-08
1961,2.9668640832980486e-07,2.2234109997576468e-08
1962,2.3592077491585428e-07,2.3465238641051656e-08
1963,2.586421374850545e-07,4.2029344893279585e-08
1964,2.482258998348641e-07,2.6769461314302134e-08
1965,2.8016862541058174e-07,2.9001830270658502e-08
1966,2.902475080279743e-07,2.6587559487367685e-08
1967,2.9434104042991294e-07,3.204718268534634e-08
1968,2.748746443514971e-07,2.649935287868388e-08
1969,2.566093195155439e-07,3.406318510590367e-08
1970,2.3085599709649074e-07,1.7015282349763794e-08
1971,2.3020020112340944e-07,3.956565930440803e-08
1972,2.7189778095682016e-07,2.0007572487656944e-08
1973,2.519534116895983e-07,3.0322620858669325e-08
1974,2.396493653522569e-07,3.2628314272642456e-08
1975,2.096113220773077e-07,3.369773438066659e-08
1976,1.8797503975598318e-07,2.742492810625663e-08
1977,2.3154519812607077e-07,2.056873604772136e-08
1978,2.405939536487267e-07,2.9702957538013663e-08
1979,2.744575454682874e-07,2.0481907392344567e-08
1980,2.4105039431177033e-07,3.411090349070278e-08
1981,2.897101820664716e-07,2.783241725978769e-08
1982,2.805791071702757e-07,4.841851952708254e-08
1983,2.5892794663917584e-07,7.136307189625768e-08
1984,2.8705092197656157e-07,3.7113654371978555e-08
1985,2.8092657089473505e-07,5.8350913434424e-08
1986,2.0680974399667207e-07,4.196139724577108e-08
1987,2.16322919133205e-07,2.4443266966045485e-08
1988,2.3386559155902376e-07,3.2381390013824785e-08
1989,2.145855804158714e-07,2.1952487827547884e-08
1990,2.1086279988757894e-07,3.432649997581194e-08
1991,2.2039109204285978e-07,3.868566977871524e-08
1992,2.639263274595294e-07,4.518154383958972e-08
1993,2.647741190742181e-07,3.932837283615598e-08
1994,2.4475659177181086e-07,3.7451979184588424e-08
1995,2.2774293917393607e-07,3.633041956163652e-08
1996,2.0871940553668367e-07,2.882569738460461e-08
1997,2.330318693566369e-07,4.842843281949172e-08
1998,2.3792964931601546e-07,3.290009298329011e-08
1999,2.170845561089152e-07,3.062034892309384e-08
2000,2.4210811866431925e-07,3.666966152948703e-08
2001,2.760163293480389e-07,3.811654333829573e-08
2002,2.729500869769197e-07,3.154479494282825e-08
2003,2.470985251967761e-07,3.166861584080749e-08
2004,2.466683159951799e-07,4.2285996398883086e-08
2005,2.5626335187212135e-07,4.683899590407492e-08
2006,2.9278198265814126e-07,2.9648807409188294e-08
2007,2.328781548155412e-07,3.435252438066527e-08
2008,2.7503059163436205e-07,4.72575801546693e-08
2009,3.156543451066085e-07,5.1019661384543724e-08
2010,2.9051327343765365e-07,4.959982646823846e-08
2011,3.3612713035147124e-07,5.735958014119191e-08
2012,3.8808481539476247e-07,6.672335073343305e-08
2013,3.645386483785984e-07,7.64220237092772e-08
2014,4.1576546716548535e-07,9.484650231872394e-08
2015,3.86127433360528e-07,6.915715089483854e-08
2016,3.5772043593951253e-07,6.006886024700897e-08
