year,les_DET essais_NOUN,les_DET décès_NOUN
1800,5.279052415207985e-06,1.006132670511306e-07
1801,5.388616322932194e-06,3.571773952160129e-07
1802,4.079582623717215e-06,2.663029761151847e-07
1803,3.7836580304428935e-06,5.402439438029205e-07
1804,3.13430713561047e-06,6.278501665235581e-07
1805,3.104422575006538e-06,5.117179799896121e-07
1806,3.633784733558798e-06,7.866956703850292e-07
1807,3.0576298186701933e-06,6.519527078197029e-07
1808,3.077328511125188e-06,8.950992267386937e-07
1809,4.195019585040427e-06,9.284615156701648e-07
1810,4.017997772276516e-06,6.809768962057205e-07
1811,3.5550348975732504e-06,8.173070091821444e-07
1812,6.235932630715979e-06,4.854318884639497e-07
1813,4.7737311490436696e-06,3.163315795973176e-07
1814,3.4833717066362624e-06,3.776012533762696e-07
1815,3.185420899054492e-06,3.830057533349418e-07
1816,3.8055055497920875e-06,3.2214693135301786e-07
1817,2.9315925544892707e-06,1.9772291892650173e-07
1818,3.298589849265454e-06,2.5868955688679307e-07
1819,3.456215668329321e-06,3.436548490221014e-07
1820,3.06036558228584e-06,3.025952750590477e-07
1821,3.409116547725688e-06,5.039220321023663e-07
1822,2.551519287408155e-06,4.4714246882904263e-07
1823,3.5755561369477107e-06,4.6745109472112745e-07
1824,3.15960156882511e-06,5.128457658543084e-07
1825,3.3557542593598555e-06,5.670705292004641e-07
1826,3.495888995175278e-06,8.38520101353879e-07
1827,3.4795206538262846e-06,1.2332711207818647e-06
1828,3.5295015727854206e-06,8.319277071677789e-07
1829,3.7610524135089918e-06,1.12480068281684e-06
1830,4.257185280298614e-06,1.1438771991834074e-06
1831,4.844187856178905e-06,1.085147999901892e-06
1832,4.519009816572606e-06,1.5600054297237875e-06
1833,4.762029662375156e-06,1.3483344147857679e-06
1834,4.755010145629512e-06,1.2508271680644611e-06
1835,3.90406609085403e-06,1.3893392392105852e-06
1836,3.2716611499949977e-06,1.0155053473681619e-06
1837,4.070366194763864e-06,1.10769626360252e-06
1838,3.4363410148507967e-06,1.0730675370496101e-06
1839,4.304651153752559e-06,1.046623815170733e-06
1840,3.9288239164214644e-06,1.1191543194399856e-06
1841,3.975603758643587e-06,1.0157308132363596e-06
1842,3.810965370831809e-06,1.0022147982624574e-06
1843,4.271287388668554e-06,9.581009976500354e-07
1844,4.065377455231278e-06,9.90136463485669e-07
1845,3.4156574880706003e-06,1.1818923226769584e-06
1846,3.893828762535634e-06,1.7042453208659936e-06
1847,4.274669139547882e-06,1.5279002525403484e-06
1848,4.119153448056689e-06,1.2574681633736873e-06
1849,4.178814322131075e-06,1.4529905030258305e-06
1850,4.171159280197401e-06,1.0780925379094697e-06
1851,4.0431531584950164e-06,1.3382585848376038e-06
1852,4.113362654489805e-06,2.0638429347741294e-06
1853,4.6927439600885634e-06,1.4416243914183724e-06
1854,4.234986191953283e-06,1.160191892779494e-06
1855,4.873890951273552e-06,1.251375806532451e-06
1856,4.162977772281806e-06,1.1260386330036454e-06
1857,4.042377596658042e-06,1.9325894271560173e-06
1858,4.594183092621051e-06,1.6780415279527006e-06
1859,4.265204404774181e-06,1.009268785878703e-06
1860,4.165694976521195e-06,9.273374459439765e-07
1861,4.705116880998617e-06,8.417995331910788e-07
1862,4.2825991219963555e-06,1.3992203378165868e-06
1863,4.505647418717729e-06,1.0084139745458742e-06
1864,4.45046643360314e-06,1.1421041961057199e-06
1865,4.398075339473451e-06,1.4642992596236581e-06
1866,4.567837444291456e-06,1.401783038090798e-06
1867,4.7407115673081535e-06,1.2879361435125247e-06
1868,5.165626348002661e-06,1.4572628330711268e-06
1869,4.780965160655626e-06,1.8484119976847069e-06
1870,4.817747687013707e-06,1.1611448869075502e-06
1871,4.5543609257236994e-06,1.0897327484826747e-06
1872,4.438142319429517e-06,1.2457519105169013e-06
1873,5.308987196528392e-06,1.2558637934034778e-06
1874,4.995370783689168e-06,1.2451085069642431e-06
1875,5.608240744692239e-06,1.501900911193843e-06
1876,5.38881301936911e-06,1.7708776880454025e-06
1877,5.305335269767397e-06,1.9723378272828995e-06
1878,4.9822482495187614e-06,1.5091682286083596e-06
1879,6.322540873071603e-06,1.8810612516517722e-06
1880,5.233112020164299e-06,1.7308931461457178e-06
1881,5.439252909411607e-06,1.5660251762028565e-06
1882,5.4647365423932115e-06,1.8521937192872429e-06
1883,5.506040253067113e-06,1.4212193235607629e-06
1884,6.411568148401159e-06,1.3909775447018546e-06
1885,6.652540697871245e-06,1.7016478679465763e-06
1886,6.57995162001157e-06,1.4978489843997522e-06
1887,6.4029163127088395e-06,1.4964295615982337e-06
1888,6.7400733385625244e-06,1.2922172203388982e-06
1889,7.093387784706806e-06,1.659634776274288e-06
1890,7.5440990023878385e-06,1.9512408471200615e-06
1891,7.894471446334705e-06,2.045487150326153e-06
1892,7.497767889219631e-06,1.4762346154384431e-06
1893,8.836095911846087e-06,1.2674021334646568e-06
1894,8.6280678210926e-06,1.1695657349264366e-06
1895,9.032736592473611e-06,1.5269225173142331e-06
1896,8.665094350490676e-06,1.5609435166652474e-06
1897,8.821061511454786e-06,1.5370870727338115e-06
1898,9.627124875066784e-06,1.513044040279965e-06
1899,8.442270582165179e-06,1.539430556363186e-06
1900,1.0138126789627222e-05,1.297763269292318e-06
1901,1.0741556202731317e-05,1.6481191380535165e-06
1902,1.0352842524596895e-05,1.2653801064743675e-06
1903,1.0367343028505616e-05,1.6119657288982125e-06
1904,1.0414411217851693e-05,1.4581357845599996e-06
1905,9.463284115440729e-06,1.9007075877652824e-06
1906,1.179201463585855e-05,2.089567800567238e-06
1907,1.083082807085134e-05,1.5654814831123076e-06
1908,1.2670892811428303e-05,1.412515480581078e-06
1909,1.1570768876367765e-05,1.2058155505201285e-06
1910,1.2000824430202783e-05,1.2029683560399462e-06
1911,1.1246206810255899e-05,1.354035234157891e-06
1912,1.2007194786889386e-05,1.4966667407634304e-06
1913,1.3031566822974128e-05,1.4731704993664607e-06
1914,1.1475539785976707e-05,1.262336155605226e-06
1915,9.667293024762103e-06,1.4678829600711651e-06
1916,9.438229739089365e-06,1.2492744616565687e-06
1917,1.0316115773179035e-05,1.2337227417447139e-06
1918,9.995444798960307e-06,1.199177699362508e-06
1919,1.1180169622093672e-05,1.4345827850092974e-06
1920,1.0457251978124305e-05,1.3705739476677081e-06
1921,1.1629468218643524e-05,1.2964544140459111e-06
1922,1.2788175130395985e-05,1.182683007527885e-06
1923,1.1162669498077094e-05,1.4543849005121956e-06
1924,1.1580546320999474e-05,1.375536363923402e-06
1925,9.805975402343847e-06,1.1801045474157945e-06
1926,1.097225875668073e-05,1.1536253836652577e-06
1927,9.864834336070771e-06,1.4482843084806518e-06
1928,1.1901364775468437e-05,1.8224535409672171e-06
1929,1.0956589456156962e-05,1.6632626511636772e-06
1930,1.2212540326572707e-05,1.452648334065998e-06
1931,1.2592654599075104e-05,1.875040666732275e-06
1932,1.3498861520133687e-05,1.5639258634791986e-06
1933,1.52617155038115e-05,1.1562427388867036e-06
1934,1.270047518175943e-05,1.4365914182690176e-06
1935,1.4534284275669052e-05,1.1010820912815689e-06
1936,1.540444957015552e-05,1.49618973921406e-06
1937,1.430980550054528e-05,1.1206095038573949e-06
1938,1.3499380898451818e-05,1.8021648457988704e-06
1939,1.3890056919763083e-05,1.24034752246871e-06
1940,1.4116703681565923e-05,1.4961118779410754e-06
1941,1.270621854843057e-05,1.4580422416088368e-06
1942,1.3220061163110586e-05,1.162103117735569e-06
1943,1.302391306978734e-05,1.5241985238390043e-06
1944,1.223259955196454e-05,1.712628218797363e-06
1945,1.095351818491963e-05,1.1894632336861832e-06
1946,1.2062636940868288e-05,1.4993028969456645e-06
1947,1.03699657572065e-05,1.2826857442860273e-06
1948,1.2744027301891947e-05,1.3752938485822597e-06
1949,1.2008164958388079e-05,1.3959785860606644e-06
1950,1.308574900349413e-05,1.4793788380984552e-06
1951,1.3719091938924066e-05,1.778321845335995e-06
1952,1.5095941051868067e-05,1.4583464036377336e-06
1953,1.4172969429182558e-05,1.3025556881984812e-06
1954,1.4091019522766146e-05,1.4658804587952545e-06
1955,1.5027296555558678e-05,1.3702987757824303e-06
1956,1.4533782774606152e-05,1.4241623631505718e-06
1957,1.5064622495231106e-05,1.43215960690668e-06
1958,1.5134069357713997e-05,1.6254958836725564e-06
1959,1.4369886301324186e-05,1.2036911556378982e-06
1960,1.339596515492758e-05,1.1260195975637544e-06
1961,1.2653293154585299e-05,1.375735578790227e-06
1962,1.3219807918574134e-05,1.2956616615156236e-06
1963,1.2652773136778706e-05,1.5305147655908513e-06
1964,1.172137359617409e-05,1.1151914378615402e-06
1965,1.152959568884171e-05,1.2383233922719228e-06
1966,1.0474390656156629e-05,1.1344024670734143e-06
1967,9.908002525094162e-06,1.2271605527303109e-06
1968,9.947587628289511e-06,1.0725500843022928e-06
1969,1.0029109780873569e-05,2.655111558169665e-06
1970,9.44624086685053e-06,1.2490137208942542e-06
1971,9.301526851857034e-06,1.0209995693344354e-06
1972,1.0631716158115978e-05,1.1224760925188093e-06
1973,9.560998158519851e-06,1.1996731714702946e-06
1974,9.76599272206613e-06,1.3912038241414848e-06
1975,9.305143507276625e-06,1.4478602281542408e-06
1976,9.267340352892006e-06,1.5020862491610387e-06
1977,9.09725820008589e-06,1.5943709570365172e-06
1978,7.933659802006332e-06,1.3639597824521843e-06
1979,7.5151040022092275e-06,1.4846456224404392e-06
1980,8.071776910867356e-06,1.349086247159903e-06
1981,7.825337462463722e-06,1.2195659806479853e-06
1982,8.064166365784331e-06,1.229706164451727e-06
1983,8.611564986438225e-06,1.39947403710039e-06
1984,8.843487847798315e-06,1.5697915785040095e-06
1985,8.586607805227686e-06,1.2518376308889856e-06
1986,7.75206866165945e-06,1.3433641328219892e-06
1987,8.008836395845265e-06,1.2459955200938566e-06
1988,8.050373367041175e-06,1.7845744508804273e-06
1989,6.988574888566745e-06,1.3544686083832858e-06
1990,6.9759076950504095e-06,1.2842470340501677e-06
1991,6.688517778741243e-06,1.3370001852308633e-06
1992,7.008648921669192e-06,1.2006168788047944e-06
1993,6.571715619685392e-06,1.3089147188338757e-06
1994,5.836178768703348e-06,1.1952983385299376e-06
1995,7.474306030985645e-06,1.3154866067566218e-06
1996,6.4099810828111e-06,1.2928859547400862e-06
1997,5.570228971407687e-06,1.1411848745979114e-06
1998,6.172343347543574e-06,1.3055138197159977e-06
1999,5.466874672066524e-06,1.2851405273295313e-06
2000,5.2596663877579886e-06,1.0612111722707596e-06
2001,6.436000020926258e-06,1.1890608533349223e-06
2002,5.55495060794442e-06,1.0580649671965148e-06
2003,5.0057243790035955e-06,1.3921689685503225e-06
