year,aux_ADP yeux_NOUN,aux_ADP dieux_NOUN
1875,2.7142352791997837e-05,4.6767763137722795e-06
1876,2.5868478019219765e-05,3.989765225753672e-06
1877,2.692497741918487e-05,3.7418136926703482e-06
1878,2.6181865450780606e-05,4.3565987652982585e-06
1879,2.7359391879144823e-05,3.538521163193309e-06
1880,2.5916546860571543e-05,3.9489009076021375e-06
1881,2.607787621400348e-05,3.37051024956736e-06
1882,2.627812250466377e-05,3.686417898052241e-06
1883,2.46334145685978e-05,3.93442045520942e-06
1884,2.525479249015916e-05,3.6546994195418847e-06
1885,2.283366404753906e-05,3.4039402265761964e-06
1886,2.4327623350473004e-05,3.445504425769741e-06
1887,2.3269739472198125e-05,3.045743255825073e-06
1888,2.353192382997804e-05,3.1855247470957693e-06
1889,2.4507335410817177e-05,2.7660578325594543e-06
1890,2.3258240844370448e-05,3.203784046945657e-06
1891,2.3143518092183513e-05,2.7007569372017315e-06
1892,2.3080663027030823e-05,2.9888268215927383e-06
1893,2.2561358377970464e-05,2.9301746238274973e-06
1894,2.260362168726715e-05,2.6208102674729616e-06
1895,2.34569481563085e-05,2.222072424729049e-06
1896,2.343597202525416e-05,2.2939443713454466e-06
1897,2.288674795636325e-05,2.2322139194841384e-06
1898,2.338428316761565e-05,2.2282601008782876e-06
1899,2.360607686568983e-05,2.485752073511094e-06
1900,2.36997528872962e-05,2.3837316192043545e-06
1901,2.342296306778735e-05,2.274616633712867e-06
1902,1.994950139305729e-05,1.9375979718461167e-06
1903,2.2685244971398788e-05,2.4047181454989186e-06
1904,2.2075198558013653e-05,2.6233546748244407e-06
1905,2.244930112738075e-05,2.19899940390178e-06
1906,2.2909625499778485e-05,2.0386402965755224e-06
1907,2.208645469181647e-05,2.303993859698039e-06
1908,2.2727452346771315e-05,2.3569757061636665e-06
1909,2.303976884832082e-05,2.284558451748353e-06
1910,2.28467791885123e-05,2.208203085274363e-06
1911,2.2669582676826394e-05,2.2350890773736865e-06
1912,2.3243916643878038e-05,2.1145041131376274e-06
1913,2.2886112105879874e-05,2.311042877067848e-06
1914,2.260017117805546e-05,2.1811294779183754e-06
1915,2.2438816813519225e-05,1.460814437415081e-06
1916,2.4620704948574712e-05,1.4525424418820876e-06
1917,2.5796319619075803e-05,1.961893303814577e-06
1918,2.5110367914749077e-05,1.6069440693655679e-06
1919,2.4684399136276625e-05,2.0137564042954637e-06
1920,2.419858083158033e-05,2.881234280494027e-06
1921,2.313171489731758e-05,2.098408298678578e-06
1922,2.4495483671671536e-05,2.0355724004161857e-06
1923,2.5159797814922058e-05,2.7803168336504314e-06
1924,2.492208807325369e-05,3.4008105842531222e-06
1925,2.5588360585970804e-05,2.895820131243454e-06
1926,2.4676436396475765e-05,2.6962507995165197e-06
1927,2.7008997903976706e-05,2.399313153489402e-06
1928,2.3616484327249054e-05,2.068113462705412e-06
1929,2.4935570650086447e-05,2.3584241048979493e-06
1930,2.3326403606915846e-05,2.1710948452380308e-06
1931,2.3000042347121052e-05,2.504616258391934e-06
1932,2.3626568577128637e-05,2.405618175771451e-06
1933,2.313632637651608e-05,1.740099476066348e-06
1934,2.2342052034218796e-05,2.1974217574438626e-06
1935,2.227656659670174e-05,2.3350121889365028e-06
1936,2.25265067683722e-05,2.498903668879393e-06
1937,2.2687935143039795e-05,2.355798137898546e-06
1938,2.2296279780675832e-05,2.2546507985055086e-06
1939,2.2603077127314464e-05,2.286460528466705e-06
1940,2.1412150204014324e-05,2.092020936927952e-06
1941,2.17702823874788e-05,2.485165129684219e-06
1942,2.383373407610634e-05,2.645832676506643e-06
1943,2.554556567702093e-05,2.61291164527222e-06
1944,2.6084646037816128e-05,3.190693854904225e-06
1945,2.9313950903997466e-05,3.0063356319942613e-06
1946,2.7179563858226174e-05,2.5670515739761868e-06
1947,2.92228234002323e-05,3.0386298917051136e-06
1948,2.5893574957081e-05,2.821254803109241e-06
1949,2.426960861612315e-05,2.493520164570384e-06
1950,2.5678016754682176e-05,3.1363680967899654e-06
1951,2.5348548319925612e-05,2.5832575722972706e-06
1952,2.4660077883709164e-05,2.0963070035406872e-06
1953,2.509439889308851e-05,2.406873079507932e-06
1954,2.5673429036032758e-05,2.8252402231032647e-06
1955,2.4343450490960095e-05,2.375497389905945e-06
1956,2.5293054022768047e-05,2.495118661016704e-06
1957,2.3808659875612648e-05,2.7671337523571538e-06
1958,2.4038311721596983e-05,2.9184474321652942e-06
1959,2.3967637503119477e-05,2.4639628151135184e-06
1960,2.4468606511618418e-05,2.651371168838068e-06
1961,2.5465003091085237e-05,2.3700172135932007e-06
1962,2.6243650268042984e-05,2.6921604074914285e-06
1963,2.5953443810067256e-05,2.634916651089725e-06
1964,2.541091043894994e-05,2.3003484699302135e-06
1965,2.6164575388065714e-05,2.2517458013737723e-06
1966,2.6143879495066358e-05,2.540219668389909e-06
1967,2.7533952106750803e-05,2.471084155075687e-06
1968,2.820429517669254e-05,2.808482403082735e-06
1969,2.528668983359239e-05,2.214561158453421e-06
1970,2.5275052394135855e-05,2.3320135156268407e-06
1971,2.5303010147581517e-05,2.2927529048644146e-06
1972,2.4767323679952824e-05,3.0560285964043032e-06
1973,2.397196055881068e-05,2.112108331786544e-06
1974,2.2268262796387717e-05,1.9436349951718057e-06
1975,2.247010502287594e-05,2.1046804583590983e-06
1976,2.3097503913049877e-05,2.1294314294095784e-06
1977,2.3405458136949164e-05,1.9546176570628404e-06
1978,2.5308701992798888e-05,2.1392069839976102e-06
1979,2.5209715886376216e-05,2.46836240869186e-06
1980,2.4442169205940445e-05,2.04608570442133e-06
1981,2.5263611632908578e-05,2.539075598662066e-06
1982,2.6062198458021157e-05,2.3681622138838065e-06
1983,2.521074156902614e-05,1.9874299521660532e-06
1984,2.5814865466600168e-05,2.323082725297354e-06
1985,2.6186926788795972e-05,2.442918123790605e-06
1986,2.6982378813045216e-05,2.520681121609414e-06
1987,2.6681660074245883e-05,2.5695984575691e-06
1988,2.650416899996344e-05,2.249307270218992e-06
1989,2.6783134217112092e-05,2.339037695975321e-06
1990,2.6650441441233852e-05,2.3140421259171262e-06
1991,2.708290071495867e-05,2.154674575649551e-06
1992,2.7523273956830963e-05,2.5373292515951107e-06
1993,2.807602686516475e-05,2.4865502137316753e-06
1994,2.7429619194663246e-05,2.4866003194290442e-06
1995,2.830573589562846e-05,2.418955208582929e-06
1996,2.8444558438422973e-05,2.3081910320854604e-06
1997,2.932077973127889e-05,2.612738015272953e-06
1998,2.9665870215467294e-05,2.3382905283142463e-06
1999,2.8829285156461992e-05,2.610498906818748e-06
2000,3.0417263815252227e-05,2.6592132584823958e-06
2001,2.990352368215099e-05,2.547236565675348e-06
2002,3.063656754420663e-05,2.951190808175852e-06
2003,3.1162332561507355e-05,2.7001659788084e-06
2004,3.165811517646944e-05,2.7807446087990684e-06
2005,3.170999934809515e-05,2.7243182003644506e-06
2006,3.1874115620667e-05,2.450968139555698e-06
2007,3.251626048950129e-05,2.6651167246427576e-06
2008,3.320419637020677e-05,2.4028989145108426e-06
2009,3.30020902765682e-05,2.762690673563384e-06
2010,3.5001417018065695e-05,2.3231614285634805e-06
2011,3.2876600926101673e-05,2.201843173565976e-06
2012,3.491844086056517e-05,2.228423729988549e-06
2013,3.7968918377373484e-05,2.5626481985341343e-06
2014,4.0067881855065934e-05,2.6037312235160925e-06
2015,3.892239942615561e-05,2.587851712476663e-06
2016,3.904662344211829e-05,2.5382201780388414e-06
2017,3.886644662998151e-05,2.3437950469329394e-06
2018,3.941280010621995e-05,2.2667859447267347e-06
2019,3.916148966709443e-05,2.7354241787236333e-06
