year,telles_ADJ âmes_NOUN,telles_ADJ ames_NOUN,telles_ADJ dames_NOUN
1858,4.061751113226819e-08,7.829881520926563e-09,2.153217493194859e-08
1859,4.1755821911237945e-08,1.018434669930457e-08,0.0
1860,6.224970405810382e-08,2.7463103458025273e-09,9.154367819341758e-10
1861,7.356903353183952e-08,5.659156365744877e-09,8.960331421281609e-09
1862,6.189641510445654e-08,6.325180934574348e-09,9.035972914350765e-09
1863,6.093437576737415e-08,1.9978483312144135e-09,1.49838623730858e-08
1864,6.13725177345259e-08,3.739887965981126e-08,2.0617331064620714e-08
1865,6.919061235066692e-08,5.17752879458655e-09,6.118897666329559e-09
1866,4.4277076227672296e-08,5.352174259343201e-09,8.271541673821048e-09
1867,6.017486242626546e-08,2.91168689159349e-09,4.85281148598915e-10
1868,5.680855252876427e-08,4.445886658821507e-09,1.9759496039384317e-08
1869,5.860222884734867e-08,1.953407657850903e-09,5.8602228625304065e-09
1870,6.708837219093766e-08,1.0894693147633916e-08,6.307453670473251e-09
1871,2.0180236148803488e-08,3.18635318130589e-09,1.9118118865790734e-08
1872,7.01491345012073e-08,1.0885210954825197e-08,1.330414689526549e-08
1873,4.908523720814628e-08,4.788803575905831e-09,3.890902905423488e-08
1874,3.7042575229406793e-08,0.0,4.779687312606029e-09
1875,4.920513418937844e-08,1.6020275495076675e-08,3.432916173551348e-09
1876,2.9020871039620033e-08,6.650616057868319e-09,1.215248981445427e-07
1877,3.3398006138440905e-08,4.9478527941460015e-09,8.04026067946495e-09
1878,4.650098262004576e-08,1.8117265465633636e-09,1.8117265465633636e-09
1879,3.0546626561545054e-08,4.276527687530063e-09,5.498392741110081e-09
1880,3.529815373326528e-08,3.2089231272180996e-09,1.9253538763308597e-08
1881,3.834879080955034e-08,1.3945015142624584e-09,2.9284531244400114e-08
1882,5.257754409626614e-08,1.3310770263785798e-09,6.655385131892899e-10
1883,3.5388296737437486e-08,0.0,5.687405213450347e-09
1884,3.8289840631478e-08,1.9805090900604227e-09,6.601696966868076e-10
1885,3.7384687345820566e-08,1.2891271383708158e-09,6.445635580831777e-09
1886,3.9366128135043255e-08,1.2906927748801422e-09,7.098810372863085e-09
1887,2.3504128421336645e-08,3.9173548849191775e-09,7.181816974455302e-09
1888,4.1848057463766963e-08,1.268122939990235e-09,3.804368819970705e-09
1889,2.1301465480405568e-08,2.506054641582267e-09,0.0
1890,2.8839300725280737e-08,0.0,2.4251229913119232e-08
1891,2.8046567734918426e-08,0.0,3.633305567518619e-08
1892,2.6327752422616868e-08,3.1342561879199593e-09,1.2537024751679837e-09
1893,2.46336657738766e-08,1.847525021858587e-09,1.2316833108982905e-09
1894,3.591877373310126e-08,1.5123694296903523e-08,1.8274463942091757e-08
1895,5.236194766666813e-08,4.814891596538473e-09,8.426059849853118e-09
1896,3.3023361822870356e-08,5.89702897624278e-10,8.255840677762194e-09
1897,3.8456310136325556e-08,5.2440420894583895e-09,5.244042311502994e-09
1898,5.092519472782442e-08,6.790025652847476e-09,5.092519295146758e-09
1899,4.643165851803133e-08,0.0,9.949641111006713e-09
1900,3.633737222230593e-08,4.671947717582725e-09,1.6611370612373833e-08
1901,2.9620316865930363e-08,5.588738916095792e-10,2.794369458047896e-09
1902,3.2407871941586563e-08,0.0,0.0
1903,6.156250975664079e-08,2.7001101354784396e-09,5.940242076007962e-09
1904,3.708491291831706e-08,3.2247751136083025e-09,1.0749250378694342e-09
1905,2.838417501038748e-08,0.0,3.096455536422127e-09
1906,3.7038127231880935e-08,1.5432553013283723e-09,1.5432553568395235e-09
1907,4.422845378826423e-08,3.08570607954195e-09,1.542852956504248e-08
1908,4.469363901193901e-08,2.4556945366072114e-09,1.4734167219643268e-09
1909,5.5009834909469646e-08,5.500983557560346e-10,2.2003934230241384e-09
1910,5.611358133705835e-08,2.137660271017694e-09,6.412980813053082e-09
1911,6.065226187956796e-08,4.788336727123976e-09,1.1172786140711821e-08
1912,5.157327009897017e-08,2.0837684910901544e-09,4.1675369266691575e-09
1913,6.628737025948794e-08,2.6514948014977335e-09,2.6514948014977335e-09
1914,5.2904276515164383e-08,0.0,0.0
1915,6.950649833470379e-08,4.712304768617059e-09,1.1780761921542648e-09
1916,1.2525707404620334e-07,1.0987462051303964e-09,0.0
1917,5.15421945124217e-08,5.483212217605171e-09,7.676496771580332e-09
1918,5.858051821405752e-08,1.1486376294556067e-09,0.0
1919,3.775218004875569e-08,4.603924352863942e-09,0.0
1920,7.420786829470671e-08,1.514446346106979e-09,0.0
1921,7.269837709600324e-08,0.0,7.572747429129834e-10
1922,7.230377008227151e-08,0.0,7.377935484775833e-09
1923,7.006525493125082e-08,0.0,6.369568872344189e-09
1924,6.83256118350073e-08,1.289162443462999e-09,7.734974438733389e-09
1925,8.248633776020142e-08,4.399271169575059e-09,2.1996355847875293e-09
1926,4.124071395494866e-08,2.229227691330493e-09,1.114613823460786e-08
1927,8.58490309951776e-08,8.919380012351041e-09,3.3447675740205796e-09
1928,7.426926629250374e-08,4.5704163786908225e-09,3.4278122562625413e-09
1929,4.67897081080082e-08,4.4561625500705304e-09,1.1140406375176326e-09
1930,2.10072066408884e-08,1.0503603542488804e-09,2.4158288369768854e-08
1931,3.193499864551086e-08,1.0264820993199919e-08,3.4216069977333063e-09
1932,5.589363638591749e-08,5.479768305782784e-09,1.0959536611565568e-09
1933,3.555905436769535e-08,3.4411986593596566e-09,3.4411986593596566e-09
1934,4.672816089623666e-08,4.7926320689839486e-09,0.0
1935,4.308582290946106e-08,2.393656828303392e-09,1.196828414151696e-09
1936,4.243650053581405e-08,0.0,9.699771652549316e-09
1937,4.406891207509034e-08,1.2591118148108649e-09,6.295559185076627e-09
1938,3.1116513810047763e-08,0.0,5.186085783037697e-09
1939,4.5882153187903896e-08,1.5294050470515685e-09,6.117620188206274e-09
1940,6.085878823114399e-08,0.0,0.0
1941,3.836953510472085e-08,0.0,0.0
1942,3.034211815133858e-08,0.0,3.034211770724937e-09
1943,3.774205836748479e-08,2.9032352077962287e-09,2.9032352077962287e-09
1944,3.855823393905666e-08,0.0,6.4263723231761105e-09
1945,4.7927088075994106e-08,0.0,2.178504043826024e-09
1946,6.26449718765798e-08,8.352662561605939e-09,0.0
1947,7.629357412497484e-08,4.7683483828109274e-09,0.0
1948,4.022598432129598e-08,0.0,4.348755133776194e-09
1949,2.6505922789965553e-08,0.0,2.9451024952109606e-09
1950,5.636741562398129e-08,2.1270722960764488e-09,0.0
1951,5.970385075215745e-08,0.0,1.0661401761424827e-09
1952,2.8470971358274255e-08,2.1089607837865287e-09,3.1634410646574906e-09
1953,2.9089333608567358e-08,1.0773827385790469e-09,1.0773827385790469e-09
1954,4.397641362174909e-08,9.772536113672459e-10,0.0
1955,4.6928040120519654e-08,8.447047505910632e-09,9.385607846468247e-10
1956,5.407107650512444e-08,1.4825941141438648e-08,0.0
1957,2.9155623693100097e-08,2.2087594697683954e-08,8.835037701437898e-10
1958,4.053399393910695e-08,4.9633461784992505e-09,0.0
1959,3.8753739772801055e-08,1.5501495642666896e-09,7.750747821333448e-10
1960,1.591791587429725e-08,6.920833350854139e-10,2.2146665945577126e-08
1961,4.099414141478519e-08,4.16889545107324e-09,1.1811870759270704e-08
1962,3.868593267952747e-08,1.0781326054143392e-08,6.976152100435229e-09
1963,3.297687101166957e-08,6.466053248388448e-10,6.466053248388448e-10
1964,4.562976130273455e-08,4.867174663303331e-09,2.4335873316516654e-09
1965,3.720989383282358e-08,6.0192477668863376e-09,1.0944086803466035e-08
1966,2.8249282024717104e-08,5.539074754423723e-10,4.431259803538978e-09
1967,3.5991448044114804e-08,2.9582012395223956e-09,5.916402479044791e-09
1968,4.042274426296899e-08,6.287982079467014e-09,1.1677680988864125e-08
1969,2.634219598007803e-08,6.358460841182634e-09,1.8167031212712459e-09
1970,1.839489982558007e-08,0.0,4.138852566226703e-09
1971,1.2332153964678128e-08,8.735275613958038e-09,4.1107179882260425e-09
1972,1.3338381954497436e-08,1.5390440033513642e-09,3.0780880067027283e-09
1973,1.7642252103655665e-08,1.102640756478479e-09,2.7566018356850464e-09
1974,7.875800456247362e-09,1.1251143350321513e-09,1.6876715580593782e-09
1975,1.313640396460869e-08,1.4849848017917111e-08,1.7134440533084216e-09
1976,1.428381679602353e-08,0.0,2.8567634369203176e-09
1977,3.526069214387917e-09,1.1753563677885381e-09,2.938390863960194e-09
1978,1.900989232694883e-08,4.158414057542359e-09,5.940591352171509e-10
1979,1.580032815695631e-08,2.925986564150662e-09,4.0963813452421505e-09
1980,1.9329512213062117e-08,1.7055452605774235e-09,5.685150683554241e-10
1981,1.2651098835192442e-08,4.427884725544118e-09,2.213942373874289e-08
1982,2.483000827169235e-08,2.483000915987077e-09,0.0
1983,2.9050454486423405e-08,2.5261264191556165e-09,1.89459470334441e-09
1984,2.8415142239168745e-08,5.799008495621649e-10,1.1598016991243298e-09
1985,1.2031115659283387e-08,3.0077789148208467e-09,6.015558051686298e-10
1986,2.2779044428489215e-08,5.3950369172106605e-09,5.994485463567401e-10
1987,1.0388388815840699e-08,3.6664902225425067e-09,2.4443267410134695e-09
1988,1.8589316752581908e-08,0.0,1.798966087207532e-09
1989,1.4817929994137558e-08,2.7440609784434855e-09,5.488122178931576e-10
1990,1.5256222951620657e-08,1.089730194969718e-09,5.44865097484859e-10
1991,1.3481369798284959e-08,0.0,4.103025752488776e-09
1992,1.8182815253453555e-08,3.30596661157756e-09,2.7549720282848966e-09
1993,1.661762283333701e-08,8.308811416668505e-09,1.1078414852150331e-09
1994,1.9517228722065738e-08,2.6374633033121597e-09,4.747434001473039e-09
1995,2.277429267394382e-08,2.1689803286761844e-09,4.337960657352369e-09
1996,1.1743802375008272e-08,2.135236876199542e-09,4.804283193493575e-09
1997,2.013855748828064e-08,2.397447240731765e-09,2.876936688878118e-09
1998,1.7642078020685403e-08,1.43043876743576e-09,6.6753810257225155e-09
1999,1.8737825513426287e-08,9.140402323914998e-10,9.597422523377475e-09
2000,4.859834756842929e-09,1.7672125984802278e-09,3.5344251969604557e-09
2001,1.7524847351069184e-08,2.6287270971092624e-09,2.6287270971092624e-09
2002,1.0953053575235572e-08,3.9430991805033955e-09,2.6287327870022636e-09
2003,1.5417615628621206e-08,1.2500769308587678e-09,2.500153695184082e-09
2004,8.369103632333008e-09,8.809582507929292e-10,1.761916529341434e-09
2005,3.332774767272895e-08,9.007499190971657e-10,2.702249757291497e-09
2006,1.4412615101377924e-08,0.0,2.0589450144825605e-09
2007,6.7906151812735516e-09,1.997239706952314e-09,7.988958938831558e-10
2008,1.3198063086861112e-08,1.2772319035736501e-09,8.514879357157668e-10
2009,9.059565542202108e-09,4.76819250749827e-10,1.907277002999308e-09
2010,9.919965293647692e-09,0.0,1.8895172093635892e-09
2011,9.942326961720482e-09,7.64794394481072e-10,1.529588788962144e-09
2012,1.4978711604385353e-08,3.404252713057332e-10,5.446804340891731e-09
2013,3.430623962685786e-08,3.3469500504423877e-09,2.2034088553724018e-08
2014,2.685152011849823e-08,2.1654451842767486e-10,1.0827225782605865e-09
2015,4.3001563199140946e-08,2.2165753954528356e-10,7.314698902138872e-09
2016,3.8526923873405394e-08,1.4499380585064614e-09,6.8354220061905835e-09
2017,1.7106156491308866e-08,2.515611330355938e-10,7.54683426862357e-10
2018,3.149389371515099e-08,0.0,7.486253505994966e-09
2019,8.061121548053052e-08,5.1019755087367e-10,1.5305927081321613e-09
