year,mes_DET eaux_NOUN,mes_DET dos_NOUN
1800,4.4018303668735825e-08,0.0
1801,8.334139067756041e-08,0.0
1802,5.818384352096473e-08,0.0
1803,4.095712213825209e-08,0.0
1804,9.145848345326613e-08,0.0
1805,2.2743021688143017e-08,0.0
1806,2.939302561344448e-07,0.0
1807,1.0818429707626365e-07,0.0
1808,1.291662137248295e-07,2.7192887941396293e-08
1809,2.710836577435316e-07,0.0
1810,2.9251584621192706e-07,0.0
1811,3.008492077682945e-08,0.0
1812,6.934741492159446e-08,0.0
1813,7.189353823378042e-08,0.0
1814,9.440031245588898e-08,0.0
1815,2.4275012222574333e-08,0.0
1816,2.3176038865813098e-08,0.0
1817,2.9580595417577626e-08,1.556873407970727e-09
1818,9.65615354342475e-08,0.0
1819,4.45095160728215e-08,0.0
1820,9.967844061264941e-08,0.0
1821,5.226588806195309e-08,0.0
1822,9.023054303725075e-08,0.0
1823,1.561464593180517e-07,0.0
1824,5.81056784909606e-08,0.0
1825,4.781355640304241e-07,0.0
1826,4.4039921487382117e-08,0.0
1827,4.147772969531616e-08,0.0
1828,2.2013522782415862e-08,0.0
1829,4.4580514835246277e-08,0.0
1830,4.0703659553997795e-08,0.0
1831,5.4569221807909685e-08,0.0
1832,2.4353944638733083e-08,0.0
1833,4.40177885252524e-08,0.0
1834,8.121042216480134e-08,1.8669061851994684e-09
1835,7.865611451052246e-08,0.0
1836,5.3765998930810355e-08,0.0
1837,7.375364274864182e-08,0.0
1838,1.6916594525184792e-07,0.0
1839,3.495737765923934e-08,0.0
1840,3.1848443160509277e-08,0.0
1841,4.558589550285319e-08,0.0
1842,5.0982814414624045e-08,0.0
1843,5.6706348061652534e-08,0.0
1844,3.787107349939589e-08,0.0
1845,5.412821302286375e-08,0.0
1846,2.3418005756781213e-08,0.0
1847,2.8584085320915165e-08,0.0
1848,3.459445302445019e-08,0.0
1849,3.016589378290746e-08,0.0
1850,5.4311967367937086e-08,0.0
1851,5.095056665460618e-08,0.0
1852,4.492276350909208e-08,0.0
1853,5.195580832229041e-08,0.0
1854,6.026970889028149e-08,5.195664454227256e-10
1855,4.192480318465641e-08,0.0
1856,6.41971462655988e-08,5.177189232874468e-10
1857,6.63885206808601e-08,0.0
1858,9.004363876741195e-08,0.0
1859,6.823512332942983e-08,5.092173349652285e-10
1860,2.8378539518314483e-08,1.373155145145688e-09
1861,5.989273965667508e-08,4.715963730639317e-10
1862,1.265036155828625e-07,0.0
1863,6.193329782355761e-08,0.0
1864,6.808513419720441e-08,0.0
1865,1.4120533142758518e-07,0.0
1866,7.249762967731499e-08,0.0
1867,4.416058452250127e-08,0.0
1868,4.544684018004119e-08,2.4699371437009177e-09
1869,7.129938239813782e-08,0.0
1870,6.192772739055386e-08,0.0
1871,4.0360473185785395e-08,1.0621177271019633e-09
1872,3.567930095815797e-08,6.047339518033823e-09
1873,3.471882425998274e-08,0.0
1874,2.7483201492373155e-08,0.0
1875,5.092159111041994e-08,5.721527140956084e-10
1876,2.7207067265777596e-08,1.209202959984168e-09
1877,4.143826648483895e-08,0.0
1878,3.019544392302009e-08,0.0
1879,3.482315313885209e-08,0.0
1880,4.1074214696124045e-08,1.2835692508872398e-09
1881,6.623881887435346e-08,0.0
1882,4.8584313239175e-08,0.0
1883,3.4756364897248204e-08,0.0
1884,3.1688144552788344e-08,1.3203393933736152e-09
1885,1.8047779493102212e-08,0.0
1886,5.291840321497432e-08,0.0
1887,2.7421483528300428e-08,6.528924623161458e-10
1888,4.2482117379449846e-08,0.0
1889,2.5687060034584874e-08,6.265136742733546e-10
1890,4.4569826496143605e-08,0.0
1891,3.187109842706093e-08,0.0
1892,3.19694137829174e-08,0.0
1893,2.7097032173628577e-08,0.0
1894,1.4493540811955086e-08,6.301539290376468e-10
1895,1.9259565942064683e-08,0.0
1896,2.4177819246684606e-08,0.0
1897,2.7968225846386474e-08,0.0
1898,3.508180057565369e-08,0.0
1899,1.492446166651007e-08,5.527578395003729e-10
1900,2.2840633606691085e-08,5.191053142894475e-10
1901,2.5708198236884527e-08,0.0
1902,2.3078334632220532e-08,4.910283846193408e-10
1903,2.7001101798873606e-08,0.0
1904,1.1824175416563776e-08,0.0
1905,2.2191263937543226e-08,0.0
1906,2.3148830130548248e-08,1.0288369045596824e-09
1907,1.8514236699296305e-08,0.0
1908,2.8977195087875884e-08,0.0
1909,2.7504917898824033e-08,0.0
1910,1.6566866878342523e-08,0.0
1911,3.245428215059576e-08,0.0
1912,5.157326832261333e-08,0.0
1913,4.2423916379874527e-08,0.0
1914,3.8841114324839054e-08,6.696743715117748e-10
1915,2.4739600590351074e-08,0.0
1916,9.888715624128963e-09,0.0
1917,2.4126133979507358e-08,1.0966424435210342e-09
1918,3.790504177203502e-08,1.1486376294556067e-09
1919,2.3940405213807026e-08,9.207848372660976e-10
1920,1.665891025126598e-08,0.0
1921,2.423279099605935e-08,0.0
1922,1.623145884366295e-08,0.0
1923,2.7601465557580696e-08,0.0
1924,1.804827398643738e-08,0.0
1925,2.3096173862313663e-08,0.0
1926,3.566764306128789e-08,0.0
1927,3.0102906389828377e-08,0.0
1928,3.0850310528407476e-08,0.0
1929,3.787738211968872e-08,1.1140406375176326e-09
1930,2.1007207751111423e-08,2.100720708497761e-09
1931,1.710803587684495e-08,0.0
1932,1.753525902259412e-08,0.0
1933,1.0323596200123575e-08,1.1470662197865522e-09
1934,2.2765002327673756e-08,1.1981580172459871e-09
1935,2.2739740757060645e-08,2.393656828303392e-09
1936,4.122403041151301e-08,0.0
1937,1.7627565185307503e-08,0.0
1938,2.463390735840676e-08,0.0
1939,1.6823455517567254e-08,0.0
1940,7.607348750937604e-09,0.0
1941,5.9030051957620344e-09,8.854508237732261e-09
1942,6.371844563091145e-08,3.034211770724937e-09
1943,2.6129116870166058e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,2.6142048081823077e-08,2.178504043826024e-09
1946,4.454753366189834e-08,0.0
1947,4.649139762058496e-08,0.0
1948,3.696441863709765e-08,0.0
1949,2.2579119018928395e-08,0.0
1950,4.78591268837647e-08,2.1270722960764488e-09
1951,2.2388944032059044e-08,0.0
1952,1.7926167217297007e-08,0.0
1953,3.663101211248687e-08,0.0
1954,2.5408594339637602e-08,0.0
1955,3.2849628350817284e-08,3.754243138587299e-09
1956,1.9186510602509088e-08,0.0
1957,2.1204090927540165e-08,0.0
1958,1.9026160202884057e-08,0.0
1959,2.1702094343822864e-08,7.750747821333448e-10
1960,1.7994166157109248e-08,6.920833350854139e-10
1961,3.1266716493671964e-08,0.0
1962,3.234397782936327e-08,1.2683912808952869e-09
1963,3.23302644655854e-08,0.0
1964,3.467861903194702e-08,1.2167936658258327e-09
1965,3.3926667697414814e-08,1.0944086747954884e-09
1966,4.098915407091397e-08,5.539074754423723e-10
