year,mes_DET eaux_NOUN,mes_DET dos_NOUN
1967,2.5144711590652236e-08,9.860671168482327e-10
1968,4.0422742708656756e-08,0.0
1969,2.497966811176866e-08,0.0
1970,2.3453498365633152e-08,1.3796175313274261e-09
1971,4.4704056456623675e-08,0.0
1972,3.2319926623891604e-08,0.0
1973,2.370677543162003e-08,0.0
1974,2.5315073148846068e-08,5.625571675160757e-10
1975,1.6563292959403952e-08,0.0
1976,2.1140049599743804e-08,1.142705374768127e-09
1977,1.9393379790955123e-08,0.0
1978,3.4455430730773173e-08,5.940591352171509e-10
1979,2.925986608559583e-08,5.851973350345929e-10
1980,4.8892296433677984e-08,0.0
1981,2.909752794266751e-08,0.0
1982,3.3520510811513304e-08,0.0
1983,3.220811262139023e-08,1.2630632095778083e-09
1984,4.929157376709625e-08,0.0
1985,5.59446911019279e-08,6.015558051686298e-10
1986,2.1580148390487608e-08,0.0
1987,2.810975807676641e-08,6.110816852533674e-10
1988,2.6384837426007834e-08,0.0
1989,4.500260253337274e-08,5.488122178931576e-10
1990,2.2884334038852927e-08,5.44865097484859e-10
1991,3.985796337424574e-08,0.0
1992,3.25086699781707e-08,5.509944167592096e-10
1993,4.98528672787657e-08,1.1078414852150331e-09
1994,3.217705202285259e-08,0.0
1995,2.114755781601474e-08,5.422450821690461e-10
1996,4.85766395996734e-08,0.0
1997,1.9659066707866657e-08,0.0
1998,2.5271085557498907e-08,9.536258449571733e-10
1999,2.3308026536605908e-08,1.8280804647829996e-09
2000,3.1368023178934834e-08,0.0
2001,3.7240301065111225e-08,0.0
2002,3.3735407134471984e-08,0.0
2003,4.916968965318347e-08,0.0
2004,2.4666830578112808e-08,4.404791253964646e-10
2005,3.2426996643408756e-08,0.0
2006,1.976587160612553e-08,0.0
2007,2.316798167201206e-08,7.988958938831558e-10
2008,3.27822856638349e-08,8.514879357157668e-10
2009,2.527142117791925e-08,9.53638501499654e-10
2010,3.0232275183283974e-08,4.723793023408973e-10
2011,4.206369164094781e-08,2.2943831279320648e-09
2012,3.404252724159562e-08,1.3617010852229328e-09
2013,3.904775103258373e-08,8.367375126105969e-10
2014,4.48247139406277e-08,4.330890368553497e-10
2015,4.5439795703927643e-08,2.2165753954528356e-10
2016,5.551191417652035e-08,6.214020409345267e-10
2017,4.251383289854971e-08,2.515611330355938e-10
2018,3.9238295279631075e-08,0.0
2019,2.984655633753164e-08,2.55098775436835e-10
