year,nos_DET ans_NOUN,nos_DET dents_NOUN
1904,1.666133808697623e-08,3.6009988768626044e-08
1905,2.3223416079076742e-08,6.760594128962794e-08
1906,2.1605574218597212e-08,5.401393909920671e-08
1907,4.834272726572664e-08,6.531411267385323e-08
1908,2.5539223402759603e-08,4.4202500770751385e-08
1909,3.190570296851547e-08,4.455796664970535e-08
1910,3.259932035426516e-08,9.940120460072421e-08
1911,3.564650674636738e-08,6.331245328006219e-08
1912,4.9489502940147645e-08,6.511776495798927e-08
1913,4.030272293675807e-08,4.613601078951035e-08
1914,3.884111277052682e-08,3.214436983256519e-08
1915,1.767114277129167e-08,8.482148650124088e-08
1916,1.7579939282086343e-08,8.350471447649e-08
1917,2.19328495365545e-08,4.1672412742777e-08
1918,3.675640503075783e-08,4.2499593178035866e-08
1919,3.6831394434333475e-08,4.235610107095056e-08
1920,2.8017257402979112e-08,7.87512095534737e-08
1921,2.120369302360814e-08,5.45237814897348e-08
1922,4.205423248526685e-08,9.074860729541001e-08
1923,7.006525448716161e-08,3.503262790971462e-08
1924,8.121723371612433e-08,8.12172371578157e-08
1925,3.4094350676028284e-08,5.6090707412082e-08
1926,4.346993842663238e-08,5.0157623499025306e-08
1927,2.5643217327342427e-08,4.3481975797732275e-08
1928,2.5137291137511397e-08,6.398582952371612e-08
1929,4.0105462062456354e-08,4.344758419705386e-08
1930,4.9366935983563565e-08,4.8316576184426197e-08
1931,3.193499864551086e-08,3.079446209142134e-08
1932,1.6439305028370654e-08,3.726242614465747e-08
1933,2.982372171445036e-08,2.867665616079762e-08
1934,2.156684431042777e-08,3.9539216345474415e-08
1935,1.555876849579363e-08,4.0692166969336085e-08
1936,3.8799087942464894e-08,2.667437204451062e-08
1937,1.6368453259474336e-08,4.910536111069064e-08
1938,4.148868626430158e-08,3.630259948206316e-08
1939,2.4470481641003516e-08,5.505858169385647e-08
1940,3.0429394115571995e-08,3.803674530900025e-08
1941,5.607854847156091e-08,3.246652724442356e-08
1942,4.2478965012193726e-08,5.158160121254696e-08
1943,4.3548528783077245e-08,6.677440911317944e-08
1944,2.5705489292704442e-08,5.1410978585408884e-08
1945,3.267756198965799e-08,6.753362491451753e-08
1946,5.986074924635432e-08,7.099762999729364e-08
1947,2.8610089852776355e-08,6.914105243893687e-08
1948,3.0441285714388755e-08,8.480072200001132e-08
1949,2.1597417965146803e-08,3.534122838821929e-08
1950,8.295581821471387e-08,6.168509703030622e-08
1951,4.371174844308712e-08,5.6505429890663095e-08
1952,2.1089607171731473e-08,6.326882484586349e-08
1953,1.939288907237824e-08,8.834538434143724e-08
1954,4.104465145537972e-08,6.058972146227859e-08
1955,1.8771216581114913e-08,6.288357168315883e-08
1956,1.4825940475304833e-08,4.447782187000371e-08
1957,1.6786571077620493e-08,3.887416755166129e-08
1958,3.3916197239580725e-08,5.046068363157019e-08
1959,2.40273188012452e-08,5.968075633688841e-08
1960,5.1906251297140216e-08,5.4674583527258847e-08
1961,4.5163034867456986e-08,6.461787815936759e-08
1962,4.819886784135363e-08,9.005578016640925e-08
1963,4.0736133799512686e-08,7.047998185072402e-08
1964,4.9888540409881443e-08,7.057402995336304e-08
1965,4.3776346048129966e-08,7.989183004042388e-08
1966,3.6003986569888013e-08,5.095948774069825e-08
1967,3.993571850990918e-08,5.571279348970393e-08
1968,5.569355751577909e-08,5.973583006024796e-08
1969,3.406318194176805e-08,6.403878838323607e-08
1970,3.2650948611490094e-08,6.300253052593519e-08
1971,2.774734608745888e-08,5.6008531479356805e-08
1972,2.2059630899740057e-08,6.412683717371692e-08
1973,2.5360736732871203e-08,6.285052478460784e-08
1974,1.8001828638869455e-08,5.06301447433799e-08
1975,1.5420996479775795e-08,5.026102423144607e-08
1976,2.4568166112626244e-08,7.313314531742776e-08
1977,1.3516598063034735e-08,5.7592460578348437e-08
1978,1.7227714810275074e-08,4.7524729485104444e-08
1979,1.345953837272873e-08,5.14973663712226e-08
1980,1.4212876431329846e-08,5.230338495643139e-08
1981,2.024175771442316e-08,4.870673020462846e-08
1982,1.8622506203769262e-08,5.27637700198369e-08
1983,2.9681985536100797e-08,6.125856444327837e-08
1984,2.4355835570588624e-08,4.001316011859046e-08
1985,1.924978509926234e-08,4.992913105184016e-08
1986,2.6975184141964093e-08,5.8146509385181844e-08
1987,1.833245094617908e-08,4.033139267001218e-08
1988,1.6190695006912392e-08,3.657897762465723e-08
1989,2.030605161795762e-08,3.8416855918654846e-08
1990,1.1987032311200352e-08,4.95827229274326e-08
1991,2.9307326621097474e-08,6.857914169877688e-08
1992,2.093778761480536e-08,5.28954631207057e-08
1993,2.437251228615267e-08,5.040678852097358e-08
1994,1.4769794220992338e-08,4.74743404588196e-08
1995,1.9520823790752928e-08,6.235818261757231e-08
1996,2.56228422923499e-08,4.644140183529544e-08
1997,1.870008814464086e-08,4.411302967355368e-08
1998,3.0516027038629545e-08,5.101898437054331e-08
1999,3.473352708227573e-08,4.981519152735814e-08
2000,2.032294532661183e-08,5.6992604857697415e-08
2001,1.6648604800328926e-08,5.3888906226262634e-08
2002,1.9277373808357368e-08,5.3889025242170874e-08
2003,2.4584844826591734e-08,4.625284555359599e-08
2004,1.4535811138083332e-08,5.946468339956823e-08
2005,2.0717248361279417e-08,6.71058666412705e-08
2006,1.2765458912156191e-08,6.218013659520238e-08
2007,1.797515847279385e-08,5.152878657099791e-08
2008,1.3198063086861112e-08,5.534671454476836e-08
2009,1.1920481268745675e-08,7.247652722419673e-08
2010,1.511613750837526e-08,8.077686075580459e-08
2011,1.1471915861704929e-08,8.680416563322524e-08
2012,1.361701096325163e-08,1.1302118974043651e-07
2013,1.3108887808588321e-08,1.0012959172911451e-07
2014,1.7973194821330196e-08,1.2104838553739228e-07
2015,1.4851054830344879e-08,1.3033463108769183e-07
2016,2.1749071099641526e-08,1.4685800486802236e-07
2017,7.295272969054523e-09,1.5093668181975772e-07
2018,1.2907333535316923e-08,2.0445216719622294e-07
2019,1.5561025135113482e-08,1.8724249883916855e-07
