year,pouvez_VERB écrire_VERB,pouvez_VERB ecrire_VERB,pouvez_VERB décrire_VERB
1894,1.764431090123253e-08,0.0,6.301539290376468e-10
1895,1.8055843042930064e-08,0.0,6.018614495673091e-10
1896,1.0024948871034667e-08,0.0,2.358811590497112e-09
1897,1.4566784223291052e-08,0.0,0.0
1898,8.487532454637403e-09,0.0,0.0
1899,1.2160672469008205e-08,0.0,0.0
1900,1.7130474816440255e-08,0.0,0.0
1901,1.0618603774048552e-08,0.0,1.1177477832191585e-09
1902,1.8659077838378835e-08,0.0,0.0
1903,1.2420506401156217e-08,0.0,0.0
1904,1.5586412160928376e-08,0.0,5.374625189347171e-10
1905,1.7546581076999246e-08,0.0,1.5482277682110634e-09
1906,1.4403716441790948e-08,0.0,0.0
1907,2.7771354993433306e-08,0.0,0.0
1908,2.3083527977973972e-08,0.0,0.0
1909,2.2003934674330594e-08,0.0,0.0
1910,2.2445432179551972e-08,0.0,2.67207544979442e-09
1911,3.298632123005518e-08,0.0,0.0
1912,1.510732161591477e-08,0.0,0.0
1913,1.7499866444836698e-08,0.0,0.0
1914,1.4732836284281348e-08,0.0,0.0
1915,8.246533234057551e-09,0.0,0.0
1916,1.7579939282086343e-08,0.0,0.0
1917,1.973956464951243e-08,0.0,0.0
1918,1.033773866510046e-08,0.0,0.0
1919,2.2098836538475553e-08,0.0,0.0
1920,2.2716694303426266e-08,0.0,7.572231730534895e-10
1921,2.0446417892117097e-08,0.0,0.0
1922,1.1804696775641332e-08,0.0,0.0
1923,1.5923921736771263e-08,0.0,1.0615948120573648e-09
1924,1.804827398643738e-08,0.0,0.0
1925,2.969508017258704e-08,0.0,0.0
1926,3.232380052509143e-08,0.0,0.0
1927,4.2367055641534535e-08,0.0,1.1149224876660924e-09
1928,2.5137291359556002e-08,0.0,0.0
1929,2.8965056131369238e-08,3.342121912552898e-09,0.0
1930,2.4158287814657342e-08,0.0,0.0
1931,3.9918749195066994e-08,0.0,1.1405356659111021e-09
1932,1.8631212128639163e-08,0.0,0.0
1933,1.261772819560747e-08,0.0,0.0
1934,2.516131836216573e-08,0.0,2.3963160344919743e-09
1935,2.2739740757060645e-08,0.0,0.0
1936,1.2124714565686645e-08,0.0,0.0
1937,2.5182236740306507e-08,0.0,0.0
1938,4.148868626430158e-08,0.0,1.2965214457594243e-09
1939,2.2941076593951948e-08,0.0,0.0
1940,5.0715658339584024e-09,2.5357829169792012e-09,0.0
1941,3.246652724442356e-08,0.0,0.0
1942,1.2136847082899749e-08,0.0,0.0
1943,1.1612940831184915e-08,0.0,0.0
1944,1.6065930807940276e-08,0.0,1.2852744646352221e-08
1945,1.5249527862692958e-08,0.0,0.0
1946,2.227376683094917e-08,0.0,0.0
1947,1.4305045148432782e-08,0.0,1.1920870957027319e-09
1948,2.174377655705939e-08,0.0,0.0
1949,1.47255123650325e-08,0.0,0.0
1950,1.0635361036293034e-08,0.0,2.1270722960764488e-09
1951,2.2388944032059044e-08,0.0,0.0
1952,1.8980646387944944e-08,0.0,3.1634410646574906e-09
1953,1.6160740301529586e-08,0.0,0.0
1954,8.795282724349818e-09,0.0,0.0
1955,1.595553378308523e-08,0.0,3.754243138587299e-09
1956,1.4825940475304833e-08,0.0,0.0
1957,2.297109880089465e-08,0.0,8.835037701437898e-10
1958,2.4816730004317833e-08,0.0,1.6544486891589827e-09
1959,1.8601795659378695e-08,0.0,0.0
1960,2.906750040665429e-08,0.0,1.3841666701708277e-09
1961,3.196153386397782e-08,0.0,1.3896318540318475e-09
1962,2.72704117065814e-08,1.2683912808952869e-09,2.5367825617905737e-09
1963,3.103705381590771e-08,0.0,6.466053248388448e-10
1964,4.623815996751546e-08,1.2167936658258327e-09,6.083968329129164e-10
1965,2.5171399187229326e-08,1.6416130677043839e-09,0.0
1966,1.8278946356531378e-08,0.0,5.539074754423723e-10
1967,2.465167803222812e-08,0.0,9.860671168482327e-10
1968,3.054162789339898e-08,0.0,1.7965663401398047e-09
1969,2.497966811176866e-08,0.0,9.083515606356229e-10
1970,3.7709543931896405e-08,1.3796175313274261e-09,0.0
1971,3.44272628183262e-08,0.0,4.624557625731995e-09
1972,3.5911028817281476e-08,0.0,0.0
1973,4.686223320504723e-08,0.0,0.0
1974,2.8690415376786405e-08,0.0,5.625571675160757e-10
1975,3.369773438066659e-08,5.711480177694739e-10,1.7134440533084216e-09
1976,2.9138986334942274e-08,0.0,1.7140580066410394e-09
1977,3.996211717094411e-08,0.0,0.0
1978,2.7920778578049976e-08,0.0,2.3762365408686037e-09
1979,4.037861600636461e-08,1.7555920051037788e-09,1.7555920051037788e-09
1980,3.183684427199296e-08,5.685150683554241e-10,2.2740602734216964e-09
1981,3.1627749308427155e-08,1.2651099057237047e-09,1.2651099057237047e-09
1982,3.227901146374279e-08,0.0,4.966001831974154e-09
1983,3.220811350956865e-08,0.0,2.5261264191556165e-09
1984,3.479405208395292e-08,0.0,2.3196033982486597e-09
1985,3.4890238254092765e-08,0.0,2.4062232206745193e-09
1986,3.476801424540099e-08,5.994485463567401e-10,4.196139880008332e-09
1987,3.483165755824302e-08,0.0,0.0
1988,3.418035632307692e-08,5.996553809062277e-10,5.396898483667201e-09
1989,4.061210390204906e-08,0.0,4.390497743145261e-09
1990,3.596109721115681e-08,0.0,2.724325431913144e-09
1991,2.5790447111262438e-08,0.0,2.9307325455363298e-09
1992,2.8100714644097025e-08,5.509944167592096e-10,2.7549720282848966e-09
1993,4.09901339537555e-08,1.661762283333701e-09,4.4313659408601325e-09
1994,3.112206670152773e-08,0.0,5.802419433820205e-09
1995,2.982347879765257e-08,0.0,4.880205572987961e-09
1996,2.6690461396583487e-08,0.0,3.2028553142993132e-09
1997,2.3974472185273044e-08,4.79489448146353e-10,3.835915585170824e-09
1998,3.5284156041370807e-08,0.0,2.86087753487152e-09
1999,4.113180906983871e-08,4.570201161957499e-10,1.8280804647829996e-09
2000,3.932047931698435e-08,0.0,1.3254094488601709e-09
2001,4.337399772680328e-08,0.0,5.695575122643959e-09
2002,5.126029023472256e-08,0.0,4.381221607729913e-09
2003,3.875238263617575e-08,0.0,4.583615265119079e-09
2004,6.03456413728054e-08,4.404791253964646e-10,3.9643119897903034e-09
2005,6.530436991170063e-08,0.0,5.854874363109275e-09
2006,4.159068822673362e-08,0.0,3.706100981659688e-09
2007,5.8718846673855296e-08,0.0,7.190063211481856e-09
2008,7.195072981858175e-08,0.0,2.1287198670449925e-09
2009,6.818515174700224e-08,0.0,1.3350939020995156e-08
2010,7.180165084719192e-08,0.0,9.447585824773341e-09
2011,8.795135642003515e-08,0.0,2.141424282342541e-08
2012,1.0212757928229621e-07,0.0,1.6340413466764403e-08
2013,9.315677829135893e-08,5.578250084070646e-10,8.646287241731443e-09
2014,9.527958866328845e-08,0.0,1.2343037703033133e-08
2015,8.068334267363753e-08,0.0,1.0639562120218216e-08
2016,8.057512701498126e-08,0.0,1.0356700386182638e-08
2017,9.28260561749994e-08,2.515611330355938e-10,1.33327402451755e-08
2018,9.112577714631698e-08,0.0,9.551427204712581e-09
2019,1.20151526061818e-07,0.0,1.2499840273960672e-08
